"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Diapensiaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Indeterminable"	"Juniperus"	"Larix"	"Onagraceae"	"Orobanchaceae"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	4	"AWI"	4	-64	185	51	4.1958041958042	0	0.699300699300699	0	0	0	0.699300699300699	0	0	0	0	0.699300699300699	0	16.0839160839161	0	0.699300699300699	0	0	0	0	0	0	4.89510489510489	3.4965034965035	0	0	0	0	0.699300699300699	42.6573426573427	0	12.5874125874126	0.699300699300699	0	4.89510489510489	0	0	0	2.0979020979021	0	0	0	4.1958041958042	0	0	0.699300699300699
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	12	"AWI"	12	4	526	240	0	0	0	1.8018018018018	0	0	0	0	0	0	0	0	0	18.9189189189189	0	0	0	0	0	0	0	0	1.8018018018018	0	0	0	0	0	0	51.3513513513513	0	9.90990990990991	0.900900900900901	0.900900900900901	8.10810810810811	0	0	0	0.900900900900901	0	0	0	2.7027027027027	0	0	2.7027027027027
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	20	"AWI"	20	51	727	406	2.27272727272727	0	1.51515151515152	1.51515151515152	0	0	0.757575757575758	0	0	0	0	0.757575757575758	0	18.9393939393939	0	0	0	0	0	0	0	0	0.757575757575758	1.51515151515152	0	0	0	0	1.51515151515152	53.7878787878788	0	7.57575757575758	0	0	4.54545454545455	0	0	0	1.51515151515152	0	0	0	0	0	0	3.03030303030303
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	28	"AWI"	28	299	949	628	0	0	0	2.12765957446809	0	0	0	0	0	0	0	1.06382978723404	0	18.0851063829787	0	0	0	0	0	0	0	0	5.31914893617021	4.25531914893617	0	0	0	0	1.06382978723404	53.1914893617021	0	8.51063829787234	0	0	3.19148936170213	0	0	0	2.12765957446809	0	0	0	1.06382978723404	0	0	0
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	36	"AWI"	36	493	1102	806	0	0	0	2.52100840336134	0	0	0	0	0	0	0	0	0	16.8067226890756	0	0	0	0.840336134453782	0	0	0	0	4.20168067226891	0.840336134453782	0	0	0	0	0.840336134453782	53.781512605042	0	12.6050420168067	0	0	3.36134453781513	0	0	0	0	0	0	0	1.68067226890756	0	0	2.52100840336134
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	44	"AWI"	44	739	1204	970	0	0.625	0	0.625	0	0	0	0	0	0	0	0	0	20.625	0	0	0	0	0	0	0	0	1.875	3.125	1.25	0	0	0	0	53.125	0.625	10.625	0	0	0	0	0	0	4.375	0	0	0	2.5	0	0	0.625
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	52	"AWI"	52	952	1269	1151	2.17391304347826	0	0	2.89855072463768	0	0	0	0	0	0	0	4.34782608695652	0	20.2898550724638	0.72463768115942	0	0	0	0.72463768115942	0	0	0	5.07246376811594	4.34782608695652	0	0	0	0	0.72463768115942	50	0	6.52173913043478	0	0	0	0	0	0	1.44927536231884	0	0	0	0	0	0	0.72463768115942
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	60	"AWI"	60	1189	1474	1314	4.71698113207547	0	0	0.943396226415094	0	0	0	0	0	0	0	0	0.943396226415094	13.2075471698113	0	0	0	0	0	0	0	0	2.83018867924528	0.943396226415094	0	0	0	0	1.88679245283019	53.7735849056604	0	10.377358490566	0	0.943396226415094	3.77358490566038	0	0	0	1.88679245283019	0	0	0	2.83018867924528	0	0	0.943396226415094
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	68	"AWI"	68	1295	1966	1554	3.71900826446281	0	0	0.413223140495868	0	0	0	0	0	0	0	0	0	15.2892561983471	0	0	0	0	0	0	0	0	4.95867768595041	1.2396694214876	0	0	0	0	1.2396694214876	59.0909090909091	0	7.85123966942149	0	0.413223140495868	1.65289256198347	0	0	0	0.826446280991736	0	0	0	2.06611570247934	0	0.413223140495868	0.826446280991736
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	76	"AWI"	76	1485	2209	1794	0	0	1.02040816326531	3.06122448979592	0	0	0	0	0	0	0	1.02040816326531	0	11.2244897959184	0	0	0	0	0	0	0	0	3.06122448979592	1.02040816326531	0	0	0	0	1.02040816326531	65.3061224489796	0	3.06122448979592	0	0	4.08163265306122	0	0	0	0	0	1.02040816326531	0	2.04081632653061	1.02040816326531	0	2.04081632653061
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	84	"AWI"	84	1815	2366	2055	3.3112582781457	0	0	0	0	0	0.662251655629139	0	0	0	0	0	0	9.27152317880795	0	0	0	0	0	0	0	0	2.64900662251656	1.98675496688742	0	0	0	0	1.32450331125828	56.2913907284768	0	15.2317880794702	0	1.32450331125828	1.32450331125828	0	0	0	3.97350993377483	0	0	0	0	0	0	2.64900662251656
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	92	"AWI"	92	2131	2511	2327	9.375	1.04166666666667	0	0	0	0	0	0	0	0	0	1.04166666666667	0	20.8333333333333	0	0	0	0	0	0	0	0	6.25	1.04166666666667	0	1.04166666666667	0	0	0	37.5	0	13.5416666666667	0	0	1.04166666666667	0	0	0	4.16666666666667	0	0	0	1.04166666666667	0	0	2.08333333333333
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	96	"AWI"	96	2168	2611	2388	0	0	0	0.854700854700855	0	0	0.854700854700855	0	0	0	0	2.56410256410256	0	16.2393162393162	0	0	0	0	0	0	0	0	2.56410256410256	2.56410256410256	0	0	0	0	1.70940170940171	54.7008547008547	0	11.1111111111111	0	0	0	0	0	0	2.56410256410256	0	0	0	1.70940170940171	0	0	2.56410256410256
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	104	"AWI"	104	2266	2825	2526	5.31914893617021	0.531914893617021	0	1.06382978723404	0	0	0	0	0	0	0	0	0	13.8297872340426	0	0	0	0	0	0	0	0	0.531914893617021	1.06382978723404	0	0	0	0	0.531914893617021	68.0851063829787	0	3.19148936170213	0	0	3.72340425531915	0	0	0	1.06382978723404	0	0	0	0	0	0.531914893617021	0.531914893617021
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	108	"AWI"	108	2321	2888	2588	3.33333333333333	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	18.6666666666667	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0.666666666666667	50.6666666666667	0	16	0	0	2	0	0	0	0	0	0	0	0.666666666666667	0	0	0.666666666666667
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	116	"AWI"	116	2484	2993	2732	6.9364161849711	0	0	1.15606936416185	0	0	0	0	0	0	0	0	0	22.5433526011561	0	0	0	0	0	0	0	0	2.3121387283237	2.89017341040462	0	0	0	0	0.578034682080925	49.1329479768786	0	7.51445086705202	0.578034682080925	0	1.15606936416185	0	0	0	1.73410404624277	0	0	0	0	0	0	3.46820809248555
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	124	"AWI"	124	2628	3084	2871	6.51162790697674	0	0	0.930232558139535	0	0	0.465116279069767	0	0	0	0	1.86046511627907	0	11.6279069767442	0	0	0	0	0	0	0	0	0.465116279069767	2.7906976744186	0	0	0	0	0.930232558139535	59.0697674418605	0	10.2325581395349	0	1.3953488372093	3.25581395348837	0	0	0	0.465116279069767	0	0	0	0	0	0	0
13481	20293	"Over Kobbkrokvatnet"	70.699412	29.294714	132	"AWI"	132	2809	3181	3015	6.9364161849711	0	0	0.578034682080925	0	0	1.73410404624277	0	0	0	0	0	0	8.67052023121387	0	0	0	0	0	0	0	0	4.04624277456647	2.3121387283237	0	0	0	0	0.578034682080925	57.2254335260116	0	12.7167630057803	0	0.578034682080925	2.3121387283237	0	0	0	0.578034682080925	0	0	0	0.578034682080925	0	0	1.15606936416185
