"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fraxinus"	"Ilex"	"Indeterminable"	"Juniperus"	"Onagraceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"
9819	14527	"Lough Corslieve"	54.049896	-9.63936	5	"AWI"	5	-73	-23	-39	3.87096774193548	0	0.645161290322581	0	0	0	3.54838709677419	0.32258064516129	0	0	0	25.4838709677419	4.51612903225806	0	0	0.967741935483871	0	3.87096774193548	0	0	4.51612903225806	0	0	38.0645161290323	3.87096774193548	0	6.7741935483871	0	0	0.967741935483871	0	0.967741935483871	0	0	1.61290322580645
9819	14527	"Lough Corslieve"	54.049896	-9.63936	25	"AWI"	25	25	689	237	5.2434456928839	0	0.749063670411985	0	0	4.11985018726592	1.87265917602996	0	0.374531835205993	0	0	22.8464419475655	4.49438202247191	0	0	0.374531835205993	0	4.49438202247191	0	0	3.37078651685393	0	0	40.4494382022472	5.99250936329588	0.749063670411985	0	0	0.749063670411985	1.12359550561798	0.374531835205993	0	0	0	2.62172284644195
9819	14527	"Lough Corslieve"	54.049896	-9.63936	45	"AWI"	45	237	1316	662	1.6260162601626	0.203252032520325	0.203252032520325	0	0.203252032520325	1.01626016260163	2.23577235772358	0	0.609756097560976	0	0	14.6341463414634	5.48780487804878	37.3983739837398	0	0.813008130081301	0	1.6260162601626	0	0	2.23577235772358	0	0	21.7479674796748	6.50406504065041	0	0	0	0.40650406504065	0.40650406504065	0	1.01626016260163	0	0	1.6260162601626
9819	14527	"Lough Corslieve"	54.049896	-9.63936	65	"AWI"	65	516	1870	1099	3.66748166259169	0.488997555012225	0.488997555012225	0	0	1.22249388753056	1.9559902200489	0	0.244498777506112	0	0	19.559902200489	4.64547677261614	0	0	0.733496332518337	0	3.9119804400978	0	0	10.2689486552567	0	0	35.4523227383863	13.2029339853301	0	0	0	0.244498777506112	1.22249388753056	0	0.488997555012225	0	0	2.20048899755501
9819	14527	"Lough Corslieve"	54.049896	-9.63936	85	"AWI"	85	830	2385	1531	2.2964509394572	0	0.208768267223382	0.208768267223382	0	1.04384133611691	1.87891440501044	0	0.208768267223382	0	0	17.9540709812109	4.80167014613779	32.1503131524008	0	1.04384133611691	0	2.2964509394572	0.208768267223382	0	3.34029227557411	0	0	22.3382045929019	6.26304801670146	0	0	0	0.208768267223382	1.25260960334029	0	0.835073068893528	0	0	1.46137787056367
9819	14527	"Lough Corslieve"	54.049896	-9.63936	105	"AWI"	105	1186	2823	1968	3.40136054421769	0.272108843537415	0.408163265306122	0.136054421768707	0	1.7687074829932	1.49659863945578	0	0.272108843537415	0	0.136054421768707	14.8299319727891	4.62585034013605	38.7755102040816	0	0.136054421768707	0	0.54421768707483	0	0	2.17687074829932	0	0.136054421768707	20.6802721088435	4.48979591836735	0	3.40136054421769	0	0.408163265306122	0.54421768707483	0	0	0	0	1.36054421768707
9819	14527	"Lough Corslieve"	54.049896	-9.63936	125	"AWI"	125	1589	3251	2407	4.10742496050553	0.157977883096367	0	0	0	1.73775671406003	0.631911532385466	0	0.157977883096367	0	0	15.4818325434439	2.68562401263823	43.2859399684044	0	0.157977883096367	0	1.57977883096366	0	0	2.68562401263823	0	0	23.0647709320695	2.52764612954186	0	0	0	0.315955766192733	0.157977883096367	0	0	0	0	1.26382306477093
9819	14527	"Lough Corslieve"	54.049896	-9.63936	145	"AWI"	145	1955	3677	2834	3.44262295081967	0.491803278688525	0.327868852459016	0.163934426229508	0	1.80327868852459	1.9672131147541	0	0.327868852459016	0	0	10.8196721311475	2.45901639344262	42.9508196721311	0	0.655737704918033	0	0.983606557377049	0	0	1.9672131147541	0	0.163934426229508	20.1639344262295	4.26229508196721	0.163934426229508	4.26229508196721	0	0.327868852459016	0	0	0.327868852459016	0	0	1.9672131147541
9819	14527	"Lough Corslieve"	54.049896	-9.63936	165	"AWI"	165	2375	4048	3260	1.46443514644351	0	0.209205020920502	0	0	0	2.71966527196653	0.209205020920502	0.418410041841004	0	0	13.3891213389121	7.32217573221757	41.8410041841004	0	0.418410041841004	0	1.67364016736402	0.209205020920502	0	1.67364016736402	0	0.209205020920502	21.3389121338912	5.23012552301255	0	0	0	0.418410041841004	0.209205020920502	0	0.209205020920502	0	0	0.836820083682008
9819	14527	"Lough Corslieve"	54.049896	-9.63936	185	"AWI"	185	2846	4436	3689	2.63157894736842	0	0.43859649122807	0.219298245614035	0	0.43859649122807	1.75438596491228	0	0	0	0.657894736842105	12.719298245614	8.55263157894737	30.9210526315789	0	0.219298245614035	0	2.85087719298246	0	0	3.7280701754386	0	0	22.1491228070175	7.67543859649123	0	0	0	0.43859649122807	1.97368421052632	0	0.87719298245614	0	0	1.75438596491228
