"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Crataegus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Grossulariaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Lentibulariaceae"	"Liquidambar"	"Lythraceae"	"Nyssa"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"
23884	41419	"Endinger Bruch"	54.245314	12.886618	1270	"AWI"	1270	12860	13313	13085	0	0	0	0.529100529100529	0	0	1.05820105820106	0	69.3121693121693	0	0	0	0	0	0	0	0	0	2.11640211640212	0	0	0	0	0	0	0	0	0	0	0	0	3.7037037037037	0	0	0	0	0	0	0	0	17.989417989418	0	0	0	0	0	0	0	0	0	0	0	5.29100529100529	0	0	0	0	0	0	0	0	0
23884	41419	"Endinger Bruch"	54.245314	12.886618	925	"AWI"	925	10621	11382	10984	0	0	0	0	0	0	0	0	53.0120481927711	0	0	0	0	0	0	0	0	0.321285140562249	1.285140562249	0	0	0	0	0	0	0	0	0	0	0	0	0.321285140562249	0	0	0	0	0	0	0	0	42.8112449799197	0	0	0	0	0	0	0	0	0	0.160642570281124	0	2.08835341365462	0	0	0	0	0	0	0	0	0
23884	41419	"Endinger Bruch"	54.245314	12.886618	935	"AWI"	935	10694	11434	11047	0	0	0	0	0	0	0.258397932816538	0	61.8863049095607	0	0	0	0	0	0	0	0	0	1.67958656330749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.8837209302326	0	0	0	0	0	0	0	0	0	0	0	1.29198966408269	0	0	0	0	0	0	0	0	0
23884	41419	"Endinger Bruch"	54.245314	12.886618	895	"AWI"	895	10474	11196	10791	0	0	0	0	0	0	0.363636363636364	0	67.2727272727273	0	0	0	0	0	0	0	0	0	0.484848484848485	0	0	0	0	0	0	0	0	0	0	0	0	0.121212121212121	0	0	0	0	0	0	0	0	30.3030303030303	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0.121212121212121	0	0
23884	41419	"Endinger Bruch"	54.245314	12.886618	1280	"AWI"	1280	12899	13455	13152	0	0	0	0	0	0	1.77777777777778	0	71.1111111111111	0	0	0	0	0	0	0	0	0	0.888888888888889	0	0	0	0	0	0	0	0	0	0	0	0	2.66666666666667	0	0	0	0	0	0	0	0	17.7777777777778	0	0	0	0	0	0	0	0	0	0	0	5.77777777777778	0	0	0	0	0	0	0	0	0
23884	41419	"Endinger Bruch"	54.245314	12.886618	1335	"AWI"	1335	13358	13767	13578	0	0	0	0	0	0	4.79041916167665	0	0	0	0	0	0	0	0	0	0	0	5.98802395209581	0	0	0	0	0	0	0	0	0	0	0	0	15.5688622754491	0	0	0	0	0	0	0	0.29940119760479	60.1796407185629	0	0	0	0	0	0	0	0	0	0	0	11.9760479041916	0	0	0	0	1.19760479041916	0	0	0	0
23884	41419	"Endinger Bruch"	54.245314	12.886618	1275	"AWI"	1275	12876	13385	13118	0	0	0	0.379506641366224	0	0	1.89753320683112	0	0	0	0	0	0	0	0	0	0	0	10.6261859582543	0	0	0	0	0	0	0	0	0	0	0	0	5.31309297912714	0	0	0	0	0	0	0	0	77.2296015180266	0	0	0	0	0	0	0	0	0	0	0	4.55407969639469	0	0	0	0	0	0	0	0	0
23884	41419	"Endinger Bruch"	54.245314	12.886618	955	"AWI"	955	10809	11540	11180	0	0	0	0	0	0	0.20746887966805	0	52.6970954356847	0	0	0	0	0	0	0	0	0	2.0746887966805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.9087136929461	0	0	0	0	0	0	0.20746887966805	0	0	0	0	2.9045643153527	0	0	0	0	0	0	0	0	0
23884	41419	"Endinger Bruch"	54.245314	12.886618	845	"AWI"	845	10227	10860	10477	0	0	0	0.112359550561798	0	0	0.112359550561798	0	42.4719101123596	0	0	0	0	0	0	0	3.59550561797753	0	0.337078651685393	0	0	0	0	0	0	0	0	0	0	0	0	0.224719101123596	0	0	0	0	0	0	0	0	52.1348314606742	0	0	0	0	0	0	0	0	0	0	0	0.786516853932584	0	0	0	0	0	0	0	0.224719101123596	0
23884	41419	"Endinger Bruch"	54.245314	12.886618	900	"AWI"	900	10493	11239	10824	0	0	0	0	0	0	0.701754385964912	0	0	0	0	0	0	0	0	0	1.16959064327485	0.233918128654971	1.6374269005848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93.9181286549708	0	0	0	0	0	0	0.233918128654971	0	0	0	0	1.16959064327485	0	0	0	0	0	0	0	0.935672514619883	0
