"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juglans"	"Juniperus"	"Larix"	"Liliaceae"	"Melanthiaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
15806	40582	"Aletschwald"	46.38972	8.02556	0	"AWI"	0	-100	72	-17	0	0	3.39506172839506	0.462962962962963	0	0	2.16049382716049	0	0	4.01234567901235	0	0.462962962962963	0	0.308641975308642	0	0	0.308641975308642	0	0.771604938271605	22.9938271604938	0	0	0	0	0	0.617283950617284	0	0	0	0	2.00617283950617	0	0	0	0	5.55555555555556	54.4753086419753	0	0	0	0	0	0.308641975308642	0	0	0	0.154320987654321	0.771604938271605	0	0	0	0	0	0	0.154320987654321	1.08024691358025	0
15806	40582	"Aletschwald"	46.38972	8.02556	5	"AWI"	5	-31	341	118	0	0	11.7647058823529	0.309597523219814	0	0.464396284829721	0.928792569659443	0	0	1.23839009287926	0	0	2.32198142414861	0.464396284829721	0	0.154798761609907	0	0	0.619195046439629	17.3374613003096	0	0	0	0	0	0.154798761609907	0	0	0.309597523219814	0.154798761609907	1.70278637770898	0	0	0	0	8.97832817337461	31.5789473684211	0	19.969040247678	0	0	0	0.154798761609907	0	0	0	0.464396284829721	0.464396284829721	0.309597523219814	0	0	0	0	0	0	0.154798761609907	0
15806	40582	"Aletschwald"	46.38972	8.02556	10	"AWI"	10	-3	691	246	0.144300144300144	0	17.8932178932179	0	0	0.288600288600289	1.01010101010101	0	0	1.87590187590188	0	0.288600288600289	1.01010101010101	0	0	0.144300144300144	0	0	0.432900432900433	8.94660894660895	0	0	0	0	0.577200577200577	0	0	0	0.288600288600289	0	4.47330447330447	0	0.144300144300144	0	0	9.66810966810967	50.7936507936508	0	0	0	0	0	0.865800865800866	0	0	0	0	0.721500721500722	0.288600288600289	0	0	0	0.144300144300144	0	0	0	0
15806	40582	"Aletschwald"	46.38972	8.02556	20	"AWI"	20	164	942	583	0.336700336700337	0	7.74410774410774	0.168350168350168	0	0.336700336700337	5.72390572390572	0	0	1.34680134680135	0	0	0.673400673400673	0.505050505050505	0	0	0	0	0.673400673400673	12.2895622895623	0	0	0	0	0.505050505050505	0	0.168350168350168	0	0.168350168350168	0.673400673400673	11.4478114478114	0	0	0	0	6.06060606060606	47.1380471380471	0	0	0	0	0	0.841750841750842	0	0	0	0	2.35690235690236	0.336700336700337	0	0	0	0.168350168350168	0	0	0.336700336700337	0
15806	40582	"Aletschwald"	46.38972	8.02556	30	"AWI"	30	584	1115	882	0.454545454545455	0	17.2727272727273	0.227272727272727	0	0	2.95454545454545	0	0	1.36363636363636	0	0.227272727272727	0.227272727272727	0.454545454545455	0	0	0	0	1.59090909090909	7.72727272727273	0	0	0	0	0.909090909090909	0	0	0	0.227272727272727	0	9.54545454545455	0	0	0	0	10	44.0909090909091	0	0	0	0	0	1.13636363636364	0	0	0	0.227272727272727	0.681818181818182	0.227272727272727	0	0	0	0	0	0	0.227272727272727	0.227272727272727
15806	40582	"Aletschwald"	46.38972	8.02556	40	"AWI"	40	839	1339	1083	0.212765957446809	0	29.7872340425532	0.212765957446809	0	0.212765957446809	0.851063829787234	0	0	1.70212765957447	0	0	0.212765957446809	0.106382978723404	0	0.319148936170213	0	0	1.06382978723404	3.19148936170213	0	0	0	0	1.06382978723404	0.106382978723404	0	0	0.106382978723404	0	6.70212765957447	0	0.106382978723404	0	0	7.5531914893617	41.1702127659574	0	0	0	0	0	2.12765957446809	0	0	0	0.319148936170213	2.4468085106383	0.106382978723404	0	0	0.106382978723404	0	0	0.106382978723404	0.106382978723404	0
15806	40582	"Aletschwald"	46.38972	8.02556	50	"AWI"	50	972	1553	1252	0.518672199170124	0	23.9626556016598	0.103734439834025	0	0.622406639004149	1.34854771784232	0	0	2.80082987551867	0	0	0.20746887966805	0.103734439834025	0	0.103734439834025	0	0	1.14107883817427	0.829875518672199	0	0	0	0	1.34854771784232	0	0.20746887966805	0	0.103734439834025	0	8.71369294605809	0	0.20746887966805	0	0	9.75103734439834	46.6804979253112	0	0	0	0	0	0.933609958506224	0	0	0	0	0.20746887966805	0	0	0	0	0	0	0	0	0.103734439834025
15806	40582	"Aletschwald"	46.38972	8.02556	60	"AWI"	60	1128	1691	1421	0.473372781065089	0.118343195266272	26.7455621301775	0.118343195266272	0	0.118343195266272	1.53846153846154	0	0	2.48520710059172	0	0.118343195266272	0	0	0	0	0	0	1.42011834319527	0.946745562130178	0	0	0	0	0.946745562130178	0.118343195266272	0	0	0.355029585798817	0	5.56213017751479	0	0	0	0	11.7159763313609	44.8520710059172	0	0	0	0	0	1.42011834319527	0	0	0	0	0.710059171597633	0.118343195266272	0	0	0	0	0	0	0.118343195266272	0
15806	40582	"Aletschwald"	46.38972	8.02556	70	"AWI"	70	1331	1831	1585	0.342172797262618	0.171086398631309	29.5979469632164	0	0	0.171086398631309	1.45423438836612	0	0	1.79640718562874	0	0	0.0855431993156544	0.171086398631309	0	0.171086398631309	0	0	1.11206159110351	1.11206159110351	0	0	0	0	1.02651839178785	0	0.0855431993156544	0	0.171086398631309	0.256629597946963	7.86997433704021	0	0	0	0	8.98203592814371	42.5149700598802	0	0	0	0	0	1.62532078699743	0	0	0	0.171086398631309	0.513259195893926	0.342172797262618	0	0	0	0	0	0.0855431993156544	0.171086398631309	0
15806	40582	"Aletschwald"	46.38972	8.02556	80	"AWI"	80	1518	2033	1757	1.4030612244898	0.255102040816327	31.5051020408163	0.127551020408163	0	0	2.29591836734694	0	0	2.93367346938776	0	0	0.76530612244898	0.255102040816327	0	0.127551020408163	0	0	1.53061224489796	2.29591836734694	0	0	0	0	0.892857142857143	0	0	0	0	0.127551020408163	8.29081632653061	0	0	0	0	11.6071428571429	31.5051020408163	0	0	0	0	0	2.80612244897959	0	0	0	0.255102040816327	0.510204081632653	0.38265306122449	0	0	0	0	0	0.127551020408163	0	0
15806	40582	"Aletschwald"	46.38972	8.02556	90	"AWI"	90	1637	2288	1926	0.137174211248285	0	33.0589849108368	0.137174211248285	0	0.137174211248285	1.23456790123457	0	0	2.33196159122085	0	0	0.548696844993141	0.137174211248285	0	0	0	0	0.685871056241427	10.562414266118	0	0	0	0	0.411522633744856	0	0	0	0	0.411522633744856	2.60631001371742	0	0	0	0	9.19067215363512	35.6652949245542	0	0	0	0	0	1.92043895747599	0	0.137174211248285	0	0.137174211248285	0.274348422496571	0.137174211248285	0	0	0	0	0	0.137174211248285	0	0
15806	40582	"Aletschwald"	46.38972	8.02556	100	"AWI"	100	1762	2468	2096	1.37825421133231	0.153139356814701	36.1408882082695	0.153139356814701	0	0.153139356814701	1.22511485451761	0	0	3.36906584992343	0	0	0.306278713629403	0	0	0.153139356814701	0	0	1.53139356814701	3.82848392036753	0	0	0	0	0.612557427258806	0	0	0	0	0.153139356814701	2.75650842266462	0	0	0	0	7.65696784073507	36.2940275650842	0	0	0	0.153139356814701	0	1.99081163859112	0	0.306278713629403	0	0	1.07197549770291	0.306278713629403	0	0	0	0.153139356814701	0	0.153139356814701	0	0
