"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Juglans"	"Lamiaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
15898	24469	"Fréchencourt"	49.95	2.43333	130	"AWI"	130	3982	4371	4170	0	4	89	0	2	3	0	0	3	0	1	0	0	0	0	0	0	243	71	0	0	0	0	2	47	0	0	0	0	0	0	0	0	15	0	114	0	0	239	0	0	4	1	0	0	0	0	0	1	0	37	6	0	0	0
15898	24469	"Fréchencourt"	49.95	2.43333	135	"AWI"	135	4072	4451	4255	0	2	184	0	0	5	2	0	12	0	0	0	0	0	0	0	0	305	203	0	0	0	0	0	46	0	1	0	0	0	0	0	0	12	0	174	0	0	226	0	0	0	2	2	0	0	0	0	3	0	33	12	1	0	0
15898	24469	"Fréchencourt"	49.95	2.43333	140	"AWI"	140	4156	4532	4341	0	4	165	0	4	4	0	0	9	0	0	0	0	0	0	0	0	387	165	0	0	0	0	1	63	0	1	0	0	0	0	0	0	11	0	230	0	0	269	0	0	6	0	0	0	0	1	0	6	0	18	15	0	0	0
15898	24469	"Fréchencourt"	49.95	2.43333	145	"AWI"	145	4244	4614	4423	0	5	194	1	10	5	3	0	19	0	1	0	0	0	0	1	0	527	541	0	0	0	1	1	108	0	3	0	0	0	0	0	0	16	9	424	0	0	334	3	0	7	1	5	0	1	0	0	19	0	28	13	3	0	0
15898	24469	"Fréchencourt"	49.95	2.43333	150	"AWI"	150	4336	4692	4506	0	8	142	2	2	3	2	0	4	0	0	0	0	0	0	0	0	271	292	0	0	2	0	1	48	0	2	0	0	0	0	0	0	7	0	234	0	1	193	0	0	4	1	4	0	0	0	0	3	0	22	11	0	0	0
15898	24469	"Fréchencourt"	49.95	2.43333	155	"AWI"	155	4427	4768	4588	0	9	70	2	7	0	0	0	48	0	1	0	0	1	0	0	0	459	794	0	0	0	0	5	118	0	6	0	0	0	0	0	0	7	0	394	0	0	390	1	0	2	1	11	0	0	0	0	25	0	14	26	2	1	0
15898	24469	"Fréchencourt"	49.95	2.43333	160	"AWI"	160	4501	4849	4668	0	6	41	0	22	4	4	0	14	0	6	0	0	0	0	3	0	316	177	0	0	0	5	1	123	1	8	1	0	0	0	0	0	10	0	443	0	0	330	10	0	6	2	24	4	0	0	3	19	0	20	45	0	0	0
15898	24469	"Fréchencourt"	49.95	2.43333	165	"AWI"	165	4573	4937	4747	0	4	23	0	1	0	1	0	7	0	2	0	0	0	0	0	0	63	360	0	0	0	0	1	28	0	0	0	0	0	0	0	0	4	0	154	0	0	87	0	0	2	1	4	1	0	0	0	13	0	17	18	0	0	0
15898	24469	"Fréchencourt"	49.95	2.43333	170	"AWI"	170	4641	5025	4825	0	3	103	0	0	6	0	0	8	0	0	0	0	0	0	0	0	202	442	0	0	0	0	0	42	0	0	1	0	0	0	0	0	13	0	67	0	0	309	0	0	2	1	4	0	1	0	1	8	0	35	46	0	0	0
15898	24469	"Fréchencourt"	49.95	2.43333	175	"AWI"	175	4713	5112	4903	0	3	122	0	2	9	1	0	8	0	0	0	0	0	0	0	0	245	562	0	0	0	0	2	46	0	0	1	0	0	0	0	0	24	0	68	0	0	294	0	0	9	1	1	1	0	0	0	20	0	50	63	0	0	1
15898	24469	"Fréchencourt"	49.95	2.43333	180	"AWI"	180	4781	5200	4981	0	3	162	0	1	8	0	0	3	0	0	0	0	0	0	0	0	155	426	0	0	0	0	1	33	0	0	0	0	0	0	0	0	21	0	30	0	0	187	3	0	6	2	1	0	1	0	0	8	0	26	37	1	0	0
15898	24469	"Fréchencourt"	49.95	2.43333	185	"AWI"	185	4850	5285	5058	0	4	241	1	2	7	1	0	8	0	1	0	0	0	0	0	0	275	572	0	0	0	1	1	97	0	0	1	0	0	0	0	0	26	0	77	0	0	340	1	0	14	0	4	0	0	0	0	36	0	33	66	4	0	0
15898	24469	"Fréchencourt"	49.95	2.43333	190	"AWI"	190	4923	5364	5136	0	4	150	1	0	2	0	0	1	0	2	0	0	0	0	0	0	239	129	0	0	0	0	0	22	0	0	0	0	0	0	0	0	5	0	30	0	0	122	1	0	1	0	0	0	0	0	0	8	0	17	21	0	0	0
15898	24469	"Fréchencourt"	49.95	2.43333	195	"AWI"	195	4992	5449	5213	0	5	260	1	3	5	0	0	10	0	0	0	0	0	0	0	0	480	303	0	0	0	0	0	49	0	0	0	0	0	0	0	0	8	0	65	0	0	204	1	0	23	0	4	1	0	0	0	18	0	28	52	0	0	0
15898	24469	"Fréchencourt"	49.95	2.43333	200	"AWI"	200	5062	5528	5290	0	1	192	1	2	1	1	0	10	0	3	0	0	0	0	0	0	342	972	0	0	0	0	0	68	0	5	0	0	1	0	0	0	11	0	201	0	0	305	0	0	5	10	6	0	1	0	0	15	0	42	41	4	0	0
15898	24469	"Fréchencourt"	49.95	2.43333	205	"AWI"	205	5136	5609	5368	0	3	239	0	0	4	2	0	10	0	0	0	0	0	0	0	0	465	256	0	0	0	0	0	34	0	0	0	0	0	0	0	0	12	0	43	0	0	203	0	0	7	0	9	0	0	0	0	7	0	32	35	0	0	0
15898	24469	"Fréchencourt"	49.95	2.43333	210	"AWI"	210	5210	5686	5445	0	1	202	0	0	2	0	0	6	0	1	0	0	0	0	1	0	290	455	0	0	0	0	0	28	0	0	0	0	0	0	0	0	10	0	30	0	0	177	1	0	6	1	7	0	0	0	0	6	0	18	32	0	0	0
15898	24469	"Fréchencourt"	49.95	2.43333	215	"AWI"	215	5284	5767	5523	0	4	157	2	4	5	0	0	36	0	1	0	0	0	0	1	0	300	300	0	0	0	0	0	24	0	20	0	0	0	0	0	0	27	0	160	0	0	427	0	0	9	3	5	1	0	0	0	17	0	41	43	1	0	0
15898	24469	"Fréchencourt"	49.95	2.43333	220	"AWI"	220	5359	5845	5601	0	1	52	2	1	3	0	0	4	0	0	0	0	0	0	0	0	141	580	0	0	0	0	0	21	0	1	0	0	0	0	0	0	5	0	79	0	0	192	0	0	1	5	7	1	0	0	0	3	0	25	23	0	0	0
15898	24469	"Fréchencourt"	49.95	2.43333	225	"AWI"	225	5436	5922	5677	0	2	51	1	16	4	0	3	77	0	2	0	0	0	0	0	0	683	407	0	0	0	2	1	26	0	0	0	0	0	0	0	0	10	0	477	0	0	388	6	0	3	1	12	0	0	4	0	2	0	32	8	1	0	0
15898	24469	"Fréchencourt"	49.95	2.43333	230	"AWI"	230	5517	5998	5757	0	3	43	1	0	2	2	0	45	0	1	0	0	0	0	0	0	644	227	0	0	0	0	1	26	0	0	0	0	0	0	0	0	8	0	65	0	0	350	0	0	0	1	15	0	0	0	0	4	0	30	11	0	0	0
15898	24469	"Fréchencourt"	49.95	2.43333	235	"AWI"	235	5593	6074	5836	0	0	24	1	4	0	0	0	41	0	2	0	0	0	0	0	0	322	864	0	0	0	0	0	23	0	0	0	0	0	0	0	0	15	0	89	0	0	578	4	0	3	1	3	1	0	0	0	1	0	29	4	0	0	0
15898	24469	"Fréchencourt"	49.95	2.43333	240	"AWI"	240	5667	6151	5914	0	1	32	1	2	0	0	0	20	0	1	0	0	1	0	0	0	234	766	0	0	0	1	0	22	1	0	0	0	0	0	0	0	9	0	120	0	0	423	0	0	2	3	7	1	0	0	1	0	0	36	9	0	1	0
15898	24469	"Fréchencourt"	49.95	2.43333	245	"AWI"	245	5749	6220	5991	0	0	68	1	1	3	0	0	41	0	0	0	0	1	0	0	0	464	800	0	0	0	0	2	61	0	0	0	0	0	0	0	0	9	0	450	0	0	393	0	0	0	0	11	1	0	0	0	32	0	74	68	0	0	0
15898	24469	"Fréchencourt"	49.95	2.43333	250	"AWI"	250	5833	6293	6067	0	7	49	2	3	3	1	0	32	0	2	0	0	1	0	0	0	239	844	0	0	0	0	3	76	0	0	0	0	0	0	0	0	13	0	317	0	0	424	0	0	1	2	18	0	0	1	0	50	0	34	25	1	0	0
15898	24469	"Fréchencourt"	49.95	2.43333	255	"AWI"	255	5914	6366	6143	0	1	10	0	0	1	1	0	11	0	0	0	0	0	0	0	0	61	109	0	0	0	0	0	16	0	0	0	0	0	0	0	0	20	0	26	0	0	130	0	0	1	0	3	0	0	0	0	7	0	21	3	0	0	0
15898	24469	"Fréchencourt"	49.95	2.43333	260	"AWI"	260	5996	6435	6221	0	7	54	0	5	7	0	0	12	0	2	0	0	0	0	1	0	317	434	0	0	0	0	0	85	0	0	0	0	1	0	0	0	17	0	133	0	0	458	0	0	0	0	15	0	0	0	1	41	0	39	16	1	0	0
15898	24469	"Fréchencourt"	49.95	2.43333	265	"AWI"	265	6084	6502	6299	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	2	0	24	44	0	0	0	1	0	3	0	0	0	0	0	0	0	0	4	0	58	0	0	21	1	0	0	0	1	0	0	0	0	0	0	4	1	0	1	0
15898	24469	"Fréchencourt"	49.95	2.43333	270	"AWI"	270	6168	6572	6377	0	1	17	1	13	0	9	0	7	0	3	0	2	0	0	1	0	173	493	0	0	0	15	0	32	0	0	0	0	0	2	0	0	23	0	340	0	0	244	13	0	1	2	10	5	0	0	1	3	0	42	17	1	0	0
15898	24469	"Fréchencourt"	49.95	2.43333	275	"AWI"	275	6251	6638	6454	0	1	21	0	25	4	6	0	19	1	1	0	0	1	0	1	0	444	342	0	0	0	2	0	14	0	1	0	0	0	0	0	0	19	0	145	0	0	243	4	0	3	0	25	1	0	1	0	1	0	107	52	0	0	0
15898	24469	"Fréchencourt"	49.95	2.43333	285	"AWI"	285	6433	6779	6609	0	2	29	0	12	3	7	0	18	0	1	0	0	0	0	1	0	411	447	0	0	0	1	0	22	0	1	0	0	0	0	0	0	17	0	266	0	1	289	6	0	6	0	18	2	0	0	0	5	0	89	60	3	0	0
15898	24469	"Fréchencourt"	49.95	2.43333	290	"AWI"	290	6517	6849	6688	0	0	27	0	30	0	7	0	30	0	10	0	0	0	0	3	0	552	312	0	0	0	4	0	19	0	2	0	0	0	0	0	2	13	0	285	0	0	300	8	0	7	0	30	2	0	3	0	4	0	102	77	0	0	0
15898	24469	"Fréchencourt"	49.95	2.43333	295	"AWI"	295	6585	6946	6763	1	1	27	0	8	1	0	0	11	0	1	0	0	0	0	0	0	598	53	0	0	0	0	0	13	0	2	0	0	0	0	0	0	16	0	109	0	0	213	3	0	2	1	34	0	1	0	0	1	0	163	96	0	0	0
15898	24469	"Fréchencourt"	49.95	2.43333	300	"AWI"	300	6651	7048	6840	0	0	18	0	1	5	0	0	1	0	3	0	0	0	0	0	0	294	33	0	0	0	0	0	7	1	0	0	0	0	0	0	0	24	0	10	0	0	76	0	0	1	0	11	0	1	0	0	0	0	150	89	0	0	1
15898	24469	"Fréchencourt"	49.95	2.43333	305	"AWI"	305	6717	7145	6919	0	1	20	1	2	21	0	0	3	0	4	0	0	0	0	0	0	427	65	0	0	0	0	0	9	0	0	0	0	0	0	0	0	13	0	47	0	0	290	7	0	0	0	20	4	0	0	0	0	0	246	68	0	0	0
15898	24469	"Fréchencourt"	49.95	2.43333	310	"AWI"	310	6782	7245	6998	0	0	12	0	0	12	0	0	1	0	3	0	0	0	0	0	0	441	52	0	0	0	0	0	5	0	0	0	0	0	0	0	0	15	0	38	0	1	283	2	0	1	0	20	0	2	0	0	0	0	223	73	0	4	0
15898	24469	"Fréchencourt"	49.95	2.43333	315	"AWI"	315	6852	7342	7079	0	1	34	1	4	22	2	0	2	0	2	0	0	0	0	0	0	741	164	0	0	0	0	0	14	0	0	0	0	0	0	0	0	40	0	84	0	0	405	3	0	2	0	33	0	1	1	0	0	0	332	197	0	2	0
