"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Melanthiaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	0	"AWI"	0	-99	67	-19	13	1	177	0	0	0	1	7	0	16	0	3	2	2	0	3	3	0	10	282	0	0	0	0	12	0	0	0	4	5	0	57	0	0	0	3	64	166	0	0	0	0	20	3	5	0	2	5	1	0	0	2	0	5	2	0	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	10	"AWI"	10	80	1640	828	11	1	262	3	0	0	0	7	0	22	0	0	1	3	0	4	7	0	14	186	0	0	0	0	29	0	0	0	3	2	0	60	0	0	0	0	86	269	0	0	0	0	27	6	3	0	2	9	1	0	0	2	0	7	0	0	1
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	20	"AWI"	20	1088	2482	1735	25	1	277	1	0	0	0	8	0	17	0	0	3	0	0	8	2	0	6	251	0	0	4	0	24	0	0	0	0	3	1	131	0	0	0	0	68	177	0	0	0	0	31	12	0	0	1	4	1	0	0	1	0	0	1	0	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	30	"AWI"	30	2386	2756	2589	14	2	328	1	0	0	0	7	0	40	0	0	3	0	0	0	1	0	5	366	0	0	0	0	10	0	0	0	0	0	0	47	0	0	0	2	30	84	0	0	0	0	14	5	0	0	0	14	1	3	0	2	0	3	3	0	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	40	"AWI"	40	2504	3032	2767	21	4	270	0	0	0	0	4	0	57	0	0	4	0	0	1	1	0	9	81	0	0	0	0	19	2	0	0	2	1	0	83	0	0	0	3	46	120	0	0	0	0	18	13	0	0	0	2	1	1	0	13	0	4	0	0	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	50	"AWI"	50	2612	3215	2908	15	4	302	0	0	0	0	2	0	43	0	0	9	1	0	2	0	0	10	88	0	0	0	0	21	1	0	0	0	1	0	79	0	0	0	6	33	149	0	0	0	0	34	7	0	0	0	7	9	2	0	1	0	7	0	0	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	60	"AWI"	60	2724	3404	3063	27	7	309	0	0	0	0	4	0	35	0	0	3	0	0	3	0	0	18	64	0	0	0	0	22	0	0	0	0	0	0	126	0	0	0	1	58	183	0	0	0	0	34	5	1	0	0	2	2	0	0	2	0	4	2	0	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	70	"AWI"	70	2868	3537	3231	65	4	354	2	0	0	0	4	0	46	0	0	9	0	0	1	0	0	10	174	0	0	0	0	17	1	0	0	0	0	0	70	0	0	1	2	69	154	0	0	0	0	39	7	0	0	0	10	1	0	0	24	0	3	1	0	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	80	"AWI"	80	3039	3635	3377	27	4	417	1	0	0	0	12	0	35	0	1	1	0	0	2	0	0	24	104	0	0	0	0	14	2	1	0	0	0	0	83	0	0	0	0	74	216	0	0	0	0	48	4	0	0	0	5	1	0	0	5	0	4	0	0	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	90	"AWI"	90	3240	3739	3519	31	4	326	2	0	0	0	7	0	70	0	0	6	0	0	1	0	0	17	95	0	0	0	0	23	3	0	0	0	1	0	101	0	0	0	1	88	280	0	0	0	0	51	6	1	0	0	6	5	0	0	6	0	6	2	0	1
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	100	"AWI"	100	3499	3819	3657	26	0	226	1	0	0	0	7	0	57	0	0	6	0	0	2	0	0	18	59	0	0	0	0	13	0	0	0	0	0	0	59	0	0	0	1	51	228	0	0	0	0	23	8	0	0	0	8	1	0	0	5	0	3	2	0	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	110	"AWI"	110	3586	3967	3746	43	2	201	0	0	0	0	3	0	125	0	0	1	0	0	1	0	0	27	391	0	0	0	0	24	1	0	0	0	1	0	66	0	0	0	1	64	417	0	0	0	0	36	4	1	0	0	3	6	0	0	0	0	5	1	0	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	120	"AWI"	120	3663	4121	3835	64	4	128	0	0	0	0	4	0	104	0	0	1	0	0	1	0	0	30	183	0	0	0	0	6	2	0	1	0	0	0	108	0	0	0	0	52	321	0	0	0	0	29	13	1	6	1	1	1	1	0	6	0	8	0	0	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	130	"AWI"	130	3751	4287	3943	36	1	89	0	0	0	0	6	0	107	0	0	2	1	0	0	0	0	19	244	0	0	0	0	10	1	0	0	0	1	0	78	0	0	0	0	32	323	0	0	0	0	36	6	1	0	1	0	0	0	0	3	0	2	0	0	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	140	"AWI"	140	3855	4712	4216	41	1	55	2	0	0	0	9	0	110	0	0	13	1	0	0	0	0	11	448	0	0	0	0	14	2	0	0	0	0	0	46	0	0	1	0	26	406	0	0	0	0	17	3	2	0	1	7	2	0	0	3	0	8	0	0	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	150	"AWI"	150	4051	5010	4535	39	7	61	0	0	0	0	4	0	94	0	0	9	0	0	0	0	0	10	231	0	0	0	0	4	2	0	0	0	1	0	52	0	0	0	0	19	410	0	0	0	0	20	1	1	0	0	3	2	0	0	4	0	6	1	0	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	160	"AWI"	160	4304	5296	4855	71	7	38	0	0	0	0	1	0	113	0	0	11	0	0	1	0	0	29	228	0	0	0	0	8	1	0	0	0	0	0	59	0	0	0	0	14	402	0	0	0	0	23	3	2	0	0	3	1	0	0	4	0	9	1	0	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	170	"AWI"	170	4693	5411	5151	28	7	56	1	0	0	0	5	0	111	0	0	6	0	0	0	0	0	7	141	0	0	0	0	8	4	0	0	0	1	0	51	0	0	0	0	22	283	0	0	0	0	30	6	0	0	1	1	3	0	0	3	0	7	2	0	1
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	180	"AWI"	180	5315	5566	5403	78	4	31	0	0	0	0	0	0	143	0	0	4	0	0	2	0	0	14	80	0	0	0	0	4	0	0	0	0	0	0	47	0	0	0	0	17	378	0	0	0	0	24	6	1	0	2	6	1	1	0	3	0	10	1	0	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	190	"AWI"	190	5424	6018	5670	42	3	32	0	0	0	0	1	0	117	0	0	8	0	0	3	0	0	17	109	0	0	0	0	3	1	0	0	0	0	0	38	0	0	0	0	3	318	0	0	0	0	16	7	0	0	0	0	2	1	0	3	0	6	0	0	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	200	"AWI"	200	5507	6399	5887	97	9	28	0	0	0	0	2	0	172	0	0	9	0	0	1	0	0	22	183	0	0	0	0	3	2	0	0	0	0	1	69	0	0	0	0	9	459	0	0	0	0	30	4	2	0	0	3	2	1	0	5	0	10	0	0	1
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	210	"AWI"	210	5708	6576	6127	40	7	32	0	0	0	0	3	0	132	0	2	4	0	0	0	0	0	17	114	0	0	0	0	1	4	0	1	0	0	0	43	0	0	0	0	7	291	0	0	0	0	17	7	0	0	1	2	4	0	0	3	0	8	0	0	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	220	"AWI"	220	6001	6815	6352	55	5	44	0	0	0	0	8	0	164	0	1	2	0	0	2	0	0	30	155	0	0	0	0	5	4	0	0	0	0	0	54	0	0	0	0	15	343	0	0	0	0	20	5	1	0	1	8	4	1	0	3	0	14	2	0	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	230	"AWI"	230	6347	7034	6605	38	3	24	1	0	0	0	3	0	142	0	0	1	0	0	4	0	0	35	139	0	0	0	0	3	2	0	0	0	0	0	53	0	1	0	0	5	326	0	0	0	0	16	13	0	0	0	3	3	0	0	1	0	17	0	0	1
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	240	"AWI"	240	6758	7590	7309	50	3	34	0	0	0	0	5	0	143	0	0	6	0	0	4	0	0	38	156	0	0	0	0	0	4	0	0	0	0	0	85	0	1	0	0	6	476	0	0	0	0	35	11	0	0	1	3	4	0	0	5	0	30	0	0	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	255	"AWI"	255	7511	8003	7868	55	4	28	1	0	0	0	3	0	167	0	0	10	0	0	1	0	0	34	205	0	0	0	0	2	3	2	1	0	1	0	76	0	2	0	0	6	393	0	0	0	0	27	6	1	0	1	3	1	0	0	4	0	22	1	0	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	265	"AWI"	265	7616	8245	7991	62	7	0	0	0	0	1	7	0	270	0	0	6	0	0	3	0	0	52	395	0	0	0	0	0	5	0	0	0	0	0	80	0	0	0	0	0	483	0	0	0	0	26	10	0	0	0	12	2	1	1	6	0	23	1	1	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	275	"AWI"	275	7698	8395	8056	56	4	22	0	0	0	0	8	0	208	0	0	11	0	0	0	0	0	45	248	0	0	0	0	0	3	0	0	0	1	0	65	0	4	0	0	1	365	0	0	0	0	29	2	0	0	0	12	4	0	0	6	0	32	2	0	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	285	"AWI"	285	7766	8534	8126	76	5	22	0	0	21	0	8	0	263	0	0	9	0	0	1	0	0	106	435	0	0	0	0	1	4	1	1	0	1	0	106	0	1	0	0	2	449	0	0	0	0	28	10	0	0	1	6	7	0	1	2	0	22	0	0	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	295	"AWI"	295	7835	8635	8193	44	0	35	0	0	0	0	2	0	138	0	0	1	0	0	1	0	0	91	269	0	0	0	0	0	0	0	0	0	0	0	51	0	1	0	0	1	259	0	0	0	0	46	10	0	0	0	5	14	0	0	2	0	18	1	0	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	305	"AWI"	305	7908	8753	8263	59	1	25	0	0	0	1	6	0	329	0	1	5	0	0	2	0	0	61	1648	0	0	0	0	0	0	2	0	0	1	1	80	0	8	1	0	1	506	0	0	0	0	39	7	0	0	1	19	1	0	0	4	0	52	0	0	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	315	"AWI"	315	7976	8872	8331	34	1	0	0	0	0	0	7	0	167	0	0	5	0	0	2	0	0	73	302	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	302	0	0	0	0	16	5	0	0	0	9	1	1	0	3	0	20	0	0	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	325	"AWI"	325	8067	8964	8409	60	5	0	0	0	29	0	7	0	354	0	1	5	0	0	5	0	0	121	285	0	0	0	0	1	0	0	0	0	1	0	163	0	0	0	0	1	494	0	0	0	0	39	8	0	0	2	21	4	0	0	8	0	48	0	0	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	335	"AWI"	335	8188	9110	8554	18	3	0	0	0	13	0	8	0	279	0	0	5	0	0	3	0	0	122	68	0	0	0	0	0	1	0	0	0	1	0	80	0	0	0	0	0	288	0	0	0	1	31	1	1	0	0	20	3	0	0	3	0	35	0	0	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	345	"AWI"	345	8300	9301	8749	26	1	26	0	1	0	0	9	0	373	0	1	8	0	0	1	0	0	118	59	0	0	0	0	1	0	0	0	0	1	0	181	0	0	1	0	0	434	0	0	0	0	34	8	0	0	2	48	8	1	0	10	0	39	0	0	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	350	"AWI"	350	8395	9370	8841	16	0	0	0	0	0	0	16	0	325	0	0	9	0	0	4	0	0	136	61	0	0	0	0	0	0	0	0	0	2	0	136	0	0	0	0	1	416	0	0	0	0	24	7	0	0	0	60	5	1	1	8	0	24	0	0	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	355	"AWI"	355	8460	9461	8931	8	0	18	0	0	0	0	8	0	114	0	0	11	0	0	2	0	0	91	18	0	0	0	0	0	0	0	2	0	4	0	77	0	0	0	0	0	374	0	0	0	0	16	3	1	0	2	70	7	1	0	2	0	22	0	0	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	360	"AWI"	360	8540	9568	9021	30	0	18	0	1	0	0	10	0	198	0	0	4	0	0	4	0	0	111	109	0	0	0	0	0	1	0	0	0	3	0	96	0	0	0	0	0	397	0	0	0	0	26	6	0	0	4	70	6	0	0	4	0	21	0	0	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	365	"AWI"	365	8669	9637	9109	15	0	32	1	1	0	0	22	0	155	0	0	14	0	0	6	0	0	132	27	0	0	0	0	0	0	0	0	0	18	0	129	0	0	0	0	0	497	0	0	0	0	35	4	1	0	2	84	5	1	0	9	0	39	1	0	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	370	"AWI"	370	8742	9726	9197	13	1	0	2	0	0	0	9	0	114	0	0	10	0	0	7	0	0	63	8	0	0	0	0	0	0	0	0	0	25	0	209	0	0	1	0	0	449	0	0	0	0	15	3	0	0	0	57	2	0	1	9	0	22	0	0	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	375	"AWI"	375	8881	9814	9312	5	0	0	0	1	0	0	14	0	216	0	0	8	0	0	7	0	0	77	15	0	0	0	0	0	0	0	3	0	27	0	174	0	0	0	0	0	732	0	0	0	0	18	5	0	0	1	39	5	0	0	5	0	23	0	0	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	380	"AWI"	380	9039	9902	9454	0	0	31	3	0	0	0	17	0	184	0	0	5	0	0	8	0	0	60	9	0	0	0	0	0	1	0	0	0	51	0	80	0	0	1	0	0	639	0	0	0	0	12	4	0	0	0	54	3	0	0	3	0	15	0	0	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	385	"AWI"	385	9135	10026	9596	2	0	37	0	0	0	0	13	0	181	0	0	8	0	0	6	0	0	30	13	0	0	0	0	0	0	0	0	0	24	0	37	0	0	1	0	0	668	0	0	0	0	8	0	0	0	1	43	7	0	0	1	0	7	0	0	0
