"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Melanthiaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	390	"AWI"	390	9333	10135	9739	5	0	0	1	0	0	0	21	0	166	0	0	2	0	0	7	0	0	12	5	0	0	0	0	0	0	1	0	0	45	0	18	0	0	0	0	0	632	0	0	0	0	5	5	0	0	2	47	15	0	0	0	0	9	0	0	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	395	"AWI"	395	9587	10208	9899	5	0	0	2	0	0	0	27	0	127	0	0	4	0	0	11	0	0	3	9	0	0	0	0	0	0	0	0	0	57	0	7	0	0	1	0	0	855	0	0	0	0	13	1	0	4	3	30	17	4	0	1	0	6	0	0	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	400	"AWI"	400	9778	10354	10079	2	1	0	2	1	0	0	38	0	156	0	0	6	0	0	16	0	0	1	17	0	0	0	0	0	1	1	0	0	123	1	7	0	0	0	0	0	1249	0	0	0	0	13	5	0	0	2	65	31	4	0	1	0	2	1	0	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	402	"AWI"	402	9866	10430	10166	5	1	11	2	0	0	0	12	0	109	0	0	1	0	0	7	0	0	11	7	0	0	0	0	0	1	1	0	0	45	0	22	0	0	0	0	0	536	0	0	0	0	8	2	0	0	2	25	8	1	0	4	0	6	0	0	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	406	"AWI"	406	10138	10629	10393	1	0	0	2	1	0	0	21	0	79	0	0	4	0	0	2	0	0	8	10	0	0	0	0	0	0	0	0	0	47	0	7	0	0	0	0	0	533	0	0	0	0	15	1	0	3	2	34	16	1	0	1	0	5	0	0	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	410	"AWI"	410	10317	10929	10643	4	0	10	4	0	0	0	40	0	107	0	0	6	0	0	8	0	0	7	12	0	0	0	0	0	0	0	0	0	105	0	5	0	0	0	0	0	836	0	0	0	0	9	1	0	6	2	73	24	1	0	5	0	11	0	0	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	412	"AWI"	412	10377	11109	10771	2	0	0	0	0	0	0	62	0	73	0	0	3	0	0	5	0	0	5	6	0	0	0	0	0	0	0	0	0	36	1	5	0	0	0	0	0	717	0	0	0	0	14	0	0	0	1	42	15	2	0	1	0	3	0	0	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	416	"AWI"	416	10513	11459	11020	2	0	0	5	0	0	0	65	0	66	0	0	1	0	0	7	0	0	6	13	1	0	0	1	0	0	0	0	0	49	0	2	0	0	0	0	1	815	0	0	0	0	10	4	0	0	0	74	7	3	0	13	0	5	0	0	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	418	"AWI"	418	10694	11478	11094	2	0	0	6	0	0	0	92	0	77	0	0	5	0	0	16	0	0	2	17	0	0	0	0	0	0	0	0	0	32	0	7	0	0	0	0	0	945	0	0	0	0	7	1	0	0	3	83	11	5	0	2	0	6	0	0	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	422	"AWI"	422	11050	11548	11239	2	0	0	36	0	0	0	282	0	68	0	3	2	0	0	32	0	0	3	73	1	12	0	0	0	0	1	0	0	20	0	3	0	0	0	0	0	785	0	0	0	0	16	3	0	0	9	59	12	9	0	24	0	5	0	0	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	426	"AWI"	426	11264	11661	11407	0	0	2	30	0	0	0	189	0	38	0	0	0	0	0	28	0	0	1	56	2	0	0	0	0	0	0	0	0	13	0	3	0	0	0	0	0	699	0	0	0	0	2	5	0	0	3	33	9	7	0	9	0	0	0	0	0
14545	22797	"Simplon/Gampisch-Alter Spittel"	46.23111	8.01139	430	"AWI"	430	11335	11891	11577	0	0	6	14	0	0	0	144	0	21	1	0	1	0	0	22	0	0	1	29	1	4	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	669	0	0	0	1	1	4	0	0	8	16	2	11	0	9	0	1	0	0	0
