"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Olea"	"Oleaceae"	"Onagraceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3226	4186	"Col des Lauzes"	44.76722	6.53694	60	"AWI"	60	1011	2049	1434	68	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	1	0	22	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	201	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	65	"AWI"	65	1102	2185	1549	64	1	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	1	0	17	0	0	0	0	0	0	0	0	0	0	0	12	0	1	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	1	1	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	70	"AWI"	70	1155	2371	1658	64	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	1	0	17	0	0	0	0	0	1	0	1	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	75	"AWI"	75	1229	2568	1765	72	2	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	2	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	80	"AWI"	80	1310	2680	1883	46	0	0	0	0	0	0	14	0	0	1	0	0	0	0	1	0	1	0	15	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	1	0	146	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	85	"AWI"	85	1374	2846	1997	61	1	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	90	"AWI"	90	1456	3006	2106	28	1	0	0	0	1	0	6	0	0	0	0	0	0	0	1	0	3	0	35	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	1	0	224	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	95	"AWI"	95	1553	3101	2226	42	1	0	0	0	3	0	12	0	0	0	0	0	0	0	0	0	2	0	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	100	"AWI"	100	1611	3239	2340	49	1	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	105	"AWI"	105	1708	3369	2455	73	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	4	0	21	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	110	"AWI"	110	1829	3463	2575	103	0	0	1	0	0	0	6	0	1	0	0	0	0	0	1	0	6	0	7	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	2	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	115	"AWI"	115	1902	3575	2697	90	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	208	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	1	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	120	"AWI"	120	2028	3669	2811	48	1	0	1	0	0	0	11	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	125	"AWI"	125	2141	3767	2933	40	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	174	1	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	1	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	130	"AWI"	130	2219	3888	3054	49	0	0	1	0	0	0	16	0	0	0	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	2	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	135	"AWI"	135	2337	3999	3171	41	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	13	0	0	0	1	0	0	0	1	0	0	0	1	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	140	"AWI"	140	2455	4068	3289	59	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	1	3	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	143	"AWI"	143	2518	4136	3360	76	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	2	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	155	"AWI"	155	2820	4353	3638	24	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	224	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	1	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	160	"AWI"	160	2903	4461	3760	12	1	0	0	4	0	0	18	0	0	0	0	0	0	0	1	0	1	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	13	0	0	0	0	0	4	0	0	0	0	4	2	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	165	"AWI"	165	3081	4546	3870	54	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	203	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	2	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	175	"AWI"	175	3355	4715	4111	25	0	0	0	0	0	0	18	0	0	0	0	0	0	0	1	0	0	0	20	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	207	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	180	"AWI"	180	3576	4789	4211	27	0	0	0	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	1	0	0	0	0	1	3	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	185	"AWI"	185	3767	4873	4319	61	0	0	0	0	2	0	9	0	0	0	0	0	0	0	0	0	1	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	2	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	195	"AWI"	195	4024	5084	4553	66	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	2	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	19	0	0	0	0	0	2	0	0	0	0	2	7	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	200	"AWI"	200	4118	5239	4678	20	0	0	0	0	0	0	24	0	0	0	0	0	0	0	1	0	2	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	15	0	0	1	0	0	0	0	0	0	0	1	2	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	210	"AWI"	210	4311	5566	4908	15	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	3	0	28	0	0	0	0	0	1	3	0	1	0	0	1	0	0	0	0	0	0	176	0	0	0	0	19	0	0	2	0	0	0	0	0	0	0	1	2	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	215	"AWI"	215	4382	5692	5033	21	0	0	0	2	0	0	18	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	8	0	0	0	1	0	1	0	0	0	0	2	2	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	220	"AWI"	220	4441	5878	5149	21	0	0	0	1	0	0	18	0	0	0	0	0	0	0	0	0	3	0	36	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	1	0	0	0	0	2	1	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	225	"AWI"	225	4583	5970	5272	10	0	0	1	2	0	0	34	0	0	0	0	0	0	0	0	0	2	1	12	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	233	0	0	0	0	14	1	0	0	0	0	6	0	0	0	0	1	3	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	230	"AWI"	230	4672	6089	5403	5	0	0	0	1	0	0	40	0	0	0	0	0	0	0	1	0	2	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	16	0	0	3	0	0	1	0	0	0	0	2	1	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	235	"AWI"	235	4750	6244	5520	14	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	1	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	203	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	4	3	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	240	"AWI"	240	4919	6313	5641	15	0	0	0	0	0	0	50	0	0	0	0	0	0	0	1	0	1	0	13	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	3	1	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	245	"AWI"	245	5031	6407	5769	28	0	0	0	2	0	0	18	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	1	0	0	1	1	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	250	"AWI"	250	5129	6540	5890	9	1	0	0	0	1	0	12	0	0	0	0	0	0	0	1	0	2	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	8	0	0	0	0	1	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	280	"AWI"	280	6178	7110	6595	5	0	0	0	1	0	0	64	0	0	0	0	0	0	0	1	0	3	1	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	2	0	0	0	0	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	350	"AWI"	350	7712	9629	8617	1	0	0	0	2	1	0	60	0	0	0	0	0	0	0	0	0	8	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	1	1	6	1	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	353	"AWI"	353	7791	9725	8698	0	1	0	1	0	0	0	57	0	1	0	0	0	0	0	0	0	6	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	1	0	0	6	0	0	0	2	0	2	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	355	"AWI"	355	7883	9758	8749	0	0	0	1	5	5	0	74	0	0	0	0	0	0	0	7	0	3	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	2	0	0	0	0	2	3	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	357	"AWI"	357	7970	9802	8806	1	0	0	0	6	2	0	38	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	4	1	0	8	0	0	0	1	1	3	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	360	"AWI"	360	8072	9872	8891	0	0	0	0	3	1	0	37	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	1	0	0	2	0	0	0	0	1	2	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	362	"AWI"	362	8127	9926	8947	0	0	0	0	1	1	0	58	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	1	0	1	3	0	0	0	0	0	2	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	365	"AWI"	365	8203	10016	9033	0	0	2	0	2	1	0	8	0	0	0	0	0	0	0	1	0	1	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	6	0	0	0	0	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	367	"AWI"	367	8275	10089	9096	0	0	0	0	0	7	0	31	0	0	0	0	0	0	0	0	0	0	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	370	"AWI"	370	8577	10165	9217	0	0	0	0	4	4	0	71	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	1	2	3	1	0	0	0	2	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	372	"AWI"	372	8747	10220	9305	0	0	0	0	1	4	0	74	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	1	0	1	2	0	0	0	1	1	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	374	"AWI"	374	8883	10296	9399	1	0	0	0	0	6	0	38	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	375	"AWI"	375	8933	10348	9447	0	0	0	0	7	4	0	88	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	1	0	1	1	0	0	0	3	0	2	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	376	"AWI"	376	8975	10405	9504	0	0	0	0	1	1	0	24	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	377	"AWI"	377	9025	10460	9554	0	0	0	0	3	0	0	82	0	0	0	0	0	0	0	0	0	0	1	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	0	4	0	0	1	0	2	1	0	0	0	2	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	380	"AWI"	380	9111	10674	9717	0	0	0	1	3	10	0	2	0	0	0	0	0	0	0	3	0	0	10	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	1	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	381	"AWI"	381	9130	10750	9769	0	0	0	5	0	20	0	9	0	0	0	0	0	0	0	2	0	1	0	3	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	1	0	0	0	0	0	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	382	"AWI"	382	9259	10819	9876	0	0	0	5	1	11	0	2	0	0	0	0	0	0	0	7	0	0	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	384	"AWI"	384	9599	10974	10157	0	0	0	0	0	22	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	385	"AWI"	385	9737	11069	10296	0	0	0	1	0	9	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	385.5	"AWI"	385.5	9800.5	11113	10365.5	0	0	0	5	0	16	0	1	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	386	"AWI"	386	9864	11157	10435	0	0	0	4	0	17	0	5	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	387	"AWI"	387	9975	11252	10573	0	0	0	17	4	57	0	2	0	1	0	0	0	0	1	0	0	0	0	2	9	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	390	"AWI"	390	10248	11635	10975	0	0	0	2	1	6	0	1	0	0	0	0	0	0	0	0	0	0	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	391	"AWI"	391	10327	11805	11110	0	0	0	8	1	14	0	5	0	1	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	392	"AWI"	392	10409	11985	11239	0	0	0	5	0	14	0	2	0	0	0	0	0	0	0	0	0	0	14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	394	"AWI"	394	10535	12375	11500	0	0	0	4	0	21	0	3	0	0	0	0	0	0	0	1	0	0	0	9	4	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	155	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	395	"AWI"	395	10598	12580	11635	0	0	0	5	0	11	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	396	"AWI"	396	10653	12788	11767	0	0	0	0	1	41	0	12	0	0	0	0	0	0	0	0	0	0	33	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	3	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	397	"AWI"	397	10782	12813	11835	0	0	0	3	0	24	0	6	0	0	0	0	0	0	0	1	0	0	12	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	400	"AWI"	400	11131	12902	12040	0	0	0	4	0	7	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	1	0	0	0	0	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	402	"AWI"	402	11335	12977	12185	0	0	0	0	2	7	0	5	0	0	0	0	0	0	0	0	0	1	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	2	1	0	0	0	0	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	405	"AWI"	405	11568	13105	12403	0	0	0	1	1	7	0	2	0	0	0	0	0	0	0	1	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	2	1	0	0	0	0	0	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	407	"AWI"	407	11683	13221	12556	0	0	0	2	0	8	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	410	"AWI"	410	11803	13479	12778	0	0	0	0	1	8	0	5	0	1	0	0	0	0	0	0	0	0	14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0
