"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Aesculus"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Elaeagnus"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Heliotropium"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Nitrariaceae"	"Olea"	"Ostrya.Carpinus"	"Parrotia"	"Picea"	"Pinaceae"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Pterocarya"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnaceae"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Rutaceae"	"Salix"	"Sambucus"	"Tamarix"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
26019	45097	"GS05"	38.76083	51.53778	0	"AWI"	0	3363	4254	3772	0	0	4	152	1	63	0	0	0	0	4	0	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
26019	45097	"GS05"	38.76083	51.53778	5	"AWI"	5	4184	4811	4473	1	0	1	208	0	100	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	17	0	0	22	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0
26019	45097	"GS05"	38.76083	51.53778	10	"AWI"	10	4846	5485	5180	0	0	1	106	0	40	0	0	1	0	1	0	0	4	0	0	0	0	3	3	0	1	0	0	0	1	0	0	0	0	5	0	2	0	0	0	0	1	3	1	0	0	0	1	1	0	23	0	1	23	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1
26019	45097	"GS05"	38.76083	51.53778	12.5	"AWI"	12.5	5131.5	5888	5533.5	0	0	7	179	0	64	0	0	2	0	0	0	0	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	1	3	0	0	0	0	0	1	0	9	0	0	8	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	3	0	1
26019	45097	"GS05"	38.76083	51.53778	14.75	"AWI"	14.75	5374.75	6277.75	5850	0	0	7	135	0	66	0	0	1	0	2	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	2	21	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0
26019	45097	"GS05"	38.76083	51.53778	17.5	"AWI"	17.5	5764	6562.5	6179.5	0	0	2	147	1	78	0	0	1	0	0	0	0	1	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	0	0	0	1	0	0	0	0	12	0	0	0	0	0	3	0	0	1	0	1	0	3	0	0	0	0	0
26019	45097	"GS05"	38.76083	51.53778	20	"AWI"	20	6136	6772	6466	2	0	5	113	0	46	0	0	6	0	3	0	0	2	0	1	0	0	5	6	0	0	19	0	0	0	2	0	0	0	6	0	1	0	0	1	0	0	3	0	0	0	0	0	0	0	26	0	2	21	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0
26019	45097	"GS05"	38.76083	51.53778	24.5	"AWI"	24.5	6766.5	7215.5	6978.5	1	0	0	160	0	104	0	0	1	0	3	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	4	1	1	0	0	0	0	0	24	0	1	17	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0
26019	45097	"GS05"	38.76083	51.53778	28	"AWI"	28	7171	7646	7376	1	0	0	120	0	55	1	0	2	0	5	0	0	1	0	0	0	1	1	2	0	0	0	0	0	0	0	1	0	0	4	0	2	0	0	0	0	0	1	0	0	0	0	2	0	1	18	0	0	13	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1
26019	45097	"GS05"	38.76083	51.53778	31.5	"AWI"	31.5	7500.5	8060.5	7752	1	0	1	154	0	62	1	0	2	0	2	0	0	0	0	0	0	0	1	4	0	0	20	0	0	1	0	0	0	0	9	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	15	0	0	20	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
26019	45097	"GS05"	38.76083	51.53778	38	"AWI"	38	8022	8523	8262	0	0	0	80	0	26	0	0	2	0	2	0	0	6	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	12	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0
26019	45097	"GS05"	38.76083	51.53778	40.5	"AWI"	40.5	8162.5	8764	8458	2	0	2	156	0	74	2	0	1	0	4	0	0	2	0	0	0	0	1	1	1	0	19	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	18	1	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	2	0
26019	45097	"GS05"	38.76083	51.53778	48	"AWI"	48	8666	9445	9060	0	0	0	137	1	40	0	0	0	0	2	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	4	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
26019	45097	"GS05"	38.76083	51.53778	50.5	"AWI"	50.5	8963.5	9592	9269.5	0	0	0	150	0	62	2	0	1	0	3	0	0	3	0	0	0	0	1	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	2	0
