"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Aesculus"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Linaceae"	"Lythraceae"	"Montiaceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Oxalidaceae"	"Papaveraceae"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Staphylea"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Verbenaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
24242	42681	"Huzenbacher See"	48.574426	8.348266	800	"AWI"	800	426	626	551	79	1	0	76	1	0	0	0	2	0	0	0	262	0	0	0	0	41	0	0	5	0	0	0	86	11	0	0	10	0	0	0	143	0	2	0	0	0	0	0	13	3	13	0	0	0	0	0	0	0	11	0	0	31	0	0	0	0	0	3	0	0	155	0	0	1	0	15	0	0	0	0	0	0	2	0	0	1	5	1	0	0	0	0
24242	42681	"Huzenbacher See"	48.574426	8.348266	801	"AWI"	801	452	654	578	110	3	0	86	3	0	0	0	3	0	0	0	231	0	0	2	0	0	0	0	4	0	0	0	103	13	0	0	21	0	1	0	120	0	15	0	0	0	0	1	37	3	7	0	0	0	0	0	0	0	16	0	0	33	0	0	0	0	0	0	0	0	125	0	0	1	0	11	0	0	0	1	1	0	0	1	0	2	3	2	0	0	0	1
24242	42681	"Huzenbacher See"	48.574426	8.348266	802	"AWI"	802	482	657	593	138	3	0	94	3	0	0	0	7	0	0	0	196	0	1	0	0	52	0	0	2	0	0	0	83	10	0	0	18	0	0	0	160	1	10	0	0	0	0	1	17	5	10	0	0	0	0	0	0	0	27	0	0	63	0	0	0	0	0	0	0	0	138	0	0	0	0	10	0	0	0	0	0	0	2	0	0	5	6	1	0	0	0	0
24242	42681	"Huzenbacher See"	48.574426	8.348266	803	"AWI"	803	510	662	608	120	3	0	59	1	0	0	0	4	0	0	0	207	0	3	0	0	42	0	0	1	0	0	0	104	15	0	0	12	0	0	0	136	0	4	0	0	0	0	0	6	2	4	0	0	0	0	0	0	0	17	0	0	62	0	0	0	0	0	1	0	1	174	0	0	0	0	8	0	0	0	0	0	0	0	0	0	3	10	3	0	0	0	0
24242	42681	"Huzenbacher See"	48.574426	8.348266	804	"AWI"	804	537	665	621	79	4	0	118	4	0	0	0	5	0	0	0	231	0	3	0	0	0	0	0	7	0	0	0	107	19	0	0	8	0	1	0	121	0	7	0	0	0	1	0	16	4	15	0	0	0	0	0	0	0	23	0	0	38	0	0	0	0	0	0	0	0	173	0	0	1	0	12	0	0	0	0	0	0	0	1	0	3	8	6	0	0	0	0
24242	42681	"Huzenbacher See"	48.574426	8.348266	805	"AWI"	805	560	672	633	97	2	0	80	1	0	0	0	3	0	0	0	196	0	1	0	0	42	0	0	5	0	0	0	89	15	0	0	0	0	0	0	88	0	5	0	0	0	1	0	12	2	28	0	0	0	0	1	0	0	14	0	0	38	0	0	0	0	0	3	0	1	185	0	0	0	0	9	0	0	0	0	0	0	2	0	0	1	7	4	0	0	0	1
24242	42681	"Huzenbacher See"	48.574426	8.348266	806	"AWI"	806	578	684	643	69	4	0	90	2	0	0	0	2	0	0	0	209	0	1	0	0	30	0	0	2	0	0	0	114	8	0	0	0	0	1	0	166	0	8	0	0	0	0	1	7	2	9	0	0	0	0	0	0	0	25	0	0	69	0	0	0	0	0	1	0	0	245	0	0	1	0	5	0	0	0	1	0	0	0	0	0	2	10	3	0	0	0	0
24242	42681	"Huzenbacher See"	48.574426	8.348266	807	"AWI"	807	594	701	653	69	4	0	108	0	0	0	1	3	0	0	0	373	0	0	0	0	35	0	0	4	0	0	0	111	13	0	0	18	1	2	0	148	0	8	0	0	0	0	0	11	7	11	0	0	0	0	3	0	0	22	0	0	38	0	0	0	0	0	0	0	1	222	0	0	0	0	15	0	0	0	0	0	0	0	0	0	4	3	3	0	0	0	0
24242	42681	"Huzenbacher See"	48.574426	8.348266	808	"AWI"	808	607	722	665	79	1	0	86	2	0	0	0	4	0	0	0	376	0	3	1	0	23	0	0	6	0	0	0	140	19	0	0	13	0	0	0	175	0	7	0	0	0	0	0	6	11	17	0	0	0	0	0	0	0	36	0	0	27	0	0	0	0	0	2	0	0	217	0	0	0	0	12	0	0	0	0	1	0	1	0	0	5	5	1	0	0	0	1
24242	42681	"Huzenbacher See"	48.574426	8.348266	809	"AWI"	809	620	740	673	86	3	0	89	0	0	0	0	0	0	0	0	312	0	2	0	0	15	0	0	1	0	0	0	127	33	0	0	18	0	2	0	220	1	7	0	0	0	0	0	23	7	7	0	0	0	0	0	0	0	27	0	0	30	0	0	0	0	0	3	0	0	190	0	0	1	0	21	0	0	0	0	0	0	0	0	0	0	12	4	0	0	0	0
24242	42681	"Huzenbacher See"	48.574426	8.348266	810	"AWI"	810	633	759	681	105	3	0	172	3	0	0	0	5	0	0	0	258	0	0	0	0	10	0	0	1	0	0	0	161	12	0	0	16	0	0	0	135	1	4	1	0	0	0	1	21	1	19	0	0	0	0	0	0	0	21	0	0	23	0	0	0	0	0	2	0	1	126	0	0	0	0	18	0	0	0	0	0	0	1	0	0	1	3	1	0	0	0	1
24242	42681	"Huzenbacher See"	48.574426	8.348266	811	"AWI"	811	645	784	692	101	1	0	123	0	0	0	0	4	0	0	0	299	0	0	1	0	23	0	0	0	0	0	0	157	13	0	0	9	0	0	0	186	0	6	0	0	0	0	0	14	10	28	0	0	0	0	0	0	0	30	0	0	22	0	0	0	0	0	4	0	0	144	0	0	2	0	11	0	0	0	0	0	0	1	0	0	1	5	2	0	0	0	1
24242	42681	"Huzenbacher See"	48.574426	8.348266	812	"AWI"	812	658	811	705	77	2	0	123	3	0	0	0	1	0	0	0	222	0	3	0	0	25	0	0	1	0	0	0	124	16	0	0	16	0	0	0	211	0	3	0	0	0	2	0	10	4	8	0	0	0	0	0	0	0	20	0	0	22	0	0	0	0	0	0	0	1	141	0	0	2	0	12	0	0	0	0	0	0	0	0	0	2	6	3	0	0	0	0
24242	42681	"Huzenbacher See"	48.574426	8.348266	813	"AWI"	813	669	836	716	167	5	0	100	1	0	0	0	4	0	0	0	277	0	1	0	0	27	0	0	3	0	0	0	131	21	0	0	20	0	0	0	178	0	8	0	0	0	0	1	23	4	12	0	0	0	0	0	0	0	24	0	0	49	0	0	0	0	0	0	0	0	114	0	0	0	0	7	0	0	0	0	0	0	1	0	0	5	4	7	0	0	0	0
24242	42681	"Huzenbacher See"	48.574426	8.348266	814	"AWI"	814	679	864	728	133	4	0	85	2	0	0	1	10	0	0	0	254	1	1	0	0	22	0	0	2	0	0	0	132	20	0	0	17	0	0	0	254	1	11	0	0	0	1	2	19	8	4	0	0	0	0	0	0	0	25	0	0	38	0	0	0	0	0	1	0	1	161	0	0	1	0	10	0	0	0	0	2	0	1	0	0	3	4	3	0	0	0	1
24242	42681	"Huzenbacher See"	48.574426	8.348266	815	"AWI"	815	686	893	740	129	0	0	64	2	0	0	0	10	0	0	0	256	0	0	0	0	55	0	0	3	0	0	0	125	22	0	0	12	0	0	0	189	0	10	0	0	0	0	1	11	5	16	0	0	1	0	0	0	0	16	0	0	19	0	0	0	0	0	1	0	0	154	0	0	1	0	19	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0
24242	42681	"Huzenbacher See"	48.574426	8.348266	816	"AWI"	816	691	923	753	174	0	0	274	2	0	0	0	5	0	0	1	291	0	0	0	0	24	0	0	2	0	0	0	143	21	0	0	15	0	0	0	145	0	4	0	0	0	0	0	6	2	7	0	0	0	0	0	0	0	24	0	0	36	0	0	0	0	0	2	0	1	141	0	0	3	0	18	0	0	0	0	0	0	0	0	0	7	4	8	0	0	0	0
24242	42681	"Huzenbacher See"	48.574426	8.348266	817	"AWI"	817	695	954	766	119	3	0	73	4	0	0	0	9	0	0	0	391	0	0	0	0	21	0	0	0	0	0	0	121	21	0	0	14	1	0	0	153	1	8	0	0	0	0	0	14	0	10	0	0	0	0	0	0	0	19	0	0	31	0	0	0	0	0	3	0	1	110	0	0	2	0	16	0	0	0	0	1	0	0	0	0	0	12	9	0	0	0	0
24242	42681	"Huzenbacher See"	48.574426	8.348266	818	"AWI"	818	699	985	780	85	2	0	93	0	0	0	0	3	0	0	0	462	0	1	0	0	14	0	0	1	0	0	0	147	17	0	0	16	0	0	0	193	0	11	0	0	0	0	0	9	1	8	0	0	0	0	0	0	0	34	0	0	17	0	0	0	0	0	1	0	0	117	0	0	1	0	20	0	0	0	0	1	0	0	0	0	6	5	1	0	0	0	0
24242	42681	"Huzenbacher See"	48.574426	8.348266	819	"AWI"	819	702	1016	794	138	5	0	129	1	0	0	0	5	0	0	0	288	0	1	0	0	10	0	0	1	0	0	0	143	15	0	0	0	0	0	0	120	0	3	0	0	0	0	3	8	2	1	0	0	0	0	0	0	0	25	1	0	11	0	0	0	0	0	2	0	0	102	0	0	2	0	33	0	0	0	0	0	0	1	0	0	2	3	8	0	0	0	0
24242	42681	"Huzenbacher See"	48.574426	8.348266	820	"AWI"	820	706	1047	807	168	2	0	126	0	1	0	0	8	0	0	0	199	1	0	0	0	7	0	0	0	1	0	0	123	31	0	0	13	0	0	0	118	0	9	0	0	0	0	3	22	1	14	0	0	0	0	1	0	0	32	0	0	24	0	0	0	0	0	2	0	0	104	0	0	0	0	23	0	0	0	0	2	0	0	0	0	2	4	8	0	0	0	0
24242	42681	"Huzenbacher See"	48.574426	8.348266	821	"AWI"	821	709	1077	820	171	1	0	146	1	0	0	0	2	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	120	19	0	0	8	0	0	0	143	0	1	0	0	0	0	0	26	0	8	0	0	0	0	0	0	0	26	1	0	23	0	0	0	0	0	1	0	0	129	0	0	1	0	9	0	0	0	1	1	0	0	0	0	2	7	1	0	0	0	1
24242	42681	"Huzenbacher See"	48.574426	8.348266	822	"AWI"	822	728	1107	844	117	6	0	114	2	0	0	0	12	0	0	0	257	0	2	0	0	9	0	0	0	0	0	0	116	6	0	0	6	0	0	0	168	0	4	0	0	0	2	2	8	2	2	0	0	0	0	0	0	0	29	1	0	9	0	0	0	0	0	1	0	1	106	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	4	5	0	0	0	0
24242	42681	"Huzenbacher See"	48.574426	8.348266	823	"AWI"	823	777	1140	888	136	1	0	128	1	0	0	0	8	0	0	0	286	0	0	0	0	8	0	0	1	0	0	0	137	9	0	0	12	0	0	0	171	0	6	0	0	0	2	2	12	0	2	0	0	0	0	0	0	0	37	4	0	15	0	0	0	0	0	0	0	2	134	0	0	0	0	24	0	0	0	0	1	0	0	0	0	5	6	5	0	0	0	0
24242	42681	"Huzenbacher See"	48.574426	8.348266	824	"AWI"	824	827	1172	932	177	0	0	134	0	0	0	0	3	0	0	0	184	0	1	0	0	7	0	0	2	0	0	1	124	19	0	0	8	0	0	0	206	0	2	0	0	0	1	2	17	0	4	0	0	0	0	0	0	0	27	1	0	14	0	0	0	0	0	1	0	0	129	0	0	0	0	13	0	0	0	0	1	0	0	0	0	5	7	2	0	0	0	0
24242	42681	"Huzenbacher See"	48.574426	8.348266	825	"AWI"	825	877	1204	977	207	2	0	173	1	0	0	0	8	0	0	0	144	0	2	0	0	10	0	0	0	0	0	0	119	13	0	0	4	0	0	0	171	1	4	0	0	0	0	1	12	0	5	0	0	0	0	0	0	0	44	0	0	13	0	0	0	0	0	1	0	1	83	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	3	3	0	0	0	0
24242	42681	"Huzenbacher See"	48.574426	8.348266	826	"AWI"	826	925	1237	1021	147	1	0	186	1	0	0	0	3	0	0	0	167	0	0	0	0	7	0	0	0	0	0	0	101	11	0	0	0	0	0	0	202	0	7	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	45	0	0	23	0	0	0	0	0	2	0	0	135	0	0	2	0	8	0	0	0	0	1	0	0	1	0	4	12	4	0	0	0	0
24242	42681	"Huzenbacher See"	48.574426	8.348266	827	"AWI"	827	973	1271	1066	133	1	0	262	1	0	0	0	4	0	0	0	195	0	0	1	0	6	0	0	0	0	0	0	86	15	0	0	0	0	0	0	199	1	8	0	0	0	0	1	17	0	2	0	0	0	0	0	0	0	62	0	0	13	0	0	0	0	0	1	0	1	160	0	0	1	0	9	0	0	0	0	0	0	0	0	0	3	16	2	0	0	0	0
24242	42681	"Huzenbacher See"	48.574426	8.348266	828	"AWI"	828	1019	1304	1112	117	3	0	241	1	0	0	0	6	0	0	0	174	0	1	1	0	8	0	0	1	0	0	0	106	21	0	0	4	0	0	0	213	0	12	0	0	0	1	0	13	0	0	0	0	0	0	0	0	0	61	0	0	7	0	0	0	0	0	2	0	0	122	0	0	0	0	8	0	0	0	0	1	0	0	0	0	2	6	6	0	0	0	0
24242	42681	"Huzenbacher See"	48.574426	8.348266	829	"AWI"	829	1065	1336	1158	174	2	0	147	2	0	0	0	1	0	0	0	158	0	0	0	0	4	0	0	0	0	0	0	99	19	0	0	4	0	0	0	186	0	13	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	34	0	0	26	0	0	0	0	0	0	0	1	56	0	0	1	0	6	0	0	0	0	1	0	0	0	0	0	5	4	0	0	0	1
24242	42681	"Huzenbacher See"	48.574426	8.348266	830	"AWI"	830	1112	1371	1202	167	3	0	139	0	0	0	0	3	0	0	0	178	0	0	1	0	0	0	0	0	0	0	0	93	26	0	0	5	0	0	0	128	0	22	0	0	0	0	1	3	0	2	0	0	0	0	0	0	0	49	0	0	14	0	0	0	0	0	2	0	0	88	0	0	1	0	7	2	0	0	0	2	0	1	1	0	4	12	4	0	0	0	1
24242	42681	"Huzenbacher See"	48.574426	8.348266	831	"AWI"	831	1157	1406	1247	150	1	0	131	3	0	0	0	2	0	0	0	164	0	1	0	0	0	0	0	0	0	0	0	65	27	0	0	2	0	0	0	177	1	15	0	0	0	0	1	6	2	1	0	0	0	0	0	0	0	46	0	0	15	0	0	0	0	0	1	0	0	89	0	0	0	0	5	0	0	0	0	1	0	0	0	0	3	9	3	0	0	0	0
24242	42681	"Huzenbacher See"	48.574426	8.348266	832	"AWI"	832	1202	1441	1293	158	1	0	161	0	0	0	0	6	0	0	0	189	0	1	0	0	0	0	0	1	0	0	0	67	17	0	0	4	0	0	0	148	0	13	0	0	0	1	2	8	1	0	0	0	0	0	0	0	0	57	0	0	16	0	0	0	0	0	2	0	1	71	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0
24242	42681	"Huzenbacher See"	48.574426	8.348266	833	"AWI"	833	1247	1476	1338	112	1	0	153	0	0	0	0	4	0	0	0	202	0	1	0	0	7	0	0	0	0	0	0	70	17	0	0	5	0	0	0	183	0	12	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	56	0	0	11	0	0	0	0	0	3	0	0	89	0	0	1	0	5	0	0	0	0	0	0	1	0	0	0	18	0	0	0	0	0
24242	42681	"Huzenbacher See"	48.574426	8.348266	834	"AWI"	834	1290	1516	1383	138	1	0	163	2	0	0	0	2	0	0	0	165	0	1	0	0	0	0	0	0	0	0	0	92	20	0	0	0	0	0	0	150	0	17	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	69	0	0	9	0	0	0	0	0	0	0	0	105	0	0	0	0	17	0	0	0	0	1	0	1	0	0	1	7	5	0	0	0	1
24242	42681	"Huzenbacher See"	48.574426	8.348266	835	"AWI"	835	1333	1556	1429	156	1	0	164	2	0	0	1	1	0	0	0	149	0	2	0	0	0	0	0	0	0	0	0	94	24	0	0	0	0	1	0	140	0	26	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	80	0	0	4	0	0	0	0	0	4	0	1	103	0	0	2	0	22	0	1	0	0	1	0	0	0	0	2	9	3	0	0	0	0
24242	42681	"Huzenbacher See"	48.574426	8.348266	836	"AWI"	836	1376	1598	1474	171	1	0	179	1	0	0	0	3	0	0	0	167	0	0	0	0	2	0	0	0	0	0	0	107	35	0	0	5	0	0	0	141	0	18	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	91	0	0	8	0	0	0	0	0	2	0	0	129	0	0	0	0	8	0	0	0	0	1	0	1	0	0	6	10	0	0	0	0	0
24242	42681	"Huzenbacher See"	48.574426	8.348266	837	"AWI"	837	1420	1643	1519	183	6	0	169	0	0	0	0	2	0	0	0	160	0	0	1	0	2	0	0	0	0	0	0	87	20	0	0	0	0	0	0	129	0	38	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	91	0	0	5	0	0	0	0	0	3	0	0	120	0	0	1	0	8	0	0	0	0	0	0	0	0	0	1	10	2	0	0	0	0
24242	42681	"Huzenbacher See"	48.574426	8.348266	838	"AWI"	838	1462	1689	1564	185	2	0	157	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	1	0	0	0	92	19	0	0	6	0	0	0	186	0	28	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	79	0	0	4	0	0	0	0	0	5	0	0	114	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0
24242	42681	"Huzenbacher See"	48.574426	8.348266	839	"AWI"	839	1504	1736	1608	229	2	0	200	0	0	0	0	1	0	0	0	203	0	1	0	0	0	0	0	1	0	0	0	103	28	0	0	5	0	0	0	173	0	21	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	66	0	0	4	0	0	0	0	0	0	0	0	105	0	0	0	0	9	0	1	0	0	0	0	0	0	0	2	9	2	0	0	0	0
24242	42681	"Huzenbacher See"	48.574426	8.348266	840	"AWI"	840	1546	1784	1653	236	1	0	130	0	0	0	0	2	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	84	22	0	0	4	0	0	0	124	0	22	1	0	0	0	1	13	0	0	0	0	0	0	0	0	0	50	0	0	3	0	0	0	0	0	4	0	0	102	0	0	0	0	6	0	0	0	0	0	0	1	0	0	1	8	1	0	0	0	0
24242	42681	"Huzenbacher See"	48.574426	8.348266	841	"AWI"	841	1586	1833	1698	242	3	0	214	0	0	0	0	5	0	0	0	157	0	1	0	0	0	0	0	0	0	0	0	97	20	0	0	6	0	0	0	134	0	19	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	65	0	0	5	0	0	0	0	0	1	0	1	95	0	0	1	0	4	0	0	0	0	0	0	0	0	0	1	14	8	0	0	0	2
24242	42681	"Huzenbacher See"	48.574426	8.348266	842	"AWI"	842	1628	1882	1743	279	1	0	185	0	0	0	0	2	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	92	12	0	0	5	0	0	0	138	0	20	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	46	0	0	3	0	0	0	0	0	2	0	0	81	0	0	0	0	3	0	0	0	0	0	0	1	0	0	1	8	7	0	0	0	1
24242	42681	"Huzenbacher See"	48.574426	8.348266	843	"AWI"	843	1667	1914	1777	382	2	0	133	0	0	0	0	2	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	106	5	0	0	8	0	0	0	142	0	11	0	0	0	0	1	15	0	0	0	0	0	0	0	0	0	22	0	0	8	0	0	0	0	0	0	0	1	64	0	0	0	0	0	0	0	0	1	1	0	0	0	0	5	6	1	0	0	0	0
24242	42681	"Huzenbacher See"	48.574426	8.348266	844	"AWI"	844	1700	1926	1800	303	0	0	133	1	0	0	0	4	0	0	0	150	0	0	0	0	0	0	0	1	0	0	0	93	20	0	0	6	0	1	0	167	0	12	0	0	0	0	1	14	0	0	0	0	0	0	0	0	0	28	0	0	2	0	0	0	0	0	1	0	0	74	0	0	2	0	9	0	0	0	0	0	0	2	0	0	1	8	5	0	0	0	0
24242	42681	"Huzenbacher See"	48.574426	8.348266	845	"AWI"	845	1733	1937	1824	244	0	0	164	0	0	0	0	2	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	123	12	0	0	4	0	0	0	119	0	10	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	39	0	0	3	0	0	0	0	0	0	0	1	102	0	0	0	0	10	0	0	0	0	0	0	0	0	0	3	4	2	0	0	0	0
24242	42681	"Huzenbacher See"	48.574426	8.348266	846	"AWI"	846	1766	1953	1847	215	2	0	196	0	0	0	0	1	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	125	29	0	0	0	0	0	0	150	0	25	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	50	0	0	8	0	0	0	0	0	1	0	0	130	0	0	1	0	7	0	0	0	0	0	0	3	0	0	5	10	1	0	0	0	0
24242	42681	"Huzenbacher See"	48.574426	8.348266	847	"AWI"	847	1793	1968	1869	88	1	0	216	1	0	0	0	3	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	145	30	0	0	5	0	0	0	165	0	26	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	42	0	0	1	0	0	0	0	0	1	0	0	91	0	0	0	0	9	0	0	0	0	0	0	0	0	0	6	7	8	0	0	0	0
