"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Crataegus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Frangula"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Lentibulariaceae"	"Ligustrum"	"Liliaceae"	"Lythraceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Papaveraceae"	"Phillyrea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Thymelaeaceae"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	148	"AWI"	148	12081	12635	12406	0	0	2	1	0	0	7	0	0	0	28	0	4	1	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	283	0	0	0	0	0	1	0	0	2	0	0	0	1	0	8	0	0	0	1	0	0	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	149	"AWI"	149	12362	12965	12720	0	0	1	0	0	0	6	0	0	0	19	0	2	1	0	0	0	0	0	0	4	0	48	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	1	0	0	0	1	2	10	0	0	0	0	3	0	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	150	"AWI"	150	12635	13306	13027	0	0	14	0	0	0	41	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	80	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	1	0	0	0	2	2	3	0	0	0	2	0	0	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	151	"AWI"	151	12917	13516	13273	0	1	5	0	0	0	39	0	0	0	22	0	3	0	0	0	0	1	0	0	0	0	68	3	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	4	0	0	0	1	2	1	0	0	0	1	0	1	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	152	"AWI"	152	13190	13727	13513	0	1	6	0	0	0	34	0	0	0	16	0	1	0	0	0	0	0	0	0	1	0	100	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	100	0	0	0	0	0	1	0	0	8	0	0	0	1	0	13	0	0	0	1	0	1	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	154	"AWI"	154	13710	14181	13997	0	0	6	0	0	0	26	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	1	0	0	0	0	3	37	0	0	0	1	0	0	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	156	"AWI"	156	14184	14691	14481	0	0	1	0	0	0	19	0	0	0	2	0	3	0	0	0	0	0	0	0	2	0	54	0	0	1	0	0	0	2	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	3	0	0	1	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	158	"AWI"	158	14611	15237	14960	0	0	2	1	0	0	9	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	9	0	0	0	2	0	12	0	0	0	1	0	0	1	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	160	"AWI"	160	15018	15802	15442	0	0	0	0	0	0	15	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0	1	1	2	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	162	"AWI"	162	15513	16344	15931	0	1	2	0	0	0	13	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	5	0	0	2	1	0	0	0	2	5	0	0	2	3	0	0	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	164	"AWI"	164	15738	17058	16443	0	4	1	0	0	0	8	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	2	0	1	10	4	0	0	0	0	11	1	0	0	2	0	0	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	166	"AWI"	166	15909	17863	16964	0	8	6	0	0	0	14	1	0	0	31	0	1	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	68	0	0	0	190	0	1	0	0	22	1	0	0	0	3	13	0	0	0	2	0	0	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	168	"AWI"	168	16027	18689	17480	0	4	2	1	0	0	18	0	0	0	27	0	2	2	0	0	0	0	0	0	0	0	29	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	17	0	0	0	0	1	10	0	0	0	1	0	0	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	170	"AWI"	170	16201	19494	17990	0	4	1	0	0	0	21	0	0	0	21	0	0	1	0	0	0	0	0	0	0	0	47	0	0	0	0	2	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	1	0	0	29	0	0	0	2	1	18	0	0	0	2	0	0	1	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	172	"AWI"	172	17043	19865	18467	0	0	2	0	0	0	24	2	0	0	25	0	4	0	0	0	0	0	0	0	0	0	30	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	19	0	0	0	0	1	18	0	0	0	1	0	0	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	173	"AWI"	173	17243	20062	18739	0	2	3	0	0	0	14	1	0	0	25	0	3	1	0	0	0	0	0	0	1	0	30	0	0	0	0	2	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	3	0	0	25	2	0	0	0	0	27	0	0	0	0	0	1	0	0	0	0	0
