"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Campanulaceae"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Cyperaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juglans"	"Juniperus"	"Larix"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Tilia"	"Ulmus"	"Urticaceae"
16146	24956	"Tourbières des Granges des Chavants"	45.89306	6.76833	0	"AWI"	0	-120	48	-35	5.64971751412429	6.77966101694915	3.38983050847458	0	1.69491525423729	0	1.69491525423729	0	0.564971751412429	5.08474576271187	0	16.9491525423729	0	1.69491525423729	0	0	0	0	0	37.2881355932203	1.69491525423729	0	8.47457627118644	5.64971751412429	3.38983050847458	0	0	0	0	0	0	0
16146	24956	"Tourbières des Granges des Chavants"	45.89306	6.76833	5	"AWI"	5	-73	137	35	1.2448132780083	0	0	0	0	0	6.63900414937759	0	0.4149377593361	0.4149377593361	0.4149377593361	2.0746887966805	0	2.0746887966805	0	1.6597510373444	0	0	0	44.8132780082988	6.63900414937759	0	23.2365145228216	0	2.0746887966805	5.39419087136929	0	0	2.9045643153527	0	0	0
16146	24956	"Tourbières des Granges des Chavants"	45.89306	6.76833	10	"AWI"	10	-47	259	107	0	0	0	0	0	0	0	0	0	0	5.12820512820513	7.69230769230769	0	5.12820512820513	0	1.28205128205128	0	1.28205128205128	2.56410256410256	38.4615384615385	20.5128205128205	0	0	7.69230769230769	7.69230769230769	0	0	1.28205128205128	0	0	0	1.28205128205128
16146	24956	"Tourbières des Granges des Chavants"	45.89306	6.76833	15	"AWI"	15	-31	389	179	2.34375	20.3125	0	0	0	0	16.40625	0	0	0	2.34375	7.03125	0	0.78125	0	0	0	1.5625	0	37.5	10.15625	0	0	0	0.78125	0	0	0.78125	0	0	0	0
16146	24956	"Tourbières des Granges des Chavants"	45.89306	6.76833	20	"AWI"	20	-19	520	250	4.49438202247191	9.73782771535581	0.374531835205993	0	0	0	19.4756554307116	0	3.74531835205993	0.374531835205993	2.99625468164794	5.2434456928839	0	6.74157303370786	0	0.374531835205993	0	0	0	11.2359550561798	6.74157303370786	0	18.7265917602996	1.49812734082397	0.374531835205993	0	0	0.374531835205993	1.49812734082397	0	0	5.99250936329588
16146	24956	"Tourbières des Granges des Chavants"	45.89306	6.76833	25	"AWI"	25	-8	656	322	3.21285140562249	0	0	1.20481927710843	1.20481927710843	2.40963855421687	15.2610441767068	0	0	0.401606425702811	0.401606425702811	4.41767068273092	0	4.41767068273092	1.20481927710843	3.6144578313253	3.21285140562249	1.20481927710843	0	27.3092369477912	6.02409638554217	0	15.2610441767068	1.20481927710843	1.60642570281124	4.01606425702811	0	0.401606425702811	2.00803212851406	0	0	0
16146	24956	"Tourbières des Granges des Chavants"	45.89306	6.76833	30	"AWI"	30	4	791	393	1.61290322580645	20.9677419354839	0	0	0	0	14.5161290322581	0	0	0.537634408602151	0.537634408602151	17.741935483871	0	0	1.61290322580645	0.537634408602151	0	0	0	13.9784946236559	1.61290322580645	4.83870967741935	8.06451612903226	3.2258064516129	0.537634408602151	0	0	3.2258064516129	6.45161290322581	0	0	0
16146	24956	"Tourbières des Granges des Chavants"	45.89306	6.76833	35	"AWI"	35	14	928	464	3.17460317460317	13.4920634920635	2.77777777777778	0	0	0	8.33333333333333	0	0	0.396825396825397	2.77777777777778	6.34920634920635	0	4.36507936507936	1.58730158730159	6.74603174603175	8.33333333333333	0.396825396825397	0	15.4761904761905	4.36507936507936	0	16.2698412698413	2.77777777777778	1.58730158730159	0	0	0	0.396825396825397	0.396825396825397	0	0
16146	24956	"Tourbières des Granges des Chavants"	45.89306	6.76833	40	"AWI"	40	23	1063	535	1.79372197309417	0	2.24215246636771	0.448430493273543	0	0	2.69058295964126	0.448430493273543	0	5.38116591928251	2.69058295964126	10.762331838565	0	0.896860986547085	0	4.48430493273543	9.86547085201794	0	2.69058295964126	8.96860986547085	0	4.48430493273543	29.1479820627803	1.79372197309417	0	0	0	8.52017937219731	0.896860986547085	1.79372197309417	0	0
16146	24956	"Tourbières des Granges des Chavants"	45.89306	6.76833	45	"AWI"	45	87	1147	608	3.47490347490348	0	0.386100386100386	0	1.15830115830116	4.63320463320463	2.31660231660232	0	0	0	5.79150579150579	7.33590733590734	0	2.7027027027027	1.93050193050193	3.08880308880309	8.88030888030888	0	0	21.6216216216216	2.31660231660232	0	29.3436293436293	1.54440154440154	0	0	0	1.54440154440154	0	0	0	1.93050193050193
