"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Tilia"	"Ulmus"	"Urticaceae"
3369	4369	"Raigastvere Lake"	58.59222	26.64967	350	"AWI"	350	-152	13	-68	0	19.5530726256983	0	0	0.558659217877095	0	27.0949720670391	0	0	0.558659217877095	3.07262569832402	0	0.279329608938547	0	0	6.98324022346369	28.2122905027933	0	10.0558659217877	0.558659217877095	0	0	0.837988826815642	1.11731843575419	0.558659217877095	0.558659217877095	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	360	"AWI"	360	-94	177	25	0	17.8571428571429	1.0989010989011	0.549450549450549	0.549450549450549	0	25.5494505494505	0	0	0.549450549450549	1.92307692307692	0	0	0	0	8.79120879120879	27.7472527472527	0.274725274725275	10.7142857142857	0.549450549450549	0.274725274725275	0	0.549450549450549	1.0989010989011	1.0989010989011	0.824175824175824	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	370	"AWI"	370	-58	380	114	0	14.4385026737968	0	0.267379679144385	1.33689839572193	0.53475935828877	27.5401069518717	0	0.267379679144385	1.06951871657754	1.8716577540107	0.267379679144385	0	0	0	9.62566844919786	26.4705882352941	0.53475935828877	10.1604278074866	0.802139037433155	0.267379679144385	0	1.33689839572193	1.8716577540107	0.267379679144385	1.06951871657754	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	380	"AWI"	380	10	435	217	0	15.2631578947368	0	0	1.05263157894737	0	33.1578947368421	0	0	0.526315789473684	2.10526315789474	0	0	0.263157894736842	0	6.05263157894737	22.3684210526316	0	13.6842105263158	0.526315789473684	0.263157894736842	0	2.63157894736842	0.789473684210526	0	1.31578947368421	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	390	"AWI"	390	81	529	312	0	12.7450980392157	0.735294117647059	0	2.20588235294118	0.490196078431373	37.2549019607843	0.245098039215686	0	0	1.47058823529412	0.490196078431373	0	0	0.245098039215686	4.90196078431373	16.6666666666667	0	17.4019607843137	0.490196078431373	0	0	1.7156862745098	1.7156862745098	0.735294117647059	0.490196078431373	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	400	"AWI"	400	191	568	401	0	17.8048780487805	0.48780487804878	0	1.46341463414634	0.731707317073171	30	0	0	0.731707317073171	1.46341463414634	0.24390243902439	0	0	0.24390243902439	5.60975609756098	18.5365853658537	0	16.3414634146341	0.731707317073171	0.48780487804878	0.975609756097561	1.95121951219512	1.21951219512195	0	0.24390243902439	0.731707317073171
3369	4369	"Raigastvere Lake"	58.59222	26.64967	410	"AWI"	410	302	628	498	0	21.1111111111111	0	0	1.38888888888889	0	41.9444444444444	0	0	0.833333333333333	0	0	0	0	0	4.16666666666667	15.5555555555556	0	12.2222222222222	0	0.277777777777778	0	0	1.66666666666667	0	0.555555555555556	0.277777777777778
3369	4369	"Raigastvere Lake"	58.59222	26.64967	420	"AWI"	420	396	766	605	0	19.6236559139785	0	0	0.806451612903226	0	38.7096774193548	0	0	0.268817204301075	0.268817204301075	0.268817204301075	0	0	0.537634408602151	10.2150537634409	14.5161290322581	0	10.4838709677419	1.61290322580645	0	0	0.268817204301075	1.61290322580645	0	0.537634408602151	0.268817204301075
3369	4369	"Raigastvere Lake"	58.59222	26.64967	430	"AWI"	430	490	967	715	0	4.46927374301676	0	0	0.837988826815642	0	47.7653631284916	0	0.279329608938547	0.837988826815642	1.11731843575419	0	0	0	0.279329608938547	11.1731843575419	18.1564245810056	0	9.77653631284916	0.837988826815642	0	0	0.279329608938547	2.79329608938547	0.279329608938547	0.837988826815642	0.279329608938547
3369	4369	"Raigastvere Lake"	58.59222	26.64967	440	"AWI"	440	563	1151	829	0	16.2447257383966	0	0	0.843881856540084	0	40.7172995780591	0	0	1.68776371308017	1.26582278481013	0	0.210970464135021	0	0.632911392405063	7.38396624472574	17.9324894514768	0	8.0168776371308	1.68776371308017	0	0.632911392405063	0.210970464135021	0.843881856540084	0	1.26582278481013	0.421940928270042
