"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Onagraceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Ulmus"	"Urticaceae"
3070	4002	"Cregganmore"	54.25	-9.6	160	"AWI"	160	2116	3581	2804	17	0	0	0	0	0	0	0	0	0	0	0	108	10	0	0	0	0	0	0	0	0	46	0	0	53	18	0	0	0	0	8	0	0	14	0
3070	4002	"Cregganmore"	54.25	-9.6	170	"AWI"	170	2281	3770	2987	17	0	0	0	0	0	0	0	0	0	0	0	79	31	0	0	0	0	0	1	0	0	17	0	0	49	12	0	0	0	0	6	0	0	6	1
3070	4002	"Cregganmore"	54.25	-9.6	180	"AWI"	180	2452	3983	3162	24	0	0	0	0	0	0	0	0	0	0	0	74	30	0	0	0	0	0	0	0	0	12	0	0	43	9	0	0	0	0	1	0	0	6	1
3070	4002	"Cregganmore"	54.25	-9.6	190	"AWI"	190	2620	4156	3344	13	0	0	0	0	0	24	0	0	0	0	0	80	13	0	0	0	0	0	0	0	0	15	0	0	48	5	0	0	0	0	8	0	0	7	0
3070	4002	"Cregganmore"	54.25	-9.6	200	"AWI"	200	2777	4353	3528	7	0	0	0	0	2	0	0	0	0	0	0	54	7	0	0	0	0	0	0	0	0	3	0	0	78	1	0	0	0	0	1	0	0	2	1
3070	4002	"Cregganmore"	54.25	-9.6	210	"AWI"	210	2943	4542	3706	8	0	0	0	0	0	0	0	0	0	0	0	57	3	0	0	0	0	0	0	0	0	36	0	0	68	14	0	0	0	0	2	0	0	7	1
3070	4002	"Cregganmore"	54.25	-9.6	212	"AWI"	212	2980	4573	3742	6	0	0	0	0	0	0	0	0	0	0	0	58	20	0	0	0	0	0	0	0	0	31	0	0	55	20	0	0	0	1	0	0	0	9	0
3070	4002	"Cregganmore"	54.25	-9.6	220	"AWI"	220	3113	4744	3888	21	0	0	0	0	0	0	0	0	0	0	0	61	11	0	0	0	0	0	0	0	0	75	0	0	21	33	0	0	0	0	6	0	0	7	3
3070	4002	"Cregganmore"	54.25	-9.6	251	"AWI"	251	3640	5322	4442	12	0	0	0	0	0	0	0	0	0	0	0	104	4	0	0	0	0	0	0	0	0	67	0	0	24	51	0	0	0	0	2	0	0	22	0
3070	4002	"Cregganmore"	54.25	-9.6	260	"AWI"	260	3794	5474	4599	22	0	0	0	0	0	0	0	0	0	0	0	68	7	0	0	0	0	0	0	0	0	155	0	0	14	36	0	0	0	0	3	0	0	15	0
3070	4002	"Cregganmore"	54.25	-9.6	270	"AWI"	270	3954	5658	4780	17	0	1	0	0	0	0	0	0	0	0	0	92	18	0	0	0	0	8	1	0	0	18	0	0	74	22	0	0	0	0	11	0	0	7	0
3070	4002	"Cregganmore"	54.25	-9.6	280	"AWI"	280	4119	5843	4956	6	0	1	0	0	0	0	0	0	0	1	0	94	13	0	0	0	0	0	0	0	0	55	0	0	33	30	0	0	0	0	7	0	0	17	0
3070	4002	"Cregganmore"	54.25	-9.6	290	"AWI"	290	4311	6025	5141	12	0	0	0	1	0	0	0	0	0	0	0	66	29	0	0	0	0	0	1	0	0	20	0	0	48	8	0	0	0	2	5	0	0	12	2
3070	4002	"Cregganmore"	54.25	-9.6	300	"AWI"	300	4483	6199	5313	6	0	0	0	0	0	0	0	0	0	0	0	55	18	0	0	0	0	7	0	0	0	12	0	0	75	8	0	0	0	0	4	0	0	5	0
3070	4002	"Cregganmore"	54.25	-9.6	310	"AWI"	310	4668	6378	5494	5	0	1	0	0	0	0	0	0	0	0	0	94	5	0	0	0	0	0	0	0	0	84	0	0	14	27	0	0	0	1	3	0	0	20	0
3070	4002	"Cregganmore"	54.25	-9.6	320	"AWI"	320	4840	6560	5673	10	0	0	1	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	101	0	0	30	32	0	0	0	0	3	0	0	15	0
3070	4002	"Cregganmore"	54.25	-9.6	330	"AWI"	330	5010	6742	5855	9	0	1	0	0	0	0	0	0	0	0	0	90	17	0	0	0	0	0	0	0	0	26	0	0	50	25	0	0	0	0	6	0	0	12	0
3070	4002	"Cregganmore"	54.25	-9.6	351	"AWI"	351	5386	7123	6235	6	0	1	0	0	0	0	0	0	0	0	0	70	13	0	0	0	0	0	0	0	0	55	0	0	52	28	0	0	0	0	5	0	0	15	0
3070	4002	"Cregganmore"	54.25	-9.6	360	"AWI"	360	5529	7286	6392	4	0	1	0	0	0	0	0	0	0	0	0	118	5	0	0	0	0	0	0	0	0	67	0	0	27	31	0	0	0	0	4	0	0	15	0
3070	4002	"Cregganmore"	54.25	-9.6	370	"AWI"	370	5696	7457	6573	9	0	0	1	0	0	0	0	0	0	0	0	87	6	0	0	0	0	0	0	0	0	104	0	0	26	22	0	0	0	0	6	0	0	12	0
3070	4002	"Cregganmore"	54.25	-9.6	380	"AWI"	380	5869	7634	6753	7	0	0	0	0	0	0	0	0	0	0	0	77	7	0	0	0	0	0	0	0	0	91	0	0	22	23	0	0	0	0	2	0	0	16	1
3070	4002	"Cregganmore"	54.25	-9.6	390	"AWI"	390	6069	7806	6935	5	0	0	1	0	0	0	0	0	0	0	0	112	47	0	0	0	0	0	0	0	0	87	0	0	16	23	0	0	0	0	1	0	0	11	0
3070	4002	"Cregganmore"	54.25	-9.6	400	"AWI"	400	6240	7979	7110	8	0	0	0	0	0	0	0	0	0	0	0	103	8	0	0	0	0	6	0	0	0	55	0	0	27	30	0	0	0	0	3	0	0	12	0
3070	4002	"Cregganmore"	54.25	-9.6	410	"AWI"	410	6422	8166	7289	3	0	0	0	0	0	0	0	0	0	0	0	125	11	0	0	0	0	3	0	0	0	52	0	0	27	29	0	0	0	0	7	0	0	7	0
3070	4002	"Cregganmore"	54.25	-9.6	420	"AWI"	420	6617	8337	7474	4	0	0	2	0	0	0	0	0	0	0	0	121	15	0	0	0	0	0	0	0	0	54	0	0	19	27	0	0	0	0	4	0	0	14	1
3070	4002	"Cregganmore"	54.25	-9.6	430	"AWI"	430	6791	8517	7659	0	0	0	1	0	0	0	0	0	0	0	0	140	11	0	0	0	0	0	0	0	0	27	0	0	22	25	0	0	0	0	7	0	0	18	0
3070	4002	"Cregganmore"	54.25	-9.6	440	"AWI"	440	6966	8672	7833	1	0	2	0	0	0	0	0	0	0	0	0	125	6	0	0	0	0	0	0	0	0	35	0	0	7	29	0	0	0	0	3	0	0	18	0
