"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Pterocarya"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Verbenaceae"	"Viburnum"
3114	4056	"Le Fourneau"	48.44444	-0.19167	157.5	"AWI"	157.5	14905	17379	15903.5	0	0	2	0	0	0	4	0	12	27	0	0	0	0	0	5	0	2	0	0	0	1	36	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	10	0	1	1	0	2	0	0	0	0	0
3114	4056	"Le Fourneau"	48.44444	-0.19167	160	"AWI"	160	15045	17858	16152	0	0	0	0	1	0	3	0	6	8	0	0	0	0	0	2	0	2	0	0	2	2	54	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	2	0	0	0	0	0
3114	4056	"Le Fourneau"	48.44444	-0.19167	162.5	"AWI"	162.5	15265.5	18094.5	16418	0	0	0	0	2	0	5	0	14	5	0	0	0	0	0	2	0	2	0	0	1	0	31	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	9	0	0	0	0	3	0	0	0	0	0
3114	4056	"Le Fourneau"	48.44444	-0.19167	165	"AWI"	165	15405	18433	16692	0	0	1	0	2	0	2	0	6	0	0	0	0	0	0	2	0	2	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	2	0	0	0	0	0
3114	4056	"Le Fourneau"	48.44444	-0.19167	167	"AWI"	167	15593	18642	16906	0	0	1	0	2	0	7	0	24	0	0	0	0	0	0	2	0	3	0	0	0	1	23	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	3	1	0	0	0	0
3114	4056	"Le Fourneau"	48.44444	-0.19167	169	"AWI"	169	15733	18885	17110	0	0	2	2	4	1	7	0	40	0	0	0	0	0	0	3	0	3	0	0	2	0	29	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	3	0	2	0	0	2	0	0	0	0	0
3114	4056	"Le Fourneau"	48.44444	-0.19167	172	"AWI"	172	15973	19208	17436	0	0	0	0	1	0	5	0	16	0	0	0	0	0	0	3	0	0	0	0	3	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	57	0	0	0	2	0	2	0	0	0	0	2	0	0	0	0	0
3114	4056	"Le Fourneau"	48.44444	-0.19167	175	"AWI"	175	16176	19671	17753	0	0	3	0	2	0	6	0	19	1	0	0	0	0	0	5	0	6	0	0	0	0	61	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	2	0	1	0	0	1	1	0	0	0	0
3114	4056	"Le Fourneau"	48.44444	-0.19167	180	"AWI"	180	16605	20217	18267	0	0	71	0	1	2	8	0	31	1	0	0	0	0	1	5	0	4	0	0	13	0	26	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	0	0	0	0	1	0	2	0	4	0	0	0	1	0	0	0	0
3114	4056	"Le Fourneau"	48.44444	-0.19167	185	"AWI"	185	17050	20793	18795	0	0	23	1	1	0	0	0	99	0	0	0	0	0	1	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0
3114	4056	"Le Fourneau"	48.44444	-0.19167	190	"AWI"	190	17493	21316	19318	0	0	69	0	0	2	2	0	148	0	0	0	0	0	0	1	0	0	0	0	16	0	5	0	0	3	0	0	2	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	1	0	2	0	0	0	0	0	6	2	0	0	0
3114	4056	"Le Fourneau"	48.44444	-0.19167	195	"AWI"	195	17984	21820	19856	0	0	25	0	2	0	1	0	43	8	0	0	0	0	0	6	5	0	0	0	5	1	11	0	0	19	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	3	0	4	0	0	11	0	3	1	0	0	0	0
3114	4056	"Le Fourneau"	48.44444	-0.19167	200	"AWI"	200	18450	22329	20378	0	0	55	1	1	0	2	0	103	1	0	0	0	0	0	3	1	2	0	0	12	0	15	0	0	4	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	2	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
3114	4056	"Le Fourneau"	48.44444	-0.19167	205	"AWI"	205	18946	22795	20912	0	0	2	0	0	0	6	0	5	25	0	0	0	0	0	2	0	1	0	0	0	1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	4	3	13	0	0	0	0	2	0	0	0	0	0
3114	4056	"Le Fourneau"	48.44444	-0.19167	210	"AWI"	210	19474	23226	21425	0	0	27	0	2	1	2	0	66	1	0	0	0	0	0	1	0	0	0	0	5	1	10	0	0	38	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	15	0	0	0	0	0	2	0	1	0	0	3	0	0	2	0	0	0	0
3114	4056	"Le Fourneau"	48.44444	-0.19167	215	"AWI"	215	20086	23712	21944	0	0	29	2	0	0	9	0	46	10	0	0	1	0	0	4	0	3	0	0	13	0	16	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	14	0	0	0	4	0	1	0	1	0	0	0	2	0	0	1	0
3114	4056	"Le Fourneau"	48.44444	-0.19167	220	"AWI"	220	20673	24216	22474	0	0	33	0	12	4	1	0	4	0	0	0	0	0	0	1	1	0	0	0	16	0	20	0	0	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	52	0	0	0	0	0	0	0	3	0	0	1	0	0	2	0	0	0	0
3114	4056	"Le Fourneau"	48.44444	-0.19167	225	"AWI"	225	21305	24642	23000	0	0	48	0	1	0	2	0	39	6	0	0	0	0	0	3	0	1	0	0	12	2	27	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	14	2	0	0	0	0	0	0	2	0	1	0	0	1	2	0	0	1	0
3114	4056	"Le Fourneau"	48.44444	-0.19167	230	"AWI"	230	21877	25056	23505	0	0	15	0	9	0	10	0	33	9	0	0	0	0	0	2	0	0	0	0	2	2	32	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	22	0	0	0	0	3	2	1	0	0	0
3114	4056	"Le Fourneau"	48.44444	-0.19167	236	"AWI"	236	22695	25545	24118	0	0	80	0	0	3	2	0	142	0	0	0	0	0	1	0	0	0	0	0	42	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	34	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0
