"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Euonymus"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Malvaceae"	"Oleaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
3405	4413	"Lake Shabla-Ezeretz"	43.57045	28.566292	35	"AWI"	35	80	1082	500	0	0	3.2934131736527	8.08383233532934	0	0	24.5508982035928	0	3.59281437125748	0	0.898203592814371	0	0	0	0.29940119760479	0	0	5.98802395209581	0.898203592814371	0	0.598802395209581	1.19760479041916	3.59281437125748	3.2934131736527	0	0.29940119760479	0	1.19760479041916	0	0	0	0.598802395209581	0	0	19.1616766467066	0	0	3.59281437125748	0	0	0	11.0778443113772	0.598802395209581	0	0	2.09580838323353	1.49700598802395	0.29940119760479	0	0	0	0.898203592814371	2.39520958083832	0	0
3405	4413	"Lake Shabla-Ezeretz"	43.57045	28.566292	45	"AWI"	45	140	1227	673	0	0	3.73134328358209	4.85074626865672	0	0	18.2835820895522	0	1.49253731343284	0	1.11940298507463	0	0	0	0.373134328358209	0.373134328358209	0.373134328358209	7.08955223880597	1.49253731343284	0	0	0	5.59701492537313	2.98507462686567	0	0.373134328358209	0	1.86567164179104	0	0	0	1.11940298507463	0	0	13.4328358208955	0	0	1.86567164179104	0	0	0	24.6268656716418	0	0.373134328358209	0	3.73134328358209	1.11940298507463	0	0	0	0	0.373134328358209	2.61194029850746	0.746268656716418	0
3405	4413	"Lake Shabla-Ezeretz"	43.57045	28.566292	55	"AWI"	55	311	1356	837	0	0.396825396825397	1.98412698412698	8.33333333333333	0	0	20.2380952380952	0	0	0	0.793650793650794	0	0	0	0.396825396825397	0	0	4.76190476190476	1.19047619047619	0.396825396825397	0	1.98412698412698	4.76190476190476	0.793650793650794	0	0	0	1.58730158730159	0	1.19047619047619	0	0	0	0	15.8730158730159	0	0	6.34920634920635	0	0	0	18.2539682539683	2.38095238095238	0	0	4.76190476190476	1.19047619047619	0.396825396825397	0	0	0	0.396825396825397	1.19047619047619	0.396825396825397	0
3405	4413	"Lake Shabla-Ezeretz"	43.57045	28.566292	65	"AWI"	65	454	1446	1024	0	0.816326530612245	0	16.734693877551	0	0	28.1632653061224	0	2.04081632653061	0	0.408163265306122	0	0	0	0.408163265306122	0	0	6.12244897959184	2.85714285714286	0	0	0	4.08163265306122	0.408163265306122	0	0.408163265306122	0	1.63265306122449	0	0	0	0.816326530612245	0.408163265306122	0	8.57142857142857	0	0	0.816326530612245	0	0	0	20.4081632653061	1.63265306122449	0	0	0	0.408163265306122	0	0	0	0	0.408163265306122	2.04081632653061	0.408163265306122	0
3405	4413	"Lake Shabla-Ezeretz"	43.57045	28.566292	85	"AWI"	85	996	1643	1326	0	0	3.04878048780488	5.48780487804878	0	0	24.390243902439	0	1.21951219512195	0	1.21951219512195	0	0	0	0	0	0	9.14634146341463	0	0	0	0	4.26829268292683	0.609756097560976	0	0.609756097560976	0	0	0	0	0.609756097560976	0	0	0	9.14634146341463	0	0	3.04878048780488	0	0	0	25.609756097561	0	0	0	0	0	0	0	0	1.21951219512195	1.82926829268293	8.53658536585366	0	0
3405	4413	"Lake Shabla-Ezeretz"	43.57045	28.566292	105	"AWI"	105	1399	1929	1647	0	0	4.96894409937888	29.1925465838509	0	0	18.0124223602484	0	1.24223602484472	0	0	0	0	0	1.24223602484472	0	0	4.34782608695652	0	0	0	0	1.86335403726708	1.24223602484472	0	0	0	0	0	0	0	0	0	0	6.83229813664596	0	1.24223602484472	4.96894409937888	0	0	0	18.6335403726708	0	0.62111801242236	0	0	0	0	0	0	1.24223602484472	0	3.72670807453416	0.62111801242236	0
3405	4413	"Lake Shabla-Ezeretz"	43.57045	28.566292	125	"AWI"	125	1593	2436	1977	0	0.684931506849315	7.53424657534247	10.958904109589	0	0	13.6986301369863	0	0.684931506849315	0	2.05479452054794	1.36986301369863	0	0	0	0	0	6.84931506849315	0	0	0	0	6.84931506849315	0	0	0	0	1.36986301369863	0	0	1.36986301369863	0	0.684931506849315	0	0	0	0	6.84931506849315	0	0	0	32.1917808219178	0	1.36986301369863	0	0.684931506849315	0	0	0	0	0	0	4.79452054794521	0	0
3405	4413	"Lake Shabla-Ezeretz"	43.57045	28.566292	145	"AWI"	145	1948	2644	2331	0	0	7.8125	19.7916666666667	0	0	17.1875	0	1.30208333333333	0.78125	1.04166666666667	0	0	0	0	0	0	4.6875	0.520833333333333	0	0	0	3.90625	0.520833333333333	0	0.260416666666667	0	1.5625	0	0.260416666666667	0	0.260416666666667	0	0.260416666666667	12.5	0	0.260416666666667	2.86458333333333	0	0	0	17.96875	0	0.260416666666667	0	1.30208333333333	0	0	0	0	0.260416666666667	1.82291666666667	2.60416666666667	0	0
3405	4413	"Lake Shabla-Ezeretz"	43.57045	28.566292	165	"AWI"	165	2253	2920	2622	0	0	5.74162679425837	12.4401913875598	0	0	14.3540669856459	0	1.43540669856459	0	0.956937799043062	0	0	0	0	0	0	8.13397129186603	0	0	0	0	7.6555023923445	0.956937799043062	0	0	0	0	0	0	0	0	0	0.478468899521531	11.4832535885167	0	0.478468899521531	3.82775119617225	0	0	0	20.5741626794258	0	0	0	1.91387559808612	0	0	0	0	0.956937799043062	2.39234449760766	6.2200956937799	0	0
3405	4413	"Lake Shabla-Ezeretz"	43.57045	28.566292	185	"AWI"	185	2483	3177	2866	0.37037037037037	0.740740740740741	8.51851851851852	13.7037037037037	0	0	20.3703703703704	0	4.81481481481481	0	1.11111111111111	0	0	0	0	0	0	4.44444444444444	0.37037037037037	0	0	0	8.14814814814815	1.85185185185185	0	0.37037037037037	0	1.85185185185185	0	0.37037037037037	0	0.37037037037037	0	0	0	0	0.740740740740741	2.59259259259259	0	0	0	22.2222222222222	0	0.37037037037037	0	2.22222222222222	0	0	0	0	0	2.59259259259259	1.48148148148148	0.37037037037037	0
