"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fraxinus"	"Geraniaceae"	"Grossulariaceae"	"Iridaceae"	"Juglans"	"Ligustrum"	"Linaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Santalaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Verbenaceae"	"Violaceae"
15946	24576	"La Grande Brousse"	47.48667	0.67417	10	"AWI"	10	-37	481	150	4.76190476190476	0	4.76190476190476	0	0	28.5714285714286	0	9.52380952380952	0	0	0	0	0	0	4.76190476190476	14.2857142857143	0	0	0	0	0	0	0	0	0	0	14.2857142857143	0	0	4.76190476190476	0	0	0	0	0	0	0	0	0	4.76190476190476	0	9.52380952380952	0	0	0	0	0
15946	24576	"La Grande Brousse"	47.48667	0.67417	20	"AWI"	20	64	840	345	0	0	5	0	0	5	0	5	0	10	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	5	0	15	0	10	0	0	0	15	0	10	0	0	0	0	0
15946	24576	"La Grande Brousse"	47.48667	0.67417	25	"AWI"	25	115	911	466	0	2.85714285714286	0	14.2857142857143	0	8.57142857142857	0	2.85714285714286	0	5.71428571428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.85714285714286	0	20	0	0	0	0	0	8.57142857142857	0	0	0	25.7142857142857	0	5.71428571428571	0	2.85714285714286	0	0	0
15946	24576	"La Grande Brousse"	47.48667	0.67417	35	"AWI"	35	255	1099	689	0	0	2.5	0	0	10	0	7.5	0	5	0	0	0	0	0	0	0	0	0	2.5	0	0	2.5	0	0	0	0	0	0	5	0	2.5	0	12.5	0	7.5	0	0	5	25	0	12.5	0	0	0	0	0
15946	24576	"La Grande Brousse"	47.48667	0.67417	45	"AWI"	45	477	1200	917	0	2.77777777777778	0	5.55555555555556	0	19.4444444444444	0	2.77777777777778	0	5.55555555555556	0	0	0	0	0	16.6666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	8.33333333333333	0	2.77777777777778	0	0	0	5.55555555555556	0	0	2.77777777777778	19.4444444444444	0	8.33333333333333	0	0	0	0	0
15946	24576	"La Grande Brousse"	47.48667	0.67417	55	"AWI"	55	839	1306	1118	0	0	0	5.76923076923077	0	15.3846153846154	0	5.76923076923077	0	1.92307692307692	0	0	0	0	0	3.84615384615385	0	1.92307692307692	0	1.92307692307692	0	0	0	0	0	0	0	0	0	5.76923076923077	0	0	0	9.61538461538462	0	5.76923076923077	0	0	5.76923076923077	23.0769230769231	0	13.4615384615385	0	0	0	0	0
15946	24576	"La Grande Brousse"	47.48667	0.67417	65	"AWI"	65	1152	1468	1323	0	0	0	0	0	9.375	0	3.125	0	6.25	0	0	0	0	0	0	0	9.375	0	0	0	0	0	0	0	0	0	0	0	12.5	0	0	0	0	0	3.125	3.125	0	0	46.875	0	6.25	0	0	0	0	0
15946	24576	"La Grande Brousse"	47.48667	0.67417	75	"AWI"	75	1294	1756	1532	2.17391304347826	2.17391304347826	0	0	0	10.8695652173913	0	4.34782608695652	0	6.52173913043478	0	0	0	0	0	2.17391304347826	0	0	0	0	0	0	0	0	0	0	0	0	0	10.8695652173913	0	0	0	0	0	10.8695652173913	0	0	0	45.6521739130435	0	4.34782608695652	0	0	0	0	0
15946	24576	"La Grande Brousse"	47.48667	0.67417	80	"AWI"	80	1326	1954	1634	0	0	5.26315789473684	5.26315789473684	0	12.280701754386	0	7.01754385964912	0	3.50877192982456	0	0	0	0	0	3.50877192982456	0	0	0	0	0	0	0	0	0	0	0	0	0	1.75438596491228	0	0	0	0	0	0	0	0	5.26315789473684	52.6315789473684	0	3.50877192982456	0	0	0	0	0
15946	24576	"La Grande Brousse"	47.48667	0.67417	85	"AWI"	85	1452	2043	1734	0	0	1.53846153846154	0	0	6.15384615384615	0	9.23076923076923	0	7.69230769230769	0	0	0	0	0	4.61538461538462	1.53846153846154	4.61538461538462	0	0	0	0	0	0	0	0	0	0	0	9.23076923076923	0	0	0	0	0	6.15384615384615	1.53846153846154	0	0	43.0769230769231	0	3.07692307692308	0	1.53846153846154	0	0	0
