"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Dioscoreaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Lythraceae"	"Malvaceae"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Verbenaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	325	"AWI"	325	3390	3733	3541	0	0	70	0	2	6	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	80	2	0	0	0	1	0	0	0	0	0	0	25	12	0	0	0	0	0
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	330	"AWI"	330	3410	3822	3586	1	0	100	0	3	5	2	0	4	0	2	1	1	0	0	0	0	0	1	0	0	61	1	23	0	0	0	0	6	16	0	0	4	0	0	2	0	0	1	0	0	1	0	3	9	0	0	0	1	145	8	0	0	0	1	2	0	0	1	0	0	17	25	0	0	0	0	3
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	335	"AWI"	335	3451	3880	3638	0	0	70	2	10	1	2	0	5	0	0	0	3	1	0	0	0	0	0	0	1	80	0	8	0	0	0	0	1	2	0	0	1	0	0	1	0	0	1	0	1	0	1	0	8	0	0	0	1	74	4	0	0	0	1	0	0	0	0	0	0	15	8	0	0	0	0	0
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	340	"AWI"	340	3481	3974	3686	1	1	43	1	6	4	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	59	0	28	0	0	0	0	2	1	0	0	1	0	0	2	0	0	2	0	0	2	1	2	13	0	0	0	0	78	6	0	0	0	0	0	0	0	0	0	0	14	5	0	0	0	0	1
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	344	"AWI"	344	3516	4008	3729	0	0	71	3	13	6	1	0	3	0	3	0	2	0	0	0	0	0	0	0	0	88	0	22	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	7	0	0	0	0	74	11	0	0	0	0	0	0	0	0	0	0	24	6	0	0	1	0	2
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	348	"AWI"	348	3540	4061	3771	0	0	68	0	6	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	80	0	11	0	0	0	0	2	0	0	0	0	0	0	3	0	0	1	0	0	0	0	1	5	0	0	0	0	30	11	0	0	0	0	0	0	0	1	0	0	21	7	0	0	0	0	1
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	352	"AWI"	352	3572	4109	3811	4	0	73	2	10	2	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	76	0	15	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	2	0	0	1	7	0	0	0	1	37	10	0	0	0	0	0	0	0	1	0	0	16	3	0	0	0	0	1
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	355	"AWI"	355	3597	4144	3841	0	0	126	1	12	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	107	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	9	0	0	0	0	23	11	0	0	0	0	0	0	0	0	0	0	26	3	0	0	0	0	1
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	360	"AWI"	360	3623	4215	3890	0	0	62	0	2	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	68	0	26	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	14	1	0	0	0	0	0	0	0	0	0	0	18	4	0	0	0	0	3
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	365	"AWI"	365	3674	4261	3940	0	0	119	0	8	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	100	0	49	0	0	0	0	1	1	0	0	1	0	0	1	0	0	3	0	0	0	0	1	7	0	0	0	0	72	0	0	0	0	0	1	0	0	0	0	0	27	10	0	0	0	0	0
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	375	"AWI"	375	3767	4374	4041	0	0	80	2	1	4	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	200	0	5	0	0	0	0	2	0	0	0	1	0	0	1	0	0	1	0	1	2	1	1	8	0	0	0	3	47	4	0	0	0	0	0	0	0	0	0	0	15	2	0	0	0	0	1
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	380	"AWI"	380	3802	4436	4093	0	0	97	1	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	1	1	1	0	0	0	2	34	4	0	0	0	0	0	0	0	1	0	0	16	2	0	0	0	0	0
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	385	"AWI"	385	3861	4473	4144	1	1	78	0	4	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	150	0	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	2	0	0	0	0	47	9	0	0	0	0	0	0	0	0	0	0	10	3	0	0	0	0	0
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	395	"AWI"	395	3950	4582	4246	0	3	112	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	166	0	1	0	0	0	0	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	58	6	0	0	0	1	0	0	0	0	0	0	4	3	0	0	0	0	0
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	400	"AWI"	400	3992	4641	4296	0	1	126	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	0	0	0	0	13	4	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	405	"AWI"	405	4044	4687	4347	0	0	160	1	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	2	0	0	0	2	71	4	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	415	"AWI"	415	4145	4798	4449	0	1	105	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	143	0	1	0	0	0	0	2	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	101	10	0	0	0	2	0	0	0	0	0	0	5	1	0	0	0	0	1
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	420	"AWI"	420	4191	4859	4501	0	0	111	0	2	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	114	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	2	0	0	0	0	0	0	0	2	0	0	5	5	0	0	0	0	0
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	425	"AWI"	425	4253	4906	4551	1	0	63	1	6	6	1	0	4	0	2	0	1	0	0	0	0	0	0	0	0	143	0	3	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	4	0	0	0	0	1	112	16	0	0	0	1	0	0	0	0	0	1	2	2	0	0	0	0	1
