"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Dioscoreaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Lythraceae"	"Malvaceae"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Verbenaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	5	"AWI"	5	-96	107	-5	18	0	17	2	3	2	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	5	0	65	0	0	0	0	3	17	0	0	0	1	0	1	0	0	11	0	0	0	0	5	8	0	0	0	0	33	5	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	10	"AWI"	10	-77	230	37	15	0	11	2	5	1	0	0	3	0	5	0	0	0	0	0	3	0	0	0	0	2	0	27	0	0	0	0	1	4	0	0	1	2	0	3	0	0	6	0	0	0	1	2	9	0	3	0	0	37	8	1	0	0	0	4	0	0	4	0	0	0	1	0	0	0	0	0
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	21	"AWI"	21	-8	364	147	7	0	40	5	28	5	0	6	3	0	2	0	0	3	0	0	3	0	0	0	0	16	0	24	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	1	2	17	0	0	0	0	45	3	0	0	0	2	0	0	0	0	0	0	1	5	0	0	0	0	2
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	25	"AWI"	25	22	396	189	3	0	43	1	18	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	12	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	27	0	0	0	0	12	12	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	50	"AWI"	50	273	610	461	1	1	24	3	6	2	1	0	5	0	3	0	0	5	0	0	1	0	0	0	0	7	0	6	0	0	0	0	1	0	1	0	0	2	0	4	0	0	0	0	0	0	0	1	26	0	20	0	1	47	10	0	0	0	19	1	0	0	4	0	0	0	1	0	0	0	0	1
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	55	"AWI"	55	320	648	501	0	0	44	2	3	2	2	0	3	0	0	0	0	1	0	0	0	0	0	0	0	16	0	2	0	10	0	0	4	0	0	0	0	5	0	0	1	0	0	0	0	0	0	2	10	0	0	0	0	21	5	0	0	0	3	0	0	0	1	0	0	0	4	0	0	0	0	1
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	65	"AWI"	65	372	748	569	2	0	52	4	1	2	2	9	2	0	0	0	0	0	0	0	0	0	0	0	0	36	0	1	0	4	0	0	41	0	1	0	0	3	0	3	0	0	0	0	1	0	1	1	13	0	0	0	3	57	6	0	0	0	3	0	0	0	5	2	0	0	6	0	0	0	0	2
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	75	"AWI"	75	425	842	642	2	0	68	2	5	4	4	29	1	0	0	0	0	0	0	0	0	0	0	0	0	28	0	3	0	14	0	0	5	0	0	0	1	2	0	3	0	0	0	0	0	0	1	0	19	0	0	0	0	32	9	0	0	0	2	0	0	0	6	0	0	0	10	0	0	1	0	1
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	84	"AWI"	84	485	917	707	1	0	17	5	2	2	1	0	3	0	0	0	0	9	0	2	0	0	0	0	0	8	0	4	0	10	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	34	9	0	0	0	7	0	0	0	4	0	0	0	6	0	0	0	0	2
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	90	"AWI"	90	522	971	751	1	0	19	6	4	2	2	21	6	0	2	0	0	10	0	0	0	0	0	0	0	6	0	4	0	3	0	0	3	0	0	0	0	3	0	1	0	0	1	0	0	0	1	1	15	0	0	0	0	55	13	0	0	0	13	0	0	0	21	0	0	0	5	0	0	0	0	3
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	95	"AWI"	95	561	1001	790	0	0	9	2	8	0	0	0	0	0	1	0	0	14	0	0	0	0	0	0	0	5	0	20	0	0	0	0	0	1	0	0	1	2	0	1	0	1	0	0	0	0	0	0	15	0	0	0	1	24	8	0	0	0	20	2	0	0	7	0	0	0	1	0	0	0	0	1
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	100	"AWI"	100	589	1045	829	0	0	7	5	8	2	2	0	0	0	2	0	2	12	0	0	0	1	0	0	0	11	0	4	0	0	0	0	2	0	0	0	1	0	0	4	0	0	2	0	0	0	0	0	20	0	0	0	1	23	5	0	0	0	0	3	0	0	7	0	0	0	4	0	0	0	0	0
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	104	"AWI"	104	630	1066	858	0	0	27	2	9	0	2	22	2	0	0	0	0	1	0	0	0	0	0	0	0	18	0	0	0	0	0	0	2	0	0	0	0	3	0	1	0	0	1	0	0	0	0	0	14	0	6	0	1	22	3	0	0	0	10	0	0	0	12	0	0	1	4	0	0	0	0	1
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	112	"AWI"	112	699	1126	920	0	0	14	7	34	0	1	0	2	0	1	0	0	6	0	0	0	0	0	0	0	16	0	8	0	0	0	0	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	12	0	0	0	2	22	3	0	0	0	7	0	0	0	4	0	0	0	1	0	0	0	0	1
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	120	"AWI"	120	757	1182	982	0	0	20	4	6	1	2	0	3	0	2	0	0	4	0	0	0	0	1	0	0	23	0	1	0	4	0	0	5	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	6	0	0	0	0	14	1	0	0	0	9	1	0	0	2	0	0	1	6	0	0	0	0	2
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	125	"AWI"	125	806	1202	1021	1	0	17	5	8	0	2	0	11	0	0	0	3	14	0	0	0	0	0	0	0	21	0	7	0	0	0	0	10	3	0	0	0	2	0	3	0	0	1	0	1	0	1	0	15	0	0	0	0	32	4	0	0	0	18	0	0	0	41	0	0	0	7	0	1	0	0	1
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	135	"AWI"	135	907	1259	1097	0	0	14	5	4	0	1	0	6	0	0	0	0	13	0	0	0	0	0	0	0	14	0	73	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	6	0	0	0	1	37	10	0	0	0	3	2	0	0	1	0	0	0	2	0	0	0	0	0
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	142	"AWI"	142	984	1308	1158	0	1	18	6	3	1	1	9	5	0	2	0	2	3	0	5	0	0	1	0	0	13	0	130	0	0	0	0	12	1	0	0	1	0	0	4	0	0	3	0	0	1	1	1	7	0	0	0	2	53	1	0	0	0	2	16	0	0	3	0	0	0	14	0	0	0	0	2
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	155	"AWI"	155	1119	1557	1320	0	1	30	1	30	0	14	0	0	0	1	0	1	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	11	0	0	0	0	1	37	0	0	0	0	0	0	0	2	0	0	1	3	0	0	0	0	1
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	165	"AWI"	165	1214	1808	1462	0	0	14	1	12	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	8	0	10	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	5	0	0	0	0	5	67	0	0	0	1	1	0	0	1	0	0	1	4	0	0	7	0	0
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	175	"AWI"	175	1310	2017	1619	0	0	61	1	7	4	1	0	18	0	0	0	0	1	0	0	0	0	0	0	0	65	0	85	0	0	0	0	8	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	2	0	0	0	0	27	16	0	0	0	0	0	0	0	0	0	0	1	12	0	0	0	0	3
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	185	"AWI"	185	1431	2191	1779	2	1	93	1	2	1	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	31	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	35	51	1	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	1
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	190	"AWI"	190	1480	2289	1860	0	0	68	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	12	79	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	195	"AWI"	195	1569	2348	1947	0	0	72	2	3	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	16	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	7	79	0	0	0	0	1	0	0	0	0	0	3	1	0	0	0	0	0
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	200	"AWI"	200	1623	2436	2025	1	0	63	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	19	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	36	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	205	"AWI"	205	1716	2492	2110	1	0	149	1	10	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	39	0	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	0	0	0	1	21	38	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	2
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	215	"AWI"	215	1866	2638	2278	3	1	27	4	4	0	2	0	5	0	0	0	1	0	0	0	0	0	0	0	0	33	0	4	0	0	0	0	4	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	18	0	0	0	0	19	62	0	0	0	4	0	0	0	0	0	0	2	3	0	0	0	0	1
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	220	"AWI"	220	1916	2714	2357	0	0	47	2	7	2	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	7	13	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	225	"AWI"	225	2024	2766	2431	0	0	82	4	24	0	0	14	7	0	1	0	0	0	0	0	0	0	0	0	0	68	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0	0	0	0	14	19	0	0	0	1	0	0	0	0	0	0	3	1	0	0	0	0	0
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	230	"AWI"	230	2093	2836	2510	0	1	94	2	13	0	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	31	0	27	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	10	0	0	0	0	13	27	0	0	0	2	0	0	0	0	0	0	7	1	0	0	0	0	0
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	235	"AWI"	235	2227	2878	2589	0	0	57	1	21	1	1	0	5	0	1	0	0	0	0	0	0	0	0	0	0	35	0	28	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	8	3	0	0	0	3	0	0	0	1	0	0	4	1	0	0	0	0	0
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	238	"AWI"	238	2279	2913	2639	0	0	104	1	9	0	1	0	5	0	1	0	0	0	0	0	0	0	0	0	0	45	0	6	0	0	0	0	4	0	0	0	0	0	0	4	0	0	1	0	2	0	0	1	7	0	0	0	1	7	17	0	0	0	4	0	0	0	0	0	0	10	4	0	0	0	0	2
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	242	"AWI"	242	2364	2963	2698	0	0	101	1	7	0	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0	1	6	5	0	0	0	1	0	0	0	0	0	0	5	6	0	0	0	0	0
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	245	"AWI"	245	2438	2987	2740	1	0	78	1	6	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	6	0	0	0	0	12	8	0	0	0	0	0	0	0	1	0	0	15	1	0	0	0	0	0
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	250	"AWI"	250	2517	3049	2813	0	0	50	1	4	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	39	0	8	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0	1	13	8	0	0	0	0	2	0	0	0	0	0	7	3	0	0	0	0	0
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	255	"AWI"	255	2678	3092	2875	0	0	24	2	2	3	2	0	3	1	0	0	9	0	0	0	0	0	0	0	0	96	0	18	0	0	0	0	11	1	0	0	0	0	0	2	0	0	1	0	0	1	0	1	6	0	0	0	1	68	8	0	0	0	0	0	0	0	0	0	0	20	6	0	0	0	0	0
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	260	"AWI"	260	2754	3156	2946	1	1	36	3	4	5	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	117	0	8	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	5	0	0	0	0	30	4	0	0	0	0	0	0	0	1	0	0	29	3	0	0	0	0	0
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	265	"AWI"	265	2797	3196	2992	0	0	32	1	4	1	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	64	0	36	0	0	0	0	8	0	0	0	2	0	0	1	0	1	0	0	0	0	0	1	5	0	0	0	1	61	5	0	0	0	0	0	0	0	0	0	0	21	12	0	0	0	0	0
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	270	"AWI"	270	2824	3258	3034	0	0	35	1	9	3	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	50	0	21	0	0	0	0	2	0	0	0	0	0	0	1	0	0	2	0	0	1	0	1	3	0	0	0	0	45	6	0	0	0	0	0	0	0	2	0	0	0	54	0	0	0	0	1
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	275	"AWI"	275	2868	3298	3080	1	0	27	1	3	0	1	0	5	0	1	0	0	0	0	0	0	0	0	0	0	27	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	63	0	0	0	0	1	0	0	0	0	0	0	7	8	0	0	0	0	0
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	280	"AWI"	280	2897	3357	3125	1	0	49	1	13	3	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	25	0	5	0	0	0	0	7	0	0	0	0	0	0	4	0	0	7	0	0	0	0	0	2	0	0	0	0	137	0	0	0	0	1	1	0	0	0	0	0	11	4	0	0	0	0	0
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	285	"AWI"	285	2951	3391	3173	0	0	67	0	26	3	1	0	11	0	1	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	5	0	0	0	0	0	0	3	0	0	6	0	0	0	0	0	7	0	0	0	0	54	5	1	0	0	0	0	0	0	0	0	0	14	9	0	0	0	0	1
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	290	"AWI"	290	2982	3441	3220	1	0	49	1	7	1	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	21	0	60	0	0	0	0	8	3	0	0	1	0	0	2	0	0	11	0	0	0	0	1	9	0	0	0	0	154	2	0	0	0	1	1	0	0	3	0	0	12	7	0	0	0	0	0
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	295	"AWI"	295	3044	3476	3265	0	0	75	1	33	2	1	0	3	0	2	0	0	0	0	0	0	0	0	0	0	43	0	28	0	0	0	0	1	1	0	0	1	0	0	2	0	0	1	0	0	0	0	3	2	0	0	0	1	66	2	0	0	0	0	0	0	0	0	0	0	13	4	0	0	0	0	0
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	300	"AWI"	300	3085	3525	3313	1	1	144	2	37	4	1	0	13	1	3	0	0	0	0	0	0	0	0	0	1	37	0	13	0	0	0	0	3	1	0	0	1	0	0	4	0	0	1	0	0	1	0	1	7	0	0	0	0	205	2	0	0	0	4	8	0	0	1	0	0	18	13	0	0	0	0	0
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	305	"AWI"	305	3151	3556	3357	1	0	75	1	18	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	54	0	7	0	0	0	0	2	0	0	0	2	0	0	0	0	0	3	0	0	1	0	0	9	0	0	0	0	57	3	0	0	0	0	0	0	0	0	0	0	19	4	0	0	2	0	0
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	310	"AWI"	310	3189	3604	3405	1	1	65	1	6	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	61	1	3	0	0	0	0	5	2	0	0	1	0	0	0	0	1	2	0	0	0	0	1	6	0	0	0	1	113	1	0	0	0	0	0	0	0	2	0	0	15	4	0	0	0	0	0
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	315	"AWI"	315	3282	3637	3445	0	0	90	1	8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	3	0	0	0	0	78	4	0	0	0	2	0	0	0	0	0	0	19	5	0	0	0	0	0
16100	24861	"Marais de Champtocé"	47.41361	-0.86056	320	"AWI"	320	3339	3684	3490	2	0	87	2	3	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	67	0	7	0	0	0	0	1	1	0	0	1	0	0	4	0	0	1	0	2	0	0	2	8	0	0	0	2	93	6	0	0	0	2	2	0	0	1	0	0	19	6	0	0	0	0	1
