"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Grossulariaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	2.5	"AWI"	2.5	-41.5	231	68	0.0907441016333938	0	5.80762250453721	0	0.272232304900181	0.725952813067151	0	0.181488203266788	0	0.725952813067151	0.272232304900181	0	0	0.998185117967332	0	0	0.453720508166969	60.2540834845735	0	0	0	0	0.181488203266788	0.181488203266788	0.272232304900181	0.181488203266788	0	0	2.08711433756806	0	0.453720508166969	0	0	0	0.0907441016333938	5.17241379310345	20.508166969147	0.0907441016333938	0	0	0.181488203266788	0.0907441016333938	0	0	0.0907441016333938	0	0.0907441016333938	0.181488203266788	0.181488203266788	0	0	0.181488203266788	0	0	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	5	"AWI"	5	-21	441	142	0.0914913083257091	0	4.48307410795974	0	0.731930466605673	0.457456541628545	0	0.274473924977127	0	0.182982616651418	0.182982616651418	0	0	0.548947849954254	0	0	0.182982616651418	58.6459286367795	0	0	0	0	0.182982616651418	0.182982616651418	0.274473924977127	0	0	0.0914913083257091	0.914913083257091	0	0.182982616651418	0	0	0	0	8.23421774931382	22.964318389753	0.182982616651418	0	0	0	0.182982616651418	0	0	0	0	0.0914913083257091	0.274473924977127	0.457456541628545	0	0	0	0	0	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	7.5	"AWI"	7.5	-8	656.5	215.5	0	0.277264325323475	3.78927911275416	0	0.0924214417744917	0.462107208872458	0	0.646950092421442	0	0.184842883548983	0.277264325323475	0	0	0.646950092421442	0	0	0.277264325323475	62.8465804066543	0	0	0	0	0.739371534195933	0.369685767097967	0	0	0	0.0924214417744917	1.84842883548983	0	0.0924214417744917	0	0	0	0	5.26802218114603	20.7948243992606	0.0924214417744917	0	0	0.0924214417744917	0	0	0	0	0	0	0.369685767097967	0.462107208872458	0	0	0.184842883548983	0	0.0924214417744917	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	10	"AWI"	10	5	874	289	0.718132854578097	0	6.01436265709156	0	0.448833034111311	0.628366247755835	0	0.359066427289048	0	0.179533213644524	0	0	0	0.269299820466786	0	0	0.269299820466786	58.6175942549372	0	0	0.628366247755835	0	0.448833034111311	0.0897666068222621	0.0897666068222621	0.0897666068222621	0	0.179533213644524	0.897666068222621	0	0	0	0	0	0	9.96409335727109	18.7612208258528	0.0897666068222621	0	0	0	0.628366247755835	0	0	0	0	0.179533213644524	0.0897666068222621	0.179533213644524	0	0	0	0	0.179533213644524	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	12.5	"AWI"	12.5	74.5	939.5	390.5	0.576923076923077	0	6.15384615384615	0	0.384615384615385	0.384615384615385	0	0.865384615384615	0.0961538461538462	0	0	0	0	0.288461538461538	0	0	0.480769230769231	51.8269230769231	0	0	0	0	1.34615384615385	0.0961538461538462	0	0	0	0	0.192307692307692	0	0	0	0	0	0.0961538461538462	15.7692307692308	20.1923076923077	0	0	0	0	0.384615384615385	0	0	0.0961538461538462	0	0	0.0961538461538462	0.288461538461538	0	0	0.192307692307692	0.192307692307692	0	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	15	"AWI"	15	119	1021	494	0.636363636363636	0	12.0909090909091	0	2.54545454545455	0.545454545454546	0	0.909090909090909	0	0.181818181818182	0	0	0	0.272727272727273	0	0	0.181818181818182	48.0909090909091	0	0	0	0	0.363636363636364	0	0.0909090909090909	0	0	0.0909090909090909	0.181818181818182	0	0	0	0	0	0	11.4545454545455	20.7272727272727	0.181818181818182	0	0	0	0.272727272727273	0	0.0909090909090909	0	0	0	0.0909090909090909	0.545454545454546	0	0	0.454545454545455	0	0	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	17.5	"AWI"	17.5	151	1137.5	591	0	0.17286084701815	12.1002592912705	0	0.777873811581677	0.17286084701815	0	0.777873811581677	0	0.345721694036301	0	0	0	0.0864304235090752	0	0	0.259291270527226	47.0181503889369	0	0	0	0.0864304235090752	1.46931719965428	0	0	0	0	0.0864304235090752	1.0371650821089	0	0.17286084701815	0	0	0	0	11.2359550561798	22.7312013828868	0.0864304235090752	0	0	0.0864304235090752	0.864304235090752	0	0	0	0	0	0.345721694036301	0.0864304235090752	0	0	0	0	0	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	20	"AWI"	20	179	1293	683	0.172562553925798	0	4.83175150992235	0	0.258843830888697	0	0	0.776531492666091	0	0	0	0	0	0.0862812769628991	0	0	0.0862812769628991	83.9516824849008	0	0	0	0	0.172562553925798	0	0	0	0	0	0.345125107851596	0	0	0	0	0	0	2.15703192407248	6.12597066436583	0.0862812769628991	0	0	0	0.258843830888697	0	0	0	0	0.172562553925798	0.0862812769628991	0.258843830888697	0	0	0.0862812769628991	0	0.0862812769628991	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	22.5	"AWI"	22.5	290	1341	768.5	0	0	4.58891013384321	0	0	0.478011472275335	0	1.33843212237094	0	0	0	0	0	0	0	0	0.286806883365201	84.6080305927342	0	0	0	0	0.0956022944550669	0.0956022944550669	0.0956022944550669	0	0	0	0.382409177820268	0	0	0	0	0	0	1.7208413001912	5.35372848948375	0	0	0	0	0.191204588910134	0	0	0	0	0	0	0.669216061185469	0	0	0.0956022944550669	0	0	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	25	"AWI"	25	356	1404	856	0.378429517502365	0.0946073793755913	3.59508041627247	0	0.0946073793755913	0	0	0.662251655629139	0	0	0	0	0	0.0946073793755913	0	0	0.378429517502365	67.2658467360454	0	0	0	0	0.473036896877956	0	0	0	0	0.0946073793755913	0.662251655629139	0	0.0946073793755913	0	0	0	0	12.2043519394513	13.434247871334	0	0	0	0	0.0946073793755913	0	0	0	0	0.0946073793755913	0	0.0946073793755913	0	0	0	0	0.189214758751183	0
