"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Corylus"	"Crataegus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Hypericaceae"	"Lamiaceae"	"Ligustrum"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Solanaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Viburnum"
3506	4532	"Wiggenhall St. Germans"	52.69278	0.33944	202	"AWI"	202	-58	383	111	0	0	14.2857142857143	37.2670807453416	0	0	0	0	4.96894409937888	0	0	0	0	0	13.6645962732919	0	9.3167701863354	0	0	0	0	0	0	0	0	0	1.24223602484472	0	0	0	0	0	15.527950310559	0	0	0	0.62111801242236	0	0.62111801242236	0	0	0	1.86335403726708	0	0.62111801242236	0
3506	4532	"Wiggenhall St. Germans"	52.69278	0.33944	206	"AWI"	206	103	1097	493	0	0	11.2820512820513	27.6923076923077	0.512820512820513	0	1.02564102564103	0	7.69230769230769	0	0	0	0	0	20.5128205128205	0	7.69230769230769	0	0	0	0	1.53846153846154	0	0	0	0	3.07692307692308	0	0	0	0	0	12.8205128205128	0	0	0	0	0	1.02564102564103	0	0	0	0.512820512820513	1.53846153846154	3.07692307692308	0
3506	4532	"Wiggenhall St. Germans"	52.69278	0.33944	210	"AWI"	210	317	1509	939	0	0	8.19112627986348	16.7235494880546	0	0.341296928327645	1.02389078498294	1.36518771331058	3.07167235494881	0	0	0	0	0	12.6279863481229	0	6.48464163822526	0	0	0	0	0	0	0	0	0	0.68259385665529	0	0.341296928327645	39.5904436860068	0	0	6.8259385665529	0	0	0	0	0	0.68259385665529	0	0	0	0	1.02389078498294	1.02389078498294	0
3506	4532	"Wiggenhall St. Germans"	52.69278	0.33944	212	"AWI"	212	698	1581	1153	0	0	9.15032679738562	17.6470588235294	0	0	0.980392156862745	0	3.59477124183007	0	0	0	0.65359477124183	0	8.16993464052288	0	6.86274509803922	0	0	0.326797385620915	0	0	0	0	0	0.326797385620915	0.326797385620915	0	0	41.8300653594771	0	0	7.51633986928105	0	0	0	0	0	1.63398692810458	0	0	0	0	0.65359477124183	0.326797385620915	0
3506	4532	"Wiggenhall St. Germans"	52.69278	0.33944	214	"AWI"	214	943	1678	1379	0.540540540540541	0	17.2972972972973	20.5405405405405	0	0	2.7027027027027	0	2.7027027027027	0	0.540540540540541	0	0	0	22.7027027027027	0	16.2162162162162	0	0	0	0	1.08108108108108	0.540540540540541	0	0	0	0	0	0	0	0	0	12.4324324324324	0	0	0	0	0	1.08108108108108	0	0	0	0	0.540540540540541	1.08108108108108	0
3506	4532	"Wiggenhall St. Germans"	52.69278	0.33944	216	"AWI"	216	1268	1809	1577	0	0	0	23.2142857142857	7.14285714285714	0	1.78571428571429	0	5.35714285714286	0	1.78571428571429	0	0	0	1.78571428571429	0	32.1428571428571	0	0	1.78571428571429	0	0	0	0	0	0	0	0	0	0	0	0	19.6428571428571	0	0	0	0	0	5.35714285714286	0	0	0	0	0	0	0
3506	4532	"Wiggenhall St. Germans"	52.69278	0.33944	217	"AWI"	217	1482	1856	1667	0	0	3.17460317460317	2.53968253968254	0.952380952380952	0	0.952380952380952	0	3.49206349206349	0.317460317460317	0	0	0	0	3.49206349206349	0	12.3809523809524	6.66666666666667	0	0.634920634920635	0.317460317460317	0.317460317460317	0	0	0	0	0	0	0	59.0476190476191	0.952380952380952	0	3.49206349206349	0	0.317460317460317	0	0.952380952380952	0	0	0	0	0	0	0	0	0
3506	4532	"Wiggenhall St. Germans"	52.69278	0.33944	218	"AWI"	218	1591	1947	1762	0	0	1.74216027874564	1.74216027874564	1.04529616724739	0	0.348432055749129	0	4.18118466898955	0.696864111498258	0.348432055749129	0	0	0	1.39372822299652	0	10.801393728223	45.993031358885	0	0	0	0.348432055749129	0.348432055749129	0	0	0	0	0	0	25.7839721254355	0	0	3.48432055749129	0	0	0	0.348432055749129	0.696864111498258	0	0	0	0	0	0	0.696864111498258	0
3506	4532	"Wiggenhall St. Germans"	52.69278	0.33944	219	"AWI"	219	1640	2143	1850	0	0	3.6231884057971	1.44927536231884	1.44927536231884	0	1.44927536231884	0	10.1449275362319	0	0	0	0	0	10.8695652173913	0	36.9565217391304	16.6666666666667	0	0.72463768115942	0	0.72463768115942	0	0	0.72463768115942	0.72463768115942	0	0	0	0	0	0	11.5942028985507	0	0	0	0	2.17391304347826	0	0	0	0	0	0	0.72463768115942	0
3506	4532	"Wiggenhall St. Germans"	52.69278	0.33944	220	"AWI"	220	1675	2374	1934	0	0	2.64150943396226	0.377358490566038	12.4528301886792	0	0	0	4.52830188679245	1.13207547169811	0	0	0	0	4.90566037735849	0	6.0377358490566	0	0	0	0	0.754716981132076	0	0	0	0	0	0	0	63.0188679245283	0	0	3.39622641509434	0	0	0	0.377358490566038	0	0.377358490566038	0	0	0	0	0	0	0
