"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Hypericaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Melanthiaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Viburnum"	"Vitaceae"
3245	4213	"Lobsigensee"	47.03194	7.29917	85	"AWI"	85	322	890	582	1.92307692307692	0	10.6837606837607	0.641025641025641	0	1.4957264957265	0	0.427350427350427	0.213675213675214	0	3.63247863247863	0	0	0	0	3.63247863247863	0	0	0	0	0	4.05982905982906	12.6068376068376	0.213675213675214	0	0	0	5.98290598290598	0	1.4957264957265	0	0	2.56410256410256	0.641025641025641	0	0	0	0	0	0	1.06837606837607	0	11.1111111111111	17.7350427350427	0	0	0	0	13.034188034188	0	0	0.427350427350427	4.05982905982906	1.06837606837607	0	0	0	0	0.427350427350427	0.641025641025641	0	0.213675213675214
3245	4213	"Lobsigensee"	47.03194	7.29917	95	"AWI"	95	388	968	663	2.73972602739726	0.228310502283105	7.76255707762557	0	0	2.51141552511416	0	0.228310502283105	0	0	0	0	0.684931506849315	0	0	8.67579908675799	0	0	0.45662100456621	0	0	3.88127853881279	12.5570776255708	0	0	0	0	10.7305936073059	0	0.228310502283105	0	0	3.65296803652968	0.91324200913242	0	0	0	0.228310502283105	0.45662100456621	0	0.684931506849315	0	0	24.6575342465753	0	0	0	0	17.5799086757991	0	0	0.228310502283105	0	0.45662100456621	0	0	0	0	0.228310502283105	0	0	0.228310502283105
3245	4213	"Lobsigensee"	47.03194	7.29917	105	"AWI"	105	459	1051	743	1.48401826484018	0	6.84931506849315	0.114155251141553	0	0.799086757990868	0	0	0	0	2.51141552511416	0	0.342465753424658	0	0	0	0	0	0.45662100456621	0	0	2.1689497716895	9.58904109589041	0	0	0	0	3.19634703196347	0	0	0	0	1.82648401826484	0.114155251141553	0	0	0.114155251141553	0.114155251141553	0	0	0.45662100456621	0	4.5662100456621	0	0	46.0045662100457	0	0	16.6666666666667	0	0	0	2.28310502283105	0.228310502283105	0	0	0	0	0.114155251141553	0	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	115	"AWI"	115	535	1126	821	1.15718418514947	0.0964320154291225	5.49662487945998	0.0964320154291225	0	0.578592092574735	0	0.482160077145612	0	0	0	0	0.482160077145612	0	0	3.95371263259402	0	0	0.38572806171649	0	0	5.49662487945998	8.77531340405015	0.192864030858245	0	0	0	4.05014464802314	0	0.0964320154291225	0	0	0	0	0	0	0	0	0	0	0.675024108003857	0	6.26808100289296	18.7078109932498	0	18.9971070395371	0	0	22.5650916104147	0	0	0	0.867888138862102	0.482160077145612	0	0	0	0	0	0	0.0964320154291225	0
3245	4213	"Lobsigensee"	47.03194	7.29917	125	"AWI"	125	606	1202	900	0.944386149003148	0	5.24658971668415	0.104931794333683	0	0.734522560335782	0	0	0	0	1.36411332633788	0	1.04931794333683	0	0	5.14165792235047	0	0	0.209863588667366	0	0	0	15.8447009443862	0.104931794333683	0	0	0	5.14165792235047	0	0	0	0	0	0.209863588667366	0	0	0	0	0	0	0.734522560335782	0	3.77754459601259	13.1164742917104	0	19.4123819517314	0	0	26.0230849947534	0	0	0.104931794333683	0.734522560335782	0	0	0	0	0	0	0	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	135	"AWI"	135	692	1276	982	0.715015321756895	0.204290091930541	5.51583248212462	0	0	0.612870275791624	0	0.204290091930541	0	0	0	0	0.408580183861083	0.204290091930541	0	6.33299284984678	0	0	0.204290091930541	0	0	5.2093973442288	18.7946884576098	0.204290091930541	0	0	0	4.90296220633299	0	0	0	0	0.919305413687436	0.408580183861083	0	0	0	0	0	0	0.510725229826353	0	3.06435137895812	7.96731358529111	0	17.0582226762002	0	0	25.7405515832482	0	0	0.306435137895812	0	0.408580183861083	0	0	0	0	0	0	0	0.102145045965271
3245	4213	"Lobsigensee"	47.03194	7.29917	143	"AWI"	143	750	1337	1043	1.24575311438279	0	5.32276330690827	0.339750849377123	0	0.339750849377123	0	0.339750849377123	0	0	2.37825594563986	0	0	0.113250283125708	0	4.98301245753114	0	0	0.453001132502831	0	0	4.75651189127973	18.3465458663647	0	0	0	0	6.90826727066818	0	0	0	0	3.05775764439411	0.226500566251416	0.113250283125708	0	0	0	0	0	0.679501698754247	0	0	6.56851642129105	0	0	0	0	41.6761041902605	0	0	0	1.58550396375991	0.566251415628539	0	0	0	0	0	0	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	153	"AWI"	153	827	1406	1118	0.7	0	6.1	0.3	0	0.1	0	0.5	0	0	2.9	0.1	0	0	0	2.7	0	0	0.4	0	0	0	17.5	0	0	0	0	7.1	0	0.1	0	0	0	0.1	0.1	0	0	0.1	0	0	0.8	0	2.6	11	0	10.6	0	0	35.5	0	0	0	0	0.5	0	0	0	0	0.2	0	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	163	"AWI"	163	910	1475	1195	1.16731517509728	0	7.29571984435798	0.0972762645914397	0	0.389105058365759	0	0.875486381322957	0	0	3.01556420233463	0	0.291828793774319	0	0	0.778210116731518	0	0	0.291828793774319	0	0	5.73929961089494	13.5214007782101	0	0	0	0	7.78210116731517	0	0	0	0	4.28015564202335	0	0	0	0	0	0	0	0.680933852140078	0	2.33463035019455	7.97665369649805	0	6.42023346303502	0	0	36.4785992217899	0	0	0	0.389105058365759	0.0972762645914397	0	0	0	0	0	0.0972762645914397	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	173	"AWI"	173	999	1544	1277	0.902061855670103	0.257731958762887	10.8247422680412	0	0	0.515463917525773	0	0.38659793814433	0	0	0	0	0.257731958762887	0	0	1.28865979381443	0	0	0.257731958762887	0	0	10.8247422680412	0	0	0	0	0	13.5309278350515	0	0	0	0	3.8659793814433	0	0.128865979381443	0	0	0.128865979381443	0	0	2.06185567010309	0	0	6.57216494845361	0	0	0	0	47.2938144329897	0	0	0	0	0.77319587628866	0	0	0	0	0.128865979381443	0	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	183	"AWI"	183	1087	1608	1355	1.31061598951507	0.131061598951507	19.1349934469201	0.131061598951507	0	0.131061598951507	0	0.262123197903014	0	0	0	0	0.393184796854522	0.131061598951507	0	2.35910878112713	0	0	0	0	0	0	16.9069462647444	0	0	0	0	11.5334207077326	0	0	0	0	0	0.262123197903014	0	0	0	0	0	0	1.70380078636959	0	2.88335517693316	0	0	9.96068152031455	0	0.131061598951507	31.7169069462647	0	0	0	0.786369593709043	0	0	0	0	0	0	0.131061598951507	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	193	"AWI"	193	1179	1672	1434	1.8641810918775	0.266311584553928	12.1171770972037	0.399467376830892	0	0.532623169107856	0	0.66577896138482	0	0	0	0	0.133155792276964	0	0	0	0	0	0.66577896138482	0	0	14.91344873502	11.185086551265	0	0	0	0	8.12250332889481	0	0.266311584553928	0	0	2.13049267643142	0.266311584553928	0	0	0	0	0	0	1.06524633821571	0	2.66311584553928	1.4647137150466	0	17.3102529960053	0	0	21.5712383488682	0	0	0	1.33155792276964	1.06524633821571	0	0	0	0	0	0	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	203	"AWI"	203	1272	1740	1513	0.971922246220302	0	12.9589632829374	0.215982721382289	0	0.323974082073434	0	0.539956803455723	0	0	17.2786177105832	0	0	0	0	3.77969762419006	0	0	0.107991360691145	0	0	16.9546436285097	0	0.107991360691145	0	0	0	5.83153347732181	0	0.323974082073434	0	0	0	0.647948164146868	0	0	0	0	0	0	1.9438444924406	0	2.59179265658747	4.85961123110151	0	9.61123110151188	0	0	19.7624190064795	0	0	0.107991360691145	0	0.539956803455723	0	0	0	0	0.107991360691145	0.431965442764579	0	0
