"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Orobanchaceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
26065	46521	"William King Flour Mill"	51.55222	-0.48389	0	"AWI"	0	5745	6212	6029	10.6796116504854	0	0	0	0	0.970873786407767	0	0	9.70873786407767	28.1553398058252	1.94174757281553	0	0	0.970873786407767	0	0	4.85436893203883	0	37.8640776699029	0	0.970873786407767	2.9126213592233	0.970873786407767	0	0	0	0	0	0	0	0	0	0	0
26065	46521	"William King Flour Mill"	51.55222	-0.48389	9	"AWI"	9	6204	7173	6601	40	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26065	46521	"William King Flour Mill"	51.55222	-0.48389	16	"AWI"	16	6723	7519	7198	0.600600600600601	0	0.900900900900901	0	0	3.6036036036036	0	0	18.018018018018	53.7537537537538	0	0	0	0	0	0	17.7177177177177	0	0	0	0	2.7027027027027	0	0	0.3003003003003	0	0.600600600600601	0	0	0	0.3003003003003	1.5015015015015	0	0
26065	46521	"William King Flour Mill"	51.55222	-0.48389	24	"AWI"	24	7632	8224	7981	0	0	0	0	0	1.53452685421995	0	0	5.1150895140665	72.1227621483376	0	0	0	0	0.255754475703325	0	17.9028132992327	0	0	0	0	1.79028132992327	0	0	0	0	0.767263427109974	0	0	0.255754475703325	0	0.255754475703325	0	0
26065	46521	"William King Flour Mill"	51.55222	-0.48389	32	"AWI"	32	8310	8839	8565	0	0	0	0	0	6.4327485380117	0	0	21.3450292397661	28.9473684210526	0	0	0	0	0	0	37.1345029239766	0	0	0	0	0.87719298245614	0.584795321637427	0	0	0	0	0	0	0	0	4.67836257309941	0	0
26065	46521	"William King Flour Mill"	51.55222	-0.48389	40	"AWI"	40	8503	9396	8888	0	0	0	0	0	2.39520958083832	0	0	29.3413173652695	8.08383233532934	0	0.29940119760479	0	0	0	0.598802395209581	49.7005988023952	0	0	0	0	0	0	0	0	0.29940119760479	2.39520958083832	0	0	0	0	6.88622754491018	0	0
26065	46521	"William King Flour Mill"	51.55222	-0.48389	48	"AWI"	48	8744	9745	9197	0	0	0	0.260416666666667	0	6.77083333333333	0.260416666666667	0	46.6145833333333	4.6875	0	0.260416666666667	0	0	0	0	36.1979166666667	0	0	0	0	0.520833333333333	0	0	0	0	2.60416666666667	0	0	0	0	1.5625	0	0.260416666666667
26065	46521	"William King Flour Mill"	51.55222	-0.48389	56	"AWI"	56	9011	10030	9519	0	0	0	0	0	9.67741935483871	0	0.293255131964809	0.879765395894428	2.93255131964809	0	0	0	0	0	0	75.366568914956	0	0	0	0.293255131964809	0	0	0	0	0	9.09090909090909	0	0	0.586510263929619	0	0.293255131964809	0	0.586510263929619
26065	46521	"William King Flour Mill"	51.55222	-0.48389	64	"AWI"	64	9309	10279	9829	0	0	1.13636363636364	0	0	8.80681818181818	0	0	0	7.67045454545455	0	0	0	0	0	0	72.7272727272727	0	0	0	0.284090909090909	0.284090909090909	0	0	0	0	8.23863636363636	0	0.284090909090909	0	0	0	0	0.568181818181818
26065	46521	"William King Flour Mill"	51.55222	-0.48389	72	"AWI"	72	9712	10498	10133	0.256410256410256	0	0	0	0	8.2051282051282	0	0	0	7.17948717948718	0	0.256410256410256	0	0	0	0	60.7692307692308	0	8.71794871794872	0	0	0.256410256410256	0	0	0	0	13.5897435897436	0	0	0	0	0	0.256410256410256	0.512820512820513
26065	46521	"William King Flour Mill"	51.55222	-0.48389	80	"AWI"	80	10089	10692	10429	0	0.255754475703325	1.0230179028133	0.51150895140665	0	9.71867007672634	0	0	0.255754475703325	12.2762148337596	0	1.27877237851662	0	0	0.255754475703325	0.51150895140665	46.8030690537084	0	16.8797953964194	0	0.51150895140665	0	0	0	0	0	7.92838874680307	1.79028132992327	0	0	0	0	0	0
26065	46521	"William King Flour Mill"	51.55222	-0.48389	83	"AWI"	83	10338	10768	10541	0	0	1.88679245283019	0	0	6.91823899371069	0	0	0	8.80503144654088	0	0	0	0	0	0	74.2138364779874	0	0	0	1.25786163522013	0	0	0	0	0	6.28930817610063	0	0	0.628930817610063	0	0	0	0
26065	46521	"William King Flour Mill"	51.55222	-0.48389	96	"AWI"	96	10836	11574	11188	0	0	1.26582278481013	2.53164556962025	0	8.86075949367089	0	0	0	35.4430379746835	0	0	0	0	0	0	46.8354430379747	0	0	1.26582278481013	0	0	1.26582278481013	0	1.26582278481013	0	1.26582278481013	0	0	0	0	0	0	0
26065	46521	"William King Flour Mill"	51.55222	-0.48389	104	"AWI"	104	11348	11885	11611	0	0	0	0	0	20.3389830508475	0	0	3.38983050847458	42.3728813559322	0	0	0	0	0	0	32.2033898305085	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69491525423729	0	0	0
