"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Celastraceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juniperus"	"Larix"	"Liliaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Phillyrea"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Tilia"	"Ulmus"
3301	4285	"Lac Mouton"	44.05778	7.44472	125	"AWI"	125	8310	9171	8752	24	0	1	0	4	1	0	6	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	16	1	0	0	1	0	4	0	0	3	6
3301	4285	"Lac Mouton"	44.05778	7.44472	130	"AWI"	130	8431	9301	8851	12	0	6	0	2	1	0	12	3	0	3	0	0	0	0	13	0	0	4	0	0	0	0	0	0	2	0	0	0	2	0	1	0	1	0	0	0	0	0	0	8	0	9	1	0	0	0	0	7	1	0	2	4
3301	4285	"Lac Mouton"	44.05778	7.44472	135	"AWI"	135	8525	9423	8960	1	0	2	0	6	1	0	9	1	0	0	0	0	0	0	10	1	1	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	10	1	0	0	0	0	5	0	0	1	7
3301	4285	"Lac Mouton"	44.05778	7.44472	140	"AWI"	140	8586	9618	9057	4	1	6	0	3	1	0	8	3	1	0	0	0	0	0	16	0	0	4	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	91	0	0	0	10	0	17	0	3	0	0	0	20	3	0	1	5
3301	4285	"Lac Mouton"	44.05778	7.44472	150	"AWI"	150	8756	9872	9270	2	0	2	0	3	1	0	11	1	1	0	0	0	0	0	9	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	13	0	0	0	1	0	8	1	0	4	4
3301	4285	"Lac Mouton"	44.05778	7.44472	160	"AWI"	160	8924	10118	9487	0	2	0	0	2	3	0	24	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	11	0	11	1	0	0	0	0	3	2	0	1	3
3301	4285	"Lac Mouton"	44.05778	7.44472	170	"AWI"	170	9109	10345	9707	0	0	0	1	2	0	0	38	0	0	0	0	0	0	0	8	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	13	0	14	0	2	0	2	0	4	7	0	2	3
3301	4285	"Lac Mouton"	44.05778	7.44472	180	"AWI"	180	9296	10564	9927	0	1	0	0	8	4	0	18	0	0	0	0	0	0	0	6	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	6	0	4	0	0	0	3	6	0	0	3
3301	4285	"Lac Mouton"	44.05778	7.44472	190	"AWI"	190	9504	10756	10142	0	0	2	0	3	6	0	20	0	0	0	0	0	0	0	10	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	15	0	0	0	0	1	1	2	0	1	4
3301	4285	"Lac Mouton"	44.05778	7.44472	195	"AWI"	195	9628	10845	10246	0	0	0	2	6	0	6	19	0	0	0	0	0	0	1	4	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	19	0	2	0	1	0	4	4	0	1	1
3301	4285	"Lac Mouton"	44.05778	7.44472	200	"AWI"	200	9711	10966	10354	41	1	4	0	0	1	0	22	0	1	0	0	0	0	0	4	0	0	6	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	13	0	16	1	0	0	3	1	8	4	0	2	3
3301	4285	"Lac Mouton"	44.05778	7.44472	210	"AWI"	210	9890	11183	10543	0	0	0	0	10	4	0	7	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	89	0	0	0	17	0	10	0	0	0	0	0	9	4	0	0	0
3301	4285	"Lac Mouton"	44.05778	7.44472	220	"AWI"	220	10064	11412	10719	25	0	2	1	3	2	3	10	0	0	0	0	0	1	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	17	0	0	0	2	0	6	3	0	3	1
3301	4285	"Lac Mouton"	44.05778	7.44472	230	"AWI"	230	10220	11628	10901	8	0	1	2	16	5	0	2	1	0	0	0	0	0	0	2	0	0	11	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	27	0	13	0	0	0	2	0	6	9	0	5	2
3301	4285	"Lac Mouton"	44.05778	7.44472	235	"AWI"	235	10317	11720	10992	4	1	0	1	3	4	19	2	1	0	0	0	0	0	0	3	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	12	0	0	0	1	0	2	0	0	0	0
3301	4285	"Lac Mouton"	44.05778	7.44472	240	"AWI"	240	10389	11855	11082	2	0	1	4	5	5	0	7	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	161	0	0	0	34	0	16	0	0	0	0	0	4	0	0	1	0
3301	4285	"Lac Mouton"	44.05778	7.44472	241	"AWI"	241	10410	11868	11100	0	0	3	1	0	18	0	0	0	0	0	1	0	0	0	0	1	0	6	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	0	0	0	18	0	4	0	0	0	0	1	1	0	0	0	1
3301	4285	"Lac Mouton"	44.05778	7.44472	250	"AWI"	250	10559	12054	11263	1	0	0	3	5	8	0	3	1	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	185	0	0	0	12	0	9	0	0	0	0	0	1	0	0	0	0
3301	4285	"Lac Mouton"	44.05778	7.44472	251	"AWI"	251	10584	12068	11279	0	0	0	2	0	19	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10	0	4	0	0	0	0	0	2	0	0	0	1
3301	4285	"Lac Mouton"	44.05778	7.44472	270	"AWI"	270	10901	12450	11629	0	0	0	7	0	44	0	3	0	0	0	0	0	0	0	0	0	0	2	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	2	0	0	0	0	4	1	0	1	1	0
3301	4285	"Lac Mouton"	44.05778	7.44472	280	"AWI"	280	11079	12656	11818	2	0	0	9	2	76	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	32	0	1	0	0	0	0	1	0	0	0	1	0
