"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Celastraceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juniperus"	"Larix"	"Liliaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Phillyrea"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Tilia"	"Ulmus"
3301	4285	"Lac Mouton"	44.05778	7.44472	50	"AWI"	50	1797	3524	2799	73	0	7	0	5	5	6	4	0	0	0	0	0	0	0	4	0	0	7	0	0	0	0	0	2	0	2	0	0	7	0	0	0	0	0	7	92	0	0	1	8	0	22	0	0	0	1	0	17	0	0	0	1
3301	4285	"Lac Mouton"	44.05778	7.44472	60	"AWI"	60	2871	4087	3377	59	0	8	0	7	3	11	3	0	1	0	0	0	0	0	9	0	0	7	0	0	0	0	0	3	0	2	0	0	8	0	0	0	1	0	1	0	0	0	0	5	2	8	1	5	0	2	0	10	1	1	0	3
3301	4285	"Lac Mouton"	44.05778	7.44472	65	"AWI"	65	3159	4865	3841	96	2	4	0	0	0	4	5	2	1	0	0	0	0	0	7	0	0	10	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	2	0	0	0	0	11	0	3	0	0	0	0	0	0	0	0	1	0
3301	4285	"Lac Mouton"	44.05778	7.44472	70	"AWI"	70	3291	6089	4268	87	0	1	0	4	1	0	2	0	1	0	0	0	0	0	2	0	0	6	0	0	0	0	0	1	0	2	0	0	8	0	0	0	0	0	11	0	0	0	0	5	0	5	1	0	0	0	0	8	0	0	0	2
3301	4285	"Lac Mouton"	44.05778	7.44472	80	"AWI"	80	3850	7135	5278	76	0	2	0	2	0	6	1	0	1	0	0	0	0	0	5	0	0	8	0	0	0	0	0	0	0	0	1	0	20	1	0	0	0	0	0	80	0	1	0	6	0	13	0	0	0	0	0	6	0	0	1	0
3301	4285	"Lac Mouton"	44.05778	7.44472	90	"AWI"	90	4616	7849	6327	100	0	3	1	3	4	0	5	0	1	0	0	0	0	0	4	0	1	5	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	67	0	0	0	10	0	10	0	0	0	3	0	12	0	0	1	0
3301	4285	"Lac Mouton"	44.05778	7.44472	100	"AWI"	100	5686	8384	7298	90	0	6	0	3	2	7	8	0	1	0	0	0	0	0	9	0	1	5	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	12	0	8	1	0	1	0	0	11	0	0	0	3
3301	4285	"Lac Mouton"	44.05778	7.44472	110	"AWI"	110	7069	8781	8194	143	0	5	0	0	1	0	6	0	1	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	74	0	0	0	2	0	5	0	3	0	0	0	3	0	0	1	1
3301	4285	"Lac Mouton"	44.05778	7.44472	115	"AWI"	115	7705	8876	8414	69	0	5	0	0	2	0	11	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	11	0	0	0	0	0	5	0	0	1	6
3301	4285	"Lac Mouton"	44.05778	7.44472	120	"AWI"	120	8103	9090	8653	79	0	3	0	3	0	0	3	0	0	0	0	0	0	0	4	0	0	2	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	6	0	8	0	0	0	1	1	3	0	0	3	6
