"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Cyperaceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Linaceae"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Taxus"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
24189	42568	"Bruckmisse"	48.730522	8.642734	55	"AWI"	55	1965	2334	2172	42	3	43	1	0	0	0	3	0	141	1	0	0	0	0	0	113	7	24	0	0	0	61	0	3	1	0	0	3	1	0	0	0	0	0	0	10	26	520	0	0	1	0	0	0	30	0	0	2	0	1	0	0	1	5	16	0	0	0
24189	42568	"Bruckmisse"	48.730522	8.642734	57.5	"AWI"	57.5	2111.5	2350.5	2212.5	73	0	68	0	0	0	0	5	0	75	0	0	0	0	0	0	66	5	25	0	0	0	98	0	4	0	0	0	0	0	0	0	0	0	0	0	9	1	256	0	0	0	0	0	0	55	0	0	0	1	0	0	0	0	6	8	0	0	0
24189	42568	"Bruckmisse"	48.730522	8.642734	60	"AWI"	60	2168	2439	2292	26	1	45	0	0	0	0	2	0	55	1	0	0	0	0	0	96	3	24	0	0	0	116	0	6	0	0	0	0	0	0	0	0	0	0	0	5	1	204	0	0	0	0	0	0	47	0	0	1	0	1	0	0	0	5	5	0	0	0
24189	42568	"Bruckmisse"	48.730522	8.642734	62.5	"AWI"	62.5	2207	2469.5	2339.5	16	0	62	1	0	0	0	1	0	58	1	0	0	0	0	0	86	6	0	0	0	0	28	0	18	0	0	1	0	0	0	0	0	0	0	0	7	2	186	0	0	0	1	0	0	83	0	0	0	0	0	0	0	3	4	6	0	0	0
24189	42568	"Bruckmisse"	48.730522	8.642734	65	"AWI"	65	2227	2522	2384	35	0	50	1	0	0	0	4	0	64	0	0	0	0	0	0	54	4	32	0	0	0	64	0	9	0	0	0	0	0	0	0	0	0	0	0	28	1	156	0	0	0	0	0	0	52	0	0	0	0	0	0	0	1	5	7	0	0	0
24189	42568	"Bruckmisse"	48.730522	8.642734	67.5	"AWI"	67.5	2269	2544.5	2417.5	33	0	64	0	0	0	0	2	0	75	0	0	0	0	0	0	70	3	21	0	0	0	67	0	8	0	0	0	0	0	0	0	0	0	0	0	6	0	181	0	0	0	1	0	0	77	0	0	1	0	1	0	0	0	7	6	1	0	0
24189	42568	"Bruckmisse"	48.730522	8.642734	70	"AWI"	70	2292	2584	2455	19	0	33	1	0	0	0	0	0	158	0	0	0	0	0	0	134	9	0	0	0	0	29	0	5	0	0	0	0	0	0	0	0	0	0	0	7	2	62	0	0	0	0	0	0	79	0	0	1	0	0	0	0	0	15	35	0	0	0
24189	42568	"Bruckmisse"	48.730522	8.642734	72.5	"AWI"	72.5	2343	2603	2492	2	0	41	0	0	0	1	0	0	200	0	0	0	0	0	0	106	30	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	1	0	52	0	0	0	0	0	0	78	0	0	0	0	0	0	1	0	26	61	0	0	0
24189	42568	"Bruckmisse"	48.730522	8.642734	75	"AWI"	75	2370	2638	2529	1	2	41	0	0	0	0	1	0	194	0	0	0	0	0	0	160	19	0	0	0	0	2	0	19	0	0	0	0	0	0	0	0	0	0	0	0	2	66	0	0	0	0	0	0	80	0	0	0	0	1	0	2	0	35	60	0	0	0
24189	42568	"Bruckmisse"	48.730522	8.642734	77.5	"AWI"	77.5	2415.5	2652.5	2562	31	0	58	0	0	0	0	1	0	76	0	0	0	0	0	0	59	16	28	0	0	0	61	0	7	0	0	0	0	0	0	0	0	0	0	0	15	2	204	0	0	0	0	0	0	70	0	0	1	0	4	0	0	0	12	10	1	0	0
24189	42568	"Bruckmisse"	48.730522	8.642734	80	"AWI"	80	2445	2683	2597	16	1	72	0	0	0	0	4	0	70	1	0	0	0	0	0	74	9	19	0	0	0	69	0	4	0	0	0	0	0	0	0	0	0	0	0	11	2	204	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	7	6	0	0	0
24189	42568	"Bruckmisse"	48.730522	8.642734	82.5	"AWI"	82.5	2492.5	2697	2637.5	110	0	55	1	0	0	0	1	0	59	0	0	0	0	0	0	106	4	30	0	0	0	83	0	9	0	0	0	0	0	0	0	0	0	0	0	4	2	253	0	0	0	1	0	0	96	0	0	0	1	1	0	0	0	27	8	0	0	0
24189	42568	"Bruckmisse"	48.730522	8.642734	85	"AWI"	85	2523	2739	2678	11	1	38	1	0	0	1	2	0	45	0	0	1	0	0	0	108	7	13	0	0	0	32	0	17	0	0	0	0	0	0	0	0	0	0	0	4	1	105	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	26	33	0	0	0
24189	42568	"Bruckmisse"	48.730522	8.642734	87.5	"AWI"	87.5	2597.5	2903	2751	18	1	47	1	0	0	0	3	0	40	1	0	0	0	0	0	101	5	10	0	0	0	52	0	17	0	0	0	0	0	0	0	0	0	0	0	5	2	98	0	0	0	0	0	0	82	0	0	0	0	1	1	0	0	25	13	0	0	0
24189	42568	"Bruckmisse"	48.730522	8.642734	90	"AWI"	90	2634	3111	2820	7	1	57	1	0	0	1	0	0	49	0	0	0	0	0	0	120	2	16	0	0	0	36	0	13	0	0	0	0	0	0	0	0	0	0	0	7	0	123	0	0	0	0	0	0	97	0	0	0	0	1	0	1	1	14	21	0	0	0
24189	42568	"Bruckmisse"	48.730522	8.642734	92.5	"AWI"	92.5	2699.5	3183.5	2914.5	5	1	58	0	0	0	0	2	0	47	0	0	0	0	0	0	138	5	10	0	0	0	14	0	23	0	0	0	0	0	0	0	0	0	0	0	1	0	95	0	0	0	1	0	0	122	0	0	0	0	1	0	1	0	29	44	0	0	1
24189	42568	"Bruckmisse"	48.730522	8.642734	95	"AWI"	95	2738	3321	3000	24	3	33	0	0	0	0	2	0	29	0	0	0	0	0	0	167	4	6	0	0	0	25	0	17	0	0	0	0	0	0	0	0	0	0	0	3	3	105	0	0	0	0	0	0	107	0	0	0	0	0	0	1	0	20	33	0	0	0
24189	42568	"Bruckmisse"	48.730522	8.642734	97.5	"AWI"	97.5	2826.5	3370	3098	19	0	64	0	0	0	0	0	0	60	0	0	0	0	0	0	127	4	11	0	0	0	57	0	14	0	0	0	0	1	0	0	0	0	0	0	3	2	97	0	0	0	0	0	0	90	0	0	0	0	0	1	0	0	24	32	0	0	0
24189	42568	"Bruckmisse"	48.730522	8.642734	102.5	"AWI"	102.5	2993.5	3505.5	3281	19	0	47	0	0	0	0	2	0	43	1	0	0	0	0	0	127	10	18	0	0	0	48	0	17	0	0	0	0	1	0	0	0	0	0	0	2	1	108	0	0	0	0	0	0	94	0	0	0	1	1	0	0	0	27	32	0	0	0
24189	42568	"Bruckmisse"	48.730522	8.642734	105	"AWI"	105	3059	3576	3375	15	1	31	1	0	0	0	0	0	124	1	0	0	0	0	0	192	17	5	0	0	0	20	1	5	0	0	0	0	0	0	0	0	0	0	0	1	0	67	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	27	50	0	0	0
24189	42568	"Bruckmisse"	48.730522	8.642734	107.5	"AWI"	107.5	3246.5	3609.5	3451	13	1	39	0	0	0	1	2	0	77	0	0	0	0	0	0	139	7	5	0	0	0	30	0	15	0	0	1	1	0	0	0	0	0	0	0	4	2	81	0	0	0	0	0	0	85	0	0	0	0	0	1	1	0	16	26	0	0	0
24189	42568	"Bruckmisse"	48.730522	8.642734	110	"AWI"	110	3363	3669	3539	14	1	59	0	0	0	0	3	0	76	0	0	0	0	0	0	110	5	23	0	0	0	50	1	6	0	0	0	0	0	0	0	0	0	0	0	4	1	130	0	0	0	0	0	0	78	0	0	0	0	2	0	0	1	15	11	0	0	0
24189	42568	"Bruckmisse"	48.730522	8.642734	112.5	"AWI"	112.5	3503.5	3745	3620	96	1	68	0	0	0	0	0	0	87	0	0	1	0	0	0	96	3	34	0	0	0	89	0	5	0	0	0	0	0	0	0	0	0	0	0	22	4	181	0	0	0	1	0	0	67	0	0	0	1	0	0	0	0	5	10	0	0	0
24189	42568	"Bruckmisse"	48.730522	8.642734	115	"AWI"	115	3539	3953	3698	7	0	64	0	0	0	0	1	0	70	0	5	0	0	0	0	54	0	4	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	206	0	0	0	0	0	1	69	0	0	0	0	2	0	0	0	0	9	0	0	0
24189	42568	"Bruckmisse"	48.730522	8.642734	117.5	"AWI"	117.5	3590.5	4089.5	3779.5	58	0	43	0	0	0	0	2	0	108	0	0	0	0	0	0	73	3	41	0	0	0	68	0	7	0	0	0	2	0	0	0	0	0	0	0	5	2	201	0	0	0	0	0	0	96	0	0	0	0	0	1	0	0	19	12	0	0	0
24189	42568	"Bruckmisse"	48.730522	8.642734	120	"AWI"	120	3622	4300	3854	0	0	12	0	0	0	0	1	0	184	0	0	0	0	0	0	157	1	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	1	1	28	0	0	0	0	0	0	181	0	0	0	0	1	0	0	0	24	29	0	0	0
24189	42568	"Bruckmisse"	48.730522	8.642734	125	"AWI"	125	3716	4551	4021	0	0	9	0	0	0	0	1	0	168	0	0	0	0	0	0	153	1	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	2	1	28	0	0	0	0	0	0	164	0	0	0	0	1	0	1	0	17	35	0	0	0
24189	42568	"Bruckmisse"	48.730522	8.642734	130	"AWI"	130	3817	4806	4195	0	0	14	0	0	0	0	0	0	129	0	0	0	0	0	0	161	10	0	0	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	2	0	19	0	0	0	0	0	0	120	0	0	0	0	2	0	0	0	23	20	0	0	0
24189	42568	"Bruckmisse"	48.730522	8.642734	135	"AWI"	135	3926	5093	4368	0	0	8	0	0	0	0	1	0	183	0	0	0	0	0	0	189	8	0	0	0	0	0	0	13	0	0	1	0	0	0	0	0	0	0	0	0	1	34	0	0	0	0	0	0	142	0	0	0	0	3	0	1	0	13	41	0	0	0
24189	42568	"Bruckmisse"	48.730522	8.642734	140	"AWI"	140	4035	5322	4540	0	0	7	0	0	0	0	0	0	124	0	0	0	0	0	0	207	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	1	0	0	0	60	0	0	0	0	2	0	0	0	11	72	0	0	0
24189	42568	"Bruckmisse"	48.730522	8.642734	145	"AWI"	145	4161	5548	4714	0	0	3	0	0	0	0	0	0	70	2	0	0	0	0	0	293	4	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	2	0	62	0	0	0	0	4	0	0	1	7	42	0	0	0
24189	42568	"Bruckmisse"	48.730522	8.642734	150	"AWI"	150	4285	5806	4890	0	0	1	0	0	0	0	4	0	41	0	0	0	0	0	0	240	6	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	2	0	0	50	0	0	0	0	0	0	1	0	9	64	0	0	0
