"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Arbutus"	"Artemisia"	"Asparagaceae"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Colchicaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Eucalyptus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Melanthiaceae"	"Montiaceae"	"Myrica"	"Myrtus"	"Olea"	"Oleaceae"	"Onagraceae"	"Orobanchaceae"	"Papaveraceae"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Resedaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
24111	41909	"Charco da Candieira"	40.34167	-7.57639	-36	"AWI"	-36	-152	2	-56	0	0.244498777506112	0.733496332518337	0	0	0	0	0	0	0	0	0.733496332518337	0	0.244498777506112	0	0	0	0	0.244498777506112	0	0	0	0	0	0.244498777506112	0.488997555012225	1.71149144254279	0	0	0	0.488997555012225	0	0	0	0	0	0.97799511002445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.8044009779951	0	0	0	0	0	0	65.7701711491442	0	0	0	0	0	0	0	7.8239608801956	0	0	0	0	0.244498777506112	0	0.244498777506112	0	0	0	0	0	0	0	0	0	0	0	0	0
24111	41909	"Charco da Candieira"	40.34167	-7.57639	-34	"AWI"	-34	-144	4	-52	0	0.684931506849315	0.228310502283105	0	0	0	0	0.228310502283105	0	0	0	0.228310502283105	0	0.228310502283105	0	0	0	0	0.684931506849315	0	0	0	0	0	0	0	0.91324200913242	0	0	10.7305936073059	0.684931506849315	0	0	0	0	0	0.45662100456621	0	0	0.228310502283105	0	0	1.14155251141552	0	0	0	0	0	0	0	0	9.36073059360731	0	0	0	0	0.228310502283105	0	66.4383561643836	0	0	0	0	0	0	0	6.62100456621005	0	0	0	0	0.45662100456621	0	0.228310502283105	0	0	0	0	0	0	0	0	0	0	0	0	0.228310502283105
24111	41909	"Charco da Candieira"	40.34167	-7.57639	-32	"AWI"	-32	-137	8	-48	0	0.341296928327645	0	0	0	0	0	0	0	0	0	1.02389078498294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.341296928327645	0	0	0	0	0	0	0	0	0	0.68259385665529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.9453924914676	0	0	0	0	0	0	80.8873720136519	0	0	0	0	0	0	0	4.09556313993174	0	0	0	0	0.68259385665529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24111	41909	"Charco da Candieira"	40.34167	-7.57639	-30	"AWI"	-30	-132	12	-45	0	0.53475935828877	0	0	0	0	0	0.53475935828877	0	0	0	2.13903743315508	0	0	0	0	0	0	1.06951871657754	0	0	0	0	0	0	0	1.60427807486631	0	0	0	1.06951871657754	0	0	0	0	0	1.06951871657754	0	0	0	0	0	1.06951871657754	0	0	0	0	0	0	0	0	15.5080213903743	0	0	0	0	0	0	68.9839572192513	0	0	0	0	0	0	0	5.88235294117647	0	0	0	0	0.53475935828877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24111	41909	"Charco da Candieira"	40.34167	-7.57639	-28	"AWI"	-28	-128	16	-41	0	0.862068965517241	0	0	0	0	0	0	0	0	0	2.8735632183908	0	1.4367816091954	0	0	0	0	0.862068965517241	0	0	0	0	0	0	0.574712643678161	1.14942528735632	0	0	20.1149425287356	0.28735632183908	0	0	0	0	0	0.574712643678161	0	0	0.28735632183908	0	0	0	0	0	0	0	0	0	0	0	14.0804597701149	0	0	0	0	0	0.574712643678161	51.7241379310345	0	0	0	0	0	0	0	2.8735632183908	0	0	0	0	0.28735632183908	0	0.28735632183908	0	0.574712643678161	0	0	0	0	0	0	0.28735632183908	0	0	0	0.28735632183908
24111	41909	"Charco da Candieira"	40.34167	-7.57639	-26	"AWI"	-26	-123	20	-38	0	0.769230769230769	0.384615384615385	0	0	0	0	0.384615384615385	0	0	0	3.26923076923077	0	0	0	0	0	0	0	0	0	0	0	0	0.192307692307692	0	1.15384615384615	0	0	22.5	0	0	0	0	0	0	1.34615384615385	0	0	0	0	0	0.384615384615385	0	0	0	0	0	0	0	0	12.5	0	0	0	0	0.384615384615385	0	48.2692307692308	0	0	0	0	0	0	0	6.34615384615385	0	0	0	0	0.576923076923077	0	0	0	1.34615384615385	0	0	0	0	0	0	0.192307692307692	0	0	0	0
24111	41909	"Charco da Candieira"	40.34167	-7.57639	-24	"AWI"	-24	-117	25	-33	0	0	0.240384615384615	0	0	0	0	0	0	0.240384615384615	0	4.08653846153846	0	0.721153846153846	0	0	0	0	0.240384615384615	0	0	0	0	0	0	0.480769230769231	0.240384615384615	0	0	31.0096153846154	0.240384615384615	0	0	0.240384615384615	0	0.240384615384615	0.961538461538462	0	0	0	0	0	0.961538461538462	0	0	0	0	0	0	0	0	11.2980769230769	0	0	0	0	0.240384615384615	0	37.7403846153846	0	0	0	0	0	0	0	7.69230769230769	0	0	0	0	1.92307692307692	0	0.480769230769231	0.480769230769231	0	0	0	0	0	0	0	0	0	0	0	0.240384615384615
24111	41909	"Charco da Candieira"	40.34167	-7.57639	-22	"AWI"	-22	-111	30	-30	0	0.618556701030928	0.206185567010309	0	0	0	0	0	0	0	0	6.18556701030928	0	1.03092783505155	0	0	0	0	0.206185567010309	0	0	0.206185567010309	0	0	0	0.618556701030928	1.23711340206186	0	0	40.8247422680412	0	0	0	0	0	0	1.03092783505155	0	0	0	0	0	0.412371134020619	0	0	0	0	0	0	0	0	12.3711340206186	0	0	0	0	0	0	27.0103092783505	0	0	0.206185567010309	0	0	0	0	5.36082474226804	0	0	0	0	2.06185567010309	0	0	0.206185567010309	0	0	0	0.206185567010309	0	0	0	0	0	0	0	0
24111	41909	"Charco da Candieira"	40.34167	-7.57639	-20	"AWI"	-20	-108	36	-25	0	1.01351351351351	0.337837837837838	0	0	0	0	0.675675675675676	0	0.337837837837838	0	7.43243243243243	0	1.01351351351351	0	0	0	0	0.337837837837838	0	0	0	0	0	0	2.02702702702703	2.02702702702703	0	0	39.8648648648649	0	0	0	0	0	0	1.35135135135135	0	0	0.337837837837838	0	0	1.68918918918919	0	0	0	0	0	0	0	0	11.8243243243243	0	0	0	0	0.337837837837838	0	17.5675675675676	0	0	0.337837837837838	0	0	0	0	9.45945945945946	0	0	0	0	1.68918918918919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.337837837837838
24111	41909	"Charco da Candieira"	40.34167	-7.57639	-18	"AWI"	-18	-104	44	-21	0	0.813008130081301	0.2710027100271	0	0	0	0	0	0	0	0	2.9810298102981	0	2.1680216802168	0	0	0	0	0.5420054200542	0	0	0	0	0	0	1.3550135501355	1.3550135501355	0	0	38.2113821138211	0	0	0	0	0	0	0.813008130081301	0	0	0	0	0	0.5420054200542	0	0	0	0	0	0	0	0	11.1111111111111	0	0	0	0	0.2710027100271	0	29.2682926829268	0.2710027100271	0	0	0	0	0	0	8.40108401084011	0	0	0	0	1.0840108401084	0	0	0.2710027100271	0	0	0	0	0	0	0.2710027100271	0	0	0	0	0
