"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Corylus"	"Crataegus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Lamiaceae"	"Ligustrum"	"Linaceae"	"Lythraceae"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Taxus"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
3035	3953	"Brede Bridge"	50.90621	0.67685	45	"AWI"	45	83	2867	1293	0	771	1	0	8	1	0	0	0	63	0	0	0	0	13	0	199	0	11	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	473	0	0	0	59	0	0	0	1	0	31	0	0	0	0	0	0	0	0	0	0
3035	3953	"Brede Bridge"	50.90621	0.67685	55	"AWI"	55	332	3193	1581	0	383	1	0	180	1	0	0	0	32	0	0	0	0	0	0	139	0	11	0	0	0	6	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	0	48	0	0	0	53	0	2	0	3	0	17	0	0	0	0	0	0	0	1	0	3
3035	3953	"Brede Bridge"	50.90621	0.67685	64	"AWI"	64	586	3271	1857	0	1142	3	0	113	1	0	0	0	98	3	0	0	0	0	0	111	0	189	0	0	0	10	0	0	0	0	0	0	0	0	1	0	0	0	2	0	3	0	222	0	0	0	101	0	5	0	9	0	512	0	0	1	0	0	0	0	3	0	10
3035	3953	"Brede Bridge"	50.90621	0.67685	72	"AWI"	72	773	3367	2119	0	105	1	0	3	0	0	0	0	14	0	0	0	0	0	0	52	0	141	0	0	0	9	1	1	0	1	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	131	0	1	0	9	3	1	0	0	0	0	0	0	0	1	0	0
3035	3953	"Brede Bridge"	50.90621	0.67685	80	"AWI"	80	889	3474	2390	0	256	2	0	6	2	0	1	0	74	0	0	0	0	0	0	128	0	199	0	0	0	8	2	8	0	0	0	0	0	1	7	0	0	0	0	0	3	0	0	0	0	0	90	0	0	0	4	0	13	0	0	0	0	0	0	0	5	0	1
3035	3953	"Brede Bridge"	50.90621	0.67685	88	"AWI"	88	1012	3620	2666	1	211	2	0	15	1	0	0	0	39	0	0	0	0	0	0	101	1	105	0	0	0	9	0	3	0	1	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	109	0	0	0	2	0	11	0	0	0	0	0	0	0	2	0	3
3035	3953	"Brede Bridge"	50.90621	0.67685	96	"AWI"	96	1107	3822	2918	0	289	1	0	6	4	0	0	0	53	0	0	0	0	0	0	124	0	113	0	0	0	8	0	6	0	1	0	0	0	0	2	0	0	0	3	0	2	0	204	0	0	0	97	0	0	0	2	0	10	0	0	0	0	0	0	0	3	0	3
3035	3953	"Brede Bridge"	50.90621	0.67685	104	"AWI"	104	1473	3916	3101	0	116	0	0	1	1	0	0	0	7	0	0	0	0	0	0	40	0	81	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	43	0	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0
3035	3953	"Brede Bridge"	50.90621	0.67685	112	"AWI"	112	1940	3946	3263	0	310	0	0	0	3	0	0	0	38	0	0	0	0	0	0	105	0	137	0	0	0	5	1	6	0	2	0	0	0	0	0	0	0	0	0	0	3	0	200	0	0	0	84	0	0	0	4	0	17	0	0	0	0	0	0	0	2	1	0
3035	3953	"Brede Bridge"	50.90621	0.67685	120	"AWI"	120	2399	3979	3423	0	162	1	0	1	0	0	0	0	13	0	0	0	0	0	0	67	0	111	0	0	0	5	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	63	0	1	0	0	5	7	0	0	1	0	0	0	0	0	0	0
3035	3953	"Brede Bridge"	50.90621	0.67685	128	"AWI"	128	2866	4021	3587	0	360	0	0	3	2	0	0	0	28	0	0	0	0	0	0	225	0	141	0	0	0	10	2	8	0	0	0	0	0	0	1	0	0	0	0	0	3	0	146	0	0	0	196	0	0	0	2	0	14	0	0	0	0	0	0	0	2	0	0
3035	3953	"Brede Bridge"	50.90621	0.67685	136	"AWI"	136	3270	4079	3756	0	177	3	0	3	1	0	0	0	20	0	0	0	0	0	0	78	0	147	0	0	0	5	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	78	0	0	0	3	0	8	0	0	0	0	0	0	0	0	0	2
3035	3953	"Brede Bridge"	50.90621	0.67685	140	"AWI"	140	3417	4121	3849	0	111	1	0	5	1	0	0	0	17	0	0	0	0	0	0	97	0	87	0	0	0	2	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	61	0	1	0	1	0	10	0	0	0	0	0	0	0	1	0	0
