"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Cornus"	"Corylus"	"Crataegus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Malvaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
15783	40439	"Creux de Croue"	46.49687	6.12357	385	"AWI"	385	9010	9834	9379	8	1	4	0	1	1	0	0	7	0	0	0	0	0	0	0	0	116	0	254	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	20	0	0	0	0	0	0	1	0	0	0	0	4	39	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	390	"AWI"	390	9094	9967	9489	4	1	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	128	0	192	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	31	0	0	0	1	1	2	0	0	0	0	1	8	60	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	395	"AWI"	395	9175	10120	9595	2	9	9	1	1	0	0	0	13	0	0	0	0	0	0	0	0	159	0	148	0	0	0	0	0	56	0	0	0	0	0	2	1	0	0	0	0	1	45	0	0	0	0	0	0	78	2	0	0	0	0	1	0	0	0	0	0	21	72	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	400	"AWI"	400	9270	10261	9709	6	5	8	0	0	0	2	0	13	0	0	0	0	0	0	0	0	138	0	203	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	102	2	0	0	1	0	1	0	0	1	0	0	11	62	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	405	"AWI"	405	9356	10413	9822	7	0	12	1	1	0	0	0	2	1	0	0	0	1	0	0	0	167	1	193	0	0	0	2	0	17	0	0	0	0	0	0	0	0	0	0	0	5	43	0	0	0	0	0	0	44	0	0	0	0	0	0	1	0	0	0	1	8	68	0	1
15783	40439	"Creux de Croue"	46.49687	6.12357	410	"AWI"	410	9439	10558	9933	1	1	8	0	1	1	0	0	3	0	0	0	0	0	0	0	0	155	0	352	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	58	0	0	0	0	0	1	1	0	0	0	1	9	58	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	415	"AWI"	415	9528	10713	10051	2	0	6	0	1	2	0	0	4	0	1	0	0	0	0	0	0	140	0	174	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	46	0	0	0	1	0	0	0	0	0	0	0	11	47	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	420	"AWI"	420	9623	10867	10162	4	2	5	1	0	0	0	0	6	0	0	0	0	0	0	0	0	178	0	180	0	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	2	51	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	425	"AWI"	425	9713	11013	10280	3	4	4	0	0	0	0	0	12	0	2	0	0	0	0	0	0	162	0	147	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	59	2	0	0	0	0	0	0	0	1	0	0	25	48	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	430	"AWI"	430	9807	11155	10398	1	11	2	0	1	0	0	0	23	0	0	0	0	0	0	0	0	111	0	154	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	1	1	74	3	0	0	1	0	2	0	0	0	0	0	50	81	0	1
15783	40439	"Creux de Croue"	46.49687	6.12357	435	"AWI"	435	9901	11289	10511	3	10	9	0	7	3	1	0	14	1	1	0	0	0	0	0	0	103	1	144	0	0	0	0	0	33	0	0	0	0	0	1	0	0	0	0	0	0	32	0	0	0	0	0	0	73	1	0	0	0	0	1	0	0	0	0	0	23	35	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	440	"AWI"	440	9988	11420	10626	3	2	4	0	1	0	2	0	17	0	0	0	0	0	0	0	0	86	1	271	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	1	0	43	1	0	0	0	0	0	0	0	0	0	0	21	38	1	0
15783	40439	"Creux de Croue"	46.49687	6.12357	445	"AWI"	445	10086	11554	10743	1	8	3	0	2	1	4	0	16	0	1	0	0	1	0	0	0	60	0	279	0	0	0	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	82	4	2	0	1	1	3	0	0	0	0	0	34	36	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	450	"AWI"	450	10178	11693	10855	4	5	3	0	2	1	1	0	13	1	0	0	0	0	0	0	0	72	1	199	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	58	0	0	0	0	1	0	43	1	0	0	4	1	1	0	0	0	0	0	40	33	0	0
