"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Arbutus"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cupressaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Frangula"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Montiaceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Papaveraceae"	"Phillyrea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Thymelaeaceae"	"Urticaceae"	"Viburnum"	"Vitaceae"
26052	45188	"El Maíllo mire"	40.54667	-6.20972	18	"AWI"	18	272	858	568	0	1	2	4	0	1	1	0	0	197	0	1	0	0	0	0	0	0	0	0	0	0	14	105	0	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	31	5	0	0	0	1	1	0	0	1	0	1	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	19	"AWI"	19	296	969	636	0	0	0	0	0	0	0	0	0	357	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	47	0	0	20	6	0	0	0	0	1	0	0	0	0	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	20	"AWI"	20	322	1110	702	0	2	0	3	0	0	0	0	0	433	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	29	0	0	44	10	0	0	0	1	0	0	0	0	0	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	21	"AWI"	21	384	1144	762	0	3	0	1	0	0	1	0	0	331	0	0	0	0	0	0	0	0	0	0	0	0	4	85	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	2	0	0	0	0	1	19	6	0	0	0	1	3	0	0	1	0	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	22	"AWI"	22	448	1170	831	0	2	0	1	0	0	1	0	0	249	0	1	0	0	0	0	0	3	0	0	0	0	3	96	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	32	0	0	26	10	0	0	0	4	2	0	0	1	1	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	23	"AWI"	23	511	1208	907	1	0	0	3	0	0	1	0	0	242	0	0	2	0	0	0	0	0	0	0	0	0	7	126	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	22	5	0	0	0	2	2	0	0	1	0	0	1	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	24	"AWI"	24	565	1256	971	1	0	0	0	0	0	0	0	0	327	0	0	4	0	0	0	0	0	0	0	0	0	4	130	0	1	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	2	0	0	0	0	1	20	8	0	0	0	0	0	0	0	1	0	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	25	"AWI"	25	606	1322	1029	0	1	0	1	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	3	100	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	16	2	0	0	1	3	0	0	0	0	0	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	26	"AWI"	26	738	1344	1094	1	1	0	0	0	0	1	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	16	108	0	0	1	2	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	55	0	1	16	2	0	0	0	2	4	0	0	1	0	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	27	"AWI"	27	887	1368	1161	2	1	0	0	0	0	0	0	0	157	0	1	0	0	0	0	0	0	0	0	0	0	19	161	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	22	4	0	0	0	1	6	0	0	1	0	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	28	"AWI"	28	1022	1396	1230	2	0	0	0	0	1	1	0	0	178	0	1	0	0	0	0	0	0	0	0	0	0	9	144	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	2	0	0	0	0	0	12	0	0	0	0	1	14	0	0	0	0	1	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	29	"AWI"	29	1131	1433	1297	1	0	0	1	0	0	1	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	22	3	0	0	0	1	5	0	0	0	0	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	30	"AWI"	30	1208	1496	1369	0	1	0	0	0	0	0	0	0	263	0	1	0	0	0	0	0	0	0	1	0	0	12	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	3	0	0	59	0	2	29	8	0	0	0	1	1	0	0	5	0	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	31	"AWI"	31	1307	1523	1423	0	3	0	2	0	1	0	0	0	240	0	2	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	24	8	0	0	0	0	8	0	0	1	0	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	32	"AWI"	32	1373	1581	1481	0	1	0	4	0	0	0	0	0	140	0	1	0	0	0	0	0	0	0	0	0	0	17	95	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	16	0	0	0	0	2	44	14	0	0	1	0	5	0	0	3	0	0	1	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	33	"AWI"	33	1402	1678	1538	0	4	0	7	0	0	2	0	0	189	0	0	2	0	0	0	0	0	0	0	0	0	20	0	0	0	4	2	0	0	0	2	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	47	12	0	0	0	1	2	1	0	0	1	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	34	"AWI"	34	1427	1794	1592	0	2	0	6	0	0	0	0	0	172	0	3	2	0	0	0	0	0	0	0	0	0	13	83	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	16	0	0	55	0	1	47	14	0	0	0	2	2	1	0	1	0	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	35	"AWI"	35	1447	1917	1644	0	1	0	3	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	11	78	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	15	0	0	0	0	0	55	12	0	0	0	1	3	0	0	1	0	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	36	"AWI"	36	1559	1932	1713	0	1	1	5	0	0	1	0	0	122	0	1	0	0	0	0	0	0	0	0	0	0	13	135	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	1	56	31	0	0	3	0	4	0	0	0	0	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	37	"AWI"	37	1658	1962	1783	0	1	0	3	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	7	163	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	22	0	0	34	0	0	52	19	0	0	0	0	4	0	0	0	1	0	1	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	38	"AWI"	38	1742	1999	1851	0	4	1	3	0	2	0	0	0	120	0	2	0	0	0	0	0	0	0	0	0	0	9	161	0	1	1	3	0	0	0	3	0	0	0	0	0	0	0	0	2	23	0	0	75	0	0	54	29	0	0	0	3	3	0	0	1	0	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	39	"AWI"	39	1821	2056	1919	0	1	0	5	0	0	2	0	0	99	0	0	1	0	0	0	0	4	0	0	0	0	16	93	0	0	3	2	0	0	0	0	0	0	0	1	0	0	0	0	0	18	0	0	0	0	0	54	10	0	0	0	1	5	1	0	0	0	1	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	40	"AWI"	40	1877	2137	1985	0	0	0	6	0	0	1	0	0	80	0	1	4	0	0	0	0	0	0	0	0	0	18	79	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	2	18	0	0	0	0	0	47	20	0	0	0	2	2	0	0	1	0	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	41	"AWI"	41	2021	2627	2310	0	3	0	6	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	23	115	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	4	34	0	0	0	0	0	59	10	0	0	0	5	4	1	0	1	0	2	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	42	"AWI"	42	2107	3231	2637	0	3	0	10	0	0	0	0	0	79	0	1	2	0	0	0	0	0	0	0	0	0	11	96	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	3	34	0	0	82	0	1	70	12	0	0	0	5	3	0	0	2	0	1	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	43	"AWI"	43	2189	3849	2957	0	3	1	12	0	0	1	0	0	87	0	0	3	0	0	0	0	0	0	0	0	0	24	0	0	0	2	2	0	0	0	0	0	2	0	0	0	0	0	0	2	30	1	0	0	0	0	64	17	0	0	0	1	4	1	0	0	0	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	44	"AWI"	44	2264	4479	3280	0	1	0	3	0	0	1	0	0	148	0	0	0	0	0	0	0	0	0	0	1	1	8	88	2	0	1	3	0	0	0	0	0	1	0	0	0	0	0	1	0	28	0	0	0	0	0	40	18	0	0	0	3	1	0	0	0	0	1	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	45	"AWI"	45	2333	5106	3599	0	2	0	2	0	0	0	0	0	210	0	0	1	0	0	0	0	0	0	0	0	0	12	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	20	0	0	0	0	0	36	6	0	0	0	2	5	0	0	1	0	1	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	46	"AWI"	46	2936	5154	3940	0	1	0	1	0	1	0	0	0	135	0	0	1	0	0	0	0	0	0	0	0	0	27	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	26	0	0	0	0	2	29	12	0	0	0	0	3	0	0	0	0	1	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	47	"AWI"	47	3512	5207	4280	0	0	0	2	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	1	1	13	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	1	28	0	0	0	0	0	45	8	0	0	0	0	6	0	0	0	0	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	48	"AWI"	48	4082	5252	4625	2	1	0	1	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	1	0	19	84	0	0	2	2	0	0	0	2	0	3	0	0	0	0	0	0	0	23	0	0	0	0	0	27	8	0	0	0	0	7	1	0	0	0	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	49	"AWI"	49	4582	5358	4983	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	27	0	0	0	0	0	34	6	0	0	0	1	3	0	0	0	0	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	50	"AWI"	50	4936	5533	5348	0	4	0	3	0	0	0	0	0	225	0	0	1	0	0	0	0	10	0	0	0	0	19	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	41	6	0	0	0	0	0	0	0	0	1	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	51	"AWI"	51	5003	5548	5396	0	0	0	2	0	0	2	0	0	297	0	0	1	0	0	0	0	0	0	0	0	1	6	0	0	0	0	2	0	0	0	4	0	0	0	0	1	0	0	0	1	53	0	0	0	0	0	52	19	0	0	0	0	0	0	0	1	0	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	52	"AWI"	52	5089	5568	5450	0	2	0	1	0	0	2	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	89	0	0	0	0	1	73	11	0	0	1	0	1	0	0	0	0	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	53	"AWI"	53	5158	5601	5485	0	2	0	1	0	0	1	0	0	104	0	1	0	0	0	0	0	0	0	0	1	0	14	0	0	0	1	1	0	0	0	0	0	2	0	0	1	0	0	0	0	69	0	0	0	0	0	50	17	0	0	0	0	0	0	0	2	0	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	54	"AWI"	54	5220	5660	5528	0	1	2	6	0	0	3	0	0	83	0	0	1	0	0	0	0	4	0	0	0	0	23	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	87	0	0	0	0	0	45	22	0	0	0	2	1	0	0	5	0	2	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	55	"AWI"	55	5281	5735	5569	0	0	0	6	0	0	0	0	0	118	0	0	0	0	0	0	0	4	0	0	1	0	53	0	0	0	4	7	0	0	0	0	0	0	0	0	1	0	0	0	0	40	0	0	0	0	0	36	14	0	0	0	0	1	0	0	2	0	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	56	"AWI"	56	5346	5747	5591	0	3	0	8	1	0	0	0	0	124	0	1	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	10	0	0	0	0	0	0	0	0	1	0	0	0	0	61	0	0	0	0	1	54	14	0	0	0	2	2	0	0	0	0	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	57	"AWI"	57	5383	5761	5613	0	0	0	5	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	2	1	4	0	0	1	1	0	1	0	0	3	0	0	0	0	47	0	0	0	0	1	42	13	0	0	1	0	1	1	0	2	0	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	58	"AWI"	58	5432	5779	5636	0	1	0	4	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	3	0	13	57	0	1	1	5	0	0	0	0	0	1	0	0	1	0	0	0	0	63	0	0	0	0	1	26	21	0	0	0	3	3	0	0	1	0	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	59	"AWI"	59	5461	5804	5663	0	2	0	0	0	0	0	0	0	163	0	0	2	0	0	0	0	0	0	0	3	0	18	0	0	0	0	8	0	0	1	1	0	3	0	0	1	0	0	0	0	84	0	0	0	0	1	44	22	0	0	0	0	1	0	0	0	0	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	61	"AWI"	61	5540	5847	5712	0	0	0	4	0	0	1	0	0	186	0	1	0	0	0	0	0	0	0	0	0	1	18	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	1	84	0	0	0	0	0	26	15	0	7	0	2	3	0	0	1	0	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	62	"AWI"	62	5585	5859	5739	0	3	0	2	0	0	1	0	0	173	0	1	1	1	0	0	0	0	0	0	0	0	21	0	0	0	1	2	0	0	0	0	0	1	0	0	1	0	0	0	0	77	0	0	0	0	0	42	18	0	0	0	1	0	0	0	0	0	0	0	1
26052	45188	"El Maíllo mire"	40.54667	-6.20972	63	"AWI"	63	5628	5867	5768	0	2	0	0	0	0	0	0	0	165	0	0	2	0	0	0	0	0	0	0	1	0	22	0	0	0	2	3	0	0	0	1	0	2	0	0	0	0	0	0	0	50	0	0	0	0	1	32	9	0	0	0	0	0	0	0	2	0	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	64	"AWI"	64	5663	5881	5799	0	0	0	4	0	0	1	0	0	174	0	0	0	0	0	0	0	0	1	0	1	0	23	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	42	15	0	0	0	2	1	0	0	0	0	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	65	"AWI"	65	5689	5903	5830	0	0	0	2	0	0	1	0	0	209	0	0	0	0	0	0	0	0	0	1	0	0	14	0	0	1	0	3	0	0	1	0	0	2	0	0	0	0	0	0	0	84	0	0	0	0	1	43	14	0	0	0	0	5	0	0	0	0	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	66	"AWI"	66	5763	6063	5916	0	2	0	1	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	2	24	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	108	0	0	0	0	4	30	16	0	0	1	2	2	0	0	0	0	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	67	"AWI"	67	5800	6284	5998	0	1	0	2	0	0	0	0	0	223	0	0	2	0	0	0	0	0	0	0	2	0	21	0	0	0	1	2	0	0	0	0	0	6	0	0	0	0	0	0	1	99	0	0	0	0	0	43	9	0	0	0	0	0	0	0	5	0	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	68	"AWI"	68	5833	6514	6078	0	1	0	1	0	0	1	0	0	148	0	1	3	0	0	0	0	0	0	0	0	0	30	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	143	0	0	0	0	0	39	13	0	0	1	3	1	1	0	0	0	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	69	"AWI"	69	5854	6755	6163	0	2	0	0	0	0	1	0	0	156	0	0	0	0	0	0	0	0	0	0	2	0	22	0	0	0	0	4	0	0	0	0	0	1	0	0	1	0	0	0	0	103	0	0	0	0	0	29	8	0	0	0	2	1	0	0	2	0	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	70	"AWI"	70	5881	6989	6247	0	0	1	1	0	0	0	0	0	140	0	2	1	1	0	0	0	0	0	0	0	1	22	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	88	0	0	0	0	2	45	18	0	0	0	4	0	1	0	4	0	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	71	"AWI"	71	6000	7042	6384	0	0	0	1	0	0	0	0	0	147	0	0	1	0	0	0	0	3	0	1	1	0	30	0	0	1	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	93	0	0	0	0	0	45	16	0	0	0	0	3	1	0	2	0	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	72	"AWI"	72	6077	7127	6528	0	1	0	2	0	0	0	0	0	152	0	1	1	0	0	0	0	2	0	0	1	0	43	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	38	19	0	0	0	3	3	0	0	1	0	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	73	"AWI"	73	6131	7198	6666	0	1	0	1	0	0	1	0	0	133	0	0	3	0	0	0	0	4	0	1	1	0	32	0	3	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	126	0	0	0	0	0	54	9	0	0	0	1	0	0	0	0	0	1	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	74	"AWI"	74	6173	7333	6798	0	1	0	0	0	0	0	0	0	137	0	0	1	0	0	0	0	0	0	0	0	0	32	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	100	0	0	0	0	3	36	24	0	0	0	0	3	0	0	1	0	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	75	"AWI"	75	6213	7534	6913	0	0	0	6	0	0	0	0	0	212	0	0	1	0	0	0	0	0	0	0	0	0	20	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	74	0	0	0	0	0	39	13	0	0	0	1	1	0	0	0	0	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	76	"AWI"	76	6480	7563	7050	1	2	0	3	0	0	1	0	0	257	0	2	0	0	0	0	0	3	0	0	1	0	28	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	1	102	0	0	0	0	0	51	26	0	0	1	4	4	0	0	2	0	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	77	"AWI"	77	6756	7596	7186	0	0	0	1	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	2	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	61	0	0	0	0	0	41	13	0	0	0	2	3	1	0	1	0	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	78	"AWI"	78	7021	7623	7322	0	0	1	3	0	0	0	0	0	143	0	0	2	1	0	0	0	5	0	0	1	1	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	38	18	0	0	0	0	1	1	0	1	0	2	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	79	"AWI"	79	7237	7686	7463	0	2	0	1	0	0	0	0	0	125	0	0	2	0	0	0	0	4	0	1	0	0	21	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	60	0	0	0	0	0	39	13	0	0	2	2	4	0	0	0	0	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	80	"AWI"	80	7402	7794	7601	0	0	0	0	0	0	1	0	0	260	0	2	1	0	0	0	0	3	0	0	0	0	16	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	32	18	0	0	0	0	0	0	0	1	0	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	81	"AWI"	81	7554	7849	7683	0	4	0	1	0	0	0	0	0	215	0	0	1	0	0	0	0	0	0	0	1	0	20	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	70	0	0	0	0	0	47	16	0	0	0	2	0	0	0	0	0	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	82	"AWI"	82	7666	7919	7773	0	3	1	1	0	0	1	0	0	330	0	0	0	0	0	0	0	4	0	0	0	0	17	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	1	22	16	0	0	0	1	0	0	0	1	0	0	0	0
26052	45188	"El Maíllo mire"	40.54667	-6.20972	83	"AWI"	83	7716	8028	7868	0	0	0	2	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	1	0	26	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	52	0	0	0	0	0	43	27	0	0	0	0	5	0	0	0	0	0	0	0
