"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Grossulariaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
14289	22373	"Štrbské pleso"	49.121826	20.05786	234	"AWI"	234	1921	2269	2101	163	0	69	1	0	0	0	5	0	118	0	0	0	0	0	0	18	2	0	0	0	138	0	9	0	0	0	0	1	0	4	0	0	45	227	83	0	0	0	0	0	0	74	1	0	0	1	3	0	0	4	2	3	16	1
14289	22373	"Štrbské pleso"	49.121826	20.05786	242	"AWI"	242	2039	2367	2216	149	1	62	3	0	0	1	18	0	122	0	1	0	0	0	0	27	7	0	0	0	151	1	1	0	1	4	0	7	0	6	0	0	35	338	73	0	0	1	0	0	0	78	5	0	3	4	3	0	0	1	0	2	16	8
14289	22373	"Štrbské pleso"	49.121826	20.05786	250	"AWI"	250	2128	2573	2349	135	1	74	2	0	0	0	18	0	0	0	0	0	0	0	0	23	6	0	0	0	107	0	4	0	2	0	0	1	0	2	0	0	70	255	92	0	0	0	0	0	0	82	1	0	0	1	2	0	0	2	0	2	13	6
14289	22373	"Štrbské pleso"	49.121826	20.05786	258	"AWI"	258	2365	2787	2578	143	4	75	2	0	0	0	11	0	0	0	1	0	0	0	0	31	4	0	0	0	104	0	3	0	1	2	0	3	0	5	0	0	38	262	72	0	0	0	0	0	0	65	3	0	3	1	0	0	0	1	2	2	17	3
14289	22373	"Štrbské pleso"	49.121826	20.05786	266	"AWI"	266	2562	3033	2810	97	0	101	2	0	0	0	15	0	0	0	3	0	0	0	1	23	6	0	0	0	86	0	9	0	3	8	0	3	0	3	0	0	59	203	74	5	0	0	0	0	0	102	7	0	0	0	6	0	2	1	3	5	10	3
14289	22373	"Štrbské pleso"	49.121826	20.05786	274	"AWI"	274	2732	3302	3045	101	1	69	1	0	0	0	34	0	0	0	0	0	0	0	0	29	12	0	0	0	108	0	14	0	1	6	0	1	0	0	0	0	62	284	71	6	0	0	0	0	0	50	2	0	2	5	5	1	1	1	0	3	20	4
14289	22373	"Štrbské pleso"	49.121826	20.05786	282	"AWI"	282	2885	3590	3277	91	1	66	1	0	0	0	20	0	0	0	2	0	0	1	0	28	9	0	0	0	130	0	7	0	0	3	0	3	0	2	0	0	80	348	83	0	0	0	0	0	0	46	2	0	0	5	1	0	0	3	0	2	15	7
14289	22373	"Štrbské pleso"	49.121826	20.05786	290	"AWI"	290	3090	3761	3464	100	4	55	0	0	0	0	7	0	0	0	0	1	0	0	0	32	9	0	0	0	152	0	18	0	0	2	0	3	0	2	0	0	94	293	80	0	0	0	0	0	0	39	3	0	1	0	0	0	0	1	0	6	16	2
14289	22373	"Štrbské pleso"	49.121826	20.05786	296	"AWI"	296	3306	3785	3569	126	1	66	2	0	0	0	11	0	0	0	1	0	0	0	0	37	10	0	0	0	144	0	23	1	0	3	0	6	0	0	0	0	64	295	75	0	0	0	0	0	0	43	3	0	0	3	0	0	0	1	0	3	33	4
14289	22373	"Štrbské pleso"	49.121826	20.05786	302	"AWI"	302	3489	3818	3669	61	0	47	2	0	0	0	25	0	89	0	1	0	0	0	0	37	18	0	0	0	71	0	4	1	9	6	0	5	0	6	0	0	31	212	107	12	134	0	0	0	0	69	9	0	3	9	5	0	3	0	0	5	7	16
14289	22373	"Štrbské pleso"	49.121826	20.05786	310	"AWI"	310	3625	3990	3811	82	2	64	2	0	0	1	18	0	78	0	1	1	0	0	0	39	14	0	0	0	119	0	39	0	0	4	0	2	0	1	0	0	110	318	133	2	0	0	0	0	0	63	3	0	0	1	0	0	1	1	0	6	38	10
14289	22373	"Štrbské pleso"	49.121826	20.05786	318	"AWI"	318	3680	4280	3948	82	2	36	3	0	0	0	14	0	57	0	3	0	0	0	0	31	7	0	0	0	142	0	15	0	0	3	0	2	0	1	0	0	114	331	66	3	0	0	0	0	0	52	1	0	0	2	0	0	0	1	1	9	28	8
14289	22373	"Štrbské pleso"	49.121826	20.05786	326	"AWI"	326	3730	4488	4064	65	4	72	3	0	0	0	12	0	0	0	2	0	0	0	0	37	7	0	0	0	117	1	23	0	0	2	0	2	0	2	0	0	104	345	71	4	0	0	0	0	0	77	0	0	2	1	1	0	1	1	0	7	31	1
14289	22373	"Štrbské pleso"	49.121826	20.05786	334	"AWI"	334	3824	4525	4136	34	3	55	1	0	0	0	15	0	0	0	3	1	0	0	0	53	10	0	0	0	79	0	17	1	0	1	0	2	0	1	0	0	123	300	88	0	0	0	0	0	0	82	2	0	3	2	1	0	0	2	0	7	26	4
14289	22373	"Štrbské pleso"	49.121826	20.05786	342	"AWI"	342	3880	4561	4219	37	2	47	2	0	0	0	15	0	0	0	0	0	0	0	0	39	14	0	0	0	79	0	13	0	0	3	0	7	0	1	0	0	50	395	83	0	0	0	0	0	0	87	5	0	1	2	0	0	0	3	1	7	13	8
14289	22373	"Štrbské pleso"	49.121826	20.05786	350	"AWI"	350	3911	4622	4300	29	3	45	1	0	0	0	8	0	0	0	3	0	0	0	0	40	9	0	0	0	50	0	24	0	1	1	0	5	0	5	0	0	77	357	90	0	0	0	0	0	0	91	1	5	1	0	1	0	0	2	0	8	44	1
14289	22373	"Štrbské pleso"	49.121826	20.05786	358	"AWI"	358	3948	4713	4371	26	2	50	1	1	0	0	7	0	0	0	0	0	0	0	0	50	9	0	0	0	68	0	26	0	0	4	0	2	0	4	0	0	77	317	75	0	0	0	0	0	0	57	4	0	2	0	1	0	0	2	0	5	38	0
14289	22373	"Štrbské pleso"	49.121826	20.05786	366	"AWI"	366	4067	4764	4446	11	1	60	1	0	0	0	9	0	101	0	1	0	0	0	0	69	14	0	0	0	45	0	29	0	0	2	0	0	0	0	0	0	56	353	138	2	0	0	0	0	0	60	6	0	0	0	3	0	0	0	1	11	25	2
14289	22373	"Štrbské pleso"	49.121826	20.05786	374	"AWI"	374	4238	4795	4524	3	3	63	1	0	0	0	11	0	0	0	0	0	0	2	0	81	12	0	0	0	49	0	32	0	0	2	0	4	0	1	0	0	48	396	60	0	0	0	0	1	1	78	1	0	1	1	1	0	0	2	1	17	25	0
14289	22373	"Štrbské pleso"	49.121826	20.05786	382	"AWI"	382	4389	4824	4604	6	4	60	1	0	0	0	6	0	87	0	1	0	0	0	0	93	17	0	0	0	44	0	17	0	0	2	0	3	0	0	0	0	28	425	51	0	0	0	0	1	0	80	6	0	0	3	0	0	0	2	1	13	45	2
14289	22373	"Štrbské pleso"	49.121826	20.05786	390	"AWI"	390	4501	4886	4684	3	1	78	0	0	0	0	12	0	86	0	3	0	0	1	0	73	20	0	0	0	26	0	22	0	0	1	0	7	0	0	1	0	35	405	78	2	0	0	0	0	0	83	0	0	0	0	3	0	0	4	1	21	41	0
14289	22373	"Štrbské pleso"	49.121826	20.05786	398	"AWI"	398	4560	4990	4766	1	3	75	3	0	0	0	14	0	64	0	2	0	0	0	0	75	12	0	0	0	27	0	39	0	0	3	0	9	0	1	0	0	46	354	131	2	0	0	0	0	0	95	6	0	2	0	3	0	0	5	0	9	32	0
