"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Grossulariaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
14289	22373	"Štrbské pleso"	49.121826	20.05786	102	"AWI"	102	-26	524	467	63	0	60	3	0	0	0	26	0	80	0	2	0	0	0	0	26	10	0	0	0	91	0	3	0	10	6	0	6	0	6	0	0	25	275	114	0	95	0	0	0	0	62	0	0	1	11	6	0	0	1	0	2	10	9
14289	22373	"Štrbské pleso"	49.121826	20.05786	110	"AWI"	110	33	671	542	84	2	35	6	0	0	0	18	0	84	0	1	0	0	2	0	25	7	0	0	0	143	0	9	0	17	6	1	2	0	0	0	0	20	216	81	12	134	0	0	0	0	58	1	0	1	23	11	3	0	1	1	0	18	10
14289	22373	"Štrbské pleso"	49.121826	20.05786	118	"AWI"	118	89	835	626	147	0	27	3	0	0	0	18	0	0	0	2	0	0	0	0	20	5	0	0	0	132	0	7	0	5	1	0	0	0	2	0	0	26	266	99	4	52	0	0	0	0	51	0	0	0	7	9	0	1	1	0	0	16	5
14289	22373	"Štrbské pleso"	49.121826	20.05786	126	"AWI"	126	144	1007	716	123	2	46	4	0	0	0	29	0	0	0	2	0	0	0	0	12	5	2	0	0	118	0	12	0	10	1	0	1	0	3	0	0	42	294	80	6	51	0	0	0	0	53	1	0	1	6	2	0	2	0	1	1	10	9
14289	22373	"Štrbské pleso"	49.121826	20.05786	134	"AWI"	134	203	1184	806	138	1	35	9	0	0	0	17	0	84	0	0	0	0	0	0	16	4	0	0	0	181	0	6	0	11	2	0	0	0	2	0	0	42	263	94	0	0	0	0	0	0	58	3	0	3	4	2	0	3	3	0	4	17	5
14289	22373	"Štrbské pleso"	49.121826	20.05786	142	"AWI"	142	350	1271	899	104	1	50	8	0	0	0	17	0	0	0	2	0	0	0	0	19	2	0	0	0	177	0	4	0	11	2	0	0	0	1	0	0	58	226	109	0	41	0	0	0	0	66	3	0	0	4	2	0	0	3	2	2	19	5
14289	22373	"Štrbské pleso"	49.121826	20.05786	150	"AWI"	150	578	1304	996	139	1	50	4	0	0	0	12	0	88	0	1	0	0	1	0	8	6	0	0	0	139	0	4	0	7	1	0	5	0	4	0	0	43	301	120	0	0	0	0	0	0	73	1	0	1	1	1	0	0	0	0	0	10	0
14289	22373	"Štrbské pleso"	49.121826	20.05786	158	"AWI"	158	794	1336	1091	127	1	25	5	0	0	0	21	0	0	0	3	0	0	1	0	6	4	0	0	0	123	0	7	1	3	2	0	1	0	6	0	0	43	325	98	0	34	0	0	0	0	59	2	0	2	5	1	0	0	1	1	2	10	2
14289	22373	"Štrbské pleso"	49.121826	20.05786	166	"AWI"	166	993	1391	1191	105	0	57	2	0	0	0	13	0	143	0	0	0	0	0	0	21	5	0	0	0	159	1	5	0	6	3	0	1	0	2	0	0	46	279	108	3	0	0	0	0	0	75	3	0	0	2	1	0	0	1	0	0	16	2
14289	22373	"Štrbské pleso"	49.121826	20.05786	174	"AWI"	174	1107	1467	1297	110	1	56	7	0	0	0	12	0	0	0	1	0	0	1	0	21	8	0	0	0	123	0	7	0	1	3	0	0	0	1	0	0	38	291	118	0	0	0	0	0	0	65	2	0	3	1	3	0	0	1	0	0	17	3
14289	22373	"Štrbské pleso"	49.121826	20.05786	182	"AWI"	182	1287	1505	1385	113	1	45	5	0	0	0	21	0	0	0	1	0	0	0	0	19	7	0	0	0	133	0	5	0	1	4	0	1	0	2	0	0	34	266	150	0	0	0	0	0	0	60	0	0	3	3	2	0	1	0	1	2	18	10
14289	22373	"Štrbské pleso"	49.121826	20.05786	190	"AWI"	190	1382	1620	1493	97	0	50	5	0	0	0	24	0	0	0	0	0	0	0	0	23	3	0	0	0	147	0	5	0	14	1	0	1	0	4	0	0	42	290	98	0	0	0	0	0	0	62	2	0	1	0	1	0	0	1	0	2	21	1
14289	22373	"Štrbské pleso"	49.121826	20.05786	196	"AWI"	196	1408	1751	1569	109	0	64	4	0	0	0	13	0	72	0	1	0	0	0	0	10	3	0	0	0	175	0	9	0	4	2	0	3	0	3	0	0	48	293	91	0	0	0	0	0	0	44	2	0	0	3	2	0	1	0	3	5	22	4
14289	22373	"Štrbské pleso"	49.121826	20.05786	202	"AWI"	202	1422	1907	1642	93	2	61	3	0	0	0	17	0	0	0	0	0	0	0	0	24	11	0	0	0	107	0	10	0	4	1	0	2	0	4	1	0	44	212	151	7	49	0	0	0	0	90	1	0	0	5	3	0	0	0	0	3	15	4
14289	22373	"Štrbské pleso"	49.121826	20.05786	210	"AWI"	210	1444	2127	1739	174	2	56	5	0	0	0	29	0	69	0	2	0	0	0	0	29	7	0	0	0	136	1	5	0	4	5	0	0	0	11	0	0	34	213	73	5	0	0	0	0	0	64	2	0	0	2	3	0	1	0	1	2	26	7
14289	22373	"Štrbské pleso"	49.121826	20.05786	218	"AWI"	218	1602	2194	1854	88	2	72	4	0	0	0	15	0	0	0	3	1	0	0	0	33	4	0	0	0	145	0	3	0	1	5	0	0	0	6	0	0	32	283	78	12	0	0	0	0	0	62	0	0	0	3	1	0	2	1	1	3	11	0
14289	22373	"Štrbské pleso"	49.121826	20.05786	226	"AWI"	226	1774	2229	1975	96	1	68	1	0	0	0	17	0	0	0	6	0	0	1	0	24	5	0	0	0	178	0	3	0	1	3	0	0	0	6	0	0	66	260	85	0	0	0	0	0	0	93	1	0	0	3	3	0	0	2	0	2	14	5
