"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Convolvulaceae"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Hypericaceae"	"Ilex"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Olea"	"Orobanchaceae"	"Papaveraceae"	"Phillyrea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
3004	3910	"Puerto de Belate"	43.03333	-2.05	100	"AWI"	100	3727	4766	4230	0	0	13	0	1	1	1	0	7	1	0	0	0	0	0	3	133	0	13	0	24	0	0	0	4	0	0	0	0	0	0	0	0	0	18	0	0	0	0	111	6	2	0	0	2	0	0	5	0	0	9	0	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	110	"AWI"	110	3988	5031	4497	0	0	14	1	0	0	1	0	8	0	0	0	0	0	0	0	89	1	5	0	0	0	0	1	2	0	0	0	0	1	0	0	0	1	15	0	0	0	0	93	5	0	0	0	1	0	0	2	0	1	6	0	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	120	"AWI"	120	4243	5286	4770	0	0	11	1	2	1	1	0	9	0	0	0	0	0	0	0	91	1	5	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	12	1	0	28	0	95	18	0	0	0	0	1	0	3	0	1	3	0	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	130	"AWI"	130	4510	5557	5038	0	0	16	1	1	0	2	0	7	0	1	1	0	0	0	0	94	1	4	0	15	0	0	0	7	0	0	0	0	0	0	0	0	0	34	0	0	0	0	92	42	0	19	1	0	1	1	5	0	0	10	0	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	140	"AWI"	140	4772	5794	5304	0	0	17	0	0	2	1	0	14	0	0	0	0	0	0	0	68	0	0	0	91	0	0	0	3	0	2	0	0	0	0	0	0	0	22	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	2	0	1	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	150	"AWI"	150	5039	6041	5566	0	0	26	0	2	0	3	0	11	0	0	0	0	0	0	0	109	1	2	0	40	0	0	0	6	0	0	0	0	0	0	0	0	0	12	0	0	0	0	85	9	1	0	0	0	0	1	11	0	1	2	0	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	157	"AWI"	157	5254	6190	5753	0	0	9	0	2	0	3	0	4	0	1	0	0	0	0	0	70	3	81	0	24	0	0	0	4	0	0	0	0	2	0	0	0	0	29	0	0	74	0	68	2	1	0	0	1	0	0	10	0	1	9	0	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	158	"AWI"	158	5279	6217	5779	0	0	7	1	4	1	0	0	5	0	1	0	0	0	0	0	77	4	85	0	24	0	0	0	1	0	0	0	0	0	0	0	0	1	18	0	0	0	0	66	0	0	0	0	1	0	0	8	0	2	5	0	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	160	"AWI"	160	5354	6262	5835	0	0	6	0	4	0	3	0	3	0	0	0	0	0	0	0	5	1	89	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	16	0	0	0	0	49	9	1	0	0	0	0	0	6	0	2	3	0	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	162	"AWI"	162	5404	6317	5891	0	0	3	0	1	1	2	0	1	0	0	0	0	0	0	0	2	1	115	0	33	0	0	0	8	0	0	0	0	0	0	0	0	1	21	0	0	0	0	86	0	0	0	0	0	0	0	8	0	3	9	0	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	163	"AWI"	163	5442	6341	5917	0	0	7	1	2	0	3	0	6	0	0	0	0	0	0	0	69	2	37	0	14	0	0	0	4	0	0	0	0	4	0	0	0	0	28	1	0	0	0	99	9	0	0	1	2	2	0	27	0	1	8	2	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	170	"AWI"	170	5643	6496	6105	0	1	6	1	4	1	0	0	9	0	0	0	0	0	0	0	80	10	3	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	18	0	0	0	0	69	17	0	0	0	0	4	0	15	0	1	13	1	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	175	"AWI"	175	5796	6615	6241	0	0	7	0	9	2	0	0	5	0	0	0	0	0	0	0	101	0	0	0	0	2	1	0	4	0	1	0	0	0	0	1	0	0	34	0	0	0	0	93	16	0	0	0	1	0	0	10	0	3	16	0	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	180	"AWI"	180	5971	6709	6369	0	0	7	0	2	0	5	0	7	0	0	0	0	0	0	0	118	1	4	0	33	0	1	0	9	0	2	0	0	1	0	1	0	0	41	0	0	42	0	99	37	1	5	1	1	0	0	2	0	2	13	0	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	185	"AWI"	185	6143	6808	6500	0	0	2	2	3	0	1	0	6	1	0	0	0	0	0	1	109	1	6	0	0	0	0	0	8	0	0	0	0	0	0	0	0	2	43	0	0	0	0	99	9	0	3	0	1	1	0	1	1	0	8	0	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	190	"AWI"	190	6335	6906	6632	0	0	2	1	4	2	1	0	11	0	0	0	0	0	0	0	105	0	8	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	22	0	0	0	0	65	0	0	0	0	0	1	1	0	0	1	10	0	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	195	"AWI"	195	6540	7020	6767	0	0	3	0	7	0	3	0	4	0	0	0	0	0	0	0	94	0	1	0	0	0	0	0	5	0	0	1	0	1	0	0	0	2	38	1	0	0	0	91	7	0	0	0	1	0	0	0	1	0	12	0	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	200	"AWI"	200	6671	7204	6922	0	0	3	0	4	0	2	0	5	0	0	0	0	0	0	0	111	0	0	0	3	0	0	0	2	0	0	0	0	9	0	2	0	0	23	0	0	0	0	57	28	1	0	0	0	1	1	0	1	0	6	0	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	205	"AWI"	205	6813	7338	7084	0	0	1	0	9	1	3	0	13	0	0	0	0	0	0	1	75	1	4	0	0	0	8	1	2	0	0	0	0	10	0	1	0	0	34	0	0	0	0	61	0	5	15	1	1	1	1	0	0	0	7	0	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	206	"AWI"	206	6848	7358	7114	0	0	0	0	1	0	1	0	19	0	0	1	0	0	0	0	47	1	2	0	6	0	1	0	0	0	0	0	0	4	0	0	0	0	29	0	0	0	0	70	10	5	15	1	0	2	0	0	1	1	5	0	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	207	"AWI"	207	6875	7384	7148	0	0	0	1	11	2	1	0	26	1	0	1	0	0	1	0	67	1	5	0	11	0	2	0	2	0	0	0	0	18	0	2	0	0	18	0	0	0	0	67	6	2	12	0	0	0	1	0	0	0	2	0	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	210	"AWI"	210	6981	7461	7242	0	0	0	0	12	2	1	0	36	1	0	1	0	0	0	0	65	1	13	0	32	1	3	0	2	0	0	0	0	3	0	16	0	0	22	0	0	0	0	63	12	2	0	1	0	2	0	0	2	0	8	0	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	212	"AWI"	212	7037	7509	7308	0	0	0	0	8	0	2	6	47	0	0	0	0	0	0	2	93	0	12	0	33	0	0	0	0	0	0	0	0	2	0	12	0	0	28	0	0	0	0	69	12	0	11	1	0	1	0	0	0	0	4	0	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	213	"AWI"	213	7076	7532	7340	0	0	1	2	6	1	3	0	44	0	0	0	0	1	0	1	113	0	13	1	40	0	0	0	1	0	0	0	0	1	4	6	0	0	35	0	0	0	0	82	11	1	12	0	0	3	0	0	1	0	6	0	1	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	216	"AWI"	216	7205	7592	7434	0	0	1	2	12	0	4	0	65	0	0	1	0	0	0	0	104	0	12	0	23	0	0	0	0	0	0	0	0	1	0	5	0	0	36	0	0	0	0	92	13	2	14	0	0	2	0	0	2	0	6	0	2	1
3004	3910	"Puerto de Belate"	43.03333	-2.05	218	"AWI"	218	7263	7658	7494	0	0	0	0	11	1	3	0	48	1	0	0	0	0	0	1	145	0	11	0	23	0	0	0	0	0	0	0	0	4	0	2	0	0	29	0	0	0	0	100	8	3	14	0	0	1	0	0	0	0	5	0	0	1
3004	3910	"Puerto de Belate"	43.03333	-2.05	220	"AWI"	220	7299	7780	7542	0	0	0	0	10	1	2	0	39	0	0	1	0	0	0	0	118	0	7	0	6	1	0	0	0	0	0	0	0	0	0	3	0	0	17	0	0	0	0	78	0	2	0	0	0	5	1	0	1	0	3	0	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	221	"AWI"	221	7313	7849	7567	0	0	0	0	10	1	4	0	69	0	0	0	0	0	0	0	11	0	6	0	8	0	0	0	0	0	0	0	0	2	0	3	1	0	12	0	0	0	0	90	0	1	0	2	1	3	0	0	2	0	2	0	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	223	"AWI"	223	7356	7915	7617	0	0	0	0	18	1	4	0	52	1	0	1	0	1	0	0	5	2	6	0	7	0	1	0	1	0	0	0	0	0	1	5	1	0	14	0	0	0	0	87	2	1	0	2	0	8	0	0	1	0	5	0	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	224	"AWI"	224	7374	7962	7641	0	0	0	1	16	3	2	22	61	0	0	2	0	8	0	0	157	0	19	0	15	0	0	0	0	0	0	0	0	1	0	2	0	0	44	1	0	0	0	96	14	4	0	0	0	12	0	0	2	0	4	0	1	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	225	"AWI"	225	7390	8022	7663	0	0	0	0	10	0	8	7	42	0	0	0	0	3	0	1	96	0	6	1	9	1	1	2	2	0	0	0	0	2	0	2	0	0	25	0	0	0	0	63	19	0	0	1	0	2	1	0	0	0	4	0	0	1
3004	3910	"Puerto de Belate"	43.03333	-2.05	226	"AWI"	226	7405	8054	7692	0	0	0	1	17	1	4	0	43	0	0	0	0	3	0	1	126	0	7	0	11	1	2	0	0	0	0	0	0	1	0	2	0	0	19	0	0	0	0	68	8	5	0	1	2	5	0	0	4	0	3	0	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	228	"AWI"	228	7442	8133	7747	0	0	0	0	4	1	4	0	26	0	0	0	0	1	0	0	92	0	90	0	14	0	1	2	0	1	0	0	0	1	0	0	0	0	68	0	0	0	0	22	0	0	0	1	0	0	1	0	1	0	3	0	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	229	"AWI"	229	7456	8182	7773	0	0	1	1	15	2	4	0	37	0	0	1	0	1	0	0	106	0	27	2	0	0	1	0	1	0	0	0	0	2	0	2	0	0	49	0	0	0	0	68	0	0	0	0	0	1	0	0	3	0	2	0	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	230	"AWI"	230	7480	8211	7798	0	0	1	0	8	1	1	19	71	0	0	0	0	3	0	0	84	0	33	0	45	1	0	2	1	0	0	0	0	6	0	3	0	0	36	2	0	0	0	101	17	5	0	0	2	10	1	0	0	0	11	0	1	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	231	"AWI"	231	7497	8246	7824	0	0	0	0	16	2	8	0	43	0	0	0	0	3	0	0	108	0	38	0	25	0	2	0	0	0	0	0	0	3	0	2	0	0	60	0	0	42	0	46	0	7	0	0	0	8	1	0	1	0	4	0	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	232	"AWI"	232	7512	8289	7851	0	0	1	0	11	0	1	13	41	2	0	0	0	2	0	0	153	2	21	0	21	0	1	8	2	0	0	0	0	0	0	0	0	0	88	0	0	0	0	37	0	3	0	0	0	2	0	0	1	0	1	0	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	233	"AWI"	233	7531	8329	7876	0	0	0	2	9	1	3	8	41	0	0	0	0	1	0	0	97	0	19	1	22	0	1	11	0	0	0	0	1	3	0	0	0	0	50	0	0	0	2	65	5	3	0	0	0	0	0	0	0	0	2	0	0	1
3004	3910	"Puerto de Belate"	43.03333	-2.05	234	"AWI"	234	7551	8368	7902	0	0	0	1	7	1	1	8	38	1	0	0	0	1	0	0	72	0	31	1	26	0	2	1	1	0	0	0	0	1	0	3	0	0	35	1	0	0	0	77	0	1	0	0	0	2	1	0	2	0	1	0	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	235	"AWI"	235	7573	8399	7930	0	0	1	0	8	2	7	0	34	1	0	0	0	0	0	0	117	0	33	2	11	0	1	13	2	0	0	0	1	1	0	1	0	0	60	1	0	0	1	66	0	5	0	0	1	5	1	0	3	0	2	0	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	236	"AWI"	236	7591	8438	7956	0	0	0	1	3	0	2	0	9	0	0	0	0	1	0	0	102	0	14	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	12	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	237	"AWI"	237	7605	8480	7983	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	68	0	7	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	238	"AWI"	238	7627	8513	8010	0	0	1	3	5	0	3	17	31	0	0	0	0	5	0	0	20	1	44	4	10	1	1	0	0	0	0	0	0	1	0	0	0	0	84	0	0	0	0	50	4	0	0	0	0	11	0	0	0	0	0	0	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	239	"AWI"	239	7648	8545	8036	0	0	1	0	2	0	1	0	4	0	0	0	0	0	0	0	9	0	5	2	5	0	0	1	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	13	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	240	"AWI"	240	7670	8585	8063	0	0	0	1	2	0	1	0	8	0	0	0	0	0	0	0	101	0	20	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	32	0	0	0	1	10	0	0	0	0	0	1	1	1	0	0	0	0	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	241	"AWI"	241	7686	8625	8089	0	0	1	1	13	0	0	6	36	0	0	0	0	0	0	0	8	1	13	0	28	1	1	27	0	0	0	1	0	1	0	0	0	0	30	0	0	0	0	66	0	1	0	1	0	0	0	0	2	0	4	0	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	242	"AWI"	242	7705	8668	8116	0	0	4	1	5	0	1	5	27	0	0	0	0	0	0	0	2	0	12	0	47	0	0	62	0	0	0	1	0	1	0	0	0	0	38	0	0	0	0	60	0	4	0	0	1	0	0	0	0	0	2	0	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	245	"AWI"	245	7766	8768	8196	0	0	1	1	7	0	6	0	66	0	0	0	0	0	0	0	9	0	19	0	24	3	2	18	0	0	0	0	0	0	0	1	0	0	31	0	0	0	2	61	0	12	0	1	0	3	0	0	1	1	1	0	0	1
3004	3910	"Puerto de Belate"	43.03333	-2.05	247	"AWI"	247	7806	8832	8250	0	0	3	1	4	1	4	0	41	0	0	1	0	0	0	0	143	0	18	0	20	0	2	37	0	0	0	0	0	2	0	0	0	0	30	0	0	0	1	74	0	2	0	1	1	0	1	0	1	1	4	0	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	250	"AWI"	250	7859	8937	8326	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	96	0	8	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0	1	2	0	0	0	0	2	0	0	0
