"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Frangula"	"Fraxinus"	"Genista"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Lythraceae"	"Melanthiaceae"	"Myrica"	"Myrtus"	"Olea"	"Orobanchaceae"	"Phillyrea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Ulmus"	"Vitaceae"
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	30	"AWI"	30	133	765	430	2	3	0	4	0	5	1	0	1	0	0	0	0	2	5	0	0	3	13	0	0	0	0	0	1	0	1	1	0	2	14	0	0	0	0	0	0	87	12	4	132	0	0	0	633	0	0	0	98	14	0	0	0	5	0	1	0	0	0	0	0	0	1
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	35	"AWI"	35	227	831	502	8	4	28	7	0	3	1	0	1	0	0	0	0	4	8	0	1	52	10	0	408	0	0	1	1	0	0	0	12	2	6	0	0	0	0	0	0	124	3	0	18	0	0	0	960	0	0	0	250	10	0	0	0	4	20	0	0	0	0	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	40	"AWI"	40	337	876	575	9	0	0	2	0	0	0	0	16	0	0	0	0	0	3	0	0	1	110	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	6	0	0	6	0	0	0	438	0	0	0	155	7	0	0	0	1	3	0	0	0	1	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	47.5	"AWI"	47.5	428.5	1007	690.5	9	0	0	3	0	1	1	0	12	0	0	0	0	0	2	0	2	5	81	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	6	0	0	0	100	0	0	0	88	2	0	0	0	0	0	0	0	0	0	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	50	"AWI"	50	562	1065	755	4	0	0	6	0	0	1	0	9	1	0	0	0	1	1	0	0	4	239	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	126	0	0	0	136	4	0	0	0	0	0	0	0	0	1	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	52.5	"AWI"	52.5	668	1148	834	5	0	0	2	0	3	1	0	14	0	0	1	0	0	1	0	1	2	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	0	0	1	354	0	0	0	162	8	0	0	0	0	3	0	0	0	0	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	62.5	"AWI"	62.5	765.5	1795	1118.5	4	0	0	0	0	1	0	0	10	0	0	0	0	2	0	0	0	2	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	0	45	0	0	0	101	3	0	0	0	0	0	0	0	0	0	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	67.5	"AWI"	67.5	891	2030	1326.5	9	0	0	6	0	1	0	0	17	0	1	0	0	0	1	0	2	1	30	0	0	0	1	0	6	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	84	2	0	0	0	5	0	2	0	0	0	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	75	"AWI"	75	1022	2476	1677	5	0	0	2	0	2	0	0	10	0	0	0	0	3	5	0	1	0	19	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	14	0	0	3	233	0	0	0	287	9	0	0	0	0	0	0	0	0	1	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	80	"AWI"	80	1079	2867	1894	7	1	0	0	0	11	0	0	12	0	0	0	0	3	2	0	1	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	18	0	0	1	474	0	0	0	223	3	0	0	0	1	0	0	0	0	2	1	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	85	"AWI"	85	1386	2962	2129	1	0	0	1	0	2	0	0	5	0	0	0	0	2	3	0	1	0	25	0	0	0	0	0	0	0	0	0	12	0	0	0	2	0	0	0	0	0	0	1	10	0	0	0	318	0	0	0	149	13	0	0	0	2	0	0	0	0	11	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	90	"AWI"	90	1545	3100	2400	3	0	0	4	0	2	1	0	6	0	1	0	0	3	1	0	1	1	10	0	0	0	0	1	0	0	0	0	5	0	3	0	8	0	0	0	0	5	0	0	10	1	0	3	403	0	0	0	187	3	0	0	0	0	0	0	0	0	5	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	100	"AWI"	100	2086	3394	2865	8	0	0	1	0	6	0	0	22	0	0	0	0	3	3	0	2	3	35	0	0	0	0	0	0	0	0	2	11	0	0	0	9	0	0	0	0	0	0	0	26	0	0	1	397	0	0	0	254	16	0	0	0	0	0	2	0	0	13	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	105	"AWI"	105	2532	3451	3046	13	2	0	3	0	2	2	0	28	1	0	0	0	1	0	0	0	10	50	0	0	0	0	1	0	0	0	0	5	0	0	0	9	0	0	0	0	9	0	0	28	0	0	3	601	0	0	0	407	3	0	0	0	2	0	0	0	0	4	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	110	"AWI"	110	2855	3550	3253	22	0	0	5	0	11	2	0	46	1	0	1	0	6	2	0	3	3	68	0	0	0	0	2	0	0	0	3	4	0	0	4	9	0	0	0	0	3	0	4	70	1	0	7	606	0	0	0	416	36	0	0	0	2	0	1	0	0	7	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	112.5	"AWI"	112.5	2963	3623	3350.5	12	0	0	3	0	2	3	0	26	0	0	0	0	3	0	0	4	3	78	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	32	0	0	2	445	0	0	0	194	26	0	0	0	0	0	1	0	0	0	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	115	"AWI"	115	3093	3655	3410	6	1	0	5	0	1	15	0	367	0	0	0	0	4	2	0	38	3	91	0	149	0	0	1	0	0	0	0	3	0	1	0	0	0	0	0	0	10	0	0	60	0	0	3	230	0	0	0	430	10	0	0	0	0	0	25	0	0	1	0	0	1	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	120	"AWI"	120	3259	3777	3542	6	0	0	12	0	0	2	0	76	0	0	0	0	0	0	0	4	3	95	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	128	0	0	0	152	16	0	3	0	0	0	1	0	0	0	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	125	"AWI"	125	3335	4040	3663	4	0	0	6	0	0	1	0	7	0	0	0	0	0	2	0	3	0	22	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	154	0	0	0	177	9	0	0	0	0	0	0	0	0	1	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	130	"AWI"	130	3432	4261	3778	11	1	0	5	0	1	3	0	15	0	0	1	0	0	0	0	0	1	48	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	2	0	0	0	2	125	0	0	0	272	26	0	0	0	0	2	0	0	0	2	0	1	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	140	"AWI"	140	3572	4494	3988	9	2	0	0	0	1	2	0	15	0	0	0	0	0	1	0	0	2	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	0	0	0	54	0	0	0	192	14	0	0	0	0	0	0	0	0	2	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	150	"AWI"	150	3747	4712	4193	3	0	0	1	0	3	1	0	12	0	0	0	0	1	2	0	0	1	18	0	0	0	0	0	0	0	0	0	12	1	0	0	0	0	0	0	0	0	0	0	10	0	0	1	121	0	0	0	137	25	0	1	0	0	0	1	0	0	1	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	155	"AWI"	155	3809	4800	4302	5	2	0	0	0	1	1	0	24	0	1	0	0	0	0	0	1	0	111	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	24	0	0	0	214	0	0	0	302	42	0	0	0	0	0	1	0	0	0	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	160	"AWI"	160	3855	4945	4403	13	1	0	4	0	0	0	0	49	0	0	0	0	2	1	0	0	3	145	0	0	0	0	2	0	0	0	0	2	0	3	0	0	0	1	0	0	2	0	0	40	0	0	0	123	0	0	0	458	58	0	0	0	0	0	0	0	0	0	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	165	"AWI"	165	4005	4993	4506	6	0	0	2	0	0	2	0	17	0	0	0	0	1	0	0	3	0	6	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	120	0	0	0	226	22	0	0	0	0	0	0	0	0	0	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	170	"AWI"	170	4106	5063	4612	20	0	0	2	0	0	0	0	25	0	0	0	0	0	0	0	0	14	16	0	0	0	0	2	0	0	0	0	4	0	1	0	0	0	3	0	0	0	0	0	18	0	0	0	327	0	0	0	430	30	0	0	0	0	0	4	0	0	0	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	175	"AWI"	175	4165	5161	4723	4	0	0	1	0	1	0	0	13	0	0	0	0	1	0	0	0	0	5	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	0	0	0	172	6	0	0	0	0	0	0	0	0	1	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	180	"AWI"	180	4389	5212	4819	12	5	0	6	0	0	0	0	47	1	7	0	0	4	7	0	0	6	30	0	0	0	0	2	0	0	0	0	8	0	1	0	0	0	3	0	0	0	0	0	24	0	0	0	536	0	0	0	306	6	0	0	0	4	0	3	0	0	0	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	182.5	"AWI"	182.5	4506.5	5236.5	4869.5	17	0	0	2	0	1	4	0	151	0	0	0	0	7	0	0	10	16	8	0	0	0	0	7	0	0	1	0	1	0	0	0	0	0	0	0	0	4	0	0	30	0	0	3	405	0	1	0	246	14	0	1	0	1	0	3	0	0	0	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	185	"AWI"	185	4579	5267	4923	9	3	0	2	0	0	3	0	107	1	0	0	0	6	0	0	2	8	14	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	10	0	0	0	40	0	0	0	177	0	0	0	169	27	0	0	0	0	0	2	0	0	5	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	190	"AWI"	190	4679	5405	5041	14	0	0	6	0	3	1	0	103	0	0	0	0	4	0	0	4	1	8	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	4	0	0	46	0	0	0	226	0	0	0	163	15	0	0	0	0	0	9	0	0	7	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	195	"AWI"	195	4787	5614	5181	3	1	0	0	0	0	0	0	101	0	2	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	34	0	0	2	159	0	0	0	238	32	0	0	0	0	0	8	0	0	0	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	200	"AWI"	200	4862	5931	5328	8	0	0	4	0	1	0	0	186	0	0	1	0	0	1	0	4	1	2	0	0	0	0	6	0	0	0	0	7	1	4	0	0	0	0	0	0	3	0	0	34	0	0	0	309	0	0	0	639	39	0	3	0	1	13	25	0	0	9	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	205	"AWI"	205	4932	6304	5455	20	3	0	11	0	1	0	0	225	0	1	0	0	0	1	0	3	3	4	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	10	4	0	0	58	0	0	0	318	0	0	0	799	67	0	0	0	0	17	96	0	0	1	0	1	1	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	210	"AWI"	210	5009	6592	5588	27	3	0	6	0	0	0	0	147	0	0	0	0	0	1	0	0	2	20	0	0	0	0	1	0	0	0	0	3	0	4	0	0	0	0	0	0	3	0	0	84	0	0	0	146	0	0	0	482	16	0	0	0	0	0	15	0	0	0	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	215	"AWI"	215	5099	6730	5742	22	1	0	1	0	0	2	0	328	0	4	0	0	0	0	0	0	1	4	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	134	2	0	0	206	0	0	0	662	94	0	0	0	2	0	20	0	0	4	0	3	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	217.5	"AWI"	217.5	5140.5	6817	5820.5	13	0	0	6	0	0	1	0	184	0	0	1	0	1	1	0	8	1	1	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	6	0	0	48	0	0	0	209	0	0	0	457	35	0	3	0	1	0	10	0	0	0	0	0	0	1
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	220	"AWI"	220	5170	6917	5893	29	4	0	12	0	4	2	0	255	0	1	0	0	1	4	0	6	7	0	0	0	0	1	6	0	0	0	0	8	0	0	0	0	1	0	0	0	2	0	0	192	0	0	0	554	0	0	2	1050	262	0	0	0	0	23	14	0	0	4	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	225	"AWI"	225	5250	7147	6029	15	0	0	2	0	3	4	0	236	0	1	1	0	1	1	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	106	0	0	0	112	0	0	0	584	94	0	0	0	0	0	1	0	0	2	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	230	"AWI"	230	5398	7259	6198	30	1	0	12	0	0	1	0	481	0	0	0	0	0	5	0	12	8	3	0	0	0	0	12	0	0	0	0	11	0	5	0	0	0	0	0	0	7	0	0	124	0	0	0	308	0	0	0	679	399	0	0	0	0	0	6	0	0	6	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	235	"AWI"	235	5491	7444	6361	17	3	0	7	0	0	0	0	420	1	0	0	0	0	0	0	10	0	4	0	0	0	3	10	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	194	0	0	0	164	0	0	0	929	119	0	0	0	0	0	3	0	0	1	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	240	"AWI"	240	5554	7679	6507	20	1	0	4	0	0	1	0	401	0	0	0	0	2	1	0	3	3	0	0	0	0	3	7	0	0	0	0	18	0	13	0	0	0	0	0	0	4	0	0	146	0	0	0	177	0	0	0	975	3	0	0	0	1	18	1	0	0	1	0	3	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	245	"AWI"	245	5734	7774	6671	17	0	0	2	0	1	0	0	302	0	0	0	0	0	2	0	9	2	15	0	0	0	0	3	0	0	4	0	0	1	0	0	0	0	0	0	0	3	0	0	150	0	0	1	246	0	1	0	769	73	0	0	0	0	0	7	0	0	0	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	250	"AWI"	250	5856	7917	6846	3	1	0	5	1	2	0	0	308	1	5	0	0	1	0	0	2	5	8	0	0	0	0	7	0	0	0	0	15	0	2	0	0	0	0	0	0	4	0	0	244	0	0	0	210	0	0	0	1088	88	0	0	0	0	0	32	0	0	10	0	1	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	255	"AWI"	255	5945	8125	7007	5	1	0	5	0	1	0	0	233	0	0	0	0	4	0	4	13	1	4	0	0	0	0	1	0	0	11	0	4	0	1	0	3	0	0	0	0	4	3	0	392	0	0	0	195	0	0	0	852	106	0	0	0	0	28	37	0	0	2	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	260	"AWI"	260	6102	8236	7155	0	1	0	3	0	0	0	0	153	0	0	0	0	0	0	0	1	4	5	0	0	0	0	3	0	0	0	2	18	0	0	0	0	0	0	0	0	5	0	0	148	0	0	1	98	0	0	0	673	73	0	0	0	0	4	6	0	0	7	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	265	"AWI"	265	6251	8324	7308	2	0	0	2	0	1	1	0	120	0	2	1	0	0	0	0	1	1	1	0	0	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	104	0	0	0	0	0	0	0	396	26	0	0	0	1	0	3	0	1	0	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	270	"AWI"	270	6361	8464	7461	4	2	0	2	0	0	0	0	76	0	0	0	0	0	0	0	1	0	28	2	0	0	0	1	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	108	0	0	0	73	0	0	0	454	54	0	0	0	0	0	0	0	0	1	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	275	"AWI"	275	6532	8562	7609	2	1	0	10	0	1	0	0	98	0	0	0	0	0	0	0	1	0	5	0	0	0	1	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	74	0	0	0	0	0	0	0	453	15	0	0	0	0	0	2	0	0	0	1	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	280	"AWI"	280	6699	8649	7764	4	0	0	4	0	2	0	0	137	0	1	3	0	0	1	0	1	1	2	1	0	0	0	7	0	0	0	1	19	0	4	0	0	0	0	0	0	3	0	0	212	0	0	5	210	0	0	0	915	115	0	0	0	0	10	14	0	0	1	0	4	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	285	"AWI"	285	6811	8773	7919	14	1	0	2	0	0	2	0	124	0	0	0	0	0	1	0	0	1	4	0	0	0	10	3	0	0	2	0	0	0	1	0	0	0	0	0	0	2	0	0	240	0	0	1	271	0	0	0	886	74	0	0	0	3	0	13	0	0	0	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	290	"AWI"	290	6978	8897	8072	9	0	0	2	0	2	0	0	120	1	0	0	0	0	2	0	1	3	6	2	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	2	0	0	178	0	0	0	112	0	0	0	582	82	0	0	0	0	0	2	0	0	0	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	295	"AWI"	295	7204	8958	8225	9	0	0	5	0	2	0	0	185	0	0	0	0	1	1	2	4	0	7	0	0	0	7	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	174	0	0	0	474	32	0	0	0	4	0	7	0	0	0	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	300	"AWI"	300	7361	9048	8385	11	0	0	3	0	0	0	0	141	0	0	0	0	0	1	0	0	3	16	0	0	0	0	2	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	178	0	0	0	105	0	0	0	385	75	0	0	0	0	0	15	0	0	0	0	0	1	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	310	"AWI"	310	7844	9224	8681	2	0	0	2	0	0	0	0	86	1	0	1	0	0	0	0	4	0	5	0	0	0	2	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	237	3	0	0	0	0	5	5	0	0	0	0	0	0	1
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	320	"AWI"	320	8237	9377	9005	1	0	0	5	0	0	0	0	119	0	0	1	0	0	0	0	9	0	1	0	0	0	0	5	0	0	1	0	3	0	1	0	0	0	0	0	0	3	0	0	122	2	0	0	0	0	0	0	516	8	0	0	0	0	17	3	0	0	0	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	330	"AWI"	330	8765	9440	9220	2	1	0	7	0	3	0	0	212	0	6	2	0	0	0	0	3	5	3	0	0	0	0	3	0	0	1	0	3	0	1	0	0	0	0	0	0	1	0	0	118	0	0	0	0	0	0	0	675	11	0	0	0	3	27	5	0	0	1	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	340	"AWI"	340	8928	9619	9395	3	0	0	4	0	3	2	0	185	0	0	0	0	4	0	0	0	11	2	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	254	0	0	0	187	0	0	0	916	32	0	0	0	0	0	23	0	0	0	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	352	"AWI"	352	9061	9842	9490	3	0	0	9	0	6	0	0	15	0	0	0	0	1	0	0	0	3	7	0	0	0	0	0	0	0	5	0	2	0	1	0	0	0	0	1	0	0	0	0	176	0	0	0	0	0	0	0	508	30	0	0	0	3	0	1	0	0	1	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	360	"AWI"	360	9147	9913	9559	3	1	0	8	0	2	0	0	40	0	0	2	0	0	0	0	2	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	204	0	0	1	0	0	0	0	616	16	0	0	0	0	0	7	0	0	0	0	0	1	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	370	"AWI"	370	9221	10046	9646	1	2	0	9	0	4	0	0	16	0	2	0	0	2	0	0	0	4	12	0	0	0	0	0	0	0	2	0	3	0	1	0	0	0	0	0	0	1	0	0	260	1	0	0	0	0	0	0	820	28	0	0	0	1	14	0	0	0	0	0	0	0	0
