"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Onagraceae"	"Orchidaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
14604	22894	"Steregoiu"	47.807814	23.540158	0.5	"AWI"	0.5	-125.5	30	-43	0	0	10	4	2	0	3	0	16	0	0	0	3	0	1	0	10	19	0	0	0	0	439	0	0	2	0	0	0	0	0	5	5	5	0	0	0	0	26	0	0	0	0	5	0	0	0	0	0	0	1	0	0
14604	22894	"Steregoiu"	47.807814	23.540158	2	"AWI"	2	-99	59	-17	0	1	14	4	2	0	4	0	20	0	0	0	7	0	1	0	13	6	0	0	0	0	340	0	0	0	0	0	0	0	0	6	5	6	0	0	0	0	27	0	0	0	3	2	0	0	0	0	0	0	0	1	0
14604	22894	"Steregoiu"	47.807814	23.540158	4.5	"AWI"	4.5	-67	123	21.5	0	0	22	1	1	0	8	0	21	0	0	0	5	0	0	0	14	16	0	0	0	0	401	1	0	2	0	0	0	0	0	4	4	2	0	0	0	0	44	0	0	0	0	2	0	0	0	0	0	0	0	0	0
14604	22894	"Steregoiu"	47.807814	23.540158	7.5	"AWI"	7.5	-45.5	207	68.5	0	0	29	1	0	0	15	0	11	0	0	0	3	0	0	0	16	3	0	0	0	0	464	1	0	0	0	1	0	0	0	7	0	2	3	0	0	0	31	0	0	0	0	0	1	0	0	0	0	1	0	1	0
14604	22894	"Steregoiu"	47.807814	23.540158	9.5	"AWI"	9.5	-34.5	268.5	102	0	2	17	1	3	0	10	0	11	0	0	0	1	0	0	0	15	10	0	0	0	0	359	1	0	0	0	0	0	0	0	5	4	2	0	0	0	0	48	0	0	0	0	1	0	0	0	0	0	0	1	1	0
14604	22894	"Steregoiu"	47.807814	23.540158	11.5	"AWI"	11.5	12	339	156	0	0	20	1	2	0	6	0	15	0	0	0	0	0	0	0	10	4	0	0	0	0	339	1	0	0	0	0	0	0	0	7	4	2	0	0	0	0	30	0	0	15	2	5	0	0	0	0	1	0	1	0	0
14604	22894	"Steregoiu"	47.807814	23.540158	13	"AWI"	13	41	416	207	0	0	21	0	1	0	14	0	20	0	0	0	1	0	0	0	12	0	0	0	0	0	397	0	0	0	0	0	0	0	0	11	3	1	3	0	0	0	29	0	0	0	0	2	1	0	0	0	1	2	2	0	0
14604	22894	"Steregoiu"	47.807814	23.540158	15	"AWI"	15	64	527	269	0	0	21	1	4	0	10	0	13	0	0	0	0	0	0	0	13	5	0	0	0	0	452	0	0	1	0	0	0	0	0	16	5	3	2	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14604	22894	"Steregoiu"	47.807814	23.540158	17.5	"AWI"	17.5	84	680	336.5	0	0	16	2	2	0	14	0	8	0	0	0	0	0	0	0	11	4	0	0	0	0	447	0	0	0	0	0	0	0	0	24	5	2	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	6	0	0
14604	22894	"Steregoiu"	47.807814	23.540158	20	"AWI"	20	110	829	404	0	0	17	3	1	0	14	0	8	0	0	0	0	0	0	0	6	10	0	0	0	0	512	2	0	0	0	0	0	0	0	39	5	6	0	0	0	0	51	0	0	0	1	0	0	0	0	0	0	0	7	0	0
14604	22894	"Steregoiu"	47.807814	23.540158	22	"AWI"	22	179	860	468	0	1	16	0	1	0	5	0	26	0	0	0	0	0	0	0	7	8	0	0	0	0	566	0	0	0	0	0	0	0	0	34	4	5	0	0	0	0	51	0	0	0	1	0	0	0	0	0	0	2	3	0	0
14604	22894	"Steregoiu"	47.807814	23.540158	24.5	"AWI"	24.5	237.5	905.5	555	0	1	15	0	0	0	8	0	14	0	0	0	0	0	1	0	5	27	0	0	1	0	394	1	0	0	0	0	0	0	0	27	5	3	0	0	0	0	27	0	0	0	1	0	1	0	0	0	0	1	3	0	0
14604	22894	"Steregoiu"	47.807814	23.540158	26.5	"AWI"	26.5	267.5	952	623	0	3	25	1	11	0	11	0	14	0	0	0	0	0	1	0	2	4	0	0	0	0	536	0	0	0	0	0	0	0	0	20	2	2	0	0	0	0	8	0	0	17	1	0	0	0	0	0	1	0	4	0	0
14604	22894	"Steregoiu"	47.807814	23.540158	29	"AWI"	29	305	1047	705	0	2	25	2	12	0	10	0	12	0	0	0	0	0	0	0	10	3	0	0	0	0	550	0	0	0	0	0	0	0	0	32	10	4	0	0	0	0	20	0	0	27	0	0	0	0	0	0	0	0	4	0	0
14604	22894	"Steregoiu"	47.807814	23.540158	31	"AWI"	31	410	1091	762	0	2	21	0	21	0	2	0	13	1	0	0	1	0	1	0	11	12	0	0	0	0	329	0	0	0	0	0	0	0	0	29	7	1	0	0	0	0	18	0	0	0	0	0	2	0	0	0	0	1	10	0	0
14604	22894	"Steregoiu"	47.807814	23.540158	33.5	"AWI"	33.5	557	1119	834	0	0	29	1	1	0	6	0	31	0	0	0	0	0	0	0	1	10	0	0	0	0	365	1	0	0	0	0	0	0	0	31	5	4	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	3	0	0
14604	22894	"Steregoiu"	47.807814	23.540158	36	"AWI"	36	678	1154	914	0	0	40	0	2	0	5	0	12	0	0	0	0	0	0	0	7	42	0	0	0	0	413	0	0	0	0	0	0	0	0	27	2	3	0	0	0	0	27	0	0	0	0	0	1	0	0	0	0	1	3	0	0
14604	22894	"Steregoiu"	47.807814	23.540158	38	"AWI"	38	746	1194	982	0	0	13	1	2	0	6	0	7	0	0	0	0	0	0	0	14	66	0	0	0	0	382	0	0	0	0	0	0	0	0	28	4	2	0	0	0	0	21	0	0	0	0	0	0	0	0	0	1	0	6	0	0
14604	22894	"Steregoiu"	47.807814	23.540158	40	"AWI"	40	822	1248	1051	0	0	29	0	1	0	5	0	21	0	0	0	0	0	0	0	8	12	0	0	0	0	456	2	0	0	0	0	0	0	0	34	8	5	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	1	11	0	0
14604	22894	"Steregoiu"	47.807814	23.540158	42.5	"AWI"	42.5	965.5	1332.5	1157.5	0	0	29	0	1	0	3	0	18	0	0	0	0	0	0	0	7	18	0	0	0	0	322	0	0	0	0	0	0	0	0	40	5	8	0	0	0	0	36	0	0	0	4	0	0	0	0	0	1	0	10	0	0
14604	22894	"Steregoiu"	47.807814	23.540158	45	"AWI"	45	1019	1505	1267	0	0	27	0	0	0	0	0	13	0	0	0	0	0	0	0	8	29	0	0	0	0	395	0	0	0	0	0	0	0	0	35	12	7	0	0	0	0	41	0	0	0	9	0	0	0	0	0	0	1	6	0	0
14604	22894	"Steregoiu"	47.807814	23.540158	47	"AWI"	47	1052	1684	1346	0	0	33	0	1	0	2	0	13	0	0	0	1	0	0	0	8	15	0	0	0	0	326	1	0	0	0	0	0	0	0	26	2	6	0	0	0	0	32	0	1	0	8	0	1	0	0	0	0	0	8	0	0
14604	22894	"Steregoiu"	47.807814	23.540158	49.5	"AWI"	49.5	1104.5	1893	1444.5	0	0	19	1	0	0	4	0	11	0	0	0	0	0	0	0	6	12	0	0	0	1	395	0	0	0	0	0	0	0	0	21	3	2	0	0	0	0	33	0	0	0	1	0	1	0	0	0	0	3	1	0	0
14604	22894	"Steregoiu"	47.807814	23.540158	51.5	"AWI"	51.5	1222	1942.5	1528.5	1	0	19	1	1	0	9	0	19	0	0	0	0	0	0	0	13	10	0	0	0	0	342	0	0	0	0	0	0	0	0	26	4	2	0	0	0	0	21	0	0	0	2	0	0	0	0	0	0	0	6	0	0
14604	22894	"Steregoiu"	47.807814	23.540158	53.5	"AWI"	53.5	1323	1983	1617	0	1	12	0	1	0	20	0	3	0	0	0	0	0	0	0	11	1	0	0	0	0	388	1	0	0	1	0	0	0	0	19	14	4	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	1	2	0	0
14604	22894	"Steregoiu"	47.807814	23.540158	55.5	"AWI"	55.5	1398	2036.5	1710.5	0	1	14	1	2	0	3	0	12	0	0	0	1	0	0	0	10	0	0	0	0	0	370	0	0	0	0	0	0	0	0	28	6	6	0	0	0	0	23	0	0	0	2	0	0	0	0	0	0	1	6	0	0
14604	22894	"Steregoiu"	47.807814	23.540158	58.5	"AWI"	58.5	1480.5	2166.5	1844	1	0	24	1	1	0	7	0	12	0	0	0	0	0	0	0	8	8	0	0	0	0	354	1	0	0	0	0	0	0	0	25	3	3	0	0	0	0	17	0	0	0	3	0	0	0	0	0	0	1	4	1	0
14604	22894	"Steregoiu"	47.807814	23.540158	60.5	"AWI"	60.5	1596.5	2228.5	1914.5	0	3	28	2	1	0	1	0	12	0	0	0	0	0	0	0	5	6	0	0	0	0	313	1	0	0	0	0	0	0	0	41	6	1	0	0	0	0	38	0	0	0	3	0	0	0	0	0	0	1	13	0	0
14604	22894	"Steregoiu"	47.807814	23.540158	62.5	"AWI"	62.5	1720.5	2263	1986.5	0	0	21	0	0	0	6	0	11	0	0	0	0	0	0	0	6	4	0	0	0	0	360	1	0	0	0	0	0	0	0	20	7	4	0	0	0	0	34	0	0	0	2	0	1	0	0	0	0	1	11	0	0
14604	22894	"Steregoiu"	47.807814	23.540158	65	"AWI"	65	1822	2337	2076	0	0	36	1	0	0	3	0	13	0	0	0	0	0	0	0	13	21	0	0	0	0	283	3	0	0	0	0	0	0	0	49	9	4	0	0	0	0	38	0	0	0	2	1	0	0	0	0	0	0	11	0	0
14604	22894	"Steregoiu"	47.807814	23.540158	67.5	"AWI"	67.5	1879.5	2482	2162	1	1	27	0	0	0	0	0	8	0	0	0	0	0	0	0	14	18	0	0	0	0	400	2	0	0	0	0	0	0	0	33	8	3	0	0	0	0	41	0	0	0	0	0	0	0	0	0	1	1	5	1	0
14604	22894	"Steregoiu"	47.807814	23.540158	69.5	"AWI"	69.5	1915.5	2595.5	2224.5	1	0	20	0	0	0	4	0	8	0	0	0	0	0	0	0	3	31	0	0	0	0	329	0	0	0	0	0	0	0	0	27	5	2	0	0	0	0	34	0	0	0	2	0	0	0	0	0	0	1	6	0	0
14604	22894	"Steregoiu"	47.807814	23.540158	72	"AWI"	72	1980	2657	2300	0	0	16	1	0	0	3	0	7	0	0	0	0	0	0	0	5	38	0	0	0	0	348	1	0	0	0	0	0	0	0	35	7	1	0	0	0	0	35	0	0	0	1	1	1	0	0	0	0	0	5	0	0
14604	22894	"Steregoiu"	47.807814	23.540158	74	"AWI"	74	2021	2728	2358	1	0	46	0	2	0	1	0	17	0	0	0	0	0	0	0	28	25	0	0	0	1	220	1	0	0	0	0	0	0	0	63	19	10	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	2	18	0	0
14604	22894	"Steregoiu"	47.807814	23.540158	76.5	"AWI"	76.5	2063.5	2848.5	2422.5	1	1	40	1	1	0	5	0	18	0	0	0	0	0	0	0	25	6	0	0	1	1	216	4	0	0	0	0	0	0	0	69	18	8	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	23	0	0
14604	22894	"Steregoiu"	47.807814	23.540158	78.5	"AWI"	78.5	2087	2969	2473	0	1	24	0	0	0	6	0	11	0	0	0	0	0	0	0	13	38	0	0	0	0	249	2	0	0	0	0	0	0	0	65	14	5	0	0	0	0	51	0	0	0	0	0	2	0	0	0	1	0	19	0	0
14604	22894	"Steregoiu"	47.807814	23.540158	80.5	"AWI"	80.5	2150	3024.5	2529.5	0	0	30	1	0	0	5	0	11	0	0	0	0	0	0	0	10	52	0	0	0	0	273	3	0	0	0	0	0	0	0	43	13	8	0	0	0	0	33	0	0	0	1	2	1	0	0	0	0	1	14	0	0
14604	22894	"Steregoiu"	47.807814	23.540158	83	"AWI"	83	2215	3061	2607	1	0	56	2	0	0	4	0	11	0	0	0	0	0	0	0	24	25	0	0	0	0	197	2	0	0	0	1	0	0	0	68	14	8	0	0	0	0	47	0	0	0	1	0	7	0	0	0	0	1	16	0	1
14604	22894	"Steregoiu"	47.807814	23.540158	85.5	"AWI"	85.5	2265	3112.5	2690.5	0	0	41	3	1	0	5	0	11	0	0	0	0	0	0	0	32	19	0	0	0	0	212	2	0	0	0	0	0	0	0	57	14	11	0	0	0	0	59	0	0	0	2	0	2	0	0	0	0	1	15	0	1
14604	22894	"Steregoiu"	47.807814	23.540158	87.5	"AWI"	87.5	2295	3176	2749.5	1	1	47	3	1	0	4	0	12	0	0	0	1	0	0	0	32	8	0	0	0	0	245	1	0	0	0	0	0	0	0	84	18	7	0	0	0	0	55	0	0	0	0	0	1	0	0	0	1	0	8	0	0
14604	22894	"Steregoiu"	47.807814	23.540158	89.5	"AWI"	89.5	2344.5	3235.5	2805	0	0	42	1	1	0	3	0	11	0	0	0	0	0	0	0	19	6	0	0	0	0	214	4	0	0	0	0	0	0	0	80	29	13	0	0	0	0	42	0	0	0	1	0	4	0	0	0	0	4	20	1	0
14604	22894	"Steregoiu"	47.807814	23.540158	92	"AWI"	92	2444	3259	2869	0	0	35	0	0	0	2	0	11	0	0	0	0	0	0	0	22	32	0	0	0	0	252	1	0	0	0	0	0	0	0	55	8	7	0	0	0	0	49	0	0	0	0	0	5	0	0	0	0	0	20	0	0
14604	22894	"Steregoiu"	47.807814	23.540158	94.5	"AWI"	94.5	2511	3293.5	2941.5	0	0	49	4	1	0	11	0	16	0	0	0	0	0	1	0	27	9	0	0	0	0	290	0	0	0	0	0	0	0	0	45	3	2	0	0	0	0	62	0	0	0	0	1	0	0	0	0	2	0	12	0	1
