"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Gentianaceae"	"Ilex"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Onagraceae"	"Papaveraceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Thalictrum"	"Ulmus"	"Urticaceae"
9816	14521	"Lough Aisling"	53.918802	-9.588546	140	"AWI"	140	2965	4846	4000	11.0942249240122	0	0.151975683890578	0.60790273556231	0.151975683890578	0	8.35866261398176	0	0	0	0	15.3495440729483	1.21580547112462	0	0	2.58358662613982	0	0	0	0.60790273556231	1.82370820668693	3.79939209726444	0	0	0	0	0	27.355623100304	0	0	4.40729483282675	0	0	18.3890577507599	0	0.759878419452888	0	0	1.51975683890578	0	0	0	1.82370820668693	0
9816	14521	"Lough Aisling"	53.918802	-9.588546	150	"AWI"	150	3270	5071	4300	13.3155792276964	0	0	0.66577896138482	0	0	5.85885486018642	0	0	0	0	16.2450066577896	0.66577896138482	0	0	0	0	0	0	0.66577896138482	1.33155792276964	0	0	0	0	0	0	32.8894806924101	0	0	2.39680426098535	0	0	23.1691078561917	0	0	0	0	0.399467376830892	0	0	0	2.13049267643142	0.266311584553928
9816	14521	"Lough Aisling"	53.918802	-9.588546	160	"AWI"	160	3617	5273	4606	14.8362235067437	0.192678227360308	0	0.770712909441233	0	0	4.04624277456647	0	0	0	0	21.5799614643545	1.34874759152216	0	0	0	0	0	0	0.578034682080925	1.92678227360308	0	0	0	0	0	0	28.131021194605	0	0	3.85356454720617	0	0	19.6531791907514	0.385356454720617	0	0	0	0.385356454720617	0	0	0	2.3121387283237	0
9816	14521	"Lough Aisling"	53.918802	-9.588546	170	"AWI"	170	3983	5485	4904	15.5080213903743	0	0.17825311942959	0.53475935828877	0	0	7.1301247771836	0	0	0	0	23.5294117647059	1.7825311942959	0	0	2.31729055258467	0	0	0	0.71301247771836	1.7825311942959	0	0	0	0	0	0	19.4295900178253	0	0	4.63458110516934	0	0	18.0035650623886	0	0.71301247771836	0	0	2.13903743315508	0	0	0	1.60427807486631	0
9816	14521	"Lough Aisling"	53.918802	-9.588546	180	"AWI"	180	4383	5656	5186	17.3027989821883	0	0.254452926208651	0.508905852417303	0	0	5.85241730279898	0	0	0	0	20.3562340966921	0.763358778625954	0.254452926208651	0	0	0	0	0	0.254452926208651	1.52671755725191	0	0	0	0	0	0	19.5928753180662	0	0	8.65139949109415	0	0	21.6284987277354	0	0	0.254452926208651	0	1.78117048346056	0	0	0	1.01781170483461	0
9816	14521	"Lough Aisling"	53.918802	-9.588546	190	"AWI"	190	4805	5815	5477	22.4409448818898	0	0	1.37795275590551	0	0	6.2992125984252	0	0	0	0	20.6692913385827	3.34645669291339	0	0	0	0	0	0	0	1.18110236220472	0.196850393700787	0	0	0	0	0	16.1417322834646	0	0	10.6299212598425	0	0	14.5669291338583	0.196850393700787	1.18110236220472	0.196850393700787	0	1.18110236220472	0	0.196850393700787	0	0.196850393700787	0
9816	14521	"Lough Aisling"	53.918802	-9.588546	200	"AWI"	200	5532	5908	5710	14.6634615384615	0.240384615384615	0	0.721153846153846	0	0	3.125	0	0	0	0	19.9519230769231	4.80769230769231	0	0	0	0	0	0	0.240384615384615	4.80769230769231	0	0	0	0	0	0	24.2788461538462	0	0	10.5769230769231	0	0	14.4230769230769	0	0	0	0	2.16346153846154	0	0	0	0	0
9816	14521	"Lough Aisling"	53.918802	-9.588546	205	"AWI"	205	5632	6246	5864	7.61421319796954	0	0	0.253807106598985	0	0	2.79187817258883	0	0	0	0	23.6040609137056	3.55329949238579	0	0	0	0	0	0	0	11.6751269035533	0	0	0	0	0	0	12.6903553299492	0	0	23.6040609137056	0	0	7.61421319796954	0	0	0	0	2.53807106598985	0	0	0	4.06091370558376	0
9816	14521	"Lough Aisling"	53.918802	-9.588546	215	"AWI"	215	5766	6865	6148	8.32049306625578	0	0	0.154083204930663	0	0	2.31124807395994	0	0	0	0	24.4992295839753	1.2326656394453	0	0	0	0	0	0	0	7.55007704160247	0	0	0	0	0	0	27.1186440677966	0	0	10.3235747303544	0	0	11.864406779661	0	0	0	0	1.07858243451464	0	0	0	5.54699537750385	0
9816	14521	"Lough Aisling"	53.918802	-9.588546	225	"AWI"	225	5927	7319	6456	8.8455772113943	0	0	0.149925037481259	0	0	5.39730134932534	0	0	0	0	29.2353823088456	1.64917541229385	0	0	2.84857571214393	0	0	0	0	1.49925037481259	0	0	0	0	0	0	14.8425787106447	0	0	10.1949025487256	0	0	18.1409295352324	0	0	0	0.299850074962519	1.04947526236882	0	0	0	5.84707646176912	0
