"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Lamiaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3159	4107	"Imatu Mire"	59.10972	27.50783	220	"AWI"	220	1657	2331	1966	0	60	0	1	2	0	0	0	0	0	7	10	0	0	0	0	0	0	0	107	123	0	0	0	8	0	0	0	0	3	0	1	2	0
3159	4107	"Imatu Mire"	59.10972	27.50783	230	"AWI"	230	1815	2855	2220	0	105	0	0	3	0	0	0	1	0	10	8	0	0	0	0	1	0	0	98	199	0	0	0	11	0	0	0	0	2	0	2	2	0
3159	4107	"Imatu Mire"	59.10972	27.50783	240	"AWI"	240	1956	3289	2475	0	80	0	0	2	0	0	0	0	0	8	8	0	0	0	0	1	0	0	80	160	0	0	0	10	0	0	0	0	3	0	3	3	0
3159	4107	"Imatu Mire"	59.10972	27.50783	250	"AWI"	250	2118	3672	2748	0	75	0	3	0	0	0	2	0	0	7	6	0	0	0	0	3	0	0	74	124	0	0	0	13	0	0	0	0	2	0	5	2	0
3159	4107	"Imatu Mire"	59.10972	27.50783	260	"AWI"	260	2310	4018	3024	1	116	0	2	5	0	0	0	0	0	24	16	0	0	0	1	9	0	1	116	176	0	0	0	15	0	0	1	0	9	0	8	17	0
3159	4107	"Imatu Mire"	59.10972	27.50783	270	"AWI"	270	2494	4341	3281	1	97	0	0	4	0	0	0	0	0	30	6	0	0	0	0	10	0	0	118	162	0	0	0	15	0	2	0	0	1	0	5	24	0
3159	4107	"Imatu Mire"	59.10972	27.50783	280	"AWI"	280	2691	4664	3559	0	106	0	1	0	0	0	0	0	0	27	3	0	0	0	0	10	0	1	51	96	0	0	0	24	0	0	0	0	5	0	7	16	0
3159	4107	"Imatu Mire"	59.10972	27.50783	290	"AWI"	290	2912	4984	3826	0	139	1	1	0	0	0	0	0	0	33	14	0	0	0	0	7	0	0	63	195	0	0	0	17	0	2	1	0	4	0	8	26	0
3159	4107	"Imatu Mire"	59.10972	27.50783	300	"AWI"	300	3123	5287	4103	0	154	1	5	1	0	0	0	0	0	60	2	0	0	0	1	4	0	1	98	184	0	0	0	20	0	0	1	0	5	0	9	44	0
3159	4107	"Imatu Mire"	59.10972	27.50783	310	"AWI"	310	3354	5579	4370	1	133	0	0	1	0	0	0	0	0	42	3	0	0	0	0	5	0	0	67	150	0	0	1	15	0	0	0	0	1	0	11	42	0
3159	4107	"Imatu Mire"	59.10972	27.50783	320	"AWI"	320	3588	5865	4640	0	154	0	0	0	0	0	0	0	0	61	5	0	0	0	0	6	0	0	76	185	0	0	0	22	0	0	0	0	4	0	11	52	0
3159	4107	"Imatu Mire"	59.10972	27.50783	330	"AWI"	330	3819	6157	4915	0	151	1	0	4	0	0	0	0	0	45	9	0	0	0	0	4	0	0	46	154	1	0	1	9	0	0	0	0	1	0	12	43	0
3159	4107	"Imatu Mire"	59.10972	27.50783	340	"AWI"	340	4039	6436	5185	0	153	0	1	0	0	0	0	0	0	53	4	0	0	0	0	4	0	0	43	169	0	0	0	11	0	0	0	0	0	0	18	43	0
3159	4107	"Imatu Mire"	59.10972	27.50783	350	"AWI"	350	4281	6706	5470	0	115	0	1	1	0	0	0	0	0	64	7	0	0	0	0	2	0	0	14	131	0	0	2	4	0	6	0	0	2	0	11	34	0
3159	4107	"Imatu Mire"	59.10972	27.50783	360	"AWI"	360	4532	6988	5746	0	229	0	0	0	0	0	0	0	0	57	13	0	0	0	0	0	0	0	10	164	0	0	0	8	0	2	0	0	1	0	18	45	0
3159	4107	"Imatu Mire"	59.10972	27.50783	370	"AWI"	370	4780	7260	6012	0	160	0	0	1	0	0	0	0	0	75	9	0	0	0	0	0	0	0	6	207	0	0	0	4	0	0	0	0	1	0	13	34	0
3159	4107	"Imatu Mire"	59.10972	27.50783	380	"AWI"	380	5015	7526	6277	0	101	1	1	0	0	0	0	0	0	20	7	0	0	0	0	0	0	0	5	113	0	0	0	2	0	0	0	0	1	0	2	9	0
3159	4107	"Imatu Mire"	59.10972	27.50783	390	"AWI"	390	5279	7767	6545	0	149	0	0	2	0	0	0	0	0	31	7	0	0	0	0	1	0	0	18	227	1	0	0	1	0	0	0	0	1	0	4	26	0
3159	4107	"Imatu Mire"	59.10972	27.50783	400	"AWI"	400	5540	8045	6826	0	153	1	0	0	0	0	0	0	0	48	6	0	0	0	0	4	0	0	6	200	0	0	0	4	0	0	0	0	1	0	5	35	0
3159	4107	"Imatu Mire"	59.10972	27.50783	410	"AWI"	410	5853	8303	7096	0	100	1	0	1	0	0	0	0	0	46	12	0	0	0	0	1	0	0	2	246	0	0	0	0	0	0	0	0	8	0	5	25	0
3159	4107	"Imatu Mire"	59.10972	27.50783	420	"AWI"	420	6110	8542	7360	0	121	0	0	1	0	0	0	0	0	38	3	0	0	0	0	1	0	0	2	188	0	0	0	0	0	0	0	0	4	0	2	24	1
3159	4107	"Imatu Mire"	59.10972	27.50783	430	"AWI"	430	6364	8786	7630	0	50	1	0	1	0	0	0	0	0	27	5	0	0	0	0	3	0	0	2	230	0	0	0	1	0	0	0	0	2	0	0	7	0
3159	4107	"Imatu Mire"	59.10972	27.50783	440	"AWI"	440	6634	9037	7909	0	27	0	1	3	0	0	0	0	0	17	9	0	0	0	0	0	0	0	1	158	0	0	0	0	0	0	1	0	7	0	0	11	0
3159	4107	"Imatu Mire"	59.10972	27.50783	450	"AWI"	450	6897	9261	8174	0	3	2	0	2	0	0	0	0	0	19	16	0	0	0	0	1	0	0	2	178	0	0	0	0	1	0	0	0	10	0	0	10	1
3159	4107	"Imatu Mire"	59.10972	27.50783	460	"AWI"	460	7214	9479	8446	0	8	0	1	0	2	0	1	0	0	14	14	0	0	0	0	0	0	0	2	216	0	0	3	3	0	0	1	0	5	0	0	18	5
3159	4107	"Imatu Mire"	59.10972	27.50783	470	"AWI"	470	7536	9718	8711	0	10	1	0	4	0	0	1	0	0	7	11	0	0	0	0	0	0	0	0	195	0	0	1	0	0	0	2	0	4	0	0	18	4
3159	4107	"Imatu Mire"	59.10972	27.50783	480	"AWI"	480	7824	9924	8970	0	1	0	0	3	0	0	0	0	0	2	19	0	0	0	0	0	0	0	1	181	0	0	9	0	0	0	0	0	5	0	0	20	0
3159	4107	"Imatu Mire"	59.10972	27.50783	490	"AWI"	490	8153	10128	9234	0	5	1	0	2	0	0	0	0	0	4	8	0	0	0	0	2	0	0	2	132	0	0	0	1	0	0	0	0	4	0	1	4	1
3159	4107	"Imatu Mire"	59.10972	27.50783	500	"AWI"	500	8492	10338	9502	0	4	0	0	1	0	0	0	0	0	2	4	0	0	0	0	0	0	0	1	125	0	0	0	0	0	0	0	0	5	0	1	5	0
3159	4107	"Imatu Mire"	59.10972	27.50783	505	"AWI"	505	8688	10413	9629	0	0	0	0	3	0	0	0	0	0	1	12	0	0	0	0	0	0	0	0	116	0	0	5	0	0	0	0	0	12	0	0	0	0
3159	4107	"Imatu Mire"	59.10972	27.50783	510	"AWI"	510	8820	10535	9767	0	1	1	0	1	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	5	0	0	1	0
3159	4107	"Imatu Mire"	59.10972	27.50783	520	"AWI"	520	9169	10728	10022	0	0	0	0	5	0	392	0	0	0	0	9	0	0	0	0	0	0	0	2	107	0	0	0	0	0	0	0	0	11	0	0	0	0
3159	4107	"Imatu Mire"	59.10972	27.50783	525	"AWI"	525	9407	10805	10152	0	0	4	1	3	0	279	0	0	0	0	13	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	4	0	0	1	0
3159	4107	"Imatu Mire"	59.10972	27.50783	530	"AWI"	530	9552	10909	10287	0	0	1	0	2	0	271	0	0	0	0	15	0	0	0	0	0	0	0	1	123	0	0	0	0	0	5	0	0	7	1	0	0	0
3159	4107	"Imatu Mire"	59.10972	27.50783	535	"AWI"	535	9834	10972	10405	0	0	1	0	7	0	273	0	0	0	0	22	0	0	0	0	0	0	0	4	77	0	0	0	0	0	0	0	1	17	0	0	0	0
3159	4107	"Imatu Mire"	59.10972	27.50783	540	"AWI"	540	10002	11068	10533	0	0	4	1	10	2	325	0	0	0	0	43	0	0	0	0	0	1	0	4	52	0	0	0	0	0	14	0	0	49	5	0	3	0
3159	4107	"Imatu Mire"	59.10972	27.50783	545	"AWI"	545	10231	11155	10657	0	1	1	0	7	2	350	0	0	1	0	33	0	0	0	0	0	0	0	0	42	0	0	1	0	0	0	0	0	36	1	0	0	0
3159	4107	"Imatu Mire"	59.10972	27.50783	550	"AWI"	550	10324	11365	10788	0	0	4	0	7	0	327	0	0	0	1	43	0	0	0	0	0	0	0	3	96	0	0	0	0	0	0	0	0	5	3	0	0	0
3159	4107	"Imatu Mire"	59.10972	27.50783	555	"AWI"	555	10423	11569	10931	0	4	6	1	20	2	279	0	0	1	1	60	1	9	0	0	0	0	0	5	127	0	0	0	2	0	0	0	0	13	1	0	0	0
3159	4107	"Imatu Mire"	59.10972	27.50783	558	"AWI"	558	10464	11736	11014	0	5	2	0	13	0	189	0	0	0	1	49	0	0	0	0	0	0	0	7	155	0	0	0	1	0	0	0	0	6	0	0	0	0
3159	4107	"Imatu Mire"	59.10972	27.50783	562	"AWI"	562	10536	11937	11122	0	5	7	3	20	6	188	1	0	2	2	75	0	0	0	0	0	0	1	11	88	0	0	0	0	1	0	0	0	7	0	0	0	0
3159	4107	"Imatu Mire"	59.10972	27.50783	570	"AWI"	570	10671	12340	11342	0	6	4	0	3	0	136	1	0	0	4	39	0	0	0	0	0	0	0	17	130	0	0	0	0	0	0	0	0	1	0	1	2	0
3159	4107	"Imatu Mire"	59.10972	27.50783	574	"AWI"	574	10759	12481	11456	0	19	2	1	9	2	208	4	0	0	4	47	0	0	0	0	1	1	0	15	244	0	0	0	1	2	0	0	0	10	0	0	0	1
3159	4107	"Imatu Mire"	59.10972	27.50783	578	"AWI"	578	10816	12645	11568	0	26	13	0	24	10	231	0	0	0	3	56	0	0	0	0	0	0	1	22	106	0	0	0	2	1	2	0	0	6	0	0	1	1
3159	4107	"Imatu Mire"	59.10972	27.50783	582	"AWI"	582	10892	12811	11682	0	25	5	0	16	6	302	0	0	1	3	67	0	0	0	0	0	1	0	12	124	0	0	1	1	0	0	0	0	4	1	0	2	0
3159	4107	"Imatu Mire"	59.10972	27.50783	586	"AWI"	586	10969	12926	11798	0	34	6	1	20	4	207	0	0	1	10	55	0	0	0	0	0	1	0	23	103	0	0	0	1	0	0	1	0	2	0	2	4	0
3159	4107	"Imatu Mire"	59.10972	27.50783	590	"AWI"	590	11032	13102	11908	0	22	4	0	11	10	162	0	0	0	1	26	0	0	0	0	0	0	0	11	67	0	0	0	2	0	0	1	0	2	0	0	1	0
