"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Lamiaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3159	4107	"Imatu Mire"	59.10972	27.50783	120	"AWI"	120	-145	24	-55	0	56	1	1	3	0	0	0	3	0	6	1	0	0	0	1	0	0	1	56	178	0	0	0	5	0	4	0	0	2	0	0	3	0
3159	4107	"Imatu Mire"	59.10972	27.50783	130	"AWI"	130	-79	428	76	0	52	0	0	0	0	0	3	0	0	2	4	0	0	0	0	0	0	0	21	119	0	10	0	6	0	0	0	0	4	0	3	1	0
3159	4107	"Imatu Mire"	59.10972	27.50783	140	"AWI"	140	-2	649	227	0	10	1	0	0	0	0	0	0	0	6	2	0	0	0	0	1	0	0	71	175	0	0	0	3	0	0	0	0	1	0	3	5	0
3159	4107	"Imatu Mire"	59.10972	27.50783	150	"AWI"	150	86	837	380	0	16	0	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	57	146	0	4	0	0	0	0	0	0	1	0	0	1	0
3159	4107	"Imatu Mire"	59.10972	27.50783	160	"AWI"	160	196	991	530	0	72	0	12	1	0	0	0	1	0	8	3	0	0	0	1	1	0	2	38	136	0	0	0	4	0	0	0	0	2	0	9	5	0
3159	4107	"Imatu Mire"	59.10972	27.50783	170	"AWI"	170	316	1137	690	1	31	2	2	3	0	0	0	0	0	3	3	0	0	0	0	1	0	2	57	111	0	7	0	10	0	0	0	0	0	0	10	3	0
3159	4107	"Imatu Mire"	59.10972	27.50783	180	"AWI"	180	455	1307	840	0	115	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	32	149	0	0	0	8	0	4	0	0	0	0	0	3	0
3159	4107	"Imatu Mire"	59.10972	27.50783	190	"AWI"	190	611	1447	992	0	47	0	0	0	0	0	0	0	0	5	5	0	0	0	0	1	0	1	70	212	0	0	0	5	0	0	0	0	1	0	3	4	0
3159	4107	"Imatu Mire"	59.10972	27.50783	200	"AWI"	200	792	1583	1136	0	75	1	1	1	0	0	0	0	0	9	3	0	0	0	0	6	0	1	64	223	1	0	0	14	0	0	0	0	2	0	3	9	0
3159	4107	"Imatu Mire"	59.10972	27.50783	210	"AWI"	210	1160	1749	1451	0	46	0	3	1	0	0	1	0	0	5	19	0	0	0	0	0	0	0	115	111	0	0	0	5	0	0	0	0	4	0	0	0	0
