"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Linaceae"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
14605	22896	"Semenic"	45.18	22.05944	79	"AWI"	79	839	1219	1086	37	0	38	0	0	0	0	29	0	6	0	1	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	140	0	0	0	0	33	0	0	0	0	0	0	0	61	0	159	0	0	0	0	0	0	1	29	0	0	0	3	0	0	0	0	1	0	0	0	18	9	0	0	0
14605	22896	"Semenic"	45.18	22.05944	81	"AWI"	81	899	1236	1118	16	6	55	3	0	0	1	26	0	11	0	2	0	0	1	0	0	0	0	0	0	44	0	13	0	7	0	0	267	0	0	0	0	17	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	1	56	0	0	0	2	1	3	0	0	0	0	1	0	21	26	2	0	0
14605	22896	"Semenic"	45.18	22.05944	83	"AWI"	83	995	1244	1154	20	2	50	2	0	0	0	22	0	5	0	0	0	0	1	0	0	0	0	0	0	31	0	6	0	12	0	0	196	0	0	0	0	37	0	0	0	0	0	0	0	77	0	113	0	0	0	0	0	0	0	29	0	0	0	5	0	1	0	1	0	0	3	0	20	26	1	0	0
14605	22896	"Semenic"	45.18	22.05944	85	"AWI"	85	1075	1255	1193	25	0	76	0	0	0	0	33	0	32	0	0	0	0	0	0	0	0	0	0	0	47	0	8	0	10	0	0	241	0	0	0	0	25	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	92	0	0	0	3	0	5	1	0	0	0	0	0	13	22	1	0	0
14605	22896	"Semenic"	45.18	22.05944	87	"AWI"	87	1128	1278	1233	30	3	37	0	0	0	0	11	0	5	0	0	0	0	1	0	0	0	0	0	0	23	0	9	0	8	0	0	133	0	0	0	0	29	0	0	0	0	0	0	0	94	0	178	0	0	0	0	0	0	0	12	0	0	0	3	0	1	0	0	0	0	5	0	31	43	0	0	0
14605	22896	"Semenic"	45.18	22.05944	89	"AWI"	89	1153	1354	1270	20	2	59	3	0	0	0	17	0	11	0	0	0	0	0	0	0	0	0	0	0	36	0	3	0	7	0	0	221	0	0	0	0	36	0	0	0	0	0	0	0	112	0	163	0	0	0	0	0	0	1	19	0	0	0	3	0	1	0	0	1	0	1	0	34	33	0	0	0
14605	22896	"Semenic"	45.18	22.05944	95	"AWI"	95	1322	1947	1606	17	1	42	1	0	0	0	17	0	13	0	0	0	0	0	0	0	0	0	0	0	46	0	10	0	0	0	0	125	1	0	0	0	15	0	1	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	34	0	0	0	2	1	0	0	0	0	0	1	0	31	28	0	0	0
14605	22896	"Semenic"	45.18	22.05944	97	"AWI"	97	1349	2198	1732	19	0	32	0	0	0	0	17	0	5	0	1	0	0	2	0	0	0	0	0	0	54	0	13	0	0	0	0	93	1	0	0	1	30	0	0	0	0	0	0	0	26	1	95	0	0	0	0	0	0	1	32	0	0	0	6	0	1	0	0	1	0	5	0	22	30	1	0	0
14605	22896	"Semenic"	45.18	22.05944	99	"AWI"	99	1372	2460	1858	23	0	37	3	0	0	0	18	0	9	0	2	0	0	1	0	0	0	0	0	0	46	0	3	0	0	0	0	103	0	0	0	0	21	0	0	0	0	0	0	0	95	0	109	0	0	0	0	0	0	0	22	0	0	0	0	1	0	1	0	0	1	1	0	17	46	0	1	0
14605	22896	"Semenic"	45.18	22.05944	100	"AWI"	100	1383	2591	1921	11	2	29	1	0	0	0	12	0	13	0	0	0	0	2	0	0	0	0	0	0	45	0	6	0	0	0	0	115	0	0	0	2	16	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	55	0	0	0	1	0	1	1	0	0	0	1	0	12	24	0	0	0
14605	22896	"Semenic"	45.18	22.05944	102	"AWI"	102	1635	2622	2070	25	4	21	1	0	0	0	22	0	4	0	0	0	0	0	0	0	0	0	0	0	60	0	8	0	0	0	0	65	1	0	0	0	36	0	0	0	0	0	0	4	135	1	100	0	0	0	0	1	0	0	16	0	0	0	1	1	1	0	0	0	0	2	0	21	35	0	0	0
14605	22896	"Semenic"	45.18	22.05944	104	"AWI"	104	1878	2653	2221	28	1	27	1	1	0	0	12	0	15	0	1	0	0	0	0	0	0	0	0	0	37	0	16	0	0	0	0	111	0	0	0	0	24	0	0	0	0	1	0	0	76	0	148	0	0	0	0	2	0	1	28	0	0	0	1	0	4	0	0	1	0	2	0	19	21	0	0	0
14605	22896	"Semenic"	45.18	22.05944	106	"AWI"	106	2097	2681	2365	10	2	38	0	3	0	0	24	0	18	0	0	0	0	1	0	0	0	0	0	0	65	0	11	0	0	1	0	127	0	0	0	1	23	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	1	0	49	0	0	0	1	0	2	0	0	0	0	4	0	14	33	1	0	0
14605	22896	"Semenic"	45.18	22.05944	108	"AWI"	108	2289	2722	2517	12	2	27	2	0	0	0	27	0	12	0	0	0	0	1	0	0	0	0	0	0	51	0	7	0	0	0	0	120	0	0	0	1	29	0	0	0	0	0	0	0	74	0	117	0	0	0	0	0	0	1	43	0	0	0	0	0	3	0	0	2	0	2	0	25	27	0	0	0
14605	22896	"Semenic"	45.18	22.05944	110	"AWI"	110	2439	2832	2707	11	3	27	0	0	0	0	31	0	18	0	0	0	0	0	0	0	0	0	0	0	50	0	14	0	5	0	0	147	1	0	0	0	17	0	1	0	0	0	0	0	0	0	65	0	0	0	0	0	1	0	54	0	0	0	2	1	6	1	0	0	0	1	0	25	13	0	0	0
14605	22896	"Semenic"	45.18	22.05944	112	"AWI"	112	2579	3040	2840	20	0	47	1	0	0	0	18	0	9	0	0	0	0	0	0	0	0	0	0	0	63	0	10	0	0	0	0	159	0	0	0	0	25	0	0	0	0	0	0	0	97	0	83	0	0	0	0	0	0	0	26	0	0	0	5	2	0	0	0	0	1	1	0	24	36	1	0	0
14605	22896	"Semenic"	45.18	22.05944	114	"AWI"	114	2646	3323	3006	34	1	30	3	0	0	0	16	0	9	0	0	0	0	0	0	0	0	0	0	0	15	0	25	0	0	0	0	273	0	0	0	0	14	0	1	0	0	0	0	0	69	0	30	0	0	0	0	0	0	0	23	0	0	0	4	0	1	0	0	0	0	3	0	11	7	1	0	0
14605	22896	"Semenic"	45.18	22.05944	116	"AWI"	116	2700	3615	3176	23	4	39	3	0	0	0	26	0	12	0	0	0	0	3	0	0	0	0	0	0	32	0	16	0	0	0	0	326	0	0	0	0	11	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	59	0	0	0	4	2	1	0	0	0	0	2	0	16	14	1	0	0
14605	22896	"Semenic"	45.18	22.05944	118	"AWI"	118	2753	3915	3344	16	1	24	1	0	0	0	11	0	14	1	0	0	0	1	0	0	0	0	0	0	32	0	15	0	0	0	0	175	0	0	0	0	14	1	0	0	0	0	0	0	76	0	77	0	0	0	0	0	0	0	44	0	0	0	2	0	1	1	0	0	1	3	0	9	15	1	0	0
14605	22896	"Semenic"	45.18	22.05944	120	"AWI"	120	2791	4228	3513	12	0	26	2	0	0	0	20	0	16	0	0	0	0	0	0	0	0	0	0	0	35	0	13	0	6	0	0	185	3	0	0	2	37	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	49	0	0	0	5	1	2	1	0	0	1	3	0	17	17	4	1	0
14605	22896	"Semenic"	45.18	22.05944	122	"AWI"	122	3093	4262	3674	12	2	52	2	0	0	0	21	0	11	0	0	0	0	2	0	0	0	0	0	0	48	0	8	0	0	0	0	173	0	0	0	3	28	0	0	0	0	0	0	0	89	0	75	0	0	0	0	0	1	0	40	0	0	0	3	2	1	2	1	0	1	5	0	12	28	1	0	0
14605	22896	"Semenic"	45.18	22.05944	124	"AWI"	124	3388	4295	3838	26	3	37	2	0	0	1	18	0	13	0	0	0	0	0	0	0	0	0	0	0	53	0	14	0	0	0	0	129	1	0	0	1	21	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	38	0	1	0	4	0	0	1	0	0	1	1	0	18	21	0	0	1
14605	22896	"Semenic"	45.18	22.05944	126	"AWI"	126	3676	4343	4002	10	2	45	1	0	0	0	24	0	5	0	0	0	0	1	0	0	0	0	0	0	79	0	8	0	0	0	0	99	2	0	0	0	18	0	0	0	0	0	0	0	83	0	78	0	0	0	0	0	0	0	40	0	0	0	2	2	1	1	0	0	0	3	0	28	24	3	0	0
14605	22896	"Semenic"	45.18	22.05944	128	"AWI"	128	3934	4415	4162	42	1	46	1	0	0	0	21	0	9	0	0	0	0	0	0	0	0	0	0	0	65	0	12	0	0	0	0	36	0	0	0	1	15	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	61	0	0	0	1	0	1	1	0	0	0	1	0	28	38	0	0	0
14605	22896	"Semenic"	45.18	22.05944	130	"AWI"	130	4148	4521	4329	19	3	34	1	0	0	0	17	0	16	0	0	0	0	0	0	0	0	3	0	0	62	0	3	0	9	0	0	8	1	0	0	0	22	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	61	0	0	0	0	0	4	0	0	0	0	1	0	38	27	1	0	0
14605	22896	"Semenic"	45.18	22.05944	132	"AWI"	132	4521	4944	4723	2	3	19	2	0	0	0	15	0	11	0	0	0	0	1	0	0	0	0	0	0	95	0	7	0	0	0	0	3	0	0	0	0	9	0	0	0	0	0	0	0	151	0	110	0	0	0	0	0	0	1	24	0	0	0	2	0	3	0	0	0	0	1	0	31	18	0	0	0
14605	22896	"Semenic"	45.18	22.05944	134	"AWI"	134	4826	5427	5116	4	1	14	2	0	0	1	17	0	7	0	0	0	0	0	0	0	0	0	0	0	132	0	8	0	0	0	0	1	0	0	0	1	12	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	35	0	0	0	1	0	0	0	0	0	0	4	0	49	55	0	0	0
14605	22896	"Semenic"	45.18	22.05944	136	"AWI"	136	5115	5958	5514	0	1	13	0	0	0	1	13	0	15	0	0	0	0	0	0	0	0	0	0	0	173	0	3	0	0	0	0	2	0	0	0	0	13	0	0	0	0	0	0	0	66	0	88	0	0	0	0	0	0	0	17	0	0	0	0	0	1	2	0	0	0	1	0	43	57	0	0	0
14605	22896	"Semenic"	45.18	22.05944	138	"AWI"	138	5384	6492	5906	1	2	32	3	0	0	0	21	0	23	0	0	0	0	0	0	0	0	0	0	0	353	0	12	0	12	0	0	5	0	0	0	0	6	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	59	0	0	0	1	1	3	0	0	0	1	0	0	37	91	0	0	0
14605	22896	"Semenic"	45.18	22.05944	140	"AWI"	140	5645	7026	6297	1	1	19	2	0	0	0	18	0	22	0	0	0	0	0	0	0	0	2	1	0	160	0	23	0	0	0	0	6	2	0	0	1	20	0	3	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	73	0	0	0	0	2	1	2	0	0	1	3	0	25	47	0	0	0
14605	22896	"Semenic"	45.18	22.05944	142	"AWI"	142	6413	7313	6832	1	4	15	3	2	0	2	20	0	17	0	0	0	0	0	0	0	0	0	0	0	164	0	35	0	0	0	0	1	0	0	0	0	21	0	1	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	68	0	0	0	3	1	0	0	0	0	0	4	0	15	73	0	0	0
14605	22896	"Semenic"	45.18	22.05944	144	"AWI"	144	7160	7599	7365	2	3	11	7	0	0	0	24	0	10	0	0	0	0	0	0	0	0	0	0	0	173	0	46	0	11	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	66	0	0	0	4	0	1	0	0	0	3	7	0	19	65	1	0	0
