"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Linaceae"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
14605	22896	"Semenic"	45.18	22.05944	3	"AWI"	3	-113	96	-19	3	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13	0	13	0	0	0	0	14	0	0	0	0	1	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	0	0
14605	22896	"Semenic"	45.18	22.05944	5	"AWI"	5	-100	172	6	0	0	3	2	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	24	0	6	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	14	0	0	0	0	0	1	0	0	0	0	1	0	2	5	0	0	0
14605	22896	"Semenic"	45.18	22.05944	7	"AWI"	7	-91	259	29	4	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	13	0	20	0	0	0	0	24	0	0	0	0	4	1	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	1	3	0	0	0
14605	22896	"Semenic"	45.18	22.05944	9	"AWI"	9	-83	345	53	14	1	21	2	0	0	0	5	0	4	0	0	0	0	3	0	0	0	0	0	0	21	0	88	0	0	0	0	170	0	12	0	0	22	1	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	32	0	0	0	2	2	0	1	0	0	0	0	0	4	6	2	0	0
14605	22896	"Semenic"	45.18	22.05944	11	"AWI"	11	-65	397	80	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
14605	22896	"Semenic"	45.18	22.05944	13	"AWI"	13	-46	421	111	11	0	4	2	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	3	0	10	0	0	0	0	33	0	4	0	0	6	0	0	0	0	0	0	0	10	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0
14605	22896	"Semenic"	45.18	22.05944	15	"AWI"	15	-30	448	140	2	0	7	4	0	0	0	2	0	3	0	1	0	0	0	0	0	0	0	0	0	13	0	21	0	0	0	0	39	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
14605	22896	"Semenic"	45.18	22.05944	17	"AWI"	17	-19	481	167	6	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	8	0	0	0	0	6	0	0	0	0	0	0	0	8	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
14605	22896	"Semenic"	45.18	22.05944	19	"AWI"	19	-6	535	191	13	0	15	7	0	0	0	5	0	4	0	0	0	0	4	0	0	0	0	0	0	18	0	16	0	0	0	0	59	0	0	0	1	12	0	1	0	0	0	0	0	20	0	11	0	0	0	0	0	0	0	54	0	0	0	0	2	0	0	0	0	0	1	0	0	3	1	0	0
14605	22896	"Semenic"	45.18	22.05944	21	"AWI"	21	13	576	219	7	1	11	8	0	0	0	6	0	10	0	0	0	0	0	0	0	0	0	0	0	12	0	13	0	0	0	0	90	0	0	0	0	5	1	1	0	0	0	0	0	27	0	10	0	0	0	0	0	0	0	14	0	0	0	0	1	1	0	0	0	0	0	0	2	2	0	0	0
14605	22896	"Semenic"	45.18	22.05944	23	"AWI"	23	39	591	252	23	1	29	6	0	0	0	8	0	5	0	0	0	0	3	0	0	0	0	0	0	19	0	28	0	0	0	0	151	0	12	0	0	32	0	0	0	0	0	0	0	45	0	13	0	0	0	0	2	0	1	21	0	0	0	2	0	0	0	0	0	0	1	0	3	7	0	0	0
14605	22896	"Semenic"	45.18	22.05944	25	"AWI"	25	54	621	283	16	1	13	3	0	0	0	9	0	8	0	0	0	0	1	0	0	0	1	0	0	19	0	31	0	0	0	0	330	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	48	0	0	0	1	1	0	1	0	0	0	0	0	10	8	1	0	0
14605	22896	"Semenic"	45.18	22.05944	27	"AWI"	27	68	648	314	7	1	45	37	0	0	0	17	0	12	0	1	0	0	12	0	0	0	0	0	0	38	0	27	0	0	0	0	194	0	16	0	0	33	0	0	0	0	0	0	0	39	0	7	0	0	0	0	1	0	0	31	0	0	0	1	0	0	0	0	0	0	1	0	0	6	3	0	1
14605	22896	"Semenic"	45.18	22.05944	29	"AWI"	29	79	673	343	11	0	67	13	0	0	0	12	0	28	0	0	0	0	14	0	0	0	0	0	0	55	0	18	0	0	0	0	189	0	0	0	0	20	0	3	0	0	0	0	0	18	0	11	0	0	0	0	0	0	0	32	0	0	0	2	0	0	0	0	0	0	1	0	2	2	0	0	0
14605	22896	"Semenic"	45.18	22.05944	31	"AWI"	31	101	710	370	31	0	26	10	0	0	0	11	0	14	0	0	0	0	4	0	0	0	0	0	0	34	0	28	0	0	0	0	278	0	0	0	0	32	0	0	0	0	0	0	0	26	0	9	0	0	0	0	0	0	0	31	0	0	0	1	1	0	0	0	0	0	1	0	2	6	3	0	0
14605	22896	"Semenic"	45.18	22.05944	33	"AWI"	33	125	730	402	39	0	18	1	0	0	0	6	0	8	0	0	0	0	5	0	0	0	0	0	0	11	0	48	0	0	0	0	56	0	0	0	0	38	0	6	0	0	0	0	0	20	0	15	0	0	0	0	0	0	0	11	0	0	0	2	1	1	0	0	0	0	0	0	0	4	1	0	1
14605	22896	"Semenic"	45.18	22.05944	35	"AWI"	35	145	752	432	8	0	14	4	0	0	0	23	0	17	0	1	0	0	5	0	0	2	1	0	0	20	0	65	0	0	0	0	323	0	0	0	0	4	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	85	0	0	0	4	2	0	1	0	0	0	1	0	4	2	5	0	0
14605	22896	"Semenic"	45.18	22.05944	37	"AWI"	37	161	780	462	22	0	47	4	0	0	0	24	0	13	0	0	0	0	18	0	0	0	0	0	0	24	0	164	0	0	0	0	305	0	15	0	0	14	0	0	0	0	0	0	0	26	0	6	0	0	0	0	0	0	0	40	0	0	0	6	0	0	0	0	0	0	1	0	8	7	3	0	0
14605	22896	"Semenic"	45.18	22.05944	39	"AWI"	39	178	821	489	6	2	21	5	0	0	0	13	0	4	0	0	1	0	5	0	0	0	0	0	0	19	0	76	0	0	0	0	386	0	9	0	0	16	1	0	0	0	0	0	0	35	0	7	0	0	0	0	0	0	0	52	0	0	0	2	0	0	0	0	0	0	1	0	6	3	0	0	0
14605	22896	"Semenic"	45.18	22.05944	41	"AWI"	41	207	853	517	14	0	30	8	0	0	0	13	0	10	0	2	0	0	8	0	0	0	0	0	0	32	0	31	0	0	0	0	297	0	0	0	0	20	0	4	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	54	0	0	0	3	2	1	1	0	0	1	1	0	1	2	7	0	1
14605	22896	"Semenic"	45.18	22.05944	43	"AWI"	43	238	868	546	22	0	15	3	0	0	0	10	0	19	0	0	0	0	6	0	0	0	0	0	0	20	0	24	0	0	0	0	313	0	6	0	0	26	0	0	0	0	0	0	0	25	0	3	0	0	0	0	0	0	0	80	0	0	0	1	2	0	0	0	0	0	0	0	10	8	0	0	0
14605	22896	"Semenic"	45.18	22.05944	45	"AWI"	45	267	887	576	15	0	26	6	1	0	0	19	0	32	0	1	0	0	3	0	0	0	0	0	0	25	0	43	0	0	0	0	285	0	0	0	0	15	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	97	0	0	0	6	2	3	5	0	0	0	2	0	8	4	9	0	0
14605	22896	"Semenic"	45.18	22.05944	47	"AWI"	47	293	911	607	17	0	30	2	0	0	0	10	0	9	0	0	0	0	1	0	0	0	0	0	0	26	2	27	0	0	0	0	334	0	12	0	1	13	0	0	0	0	0	0	0	37	0	6	0	0	0	0	0	0	0	30	0	0	0	2	0	0	0	0	0	0	1	0	7	12	3	0	0
14605	22896	"Semenic"	45.18	22.05944	49	"AWI"	49	311	944	637	12	1	16	2	1	0	0	21	0	3	0	0	0	0	2	0	0	1	0	0	0	18	0	82	0	0	0	0	381	0	23	0	0	10	0	0	0	0	0	0	0	28	0	5	0	0	0	0	0	0	0	46	0	0	0	2	0	0	1	0	0	1	0	0	3	2	1	0	0
14605	22896	"Semenic"	45.18	22.05944	51	"AWI"	51	340	969	667	29	0	13	3	0	0	0	8	0	4	0	0	0	0	3	0	0	0	0	0	0	14	0	43	0	0	0	0	403	0	0	0	0	12	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	44	0	0	0	0	1	1	0	0	0	1	0	0	7	4	0	0	0
14605	22896	"Semenic"	45.18	22.05944	53	"AWI"	53	387	982	700	17	2	9	3	0	0	0	17	0	9	0	0	0	0	3	0	0	0	0	0	0	10	0	8	0	0	0	0	393	0	14	0	0	14	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	48	0	0	0	1	1	0	0	0	0	0	0	0	7	4	0	0	0
14605	22896	"Semenic"	45.18	22.05944	55	"AWI"	55	419	998	732	22	2	11	1	0	0	0	19	0	7	0	1	0	0	2	0	0	0	0	0	0	22	0	41	0	0	0	0	329	0	0	0	0	8	0	1	0	0	0	0	0	0	0	12	0	0	0	0	1	0	0	65	0	0	0	0	0	0	1	0	0	0	2	0	10	6	0	0	0
14605	22896	"Semenic"	45.18	22.05944	57	"AWI"	57	445	1019	767	24	0	11	2	0	0	0	16	0	3	0	0	0	0	1	0	0	0	0	0	0	20	0	22	0	0	0	0	296	0	0	0	0	17	0	0	0	0	0	0	0	76	0	14	0	0	0	0	1	0	0	31	0	0	0	1	0	0	0	0	0	1	3	0	10	12	3	0	0
14605	22896	"Semenic"	45.18	22.05944	59	"AWI"	59	467	1057	798	28	1	23	0	0	0	0	9	0	7	0	0	0	0	1	0	0	0	0	0	0	13	0	18	0	0	0	0	290	0	0	0	0	17	0	0	0	0	0	0	0	72	0	16	0	0	0	0	1	0	0	33	0	0	0	3	0	0	1	0	0	0	0	0	9	9	1	0	0
14605	22896	"Semenic"	45.18	22.05944	61	"AWI"	61	500	1082	826	58	0	8	0	0	0	0	14	0	4	0	1	0	0	0	0	0	0	0	0	0	10	0	21	0	0	0	0	333	0	0	0	0	12	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	21	0	0	0	1	2	0	0	0	0	0	0	0	7	5	0	0	0
14605	22896	"Semenic"	45.18	22.05944	63	"AWI"	63	536	1095	858	37	1	28	8	0	0	0	18	0	8	0	0	0	0	10	0	0	0	0	0	0	13	0	19	0	4	0	0	265	0	0	0	1	22	0	0	0	0	0	0	0	107	0	18	0	0	0	0	0	0	0	27	0	0	0	3	0	0	0	0	0	0	1	0	8	17	1	0	0
14605	22896	"Semenic"	45.18	22.05944	65	"AWI"	65	572	1108	888	19	1	26	5	0	0	0	13	0	10	0	0	0	0	2	0	0	0	0	0	0	27	0	13	0	0	0	0	317	0	0	0	0	20	0	1	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	68	0	0	0	4	1	1	0	0	0	0	1	0	9	11	2	0	0
14605	22896	"Semenic"	45.18	22.05944	67	"AWI"	67	600	1124	919	26	0	32	0	0	0	0	6	0	10	0	0	0	0	1	0	0	0	0	0	0	21	0	6	0	0	0	0	319	0	0	0	0	14	0	0	0	0	0	0	0	86	0	25	0	0	0	0	0	0	0	50	0	0	0	2	0	0	2	0	1	0	0	0	10	6	1	0	0
14605	22896	"Semenic"	45.18	22.05944	69	"AWI"	69	625	1144	947	14	0	35	1	0	0	0	8	0	7	1	0	0	0	5	0	0	0	0	0	0	32	0	58	0	0	0	0	258	3	0	0	0	27	0	0	0	0	0	1	0	60	0	51	0	0	0	0	2	0	0	54	0	0	0	3	2	0	0	0	0	3	0	0	7	7	0	0	0
14605	22896	"Semenic"	45.18	22.05944	71	"AWI"	71	664	1167	973	36	2	35	2	1	0	0	19	0	10	0	1	0	0	0	0	0	0	0	0	0	21	0	8	0	0	0	0	195	1	0	0	2	21	1	1	0	0	1	0	0	0	0	100	0	0	0	0	0	0	0	37	0	0	0	4	2	1	0	0	0	0	4	1	10	16	0	0	0
14605	22896	"Semenic"	45.18	22.05944	73	"AWI"	73	723	1176	999	20	2	43	0	1	0	0	13	0	5	0	0	0	0	3	0	0	0	0	0	0	26	0	7	0	0	0	0	173	0	12	0	1	14	0	0	0	0	0	0	0	0	0	115	0	0	0	0	1	0	1	19	0	0	0	3	0	1	0	0	1	0	2	0	20	24	2	0	0
14605	22896	"Semenic"	45.18	22.05944	75	"AWI"	75	775	1186	1027	8	3	32	2	0	0	0	17	0	21	0	1	0	0	0	0	0	0	0	0	0	43	0	36	0	0	0	0	183	0	0	0	1	33	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	50	0	0	0	1	0	2	1	0	0	0	0	0	13	21	0	0	0
14605	22896	"Semenic"	45.18	22.05944	77	"AWI"	77	807	1201	1055	11	7	57	2	0	0	0	29	0	11	0	0	0	0	0	0	0	0	0	0	0	41	0	1	0	9	0	0	251	0	15	0	0	20	0	0	0	0	0	0	2	113	0	104	0	0	0	0	0	0	0	39	0	0	0	1	0	2	0	0	0	0	0	0	21	24	1	0	0
