"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caryophyllaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Hypericaceae"	"Indeterminable"	"Juncaceae"	"Juniperus"	"Lamiaceae"	"Myrica"	"Onagraceae"	"Orchidaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
26123	45329	"Morttjern"	59.05972	11.61778	1160	"AWI"	1160	-122	44	-43	0	0	59	2	0	0	0	0	0	197	1	0	0	0	10	0	0	0	0	0	0	1	0	1	0	0	1	14	0	14	0	0	1	1	26	215	0	0	0	5	0	0	15	0	0	0	0	0	0	0	0	0	3	0	18	0
26123	45329	"Morttjern"	59.05972	11.61778	1166	"AWI"	1166	-54	455	99	0	0	48	1	0	0	0	0	0	117	0	0	0	0	5	0	7	0	0	1	0	2	2	1	0	0	0	43	0	49	0	0	0	0	22	177	0	0	0	3	0	0	7	0	0	0	0	0	0	0	0	0	0	1	5	0
26123	45329	"Morttjern"	59.05972	11.61778	1174	"AWI"	1174	33	878	308	0	0	45	0	0	0	0	0	0	220	0	0	0	0	15	0	0	0	0	0	0	1	1	3	0	0	0	19	0	27	0	0	1	3	44	235	0	0	0	6	0	0	18	0	0	0	0	0	0	0	0	0	1	0	9	0
26123	45329	"Morttjern"	59.05972	11.61778	1182	"AWI"	1182	139	1134	536	0	0	35	0	0	0	0	0	0	192	0	0	0	0	15	0	0	0	0	0	0	5	0	1	0	0	1	4	0	42	0	0	2	2	46	156	0	0	0	6	0	0	32	0	0	0	0	0	0	2	0	0	2	2	3	0
26123	45329	"Morttjern"	59.05972	11.61778	1190	"AWI"	1190	260	1422	762	0	0	43	1	0	0	0	0	0	223	0	0	0	0	19	0	0	0	0	0	0	1	1	4	0	0	1	2	0	43	0	0	0	1	33	202	0	0	0	12	0	0	33	0	0	0	0	0	0	1	0	0	0	0	5	0
26123	45329	"Morttjern"	59.05972	11.61778	1198	"AWI"	1198	419	1634	994	0	0	66	0	0	0	0	0	0	215	0	0	0	0	20	2	0	0	0	0	0	0	0	3	0	0	2	4	0	39	0	0	2	2	24	177	0	0	0	17	0	0	33	1	0	0	0	0	0	0	0	0	2	9	5	0
26123	45329	"Morttjern"	59.05972	11.61778	1206	"AWI"	1206	611	1847	1226	0	0	87	0	0	0	0	0	0	268	0	0	0	0	22	0	13	0	0	0	0	0	1	6	0	0	0	5	0	36	0	0	2	3	4	166	0	0	0	8	1	0	31	0	0	0	0	0	0	1	0	0	0	2	4	0
26123	45329	"Morttjern"	59.05972	11.61778	1214	"AWI"	1214	808	2046	1444	0	0	36	0	0	0	0	0	0	231	0	0	0	0	12	0	0	0	0	0	0	1	1	1	0	0	1	31	0	49	1	0	1	0	39	169	0	0	0	8	0	0	26	0	0	1	0	0	0	2	0	0	4	2	4	0
26123	45329	"Morttjern"	59.05972	11.61778	1222	"AWI"	1222	1008	2256	1669	0	0	60	1	0	0	0	0	0	293	0	0	0	0	12	0	0	0	0	0	0	1	2	4	0	0	0	1	0	47	0	0	0	4	20	206	0	0	0	16	0	0	58	0	0	0	0	0	0	0	0	0	1	7	6	0
26123	45329	"Morttjern"	59.05972	11.61778	1230	"AWI"	1230	1235	2456	1915	0	0	71	0	0	0	0	0	0	235	0	0	0	0	20	0	5	0	0	0	0	1	1	2	1	0	0	6	0	32	0	0	1	2	7	166	0	0	0	15	0	0	26	0	0	0	0	0	0	1	0	0	4	3	5	0
