"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Fagus"	"Juniperus"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3322	4314	"Novoselky"	53.26346	25.99919	0	"AWI"	0	926	1094	1004	0	0	14	0	0	0	8	0	4	0	4	0	0	0	0	36	296	0	0	0	14	2	0	0	1	0	0	0	0	4	0
3322	4314	"Novoselky"	53.26346	25.99919	5	"AWI"	5	1037	1952	1365	0	0	4	0	1	0	14	0	0	0	2	0	0	0	2	4	142	0	5	0	14	0	0	0	0	0	0	0	2	0	0
3322	4314	"Novoselky"	53.26346	25.99919	10	"AWI"	10	1085	2901	1719	2	0	2	0	2	0	4	2	0	0	2	0	0	0	2	14	388	0	4	0	8	0	0	0	0	0	0	0	0	0	0
3322	4314	"Novoselky"	53.26346	25.99919	15	"AWI"	15	1133	3856	2074	2	0	0	0	0	0	4	3	0	3	4	0	0	0	0	8	416	1	0	0	4	4	0	0	0	0	0	0	0	0	0
3322	4314	"Novoselky"	53.26346	25.99919	20	"AWI"	20	1179	4810	2430	0	0	0	0	6	0	4	0	0	4	0	0	0	0	0	16	248	4	7	0	10	0	0	0	0	0	0	0	0	0	0
3322	4314	"Novoselky"	53.26346	25.99919	25	"AWI"	25	1227	5762	2786	0	0	0	0	1	0	6	0	0	3	0	0	0	0	2	18	298	0	0	0	10	0	0	0	0	0	0	0	0	0	0
3322	4314	"Novoselky"	53.26346	25.99919	30	"AWI"	30	1598	6194	3199	0	0	4	3	0	0	10	0	0	0	4	0	0	0	4	6	292	0	0	0	10	0	0	0	0	2	0	0	0	3	0
3322	4314	"Novoselky"	53.26346	25.99919	35	"AWI"	35	1954	6374	3691	0	0	6	0	4	0	18	0	0	0	2	2	0	0	6	6	254	0	0	0	18	2	0	0	0	0	0	0	4	0	0
3322	4314	"Novoselky"	53.26346	25.99919	40	"AWI"	40	2254	6561	4245	0	0	4	0	0	0	50	8	0	0	4	0	0	0	2	6	202	0	0	0	16	0	0	0	4	0	0	0	2	0	0
3322	4314	"Novoselky"	53.26346	25.99919	45	"AWI"	45	2475	6800	4777	0	0	0	0	0	0	6	2	4	0	0	0	0	0	0	8	212	4	0	0	10	2	0	0	2	0	0	0	0	4	0
3322	4314	"Novoselky"	53.26346	25.99919	50	"AWI"	50	2681	7148	5280	0	0	0	0	0	0	8	4	0	4	0	0	0	0	0	4	240	0	0	0	6	0	0	0	0	0	0	0	0	0	0
3322	4314	"Novoselky"	53.26346	25.99919	55	"AWI"	55	3125	7491	5720	0	0	0	0	0	0	12	1	0	0	4	0	0	0	0	6	174	0	0	0	12	0	0	0	3	0	2	0	0	2	0
3322	4314	"Novoselky"	53.26346	25.99919	60	"AWI"	60	4072	7557	6140	0	0	0	0	0	0	6	4	0	0	2	0	0	0	0	10	286	0	0	0	10	1	0	0	0	0	0	0	0	0	0
3322	4314	"Novoselky"	53.26346	25.99919	65	"AWI"	65	5007	7629	6556	2	0	0	0	0	0	16	2	0	0	2	3	0	0	0	6	246	0	0	0	6	0	0	0	0	0	0	2	0	0	0
3322	4314	"Novoselky"	53.26346	25.99919	70	"AWI"	70	5935	7714	6975	0	0	1	3	2	0	6	0	0	0	0	2	0	0	0	4	236	0	0	0	2	0	0	0	0	0	0	1	0	2	0
3322	4314	"Novoselky"	53.26346	25.99919	75	"AWI"	75	6852	7804	7387	0	0	2	0	0	0	6	0	0	0	1	2	1	0	0	14	276	0	0	0	16	2	4	0	0	0	0	1	1	6	0
3322	4314	"Novoselky"	53.26346	25.99919	80	"AWI"	80	7625	7974	7813	0	0	0	0	0	0	10	2	0	0	0	0	0	0	0	8	282	0	0	0	4	6	0	0	1	0	0	0	2	2	0
3322	4314	"Novoselky"	53.26346	25.99919	85	"AWI"	85	7696	8056	7887	0	0	0	0	0	0	12	2	0	0	2	0	0	0	0	12	246	2	0	0	8	4	0	0	0	0	0	0	4	6	0
3322	4314	"Novoselky"	53.26346	25.99919	90	"AWI"	90	7734	8179	7954	0	0	2	2	0	0	8	6	0	0	0	0	0	0	0	10	244	4	0	0	4	4	0	0	0	0	0	0	4	4	0
3322	4314	"Novoselky"	53.26346	25.99919	95	"AWI"	95	7763	8319	8020	0	0	1	2	0	0	4	0	0	0	0	0	0	0	0	6	318	0	0	0	4	2	0	0	0	0	0	0	2	4	0
3322	4314	"Novoselky"	53.26346	25.99919	100	"AWI"	100	7785	8473	8087	0	0	2	2	0	0	6	0	0	0	0	0	0	0	0	8	268	0	0	0	8	0	0	0	0	0	0	0	2	4	0
3322	4314	"Novoselky"	53.26346	25.99919	105	"AWI"	105	7803	8639	8152	0	0	1	0	0	0	18	2	0	0	0	0	0	0	0	12	328	0	0	0	8	4	0	0	0	0	0	0	6	4	0
3322	4314	"Novoselky"	53.26346	25.99919	110	"AWI"	110	7886	8708	8219	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	6	322	0	0	0	2	2	0	0	0	0	0	0	1	0	0
3322	4314	"Novoselky"	53.26346	25.99919	115	"AWI"	115	7983	8732	8292	0	0	2	0	0	0	4	0	0	4	0	0	0	0	0	6	262	0	0	0	2	1	0	0	0	0	0	0	2	0	0
3322	4314	"Novoselky"	53.26346	25.99919	120	"AWI"	120	8056	8767	8369	0	0	6	0	2	0	12	0	0	0	0	0	0	0	0	4	264	0	0	0	2	1	0	0	0	0	0	0	2	0	0
3322	4314	"Novoselky"	53.26346	25.99919	125	"AWI"	125	8121	8816	8447	0	0	0	0	0	0	4	0	0	0	2	1	0	0	0	2	268	0	0	0	4	0	0	0	0	0	0	0	0	2	0
3322	4314	"Novoselky"	53.26346	25.99919	130	"AWI"	130	8171	8882	8521	0	0	0	0	0	0	4	0	0	0	2	2	0	0	0	2	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3322	4314	"Novoselky"	53.26346	25.99919	135	"AWI"	135	8274	8959	8612	0	0	0	0	0	0	6	0	0	0	3	0	0	0	0	2	244	0	0	0	2	0	0	0	0	0	0	0	0	0	2
3322	4314	"Novoselky"	53.26346	25.99919	140	"AWI"	140	8487	9051	8758	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	2	284	0	0	0	4	0	0	0	0	0	0	0	0	0	0
3322	4314	"Novoselky"	53.26346	25.99919	150	"AWI"	150	8787	9310	9062	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	2	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3322	4314	"Novoselky"	53.26346	25.99919	155	"AWI"	155	8880	9486	9215	0	0	0	0	0	0	10	0	0	0	2	0	0	0	0	2	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3322	4314	"Novoselky"	53.26346	25.99919	160	"AWI"	160	8953	9702	9364	0	0	0	0	0	0	6	0	0	0	2	1	0	0	0	2	326	0	0	0	2	0	0	0	0	0	0	0	0	1	0
3322	4314	"Novoselky"	53.26346	25.99919	165	"AWI"	165	9135	9751	9461	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	244	0	0	0	8	2	0	0	0	0	0	0	1	4	0
3322	4314	"Novoselky"	53.26346	25.99919	170	"AWI"	170	9272	9834	9561	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	2	368	0	0	0	1	2	0	0	0	0	0	0	0	2	0
3322	4314	"Novoselky"	53.26346	25.99919	175	"AWI"	175	9353	9936	9679	0	0	0	0	0	0	10	0	0	0	0	2	0	0	0	4	410	0	0	0	4	0	0	0	0	0	0	0	0	0	0
3322	4314	"Novoselky"	53.26346	25.99919	177	"AWI"	177	9382	9999	9720	0	0	0	2	1	0	12	0	0	1	2	0	0	0	0	2	386	0	0	0	8	0	0	0	0	0	0	0	0	1	0
3322	4314	"Novoselky"	53.26346	25.99919	180	"AWI"	180	9419	10117	9779	0	0	0	2	2	0	32	0	0	1	2	0	0	0	0	4	397	0	0	0	0	0	0	0	0	1	0	0	0	1	0
3322	4314	"Novoselky"	53.26346	25.99919	184	"AWI"	184	9459	10288	9858	0	0	0	4	4	0	50	0	0	6	8	0	0	0	0	6	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3322	4314	"Novoselky"	53.26346	25.99919	188	"AWI"	188	9512	10419	9930	0	0	0	0	0	0	12	0	0	0	4	0	0	0	0	2	372	0	0	0	0	0	0	0	2	1	0	0	0	1	0
3322	4314	"Novoselky"	53.26346	25.99919	190	"AWI"	190	9552	10430	9958	0	0	0	0	2	0	30	0	0	2	10	0	0	0	0	2	420	0	0	0	0	0	0	0	0	4	0	0	0	1	0
3322	4314	"Novoselky"	53.26346	25.99919	194	"AWI"	194	9619	10458	10023	0	0	2	0	2	0	54	2	0	4	4	0	0	0	0	2	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3322	4314	"Novoselky"	53.26346	25.99919	196	"AWI"	196	9652	10474	10052	0	0	0	0	3	0	18	20	0	0	1	0	0	0	0	2	326	0	0	0	0	1	0	0	0	0	0	0	1	0	0
3322	4314	"Novoselky"	53.26346	25.99919	198	"AWI"	198	9674	10496	10086	0	0	0	0	0	0	12	6	0	0	1	0	0	0	0	2	368	0	0	0	0	1	0	4	0	0	0	0	0	0	0
3322	4314	"Novoselky"	53.26346	25.99919	200	"AWI"	200	9689	10524	10117	0	0	4	0	6	0	16	0	0	0	4	0	0	0	0	2	316	0	0	0	4	0	0	0	0	0	0	0	0	0	0
3322	4314	"Novoselky"	53.26346	25.99919	204	"AWI"	204	9726	10577	10180	0	0	2	0	4	0	12	4	0	0	2	0	0	0	0	0	326	0	0	0	4	0	0	0	0	0	0	0	0	2	0
3322	4314	"Novoselky"	53.26346	25.99919	208	"AWI"	208	9754	10636	10243	0	0	0	0	4	0	18	0	0	0	2	0	0	0	0	3	376	0	0	0	6	0	0	0	0	0	0	0	0	4	0
3322	4314	"Novoselky"	53.26346	25.99919	210	"AWI"	210	9765	10666	10269	0	0	0	0	4	0	26	4	0	0	1	0	0	0	0	2	268	0	0	0	2	0	0	0	0	0	0	0	0	1	0
3322	4314	"Novoselky"	53.26346	25.99919	214	"AWI"	214	9790	10740	10324	0	0	0	0	1	0	10	0	0	0	0	2	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3322	4314	"Novoselky"	53.26346	25.99919	218	"AWI"	218	9834	10785	10365	0	0	0	0	2	0	6	0	0	0	0	3	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3322	4314	"Novoselky"	53.26346	25.99919	220	"AWI"	220	9854	10812	10388	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	266	0	0	0	0	0	0	0	2	0	0	0	0	0	0
3322	4314	"Novoselky"	53.26346	25.99919	225	"AWI"	225	9896	10897	10440	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	2	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3322	4314	"Novoselky"	53.26346	25.99919	230	"AWI"	230	9933	11004	10488	0	0	0	0	0	0	60	0	0	0	0	3	0	0	0	1	282	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3322	4314	"Novoselky"	53.26346	25.99919	235	"AWI"	235	9969	11123	10534	0	0	0	0	0	0	44	0	0	0	0	3	0	0	0	0	286	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3322	4314	"Novoselky"	53.26346	25.99919	240	"AWI"	240	9992	11249	10576	0	0	0	0	0	0	30	0	0	2	0	5	0	0	0	4	308	0	0	0	2	0	0	0	0	0	0	0	0	0	0
3322	4314	"Novoselky"	53.26346	25.99919	245	"AWI"	245	10045	11298	10629	0	0	0	0	0	0	30	0	0	0	0	3	0	0	0	1	250	0	0	0	2	0	0	0	0	0	0	0	0	0	0
3322	4314	"Novoselky"	53.26346	25.99919	250	"AWI"	250	10088	11357	10675	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3322	4314	"Novoselky"	53.26346	25.99919	255	"AWI"	255	10126	11427	10723	0	0	0	0	2	0	76	0	0	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3322	4314	"Novoselky"	53.26346	25.99919	260	"AWI"	260	10157	11519	10771	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3322	4314	"Novoselky"	53.26346	25.99919	265	"AWI"	265	10186	11630	10817	0	0	0	0	0	0	15	0	0	0	0	0	0	1	0	0	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3322	4314	"Novoselky"	53.26346	25.99919	270	"AWI"	270	10227	11684	10865	0	0	0	0	3	0	5	0	0	0	0	1	0	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3322	4314	"Novoselky"	53.26346	25.99919	275	"AWI"	275	10282	11743	10917	0	0	4	0	4	0	12	0	0	0	0	2	0	0	0	0	264	0	0	0	0	0	0	0	0	1	0	0	0	0	0
