"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Fagus"	"Juniperus"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3322	4314	"Novoselky"	53.26346	25.99919	280	"AWI"	280	10317	11811	10967	0	0	8	0	8	0	18	0	0	0	0	0	0	0	0	0	368	0	0	0	0	0	0	0	0	4	0	0	0	0	0
3322	4314	"Novoselky"	53.26346	25.99919	285	"AWI"	285	10352	11876	11021	0	0	4	0	8	0	16	1	0	0	0	0	0	0	0	2	326	0	0	0	0	0	0	0	0	16	0	0	0	0	0
3322	4314	"Novoselky"	53.26346	25.99919	288	"AWI"	288	10377	11926	11053	0	0	2	0	2	0	14	0	0	0	0	0	0	0	0	4	306	0	0	0	0	0	0	0	0	2	0	1	0	0	0
3322	4314	"Novoselky"	53.26346	25.99919	290	"AWI"	290	10392	11966	11072	0	0	9	0	6	0	9	0	0	0	0	0	0	0	0	2	310	0	0	0	0	0	0	0	0	3	0	0	0	0	0
3322	4314	"Novoselky"	53.26346	25.99919	295	"AWI"	295	10433	12036	11118	0	0	1	0	6	0	2	0	0	0	0	0	0	1	0	4	520	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3322	4314	"Novoselky"	53.26346	25.99919	310	"AWI"	310	10553	12199	11269	0	0	2	0	8	0	18	0	0	0	0	0	0	0	0	6	260	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3322	4314	"Novoselky"	53.26346	25.99919	330	"AWI"	330	10724	12454	11464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3322	4314	"Novoselky"	53.26346	25.99919	350	"AWI"	350	10876	12714	11660	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3322	4314	"Novoselky"	53.26346	25.99919	380	"AWI"	380	11159	13087	11962	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3322	4314	"Novoselky"	53.26346	25.99919	400	"AWI"	400	11319	13334	12165	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0
