"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Crataegus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Hypericaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Lythraceae"	"Onagraceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"
3194	4150	"King's Pool"	52.807804	-2.109106	240	"AWI"	240	1311	1917	1584	41	1	0	0	0	0	0	0	1	0	0	0	0	0	0	46	0	121	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	6	0	0	197	0	0	0	0	41	0	0	7	0	11	1	0	0	0	0	0	0	2	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	250	"AWI"	250	1350	2051	1661	152	1	0	0	1	0	0	0	1	0	0	0	0	0	0	110	0	29	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	87	0	0	1	0	2	1	0	0	0	0	0	2	6	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	260	"AWI"	260	1382	2209	1739	223	2	0	0	0	0	0	0	0	0	0	0	0	0	0	152	1	48	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	7	0	0	151	0	0	0	0	159	0	0	1	0	5	0	0	0	0	0	0	3	4	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	270	"AWI"	270	1405	2379	1811	172	3	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	68	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	106	0	0	2	0	4	1	0	0	0	0	0	3	5	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	280	"AWI"	280	1427	2545	1881	157	2	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	94	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	86	0	0	3	0	1	0	0	0	0	0	0	10	3	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	290	"AWI"	290	1485	2577	1935	125	2	0	0	0	0	0	0	0	0	0	1	0	0	0	125	0	54	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	21	0	0	148	0	0	0	0	62	0	0	2	0	1	1	0	0	0	0	0	8	1	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	300	"AWI"	300	1531	2614	1988	229	3	0	0	0	0	0	0	1	0	0	0	0	0	0	133	0	91	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	3	0	0	187	0	0	0	0	108	0	0	1	0	2	2	0	0	0	0	0	4	11	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	310	"AWI"	310	1563	2647	2044	164	7	0	0	1	0	0	0	0	0	0	0	0	0	0	124	0	40	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	94	0	0	2	0	1	1	0	0	0	0	0	2	11	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	320	"AWI"	320	1590	2693	2097	127	3	0	0	1	0	0	0	1	0	0	0	0	0	0	133	0	82	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	157	0	0	0	0	0	2	0	0	0	0	0	1	12	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	330	"AWI"	330	1611	2748	2151	76	2	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	45	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	165	0	0	0	0	68	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	340	"AWI"	340	1644	2812	2203	136	5	0	0	0	0	0	0	5	0	0	0	0	0	0	139	0	87	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3	0	0	169	0	0	0	0	111	0	0	0	0	3	2	0	0	0	0	1	7	3	1	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	350	"AWI"	350	1729	2835	2253	111	6	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	56	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	0	194	0	0	0	0	56	0	0	2	0	1	0	0	0	0	0	0	2	4	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	360	"AWI"	360	1795	2858	2301	98	3	0	0	0	0	0	0	1	0	0	0	0	0	0	132	0	86	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	102	0	0	1	0	0	0	0	0	0	0	0	3	8	0	2	0
3194	4150	"King's Pool"	52.807804	-2.109106	370	"AWI"	370	1853	2886	2348	143	3	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	79	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	110	0	0	0	0	4	0	0	0	0	0	0	4	9	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	380	"AWI"	380	1889	2918	2397	58	6	0	0	0	0	0	0	1	0	0	0	0	0	0	54	0	110	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	260	0	0	0	0	57	0	0	6	0	1	1	0	0	0	0	2	4	5	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	390	"AWI"	390	1920	2963	2444	137	1	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	67	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	124	0	0	2	0	3	1	0	0	0	0	0	2	11	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	400	"AWI"	400	1947	3015	2491	106	3	0	0	1	0	0	0	1	0	0	0	2	0	0	113	0	80	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	134	0	0	1	0	1	0	0	0	0	0	0	3	8	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	410	"AWI"	410	1982	3029	2515	38	1	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	129	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	4	0	0	250	0	0	0	0	51	0	0	2	0	2	1	0	0	0	0	0	2	5	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	420	"AWI"	420	2013	3042	2537	38	0	0	0	0	0	0	0	4	1	0	0	0	0	0	21	0	87	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	144	0	0	0	0	33	0	0	9	0	3	0	0	0	0	0	0	0	3	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	430	"AWI"	430	2043	3058	2557	94	3	0	0	0	0	0	0	7	0	0	0	0	0	0	48	0	67	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	196	0	0	0	0	29	0	0	1	0	1	0	0	0	0	0	0	1	2	2	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	440	"AWI"	440	2063	3077	2581	110	8	0	0	1	0	0	0	2	0	0	0	0	0	0	49	0	77	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	56	0	0	1	0	5	0	0	0	0	0	0	4	2	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	450	"AWI"	450	2090	3098	2602	47	0	0	0	1	0	0	0	3	0	0	0	0	0	0	47	0	120	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	3	0	0	317	0	0	0	0	46	0	0	5	0	1	1	0	0	0	0	1	1	4	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	460	"AWI"	460	2117	3118	2625	31	1	0	0	0	0	0	0	2	0	0	0	0	0	0	25	0	136	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	49	0	0	5	0	5	1	0	0	0	0	0	1	3	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	470	"AWI"	470	2154	3129	2646	33	0	0	0	0	0	0	0	2	0	0	0	0	0	0	43	0	91	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	1	0	3	0	0	0	0	0	0	0	5	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	480	"AWI"	480	2193	3145	2668	27	0	0	0	0	0	0	0	2	0	0	0	0	0	0	20	0	84	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	33	0	0	3	0	6	1	0	0	0	0	1	0	2	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	490	"AWI"	490	2219	3161	2689	41	3	0	0	0	0	0	0	1	0	0	0	0	0	0	32	0	111	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	289	0	0	0	0	41	0	0	4	0	3	0	0	0	0	0	0	0	2	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	500	"AWI"	500	2251	3177	2716	15	1	0	0	0	0	0	0	2	0	0	0	0	0	0	27	0	59	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	186	0	0	0	0	48	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	510	"AWI"	510	2273	3205	2738	49	2	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	116	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	1	0	0	298	0	0	0	0	43	0	0	3	0	1	1	0	0	0	0	0	0	6	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	520	"AWI"	520	2296	3227	2763	29	2	0	0	0	0	0	0	3	0	0	0	0	0	0	25	0	63	0	0	0	0	2	3	0	0	0	0	0	0	0	0	1	2	0	0	210	0	0	0	0	32	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	530	"AWI"	530	2333	3238	2782	30	2	0	0	1	0	0	0	2	0	0	0	0	0	0	35	0	112	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	37	0	0	5	0	0	0	0	0	0	0	0	0	8	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	540	"AWI"	540	2370	3254	2803	40	5	0	0	1	0	0	0	2	0	0	0	0	0	0	38	0	97	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	3	0	2	0	0	0	0	0	0	0	2	1	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	550	"AWI"	550	2404	3266	2825	33	2	0	0	0	0	0	0	1	0	0	0	0	0	0	44	0	105	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	277	0	0	0	0	36	0	0	2	0	3	0	0	0	0	0	0	0	3	1	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	560	"AWI"	560	2428	3280	2848	37	1	0	0	0	0	0	0	2	0	0	0	0	0	0	32	0	89	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	2	0	5	0	0	0	0	0	0	0	2	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	570	"AWI"	570	2447	3294	2871	32	1	0	0	0	0	0	0	2	0	0	0	0	0	0	41	0	114	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	39	0	0	4	0	3	2	0	0	0	0	0	0	0	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	580	"AWI"	580	2470	3312	2893	29	3	0	0	1	0	0	0	2	0	0	0	0	0	0	31	0	110	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	3	0	0	291	0	0	0	0	55	0	0	2	0	4	0	0	0	0	0	0	0	2	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	590	"AWI"	590	2509	3326	2921	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	106	0	0	0	0	3	4	0	0	0	0	0	0	0	0	1	0	0	0	261	0	0	0	0	46	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	600	"AWI"	600	2539	3348	2949	84	2	0	0	0	0	0	0	2	0	0	0	0	0	0	53	0	100	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	45	0	0	4	0	0	0	0	0	0	0	1	2	2	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	610	"AWI"	610	2574	3373	2980	95	3	0	0	1	0	0	0	0	0	0	0	0	0	0	127	0	92	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	87	0	0	2	0	1	0	0	0	0	0	0	3	3	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	620	"AWI"	620	2603	3406	3014	34	1	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	126	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	43	0	0	1	0	3	0	0	0	0	0	0	0	0	1	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	630	"AWI"	630	2630	3445	3046	51	1	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	96	0	0	0	0	0	3	0	7	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	52	0	0	0	0	6	0	0	0	0	0	0	1	3	1	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	640	"AWI"	640	2692	3496	3098	43	3	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	126	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	4	0	3	0	0	0	2	0	0	1	3	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	650	"AWI"	650	2900	3568	3237	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	26	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	149	0	0	0	0	2	0	0	0	0	0	0	11	3	0	0	1
3194	4150	"King's Pool"	52.807804	-2.109106	660	"AWI"	660	3097	3647	3375	178	1	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	16	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	123	0	0	0	0	1	0	0	0	0	0	0	4	4	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	670	"AWI"	670	3270	3747	3516	219	0	0	0	3	0	0	0	0	0	0	0	0	0	0	158	0	15	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	146	0	0	0	0	3	0	0	0	0	0	0	11	3	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	680	"AWI"	680	3414	3868	3659	189	1	0	0	1	0	0	0	0	0	0	0	0	0	0	194	0	29	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	2	0	0	0	0	0	0	16	8	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	690	"AWI"	690	3537	4021	3808	247	1	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	20	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	127	0	0	0	0	2	0	0	0	0	0	0	13	9	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	700	"AWI"	700	3626	4163	3925	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	28	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	5	0	0	87	0	0	0	0	165	0	0	1	0	2	0	0	0	0	0	1	4	2	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	710	"AWI"	710	3677	4224	3973	224	0	0	0	1	0	0	0	0	0	0	0	0	0	0	169	0	22	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	132	0	0	1	0	1	0	0	0	0	0	0	6	9	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	720	"AWI"	720	3715	4310	4021	216	0	0	0	0	0	0	0	1	0	0	0	0	0	0	191	0	23	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	3	0	0	67	0	0	0	0	154	0	0	1	0	2	0	0	0	0	0	0	11	5	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	730	"AWI"	730	3750	4421	4066	219	2	0	0	0	0	0	0	1	0	0	0	0	0	0	161	0	31	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	120	0	0	1	0	3	0	0	0	0	0	0	16	3	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	740	"AWI"	740	3776	4536	4108	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	22	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	131	0	0	1	0	5	0	0	0	0	0	0	7	7	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	750	"AWI"	750	3799	4666	4151	210	1	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	18	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	130	0	0	0	0	3	0	0	0	0	0	0	14	9	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	760	"AWI"	760	3826	4775	4197	189	0	0	0	0	0	0	0	1	0	0	0	0	0	0	179	0	37	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	115	0	0	0	0	3	0	0	0	0	0	0	16	3	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	770	"AWI"	770	3876	4804	4253	220	0	0	0	1	0	0	0	0	0	0	0	0	0	0	205	0	23	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	141	0	0	1	0	1	0	0	0	0	0	0	16	13	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	780	"AWI"	780	3915	4844	4308	202	1	0	5	0	0	0	0	0	0	0	0	0	0	0	198	0	35	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	142	0	0	1	0	1	0	0	0	0	0	0	11	4	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	790	"AWI"	790	3945	4896	4366	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	23	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	133	0	0	1	0	3	0	0	0	0	0	2	9	9	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	800	"AWI"	800	3975	4963	4419	224	1	0	0	0	0	0	0	1	0	0	0	0	0	0	209	0	25	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	128	0	0	0	0	2	0	0	0	0	0	0	14	7	0	0	1
3194	4150	"King's Pool"	52.807804	-2.109106	810	"AWI"	810	3995	5039	4471	226	2	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	32	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	134	0	0	0	0	1	0	0	0	0	0	0	11	6	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	820	"AWI"	820	4028	5103	4522	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	17	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	830	"AWI"	830	4089	5139	4576	183	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	19	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	840	"AWI"	840	4135	5180	4631	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	19	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	117	0	0	0	0	6	0	0	0	0	2	0	12	9	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	850	"AWI"	850	4182	5218	4686	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	187	0	0	0	0	1	0	0	0	0	3	0	32	7	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	860	"AWI"	860	4219	5259	4740	201	0	0	0	0	0	0	0	3	0	0	0	0	0	0	218	0	17	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	179	0	0	1	0	4	0	0	0	0	0	0	34	10	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	870	"AWI"	870	4246	5320	4792	210	1	0	0	4	0	0	0	0	0	0	0	0	0	0	252	0	19	0	0	0	0	0	10	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	156	0	0	0	0	7	0	0	0	0	0	0	42	6	0	1	0
3194	4150	"King's Pool"	52.807804	-2.109106	880	"AWI"	880	4293	5368	4845	196	0	0	0	3	0	0	0	0	0	0	0	0	0	0	248	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	152	0	0	0	0	1	0	0	0	0	0	0	37	9	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	890	"AWI"	890	4359	5398	4897	249	0	0	0	4	0	0	0	0	0	0	0	0	0	0	216	0	13	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	133	0	0	0	0	2	0	0	0	0	0	0	54	8	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	900	"AWI"	900	4416	5433	4950	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	1	0	162	0	0	0	0	2	0	0	0	0	0	0	31	5	0	2	0
3194	4150	"King's Pool"	52.807804	-2.109106	910	"AWI"	910	4463	5463	5004	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	0	21	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	183	0	0	0	0	3	0	0	0	0	0	0	23	6	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	920	"AWI"	920	4501	5506	5059	185	0	0	0	2	0	0	0	0	0	0	0	0	0	0	238	0	16	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	206	0	0	0	0	1	0	0	0	0	0	0	39	2	0	0	0
3194	4150	"King's Pool"	52.807804	-2.109106	930	"AWI"	930	4532	5562	5110	196	1	0	0	1	0	0	0	0	0	0	0	0	0	0	254	0	14	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	24	3	0	0	0
