"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caryophyllaceae"	"Castanea"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Hypericaceae"	"Juglans"	"Lamiaceae"	"Lythraceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Tilia"
14672	23019	"Mire Gyola"	41.35472	23.12528	0	"AWI"	0	-140	24	-53	0	0	0.549450549450549	0.915750915750916	0	0	0	0	0.183150183150183	0.183150183150183	0	91.2087912087912	0	0.183150183150183	0.549450549450549	0.183150183150183	0	1.0989010989011	0	0	0	0	0	0	0	4.76190476190476	0	0	0	0	0	0	0	0.183150183150183	0	0	0	0
14672	23019	"Mire Gyola"	41.35472	23.12528	10	"AWI"	10	-48	380	127	0	0	0.0843170320404722	0	0	0.0843170320404722	0	0	0	0	0	98.6509274873524	0	0	0	0	0	0.168634064080944	0	0	0	0.168634064080944	0	0	0	0.843170320404722	0	0	0	0	0	0	0	0	0	0	0	0
14672	23019	"Mire Gyola"	41.35472	23.12528	20	"AWI"	20	87	509	338	0.251889168765743	0	0	0.755667506297229	0	0	0	0	0	0	0	98.2367758186398	0	0	0	0	0	0	0	0	0	0	0	0	0	0.755667506297229	0	0	0	0	0	0	0	0	0	0	0	0
14672	23019	"Mire Gyola"	41.35472	23.12528	30	"AWI"	30	333	600	504	0	0	0.20746887966805	0.622406639004149	0	0	0	0	0	0	0	97.5103734439834	0	0.4149377593361	0.4149377593361	0	0	0	0	0	0	0.20746887966805	0	0	0	0.622406639004149	0	0	0	0	0	0	0	0	0	0	0	0
14672	23019	"Mire Gyola"	41.35472	23.12528	50	"AWI"	50	527	923	688	0	0	5.71428571428571	0.714285714285714	0.714285714285714	0.714285714285714	0	0	0.714285714285714	0	0	55	0	3.57142857142857	6.42857142857143	0	0	1.42857142857143	0	0	0.714285714285714	1.42857142857143	0	0	0	20	0	0	0	0	2.14285714285714	0.714285714285714	0	0	0	0	0	0
14672	23019	"Mire Gyola"	41.35472	23.12528	60	"AWI"	60	596	1062	780	0	0	1.22699386503067	6.74846625766871	0.613496932515337	0.613496932515337	0	0	0.613496932515337	0	0	76.6871165644172	0	0	5.52147239263804	0	0	0	0	0	0	0	0	0	1.22699386503067	6.74846625766871	0	0	0	0	0	0	0	0	0	0	0	0
14672	23019	"Mire Gyola"	41.35472	23.12528	65	"AWI"	65	636	1108	827	0.471698113207547	0	0.943396226415094	1.88679245283019	1.41509433962264	0.943396226415094	0	0	0.471698113207547	0	0	71.2264150943396	0	2.83018867924528	0.943396226415094	0	0	0.943396226415094	0	0	0.471698113207547	0	0	0	0	4.24528301886792	0	0	12.2641509433962	0	0	0.943396226415094	0	0	0	0	0	0
14672	23019	"Mire Gyola"	41.35472	23.12528	75	"AWI"	75	713	1225	919	0	0.636942675159236	5.73248407643312	3.18471337579618	0	3.18471337579618	0	0	0	0	0	79.6178343949045	0	1.27388535031847	0	0	0	2.54777070063694	0	0	0	1.27388535031847	0	0	0	1.91082802547771	0	0	0	0	0	0.636942675159236	0	0	0	0	0	0
14672	23019	"Mire Gyola"	41.35472	23.12528	80	"AWI"	80	751	1291	967	0	0	5.73248407643312	1.91082802547771	0.636942675159236	0	5.09554140127389	0.636942675159236	0	0	0	73.8853503184713	0	0.636942675159236	1.27388535031847	0	0	0.636942675159236	0	0	0	0	0	0	0	7.64331210191083	0	0	0	0	0	0	0	0	1.27388535031847	0	0	0.636942675159236
14672	23019	"Mire Gyola"	41.35472	23.12528	90	"AWI"	90	826	1417	1059	1.60427807486631	0	4.27807486631016	3.74331550802139	3.74331550802139	0.53475935828877	0	0	0	0	0	65.7754010695187	0.53475935828877	0	1.60427807486631	0	0	1.06951871657754	0	0	0	1.06951871657754	0	0	0	12.2994652406417	0	0	0	0	0	0.53475935828877	0	0	0	0	1.06951871657754	2.13903743315508
