"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Montiaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Tofieldiaceae"	"Ulmus"	"Urticaceae"
16670	26499	"Schönwies"	46.84652	11.01591	2.5	"AWI"	2.5	12	715	283	0.0987166831194472	0	8.39091806515301	0.0987166831194472	0	0.394866732477789	0	0.592300098716683	0	0.0987166831194472	0	0	0	0.197433366238894	0	0	0.493583415597236	33.8598223099704	0	0	0	0	0.394866732477789	0	0	0	0	0	0.0987166831194472	0	0	0	0	0	6.51530108588351	17.5715695952616	0	30.1085883514314	0	0	0	0	0.0987166831194472	0	0	0	0	0.197433366238894	0.296150049358342	0	0	0.0987166831194472	0.0987166831194472	0	0.197433366238894	0	0	0.0987166831194472
16670	26499	"Schönwies"	46.84652	11.01591	5	"AWI"	5	59	1421	573	0.250417362270451	0	11.1853088480801	0	0	0.417362270450751	0	0.751252086811352	0	0	0	0	0	0.0834724540901502	0	0	0.250417362270451	48.1636060100167	0	0	0	0	0	0	0	0.0834724540901502	0	0	0.250417362270451	0	0	0	0	0	3.75626043405676	16.9449081803005	0.0834724540901502	16.5275459098497	0	0.500834724540901	0	0	0.0834724540901502	0	0	0	0.0834724540901502	0.0834724540901502	0.333889816360601	0	0	0.0834724540901502	0.0834724540901502	0	0	0	0	0
16670	26499	"Schönwies"	46.84652	11.01591	7.5	"AWI"	7.5	98.5	2129.5	861	0.277008310249307	0	7.94090489381348	0	0	0.461680517082179	0	0.277008310249307	0	0	0	0	0	0.554016620498615	0	0	0.277008310249307	46.4450600184672	0	0	0	0	0.369344413665743	0	0	0.646352723915051	0	0	0	0	0	0	0	0	5.54016620498615	11.449676823638	0.0923361034164358	23.6380424746076	0	0.184672206832872	0	0.184672206832872	0.184672206832872	0	0	0	0	0.184672206832872	0.554016620498615	0	0	0	0.461680517082179	0	0.0923361034164358	0	0.184672206832872	0
16670	26499	"Schönwies"	46.84652	11.01591	10	"AWI"	10	135	2839	1153	0.142857142857143	0	7.64285714285714	0	0	0.642857142857143	0	0.714285714285714	0	0.285714285714286	0	0	0	0.428571428571429	0	0.0714285714285714	0.642857142857143	56.9285714285714	0	0	0	0	0.571428571428571	0	0	0	0	0	0.0714285714285714	0	0	0	0	0.0714285714285714	3.85714285714286	13.3571428571429	0.142857142857143	13.2857142857143	0	0.142857142857143	0	0.214285714285714	0	0	0	0	0	0	0.5	0	0	0	0.214285714285714	0	0	0	0.0714285714285714	0
16670	26499	"Schönwies"	46.84652	11.01591	12.5	"AWI"	12.5	420.5	2973.5	1471	0.466200466200466	0	9.71250971250971	0.0777000777000777	0	0.777000777000777	0	0.388500388500388	0	0.0777000777000777	0	0	0	0	0	0	0.621600621600622	55.8663558663559	0	0	0	0	0.621600621600622	0	0	0	0	0	0.0777000777000777	0	0	0	0	0.0777000777000777	5.36130536130536	10.5672105672106	0.155400155400155	14.4522144522145	0	0	0	0.310800310800311	0	0	0	0	0	0.0777000777000777	0	0	0	0.155400155400155	0.0777000777000777	0	0	0	0.0777000777000777	0
16670	26499	"Schönwies"	46.84652	11.01591	15	"AWI"	15	593	3135	1832	0.366636113657195	0	7.05774518790101	0.366636113657195	0	0.549954170485793	0	0.458295142071494	0	0	0	0	0	0.274977085242896	0	0	0.274977085242896	58.6617781851512	0	0	0	0	0.366636113657195	0	0	0	0.274977085242896	0	0	0	0	0	0	0	4.21631530705775	7.6076993583868	0	18.9734188817599	0	0	0	0	0.0916590284142988	0	0	0	0	0.274977085242896	0.183318056828598	0	0	0	0	0	0	0	0	0
16670	26499	"Schönwies"	46.84652	11.01591	17.5	"AWI"	17.5	727	3331.5	2193	0.280112044817927	0	7.21288515406162	0	0	0.630252100840336	0	0.630252100840336	0	0.0700280112044818	0	0	0	0	0	0	0.140056022408964	75.2100840336134	0	0	0	0	0.420168067226891	0	0	0.0700280112044818	0.0700280112044818	0	0	0	0	0	0	0	5.32212885154062	9.31372549019608	0.0700280112044818	0	0	0	0	0.420168067226891	0	0	0	0	0	0.0700280112044818	0	0	0	0	0	0	0	0	0.0700280112044818	0
16670	26499	"Schönwies"	46.84652	11.01591	20	"AWI"	20	834	3667	2508	0.527240773286467	0	6.85413005272408	0	0	0.0878734622144112	0	0.615114235500879	0	0	0	0	0	0.263620386643234	0	0	0.351493848857645	42.8822495606327	0	0	0	0	0.615114235500879	0	0	0.0878734622144112	0	0	0.263620386643234	0	0	0	0	0	5.88752196836555	14.2355008787346	0	26.1862917398945	0	0	0	0.527240773286467	0.0878734622144112	0	0	0	0	0.0878734622144112	0.175746924428822	0	0	0.0878734622144112	0.0878734622144112	0	0	0	0.0878734622144112	0
16670	26499	"Schönwies"	46.84652	11.01591	22.5	"AWI"	22.5	1503.5	3722	2787	0.672645739910314	0	13.4529147982063	0	0	0.448430493273543	0	1.90582959641256	0	0	0	0	0	0	0	0	0.448430493273543	55.6053811659193	0	0	0	0	1.12107623318386	0	0	0	0	0	0	0	0	0	0	0	8.18385650224215	17.2645739910314	0	0	0	0	0	0.336322869955157	0.112107623318386	0	0	0	0	0	0.112107623318386	0	0	0	0.224215246636771	0	0	0	0.112107623318386	0
16670	26499	"Schönwies"	46.84652	11.01591	25	"AWI"	25	2154	3794	3074	0.634632819582956	0	14.959202175884	0.0906618313689937	0	1.08794197642792	0	1.08794197642792	0	0	0	0	0	0.0906618313689937	0	0	0.543970988213962	24.3880326382593	0	0	0	0	0.543970988213962	0	0	0.0906618313689937	0.453309156844968	0	0.0906618313689937	0	0	0	0	0	7.61559383499547	11.3327289211242	0.453309156844968	34.1795104261106	0	0.181323662737987	0	0.906618313689937	0.181323662737987	0	0	0	0.0906618313689937	0.181323662737987	0	0	0	0.0906618313689937	0.181323662737987	0.0906618313689937	0.0906618313689937	0	0.0906618313689937	0.271985494106981
