"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Lentibulariaceae"	"Linaceae"	"Lythraceae"	"Melanthiaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
14471	22656	"Bobrov"	49.447508	19.558798	80	"AWI"	80	7579	7995	7763	0	0	48	0	0	0	0	4	0	0	0	0	0	0	42	61	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	249	123	0	0	0	0	2	0	3	0	0	0	0	1	0	0	14	12	0
14471	22656	"Bobrov"	49.447508	19.558798	85	"AWI"	85	7685	8224	7925	0	0	26	0	0	0	0	9	0	0	0	0	0	0	20	132	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	216	113	0	0	0	0	7	0	4	0	0	0	0	1	0	0	8	16	4
14471	22656	"Bobrov"	49.447508	19.558798	90	"AWI"	90	7800	8403	8080	0	0	16	0	0	0	0	31	0	0	0	0	0	0	33	51	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	202	135	0	0	0	0	1	0	0	0	0	1	0	0	0	0	7	15	0
14471	22656	"Bobrov"	49.447508	19.558798	95	"AWI"	95	7938	8570	8238	0	0	15	0	0	0	0	8	0	0	0	0	0	1	30	57	0	0	0	0	4	0	1	0	0	0	0	0	1	0	0	0	215	135	0	0	0	0	2	0	0	0	0	0	0	1	0	0	4	13	0
14471	22656	"Bobrov"	49.447508	19.558798	100	"AWI"	100	8099	8728	8398	0	0	20	0	0	0	0	8	0	0	0	0	0	0	28	125	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	167	175	0	0	0	0	4	0	1	0	0	0	1	0	0	0	4	10	0
14471	22656	"Bobrov"	49.447508	19.558798	105	"AWI"	105	8366	8883	8539	0	0	14	0	0	0	0	6	0	0	0	0	0	0	24	126	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	190	163	0	0	0	0	4	0	2	0	0	0	1	0	0	0	1	10	0
14471	22656	"Bobrov"	49.447508	19.558798	110	"AWI"	110	8496	9070	8719	0	0	7	0	1	1	0	9	0	0	0	0	0	0	11	146	0	0	0	0	2	0	0	0	2	0	0	0	0	0	1	0	174	205	0	0	0	0	2	0	0	0	0	1	0	1	0	0	3	3	0
14471	22656	"Bobrov"	49.447508	19.558798	115	"AWI"	115	8612	9264	8909	0	0	22	0	0	1	0	11	0	0	0	0	0	0	29	163	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	117	213	0	0	0	0	2	0	0	0	0	1	0	1	1	0	8	8	0
14471	22656	"Bobrov"	49.447508	19.558798	120	"AWI"	120	8765	9401	9109	0	0	16	1	0	1	0	7	4	0	0	0	0	0	32	95	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	141	209	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	9	0
14471	22656	"Bobrov"	49.447508	19.558798	125	"AWI"	125	8963	9514	9293	0	0	16	0	0	0	0	5	0	0	0	0	0	0	65	146	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	134	189	0	0	0	0	0	0	2	0	0	0	0	1	1	0	5	11	0
14471	22656	"Bobrov"	49.447508	19.558798	130	"AWI"	130	9169	9638	9470	0	1	16	0	0	2	0	9	0	0	0	0	0	0	58	57	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	85	255	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	7	0
14471	22656	"Bobrov"	49.447508	19.558798	135	"AWI"	135	9318	9822	9569	0	0	38	0	0	1	0	22	4	0	0	0	0	0	38	112	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	148	287	0	0	0	3	2	0	0	0	0	2	0	2	0	0	5	31	0
14471	22656	"Bobrov"	49.447508	19.558798	140	"AWI"	140	9457	9982	9673	0	0	11	0	0	2	0	12	0	0	0	0	0	0	11	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	326	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	6	0
14471	22656	"Bobrov"	49.447508	19.558798	145	"AWI"	145	9598	10147	9814	0	0	15	0	1	0	0	15	0	0	0	0	0	0	25	76	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	54	315	0	0	0	0	1	0	2	0	0	2	0	2	0	0	2	40	0
14471	22656	"Bobrov"	49.447508	19.558798	150	"AWI"	150	9710	10318	9989	0	0	4	0	0	0	0	15	0	0	0	0	0	0	3	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	380	0	0	0	0	1	0	3	0	0	2	0	1	0	0	0	16	0
14471	22656	"Bobrov"	49.447508	19.558798	155	"AWI"	155	9855	10467	10160	0	0	3	37	1	0	0	15	6	0	0	0	0	0	6	99	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	46	353	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	15	0
14471	22656	"Bobrov"	49.447508	19.558798	160	"AWI"	160	10033	10595	10324	0	0	0	1	0	2	0	20	0	1	0	0	0	0	2	35	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	55	353	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	22	0
14471	22656	"Bobrov"	49.447508	19.558798	165	"AWI"	165	10277	10720	10486	0	0	3	1	3	2	0	28	3	0	0	0	0	0	4	64	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	64	342	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0	39	0
14471	22656	"Bobrov"	49.447508	19.558798	170	"AWI"	170	10373	10904	10605	0	0	1	1	0	2	0	30	0	1	0	0	0	0	3	35	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	65	307	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	4	0
14471	22656	"Bobrov"	49.447508	19.558798	175	"AWI"	175	10506	11036	10723	0	0	5	2	0	1	0	26	0	0	0	0	0	1	6	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	326	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	7	0
14471	22656	"Bobrov"	49.447508	19.558798	180	"AWI"	180	10619	11206	10861	0	0	1	0	1	3	0	31	0	0	0	0	0	0	2	46	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	110	301	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	5	0
14471	22656	"Bobrov"	49.447508	19.558798	185	"AWI"	185	10718	11352	11001	0	0	0	0	1	1	0	52	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	61	324	0	0	0	0	1	0	0	0	0	2	0	2	0	0	0	5	1
14471	22656	"Bobrov"	49.447508	19.558798	190	"AWI"	190	10823	11496	11136	0	0	0	3	1	3	0	34	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	19	369	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	1	0
14471	22656	"Bobrov"	49.447508	19.558798	195	"AWI"	195	10930	11629	11272	0	0	2	0	0	1	0	15	0	0	0	0	0	1	0	54	0	0	0	0	0	0	4	0	4	0	0	0	0	1	0	0	19	397	0	0	0	0	0	0	0	0	0	3	0	5	0	2	0	1	1
14471	22656	"Bobrov"	49.447508	19.558798	200	"AWI"	200	11071	11754	11417	0	0	0	0	0	4	0	7	0	0	0	0	0	1	1	168	0	0	0	0	0	0	14	0	4	0	0	0	0	0	0	0	2	399	0	0	0	0	1	0	0	0	0	2	0	4	0	0	0	0	1
14471	22656	"Bobrov"	49.447508	19.558798	205	"AWI"	205	11221	11859	11561	0	0	0	5	1	6	0	13	0	0	0	0	0	0	0	127	0	0	0	0	0	0	40	0	10	0	0	0	0	0	0	0	8	379	0	0	0	0	1	0	0	0	0	1	0	8	0	1	0	0	2
14471	22656	"Bobrov"	49.447508	19.558798	210	"AWI"	210	11401	12180	11757	0	0	0	7	0	4	0	9	0	0	0	0	0	0	0	44	0	0	0	0	0	0	26	0	10	0	0	0	0	0	0	0	15	387	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0
14471	22656	"Bobrov"	49.447508	19.558798	215	"AWI"	215	11623	12523	12016	0	0	2	1	5	3	0	34	0	0	0	0	0	0	0	60	0	0	0	0	0	0	9	0	12	0	0	0	0	0	0	0	7	343	0	0	0	0	0	0	0	0	0	2	0	2	0	2	0	0	0
14471	22656	"Bobrov"	49.447508	19.558798	220	"AWI"	220	11816	12834	12308	0	0	0	2	3	4	0	12	0	0	0	0	0	0	0	30	0	0	0	0	0	0	1	0	6	0	0	0	2	0	0	0	3	393	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0
14471	22656	"Bobrov"	49.447508	19.558798	225	"AWI"	225	12051	13143	12614	0	0	4	0	0	1	0	29	0	0	0	0	0	0	0	41	0	0	0	0	0	0	17	0	7	0	0	1	0	0	0	0	4	377	0	0	0	0	0	0	0	0	0	1	0	4	0	1	0	1	0
14471	22656	"Bobrov"	49.447508	19.558798	230	"AWI"	230	12306	13398	12900	1	0	3	0	2	5	0	40	0	0	0	0	0	0	3	20	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	7	270	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	4	0
