"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Cannabaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Hypericaceae"	"Lamiaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"
14282	22358	"Cernohorské rašelinište"	50.660758	15.752374	20	"AWI"	20	41	637	282	7.90273556231003	0.60790273556231	5.77507598784195	0.911854103343465	0	2.43161094224924	0	6.68693009118541	0.303951367781155	0	4.55927051671733	3.03951367781155	0	30.3951367781155	0.303951367781155	0	0	0	2.12765957446809	21.8844984802432	0	0	0	0	9.42249240121581	0	0	0	0.60790273556231	0	0.303951367781155	0	0.303951367781155	1.21580547112462	1.21580547112462
14282	22358	"Cernohorské rašelinište"	50.660758	15.752374	30	"AWI"	30	114	837	460	15.8974358974359	0.256410256410256	3.58974358974359	0	0	1.53846153846154	0	5.64102564102564	0	0	2.82051282051282	1.02564102564103	0	42.3076923076923	0.256410256410256	0	0	0	4.1025641025641	14.1025641025641	0	0	0	0.256410256410256	4.61538461538462	0	0	0	0.256410256410256	0	0	0.256410256410256	0	1.02564102564103	2.05128205128205
14282	22358	"Cernohorské rašelinište"	50.660758	15.752374	40	"AWI"	40	301	920	658	26	0	2	0	0	0	0	8	0	0	2.4	0	0	29.6	0	0	0	0	2	19.6	0	0	0	0	8	0	0	0	0.4	0.8	0	0	0	0	1.2
14282	22358	"Cernohorské rašelinište"	50.660758	15.752374	50	"AWI"	50	559	1024	835	22.2972972972973	0	6.75675675675676	0	0	0.675675675675676	0.337837837837838	14.8648648648649	0.337837837837838	0	2.7027027027027	0.337837837837838	0	18.2432432432432	0	0	0	0	3.04054054054054	21.2837837837838	0	0	0	0.337837837837838	7.77027027027027	0	0	0	0.337837837837838	0	0	0	0	0.337837837837838	0.337837837837838
14282	22358	"Cernohorské rašelinište"	50.660758	15.752374	60	"AWI"	60	922	1123	991	31.8021201413428	0	3.886925795053	0	0	2.12014134275618	0.353356890459364	4.24028268551237	0	0.353356890459364	1.76678445229682	2.47349823321555	0	21.2014134275618	0	0	0.353356890459364	0	3.53356890459364	21.2014134275618	0	0	0	0	5.65371024734982	0	0	0	0.353356890459364	0	0	0	0	0	0.706713780918728
14282	22358	"Cernohorské rašelinište"	50.660758	15.752374	70	"AWI"	70	1010	1478	1245	25.5009107468124	0	9.2896174863388	0	0.182149362477231	0.910746812386157	0	7.10382513661202	0.182149362477231	0	2.18579234972678	2.36794171220401	0.910746812386157	27.3224043715847	0	0	0	0	3.09653916211293	12.7504553734062	0	0	0	0	7.10382513661202	0	0	0.182149362477231	0.546448087431694	0	0	0.182149362477231	0	0.182149362477231	0
14282	22358	"Cernohorské rašelinište"	50.660758	15.752374	80	"AWI"	80	1260	1731	1490	21.7391304347826	0.271739130434783	10.054347826087	0.543478260869565	0.271739130434783	1.90217391304348	0	11.1413043478261	0	0	4.6195652173913	5.43478260869565	0	19.0217391304348	0	0	0	0	3.80434782608696	11.1413043478261	0	0	0	0	9.51086956521739	0	0	0	0	0	0	0	0	0.271739130434783	0.271739130434783
14282	22358	"Cernohorské rašelinište"	50.660758	15.752374	90	"AWI"	90	1593	1840	1751	12.1405750798722	0	10.223642172524	0.638977635782748	0	0.958466453674121	0.319488817891374	15.9744408945687	0	0	0.958466453674121	2.87539936102236	0	30.3514376996805	0	0	0	0	3.83386581469649	10.5431309904153	0	0	0	0	9.58466453674121	0	0	0	0.319488817891374	0.319488817891374	0.319488817891374	0	0	0	0.638977635782748
14282	22358	"Cernohorské rašelinište"	50.660758	15.752374	100	"AWI"	100	1648	1905	1790	17.1875	0	9.765625	0	0.78125	2.34375	0.390625	6.640625	0.78125	0	3.90625	3.125	0	25.78125	0	0.390625	0	0	3.515625	13.28125	0	0	0	0	9.375	0.78125	0	0	1.5625	0	0	0	0	0.390625	0
14282	22358	"Cernohorské rašelinište"	50.660758	15.752374	110	"AWI"	110	1693	1973	1830	15.8227848101266	0.316455696202532	6.64556962025316	0.316455696202532	0	0	0.316455696202532	11.0759493670886	0	0.316455696202532	3.79746835443038	7.91139240506329	0	25.3164556962025	0	0.316455696202532	0	0	3.79746835443038	12.9746835443038	0	0	0	0	9.49367088607595	0	0	0	0	0	0	0	0	0.316455696202532	1.26582278481013
