"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
27025	47604	"Gouillé Loéré"	46.15006	7.35751	210	"AWI"	210	5150	5812	5534	91	1	0	0	0	0	1	4	0	33	0	0	0	0	0	0	0	19	0	12	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	9	0	0
27025	47604	"Gouillé Loéré"	46.15006	7.35751	216	"AWI"	216	5470	6123	5761	58	1	0	0	0	0	0	2	0	27	0	0	0	0	0	0	2	15	0	13	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	16	0	0	0	0	0	1	9	2	0
27025	47604	"Gouillé Loéré"	46.15006	7.35751	220	"AWI"	220	5537	6595	5898	110	9	0	0	0	0	0	4	0	41	0	2	0	0	0	0	0	37	0	13	0	0	0	1	4	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	584	0	0	0	0	0	8	0	0	0	2	0	10	2	0	0	0	1	1	15	0	0
27025	47604	"Gouillé Loéré"	46.15006	7.35751	222	"AWI"	222	6140	6960	6415	100	3	0	1	0	0	0	9	0	27	1	0	0	0	0	0	0	20	0	9	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	1	0	0	0	0	4	16	0	0
27025	47604	"Gouillé Loéré"	46.15006	7.35751	224	"AWI"	224	6716	7360	6935	46	2	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	18	0	2	1	0	0	0	0	3	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	4	0	0	0	1	0	7	20	0	0
27025	47604	"Gouillé Loéré"	46.15006	7.35751	226	"AWI"	226	7250	7880	7432	18	0	0	0	0	0	0	7	0	24	1	0	0	0	0	0	0	19	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	1	10	15	0	0
27025	47604	"Gouillé Loéré"	46.15006	7.35751	227	"AWI"	227	7484	8166	7680	9	0	0	0	0	0	0	3	0	30	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	445	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	8	26	0	0
27025	47604	"Gouillé Loéré"	46.15006	7.35751	228	"AWI"	228	7694	8462	7940	5	2	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	40	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	6	0	0	0	0	1	7	26	0	0
27025	47604	"Gouillé Loéré"	46.15006	7.35751	229	"AWI"	229	7876	8776	8201	3	0	0	0	0	0	0	2	0	25	0	0	0	0	0	0	0	61	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	12	23	0	0
27025	47604	"Gouillé Loéré"	46.15006	7.35751	230	"AWI"	230	8046	9087	8460	0	1	0	0	0	0	0	5	0	17	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	1	0	0	1	1	18	22	1	0
27025	47604	"Gouillé Loéré"	46.15006	7.35751	231	"AWI"	231	8209	9198	8644	0	0	0	0	0	0	0	5	0	16	0	0	0	0	0	0	0	80	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	11	30	0	0
27025	47604	"Gouillé Loéré"	46.15006	7.35751	232	"AWI"	232	8325	9356	8825	0	0	5	0	0	0	0	0	0	20	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	9	9	3	0
27025	47604	"Gouillé Loéré"	46.15006	7.35751	234	"AWI"	234	8519	9767	9182	0	1	0	0	0	0	0	1	0	24	0	0	0	0	0	0	0	42	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	6	1	0
27025	47604	"Gouillé Loéré"	46.15006	7.35751	238	"AWI"	238	8720	10889	9863	0	0	0	0	0	0	0	2	0	21	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
27025	47604	"Gouillé Loéré"	46.15006	7.35751	241	"AWI"	241	8987	11528	10294	0	0	0	0	0	0	0	5	0	27	0	0	0	0	0	0	0	47	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	1	5	0	0
27025	47604	"Gouillé Loéré"	46.15006	7.35751	245	"AWI"	245	9638	11680	10681	2	0	0	0	0	0	0	6	0	7	0	0	0	0	0	0	0	30	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0
27025	47604	"Gouillé Loéré"	46.15006	7.35751	253	"AWI"	253	10755	12201	11477	0	0	0	1	0	0	0	94	0	3	0	0	0	0	0	0	0	3	0	8	0	0	0	1	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0
