"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
27025	47604	"Gouillé Loéré"	46.15006	7.35751	1	"AWI"	1	-141	33	-49	2	1	40	3	0	0	0	5	0	4	1	0	0	0	0	4	1	12	0	15	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	2	0	10	0	0	0	0	1	1	0	0	0
27025	47604	"Gouillé Loéré"	46.15006	7.35751	20	"AWI"	20	-22	598	193	5	0	8	2	0	0	0	7	0	2	0	0	0	0	0	4	1	1	0	7	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	171	0	0	0	0	0	0	3	0	0	0	0	0	4	5	0	0	0	0	0	1	0	0
27025	47604	"Gouillé Loéré"	46.15006	7.35751	40	"AWI"	40	143	988	466	5	0	36	0	0	2	0	12	0	9	1	0	14	0	4	3	0	4	0	20	0	0	1	0	1	0	0	0	0	0	0	14	0	0	4	0	1	0	0	0	121	0	34	96	1	0	0	8	0	0	0	0	0	2	1	0	0	0	1	2	0	1	0
27025	47604	"Gouillé Loéré"	46.15006	7.35751	60	"AWI"	60	362	1393	735	10	0	44	4	0	0	0	12	0	5	2	0	9	0	0	2	0	7	0	17	0	0	0	0	7	0	1	0	0	1	0	4	0	0	3	0	0	0	0	0	172	0	0	91	0	0	0	4	0	0	0	0	0	3	0	0	1	0	0	0	0	2	0
27025	47604	"Gouillé Loéré"	46.15006	7.35751	80	"AWI"	80	608	1785	1010	22	0	23	0	0	0	0	6	0	4	0	0	0	0	0	0	0	2	0	12	0	0	0	0	1	0	0	0	0	0	3	5	6	0	1	0	0	0	0	2	185	0	0	83	0	0	0	4	0	0	0	0	0	8	4	0	0	0	0	1	1	2	0
27025	47604	"Gouillé Loéré"	46.15006	7.35751	100	"AWI"	100	897	2171	1251	21	1	40	1	0	0	0	8	0	3	0	0	0	0	0	4	0	13	0	14	0	0	0	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	1	161	0	0	70	0	0	0	9	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
27025	47604	"Gouillé Loéré"	46.15006	7.35751	120	"AWI"	120	1251	2666	1594	28	2	137	2	0	0	0	6	0	28	1	0	0	0	5	0	0	27	0	25	0	0	0	0	3	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	189	0	0	0	0	1	0	6	0	0	0	1	0	2	1	0	0	0	0	0	0	2	0
27025	47604	"Gouillé Loéré"	46.15006	7.35751	130	"AWI"	130	1439	3129	2048	14	0	45	1	1	0	0	6	0	9	0	0	0	0	0	0	1	4	0	6	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	4	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0
27025	47604	"Gouillé Loéré"	46.15006	7.35751	140	"AWI"	140	1694	3619	2500	27	1	70	1	0	0	0	4	0	6	1	0	0	0	0	0	1	4	0	11	0	0	0	0	8	0	0	0	0	0	1	0	0	0	8	0	1	0	0	0	135	0	0	0	0	0	0	15	1	0	0	0	0	1	1	0	0	0	2	0	0	2	0
27025	47604	"Gouillé Loéré"	46.15006	7.35751	150	"AWI"	150	2023	4059	2943	25	2	142	1	0	0	0	7	0	14	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	113	0	0	0	0	0	0	16	0	0	0	0	0	6	2	0	0	0	2	2	2	3	0
27025	47604	"Gouillé Loéré"	46.15006	7.35751	160	"AWI"	160	2353	4456	3393	47	0	76	1	0	0	0	35	0	8	0	0	0	0	0	0	2	5	0	11	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	7	0	0	0	0	0	3	1	0	0	0	0	0	1	2	1
27025	47604	"Gouillé Loéré"	46.15006	7.35751	170	"AWI"	170	2700	4809	3837	51	0	82	0	0	0	0	1	0	10	0	0	0	0	0	0	0	10	1	11	0	0	0	0	6	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	190	0	0	0	0	0	2	6	0	0	0	3	0	2	0	0	0	0	1	0	0	0	0
27025	47604	"Gouillé Loéré"	46.15006	7.35751	180	"AWI"	180	3160	5115	4277	23	0	87	0	0	0	0	4	0	16	1	0	0	0	0	0	1	21	0	7	0	0	0	0	1	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	152	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0
27025	47604	"Gouillé Loéré"	46.15006	7.35751	190	"AWI"	190	3612	5384	4725	58	0	45	1	0	0	0	8	0	9	1	0	0	0	0	0	0	23	0	9	0	0	0	0	1	0	0	0	1	0	1	0	0	0	8	0	0	0	0	0	84	0	0	0	0	0	0	13	0	0	0	2	0	2	0	0	0	1	0	0	5	0	0
27025	47604	"Gouillé Loéré"	46.15006	7.35751	200	"AWI"	200	4129	5620	5147	78	2	19	0	0	0	0	1	0	13	0	0	0	0	0	0	0	11	0	6	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	1	6	0	0
