"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Malvaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
16742	40450	"Le Loclat"	47.01867	6.99669	149	"AWI"	149	538	1031	793	27	1	231	2	0	0	0	7	0	22	0	0	0	0	303	0	0	0	0	0	54	37	0	0	0	0	1	0	79	0	4	0	0	0	13	3	0	0	0	0	0	0	23	0	24	11	0	40	0	0	0	0	98	0	0	0	0	7	5	0	0	0	0	0	0	0	2	0	5	0	0
16742	40450	"Le Loclat"	47.01867	6.99669	157	"AWI"	157	597	1062	836	27	0	161	1	1	0	0	4	0	25	0	4	1	0	285	0	0	0	0	0	91	23	0	0	0	0	0	0	102	0	5	0	0	0	17	1	0	0	0	0	0	0	16	0	23	8	0	38	0	0	0	0	93	0	0	0	1	3	9	0	0	0	0	0	0	0	2	4	13	0	0
16742	40450	"Le Loclat"	47.01867	6.99669	165	"AWI"	165	646	1109	881	18	2	162	2	0	0	0	6	0	49	0	0	0	0	313	0	0	0	0	0	91	12	0	0	0	0	0	0	121	0	5	0	0	0	9	2	0	0	0	0	0	0	17	0	19	14	0	48	0	0	0	0	108	0	0	0	0	3	5	0	0	0	0	0	0	1	0	2	4	0	0
16742	40450	"Le Loclat"	47.01867	6.99669	173	"AWI"	173	803	1152	938	17	3	217	0	0	0	0	6	0	68	0	0	0	0	232	0	0	0	0	0	118	28	0	0	0	0	0	0	99	0	6	0	0	0	12	1	0	0	0	0	0	0	11	0	11	9	0	47	0	0	0	0	96	0	0	0	0	4	9	0	0	0	0	0	0	0	1	4	2	0	0
16742	40450	"Le Loclat"	47.01867	6.99669	181	"AWI"	181	871	1232	1006	27	1	242	0	1	0	0	1	0	53	0	1	2	0	97	0	0	2	0	0	98	53	1	0	0	0	0	0	120	0	10	0	0	0	27	3	0	0	0	0	0	0	12	0	28	11	0	69	0	0	0	0	105	0	0	0	1	3	8	0	0	0	0	0	0	0	1	2	3	0	0
16742	40450	"Le Loclat"	47.01867	6.99669	189	"AWI"	189	962	1380	1140	27	2	156	3	0	0	0	9	0	22	0	1	1	0	129	0	0	1	0	0	96	56	0	0	0	1	0	0	127	0	13	0	0	0	27	1	0	0	0	0	0	0	18	0	22	14	0	128	0	0	0	0	83	0	0	0	3	11	3	0	0	0	0	0	0	0	1	4	13	0	0
16742	40450	"Le Loclat"	47.01867	6.99669	197	"AWI"	197	1026	1674	1345	27	1	224	0	0	0	1	13	0	49	0	0	0	0	113	0	0	2	0	0	95	52	0	0	0	0	0	0	123	0	7	0	0	0	22	5	0	0	0	0	1	1	14	0	18	13	0	108	0	0	1	0	79	0	1	0	3	4	10	1	0	0	0	0	0	0	1	8	5	0	0
16742	40450	"Le Loclat"	47.01867	6.99669	199	"AWI"	199	1037	1768	1394	50	3	164	1	0	0	0	2	0	18	0	2	0	0	55	0	0	0	1	0	99	62	0	0	0	0	0	0	218	0	15	0	0	0	5	5	0	0	0	0	0	0	18	0	27	9	0	98	0	0	1	0	105	0	0	0	2	11	5	0	0	0	0	0	0	0	2	4	6	0	1
16742	40450	"Le Loclat"	47.01867	6.99669	201	"AWI"	201	1050	1866	1442	14	1	202	0	0	0	0	0	0	102	0	1	0	0	0	0	0	1	0	0	94	8	0	0	0	0	0	0	325	0	28	0	0	0	6	0	0	0	0	0	0	0	14	0	14	19	0	0	0	0	0	0	112	0	0	0	2	3	3	0	0	0	0	0	0	0	0	5	0	0	0
16742	40450	"Le Loclat"	47.01867	6.99669	203	"AWI"	203	1060	1966	1490	6	2	230	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	153	21	0	0	0	0	0	0	161	0	66	0	0	0	1	3	0	0	0	0	0	0	16	0	3	19	0	0	0	0	0	0	135	0	0	0	0	0	7	1	0	0	0	0	0	0	1	3	2	0	0
16742	40450	"Le Loclat"	47.01867	6.99669	205	"AWI"	205	1069	2064	1538	20	2	208	1	0	0	0	4	0	162	0	1	1	0	0	0	0	0	0	0	134	23	0	0	0	0	0	0	169	0	30	0	0	0	4	4	0	0	0	0	0	0	7	0	17	42	0	0	0	0	1	0	146	0	0	0	1	2	1	0	0	0	0	0	0	1	0	4	3	0	0
16742	40450	"Le Loclat"	47.01867	6.99669	207	"AWI"	207	1134	2114	1589	21	4	208	0	0	0	0	6	0	151	0	3	0	0	0	0	0	1	0	0	174	60	0	0	0	0	0	0	143	0	22	0	0	1	3	7	0	0	0	0	0	0	18	0	23	29	0	0	0	0	0	0	160	0	0	0	1	4	11	0	0	0	0	0	0	0	0	4	3	0	0
16742	40450	"Le Loclat"	47.01867	6.99669	209	"AWI"	209	1233	2127	1644	23	4	135	3	0	0	1	3	0	61	0	2	0	1	3	0	0	0	0	0	184	91	0	0	0	0	0	0	94	0	10	0	0	0	11	8	0	0	0	0	0	0	6	0	18	22	0	0	0	0	0	0	156	0	0	0	0	6	9	1	0	0	0	0	0	0	1	4	2	0	1
16742	40450	"Le Loclat"	47.01867	6.99669	211	"AWI"	211	1329	2142	1699	18	2	46	0	0	0	0	2	0	20	0	2	0	0	2	0	0	0	1	0	66	37	0	0	0	0	0	0	53	0	3	0	0	0	7	7	0	0	0	1	0	0	1	0	15	9	0	0	0	0	0	0	78	0	0	0	0	6	5	0	0	0	0	2	0	0	0	2	2	0	2
16742	40450	"Le Loclat"	47.01867	6.99669	213	"AWI"	213	1425	2152	1754	28	5	67	4	0	0	0	10	0	42	0	6	0	0	6	0	0	0	0	0	101	100	0	0	0	1	0	0	103	0	8	0	0	0	8	13	0	0	0	0	0	0	10	0	27	19	0	0	0	0	0	0	188	0	0	0	2	9	13	1	0	0	0	0	0	0	0	5	25	0	0
16742	40450	"Le Loclat"	47.01867	6.99669	215	"AWI"	215	1519	2166	1810	38	7	69	2	0	0	0	6	0	33	0	4	1	0	3	0	0	2	0	0	96	125	0	0	0	0	1	0	102	0	11	0	0	0	5	17	0	0	0	0	0	2	0	0	12	11	0	183	0	0	0	1	164	0	0	0	4	9	11	3	0	0	0	0	0	0	1	1	24	0	1
16742	40450	"Le Loclat"	47.01867	6.99669	217	"AWI"	217	1606	2183	1870	26	1	60	3	0	0	0	3	0	32	0	4	0	0	8	0	0	0	0	0	93	76	0	0	0	0	0	0	83	0	6	0	0	0	9	13	0	0	0	0	0	0	2	0	13	19	0	0	0	0	0	1	169	0	0	0	2	2	5	0	0	0	1	0	0	1	0	0	4	0	1
16742	40450	"Le Loclat"	47.01867	6.99669	219	"AWI"	219	1685	2200	1926	15	0	32	2	0	0	0	9	0	18	0	4	1	0	5	0	0	0	0	0	51	62	0	0	0	1	0	0	45	0	1	0	0	0	3	6	0	0	0	0	0	0	1	0	9	11	0	0	0	0	0	0	113	0	0	0	1	3	3	3	0	0	0	0	0	0	0	1	12	0	1
16742	40450	"Le Loclat"	47.01867	6.99669	221	"AWI"	221	1755	2224	1985	22	1	58	1	0	0	0	8	0	28	0	6	1	0	5	0	0	1	0	0	96	138	0	0	0	0	0	0	102	0	16	0	0	0	4	18	0	0	0	0	0	0	6	0	25	11	0	164	0	0	0	0	211	0	1	0	2	10	11	0	0	0	0	0	0	0	1	5	17	0	3
16742	40450	"Le Loclat"	47.01867	6.99669	223	"AWI"	223	1820	2256	2044	19	0	32	0	0	0	0	3	0	27	0	5	0	0	1	0	0	0	0	0	29	56	0	0	0	0	0	0	65	0	5	0	0	0	1	4	0	0	0	0	0	0	1	0	9	7	0	68	0	0	0	0	137	0	0	0	1	6	5	2	0	0	0	0	0	0	3	1	4	0	1
16742	40450	"Le Loclat"	47.01867	6.99669	225	"AWI"	225	1864	2295	2101	20	1	42	2	0	0	0	2	0	17	0	1	0	0	0	0	0	0	0	0	37	45	0	0	0	0	0	0	65	0	3	0	0	1	2	8	0	0	0	0	0	0	0	0	17	18	0	0	0	0	0	0	134	0	0	0	1	2	0	0	0	0	2	0	0	0	0	2	0	0	1
16742	40450	"Le Loclat"	47.01867	6.99669	227	"AWI"	227	1916	2343	2153	21	0	28	0	0	0	0	3	0	13	0	0	1	0	2	0	0	0	0	0	25	51	0	0	0	0	0	0	62	0	2	0	0	0	1	2	0	0	0	0	0	0	2	0	10	9	0	0	0	0	0	0	157	0	0	0	1	6	2	0	0	0	0	0	0	0	1	1	6	0	1
16742	40450	"Le Loclat"	47.01867	6.99669	229	"AWI"	229	1992	2380	2199	43	2	69	2	0	0	0	4	0	48	0	0	0	0	5	0	0	0	0	0	47	103	0	0	0	0	0	0	112	0	13	0	0	0	3	3	0	0	0	0	0	1	3	0	24	26	0	163	0	0	0	0	294	0	0	0	0	12	6	1	0	0	0	0	0	0	1	1	26	0	1
16742	40450	"Le Loclat"	47.01867	6.99669	231	"AWI"	231	2056	2423	2247	25	2	119	2	0	0	0	2	0	72	0	2	0	0	0	0	0	0	0	0	66	47	0	0	0	0	0	0	145	0	8	0	0	0	0	5	0	0	0	0	0	0	1	1	15	13	0	124	0	0	0	0	340	0	0	0	0	4	6	0	0	0	0	0	0	0	1	2	4	0	0
16742	40450	"Le Loclat"	47.01867	6.99669	232	"AWI"	232	2085	2445	2272	19	2	139	0	0	0	0	1	0	71	0	0	0	0	3	0	0	0	0	0	70	34	0	0	0	0	0	0	155	0	10	0	0	0	0	2	0	0	0	0	0	2	5	0	10	14	0	0	0	0	0	0	312	0	0	0	2	7	6	0	0	0	0	0	0	0	0	3	19	0	0
16742	40450	"Le Loclat"	47.01867	6.99669	233	"AWI"	233	2113	2466	2297	25	1	183	0	0	0	0	1	0	102	0	1	0	0	1	0	0	0	0	0	102	27	0	0	0	0	1	0	168	0	8	0	0	0	0	2	0	0	0	0	0	0	1	0	16	6	0	0	0	0	1	0	297	0	0	0	1	7	6	1	0	0	0	0	0	1	0	3	2	0	0
16742	40450	"Le Loclat"	47.01867	6.99669	235	"AWI"	235	2152	2524	2346	31	1	182	1	0	0	0	6	0	81	0	0	0	0	5	0	0	0	0	0	102	40	0	0	0	0	0	0	127	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	15	13	0	0	0	0	0	0	220	0	0	0	2	2	12	0	0	0	0	0	0	0	0	3	14	0	1
16742	40450	"Le Loclat"	47.01867	6.99669	237	"AWI"	237	2175	2594	2395	25	2	153	3	0	0	0	7	0	40	0	1	0	0	1	0	0	0	0	0	121	45	0	0	0	0	1	0	98	0	8	0	0	0	0	11	0	0	0	0	0	1	0	0	14	11	0	0	0	0	0	0	241	0	0	0	2	17	4	0	0	0	0	0	0	2	0	3	17	0	0
16742	40450	"Le Loclat"	47.01867	6.99669	239	"AWI"	239	2198	2662	2444	29	2	140	3	0	0	0	10	0	38	0	6	0	0	2	0	0	0	0	0	101	43	0	0	0	0	0	0	137	0	11	0	0	0	0	2	0	0	0	0	0	0	1	0	15	15	0	0	0	0	0	0	307	0	0	0	1	9	9	1	0	0	0	0	0	1	1	5	13	0	0
16742	40450	"Le Loclat"	47.01867	6.99669	241	"AWI"	241	2211	2735	2494	29	0	191	1	0	0	1	5	0	50	0	1	0	0	0	0	0	0	0	0	117	22	0	0	0	0	0	0	168	0	15	0	0	0	0	1	0	0	0	0	0	0	1	0	12	17	0	0	0	0	0	0	274	0	0	0	1	4	4	0	0	0	0	0	0	0	0	6	1	0	0
16742	40450	"Le Loclat"	47.01867	6.99669	243	"AWI"	243	2224	2809	2545	19	6	180	0	0	0	0	2	0	73	0	1	0	0	1	0	0	0	1	0	89	28	0	0	0	0	0	0	213	0	20	0	0	0	0	1	0	0	0	0	0	0	5	0	10	32	0	0	0	0	1	0	246	0	0	0	1	6	4	0	0	0	0	0	0	0	0	10	3	0	0
16742	40450	"Le Loclat"	47.01867	6.99669	245	"AWI"	245	2240	2890	2594	23	2	169	0	0	0	1	4	0	85	0	2	0	0	1	0	0	0	0	0	126	35	0	0	0	0	0	0	167	0	24	0	0	0	0	5	0	0	0	0	0	0	1	0	8	18	0	0	0	0	0	0	211	0	0	0	1	3	5	0	0	0	0	0	0	0	0	6	10	0	0
16742	40450	"Le Loclat"	47.01867	6.99669	247	"AWI"	247	2251	2980	2644	13	2	185	0	0	0	0	6	0	93	0	0	0	0	1	0	0	0	0	0	110	37	0	0	0	0	0	0	198	0	20	0	0	1	0	7	0	0	0	0	0	0	3	0	11	28	0	0	0	0	0	0	202	0	0	0	1	4	6	0	0	0	0	0	0	0	0	7	7	0	1
16742	40450	"Le Loclat"	47.01867	6.99669	249	"AWI"	249	2373	3001	2692	14	1	236	0	0	0	0	5	0	104	0	2	0	0	1	0	0	0	0	0	129	27	0	0	0	0	0	0	137	0	19	0	0	0	0	3	0	0	0	1	0	0	1	0	9	32	0	0	0	0	0	0	185	0	0	0	0	3	8	0	0	0	0	0	0	0	1	5	3	0	0
16742	40450	"Le Loclat"	47.01867	6.99669	251	"AWI"	251	2488	3023	2738	20	0	221	1	0	0	0	3	0	145	0	0	1	0	1	0	0	0	0	0	103	43	0	0	0	0	0	0	140	0	16	0	0	0	0	6	0	0	0	0	0	0	2	0	14	20	0	0	0	0	0	0	152	0	0	0	0	8	6	0	0	0	0	0	0	0	0	8	5	0	0
16742	40450	"Le Loclat"	47.01867	6.99669	253	"AWI"	253	2594	3050	2785	21	0	193	0	0	0	0	3	0	110	0	0	0	0	1	0	0	0	0	0	126	60	1	0	0	0	0	0	159	0	19	0	0	0	0	17	0	0	0	0	0	0	0	0	12	10	0	0	0	0	1	0	151	0	0	0	0	1	3	0	0	0	0	0	0	0	0	9	5	0	0
16742	40450	"Le Loclat"	47.01867	6.99669	257	"AWI"	257	2755	3137	2889	66	2	152	2	0	0	0	0	0	42	0	1	0	0	1	0	0	0	0	0	115	50	0	0	0	0	1	0	169	1	9	0	0	0	0	0	0	0	0	0	0	3	2	0	39	20	0	0	0	0	0	0	199	0	0	0	0	7	1	0	0	0	0	0	0	1	0	10	0	0	0
16742	40450	"Le Loclat"	47.01867	6.99669	261	"AWI"	261	2801	3290	2993	34	1	235	1	0	0	1	2	0	76	0	1	0	0	0	0	0	0	0	0	124	41	0	0	0	0	1	0	200	0	35	0	0	0	0	1	0	0	0	0	0	0	1	0	16	16	0	0	0	0	0	0	158	0	0	0	1	1	0	0	0	0	0	0	0	0	0	8	1	0	0
16742	40450	"Le Loclat"	47.01867	6.99669	263	"AWI"	263	2814	3399	3045	43	1	243	0	0	0	0	1	0	113	0	0	0	0	0	0	0	0	0	0	125	20	0	0	0	0	0	0	175	0	36	0	0	0	0	7	0	0	0	0	0	0	2	0	12	20	0	0	0	0	1	0	168	0	0	0	0	1	3	1	0	0	0	0	1	0	1	4	3	0	0
16742	40450	"Le Loclat"	47.01867	6.99669	265	"AWI"	265	2825	3517	3096	26	1	228	0	0	0	0	1	0	63	0	1	0	0	2	0	0	0	0	0	123	50	0	0	0	0	0	0	204	0	38	0	0	0	0	11	0	0	0	0	0	0	2	0	8	8	0	0	0	0	0	0	153	0	0	0	1	0	5	0	0	0	0	0	0	0	0	5	4	0	0
16742	40450	"Le Loclat"	47.01867	6.99669	267	"AWI"	267	2836	3643	3144	55	0	125	1	0	0	2	3	0	45	0	0	0	0	0	0	0	0	0	0	110	66	0	0	0	0	0	0	268	0	29	0	0	0	0	3	0	0	0	0	0	1	2	0	31	22	0	0	0	0	2	0	152	0	0	0	2	3	4	0	0	0	0	0	0	0	0	9	2	1	1
16742	40450	"Le Loclat"	47.01867	6.99669	269	"AWI"	269	2872	3711	3198	66	0	171	2	0	0	1	2	0	61	0	1	0	0	3	0	0	0	0	0	118	54	0	0	0	0	0	0	270	0	20	0	0	0	0	8	0	0	0	0	0	0	1	0	36	10	0	0	0	0	1	0	124	0	0	0	0	2	6	0	0	0	0	0	0	0	0	4	0	0	1
16742	40450	"Le Loclat"	47.01867	6.99669	271	"AWI"	271	2917	3762	3257	52	5	181	1	0	0	0	1	0	76	0	1	0	0	0	0	0	0	0	0	130	44	0	0	0	0	0	0	224	0	14	0	0	0	0	2	0	0	0	0	0	1	0	0	25	24	0	0	0	0	0	0	138	0	0	0	0	2	8	1	0	0	0	0	0	1	1	7	4	0	0
16742	40450	"Le Loclat"	47.01867	6.99669	272	"AWI"	272	2932	3791	3285	23	3	225	2	0	0	0	6	0	79	0	2	0	0	1	0	0	0	0	0	152	44	0	0	0	0	0	0	195	0	32	0	0	0	0	1	0	0	0	0	0	1	1	0	15	9	0	0	0	0	0	0	141	0	0	0	3	2	5	0	0	0	0	1	0	0	0	1	2	0	0
16742	40450	"Le Loclat"	47.01867	6.99669	274	"AWI"	274	2959	3848	3344	20	2	225	0	0	0	0	4	0	102	0	3	1	0	0	0	0	0	0	0	155	38	0	0	0	0	0	0	151	0	18	0	0	0	0	3	0	0	0	0	0	0	1	0	16	12	0	0	0	0	0	0	176	0	0	0	0	1	5	0	0	0	0	0	0	0	0	4	1	0	0
16742	40450	"Le Loclat"	47.01867	6.99669	277	"AWI"	277	2993	3977	3428	40	2	199	0	0	0	0	4	0	129	0	1	0	0	1	0	0	0	0	0	147	11	0	0	0	0	0	0	169	0	16	0	0	0	0	3	0	0	0	0	0	0	1	0	17	10	0	0	0	0	0	0	174	0	0	0	0	1	9	0	0	0	0	0	0	0	0	5	2	0	0
16742	40450	"Le Loclat"	47.01867	6.99669	279	"AWI"	279	3013	4073	3485	35	1	221	0	0	0	0	3	0	126	0	0	0	0	0	0	0	0	0	0	150	24	0	0	0	0	0	0	141	0	13	0	0	0	0	8	0	0	0	0	0	0	1	0	14	17	0	0	0	0	0	0	255	0	0	0	2	1	3	0	0	0	0	0	1	0	1	3	2	0	1
16742	40450	"Le Loclat"	47.01867	6.99669	281	"AWI"	281	3031	4172	3541	34	3	221	1	0	0	0	5	0	92	0	0	0	0	1	0	0	0	0	0	128	42	0	0	0	0	0	0	137	1	16	0	0	0	0	8	0	0	0	0	0	0	0	0	26	14	0	0	0	0	0	1	210	0	0	0	0	2	2	0	0	0	0	0	0	0	2	3	3	0	0
16742	40450	"Le Loclat"	47.01867	6.99669	283	"AWI"	283	3048	4286	3588	37	0	201	0	0	0	0	13	0	54	0	0	0	0	2	0	0	0	0	0	99	51	0	0	0	0	0	0	147	1	13	0	0	0	0	4	0	0	0	0	0	0	0	0	14	12	0	0	0	0	0	0	229	0	0	0	1	5	3	0	0	0	0	0	0	0	1	4	5	0	1
