"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Malvaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
16742	40450	"Le Loclat"	47.01867	6.99669	6	"AWI"	6	-103	84	-11	6	0	29	6	0	0	0	4	0	21	0	4	0	0	200	0	0	3	0	0	31	48	0	0	0	0	0	0	23	0	2	0	0	1	26	26	0	0	0	0	0	2	8	0	17	39	0	306	0	0	1	0	95	0	0	0	1	30	8	0	0	0	0	0	0	0	0	0	4	0	3
16742	40450	"Le Loclat"	47.01867	6.99669	14	"AWI"	14	-85	193	27	8	0	44	4	1	0	0	4	0	10	0	5	0	0	241	0	0	3	0	0	38	50	0	0	0	0	1	0	40	0	4	0	0	0	26	8	0	1	0	0	0	0	1	0	12	40	0	245	1	0	0	1	115	0	0	0	2	20	8	1	0	0	0	0	0	0	0	0	0	0	1
16742	40450	"Le Loclat"	47.01867	6.99669	22	"AWI"	22	-64	304	65	10	0	31	6	0	0	0	1	0	21	1	5	1	0	202	0	0	3	0	0	30	78	0	0	0	0	3	0	38	0	3	0	0	0	17	11	0	0	0	0	0	0	8	0	9	30	0	227	0	0	0	0	175	0	0	0	2	23	8	1	0	0	0	0	0	1	0	2	3	0	0
16742	40450	"Le Loclat"	47.01867	6.99669	30	"AWI"	30	-32	344	113	10	1	42	3	0	0	0	2	0	27	0	5	1	0	201	0	0	3	0	0	56	72	3	0	0	0	0	0	40	0	5	0	0	0	21	15	0	0	0	0	0	0	1	0	8	42	0	187	0	0	0	0	183	0	0	0	2	12	3	1	0	0	0	2	0	0	0	1	4	0	1
16742	40450	"Le Loclat"	47.01867	6.99669	38	"AWI"	38	-13	409	155	11	2	34	4	0	0	1	6	0	41	0	7	1	0	212	0	0	5	0	0	49	77	0	0	0	0	1	0	30	0	2	0	0	0	42	6	0	0	0	0	0	0	8	0	10	39	0	125	0	0	0	0	209	0	0	0	0	6	2	0	0	0	0	0	0	1	1	1	1	0	1
16742	40450	"Le Loclat"	47.01867	6.99669	46	"AWI"	46	15	457	201	19	0	59	1	0	0	0	2	0	25	0	3	1	0	185	0	0	3	0	0	56	75	0	0	0	0	1	0	28	0	3	1	0	1	33	10	0	0	0	0	0	3	9	0	18	34	0	160	0	0	0	0	216	0	0	0	2	7	6	2	0	0	0	0	0	1	1	2	2	0	1
16742	40450	"Le Loclat"	47.01867	6.99669	54	"AWI"	54	44	509	252	21	1	45	1	0	0	0	3	0	21	0	6	1	1	310	0	0	1	0	0	41	59	0	0	0	0	0	0	36	1	6	0	0	0	27	9	0	0	0	0	0	1	6	0	11	25	0	153	0	0	1	0	142	0	0	0	2	15	2	0	0	0	0	0	1	1	1	0	8	1	2
16742	40450	"Le Loclat"	47.01867	6.99669	62	"AWI"	62	64	584	297	11	1	26	1	0	0	1	2	0	17	0	3	0	0	100	0	0	1	0	0	42	11	0	0	0	0	0	0	46	0	1	0	0	0	25	0	0	0	0	0	0	0	3	0	7	3	0	0	0	0	0	0	123	0	0	0	0	0	3	0	1	0	0	0	0	1	0	0	1	0	1
16742	40450	"Le Loclat"	47.01867	6.99669	70	"AWI"	70	104	622	342	13	0	39	3	0	0	0	2	0	30	0	5	1	0	212	0	0	1	0	0	82	55	0	0	0	0	0	0	51	0	6	0	0	0	55	12	0	0	0	0	0	0	10	0	11	37	0	133	0	0	1	0	182	0	0	0	2	5	7	0	0	0	0	0	0	2	0	1	0	0	0
16742	40450	"Le Loclat"	47.01867	6.99669	78	"AWI"	78	132	676	387	9	2	42	4	0	0	0	6	0	38	0	2	1	0	154	0	0	4	0	0	87	78	0	0	0	0	0	0	46	1	7	0	0	0	34	19	0	1	0	1	0	1	10	0	21	32	0	171	0	0	0	0	182	0	0	0	0	13	10	0	0	0	0	0	0	0	0	2	3	0	2
16742	40450	"Le Loclat"	47.01867	6.99669	86	"AWI"	86	167	721	433	19	0	42	2	0	0	0	3	0	55	0	1	0	0	112	0	0	1	0	0	111	101	0	0	0	0	2	0	56	1	5	0	0	0	23	53	0	1	0	0	0	1	14	0	20	34	0	140	0	0	6	0	129	0	0	0	0	12	10	0	0	0	1	0	0	1	0	0	9	0	1
16742	40450	"Le Loclat"	47.01867	6.99669	94	"AWI"	94	205	757	480	7	1	47	2	0	0	0	5	0	89	0	3	1	0	122	0	0	2	0	0	137	77	0	0	0	0	0	0	42	0	8	0	0	0	15	100	0	0	0	0	0	1	7	0	28	0	0	132	0	0	0	0	120	0	0	0	4	9	6	0	1	0	0	0	0	0	3	2	7	0	1
16742	40450	"Le Loclat"	47.01867	6.99669	101	"AWI"	101	227	800	520	7	0	35	1	0	0	0	5	0	42	0	0	2	0	56	0	0	1	0	0	110	35	0	0	0	0	0	0	32	0	4	0	0	0	16	18	0	0	0	0	0	0	10	0	7	14	0	56	0	0	0	0	90	0	0	0	0	4	7	0	0	0	0	0	0	0	0	1	6	0	1
16742	40450	"Le Loclat"	47.01867	6.99669	109	"AWI"	109	286	836	565	12	4	48	2	0	0	0	8	0	33	0	5	1	0	242	0	0	0	0	0	79	68	0	0	0	0	0	0	58	0	2	0	0	0	35	9	0	0	0	0	0	0	6	0	17	11	0	134	0	0	0	0	155	0	0	0	0	10	6	0	0	0	0	0	0	0	1	1	3	0	0
16742	40450	"Le Loclat"	47.01867	6.99669	117	"AWI"	117	334	871	613	15	2	34	3	1	0	0	13	0	39	0	3	0	0	359	0	0	2	0	0	81	49	0	0	0	0	2	0	42	0	1	0	0	0	19	2	0	0	0	0	0	0	11	0	11	11	0	101	0	0	0	0	125	0	0	0	0	15	8	0	0	0	0	0	0	0	0	1	5	0	1
16742	40450	"Le Loclat"	47.01867	6.99669	124	"AWI"	124	364	909	653	16	1	19	1	0	0	0	6	0	34	0	0	0	0	804	0	0	1	0	0	48	58	0	0	0	0	1	0	36	0	4	0	0	0	10	6	0	0	0	0	0	1	11	0	11	5	0	46	0	0	0	0	82	0	0	0	0	4	5	0	0	0	0	0	0	0	0	2	0	0	1
16742	40450	"Le Loclat"	47.01867	6.99669	133	"AWI"	133	436	945	702	12	1	8	1	0	0	0	5	0	14	0	0	0	0	1221	0	0	0	0	0	32	31	0	0	0	0	0	0	23	0	2	0	0	0	5	3	0	0	0	0	0	0	3	0	16	3	0	44	0	0	0	0	50	0	0	0	3	7	1	0	0	0	0	0	0	0	1	0	0	0	0
16742	40450	"Le Loclat"	47.01867	6.99669	141	"AWI"	141	474	994	750	21	2	31	1	0	0	0	17	0	43	0	0	0	0	637	0	0	0	0	0	65	32	0	0	0	0	0	0	59	0	3	0	0	0	22	1	0	0	0	0	0	0	16	0	21	12	0	46	0	0	0	0	95	0	0	0	0	3	4	0	0	0	0	0	0	0	0	4	0	0	0
