"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Tofieldiaceae"	"Ulmus"	"Urticaceae"
16672	26505	"Lindenmoos"	47.508732	12.042238	120	"AWI"	120	3178	4262	3667	160	2	79	0	0	2	0	1	0	0	29	0	0	0	0	0	0	0	0	21	7	0	0	0	0	254	0	2	0	0	0	0	0	0	0	0	0	120	12	0	28	0	0	9	0	0	0	1	0	0	0	0	1	0	0	0	1	0
16672	26505	"Lindenmoos"	47.508732	12.042238	130	"AWI"	130	3416	4748	4044	113	0	59	0	0	2	0	0	0	0	22	0	0	0	0	0	0	0	0	28	4	0	0	0	0	208	0	2	0	0	0	0	0	0	0	0	0	115	9	0	0	0	0	15	0	0	0	0	3	0	0	0	1	0	6	0	8	0
16672	26505	"Lindenmoos"	47.508732	12.042238	140	"AWI"	140	3633	5383	4382	61	1	37	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	15	4	0	0	12	0	266	0	4	0	0	0	0	0	0	0	0	0	134	8	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	4	0	2	0
16672	26505	"Lindenmoos"	47.508732	12.042238	150	"AWI"	150	4032	5501	4693	76	1	69	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	25	2	0	0	0	0	303	0	5	0	0	0	0	0	0	0	0	0	162	21	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	7	0	4	0
16672	26505	"Lindenmoos"	47.508732	12.042238	160	"AWI"	160	4354	5684	5020	96	0	46	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	33	1	0	0	0	0	330	0	5	0	0	0	0	0	0	0	0	0	214	3	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	13	0	6	0
16672	26505	"Lindenmoos"	47.508732	12.042238	170	"AWI"	170	4576	5888	5347	145	1	71	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	24	0	0	0	0	0	139	0	2	0	0	0	0	0	0	0	0	0	206	12	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	5	0	1	0
16672	26505	"Lindenmoos"	47.508732	12.042238	180	"AWI"	180	4749	6174	5680	115	0	57	0	0	1	0	0	0	0	9	0	1	0	0	0	0	0	0	24	0	0	0	0	0	66	0	5	0	0	0	0	0	0	0	0	0	243	10	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	4	0	4	0
16672	26505	"Lindenmoos"	47.508732	12.042238	190	"AWI"	190	5165	6356	5932	143	6	56	0	1	0	1	0	0	0	20	0	0	0	0	0	0	0	0	37	3	0	0	0	0	9	0	5	0	0	0	0	0	0	0	0	0	280	15	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	16	0	19	0
16672	26505	"Lindenmoos"	47.508732	12.042238	200	"AWI"	200	5752	6429	6156	260	4	110	0	0	1	0	0	0	0	33	0	0	0	0	0	0	0	0	57	5	0	0	0	0	12	0	6	0	0	0	0	0	0	0	0	0	443	27	0	0	0	0	44	0	0	0	0	1	0	0	0	0	0	6	0	11	0
16672	26505	"Lindenmoos"	47.508732	12.042238	210	"AWI"	210	6185	6588	6385	19	3	75	0	0	1	1	2	0	0	21	0	0	1	0	0	0	0	0	59	5	0	0	0	0	4	0	16	0	0	0	0	0	0	1	0	10	320	23	0	0	0	0	16	0	0	0	0	2	0	0	0	0	0	17	0	31	0
16672	26505	"Lindenmoos"	47.508732	12.042238	220	"AWI"	220	6313	7081	6623	2	5	69	0	0	1	0	0	0	0	23	0	0	0	0	0	0	0	0	49	1	0	0	0	0	6	0	12	0	0	0	0	0	0	0	0	0	417	15	0	0	0	0	17	0	0	0	0	1	0	0	0	0	0	48	0	21	0
16672	26505	"Lindenmoos"	47.508732	12.042238	230	"AWI"	230	6369	7664	6845	0	6	65	0	0	1	1	1	0	0	26	0	0	0	0	0	0	0	0	99	4	0	0	0	0	1	0	11	0	0	0	0	0	0	1	0	0	344	19	0	0	0	0	29	0	0	1	0	1	0	0	0	0	0	26	0	68	0
16672	26505	"Lindenmoos"	47.508732	12.042238	240	"AWI"	240	6483	7804	7006	0	26	122	0	0	1	3	1	0	0	48	0	0	0	0	0	0	0	0	191	6	0	0	0	0	2	0	19	0	0	0	0	0	0	0	0	0	420	22	0	0	0	0	28	0	0	0	0	4	0	0	0	1	1	31	0	109	0
16672	26505	"Lindenmoos"	47.508732	12.042238	250	"AWI"	250	6563	8004	7171	0	9	141	0	1	1	0	3	0	0	27	0	0	0	0	0	0	0	0	220	7	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	221	28	0	0	0	0	44	0	0	0	0	12	0	0	0	0	0	30	0	118	0
16672	26505	"Lindenmoos"	47.508732	12.042238	260	"AWI"	260	6616	8222	7325	0	16	150	0	0	2	1	2	0	0	54	0	0	0	0	0	0	0	0	107	6	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	163	19	0	0	0	0	46	0	0	0	0	4	0	0	0	0	1	39	0	149	0
16672	26505	"Lindenmoos"	47.508732	12.042238	270	"AWI"	270	6660	8547	7462	1	18	95	0	0	0	3	0	0	0	35	0	0	0	0	0	0	0	0	142	5	0	0	0	0	3	0	36	0	0	0	0	0	0	0	0	0	161	36	0	0	0	0	30	0	0	0	0	4	0	0	0	0	0	36	0	140	0
16672	26505	"Lindenmoos"	47.508732	12.042238	280	"AWI"	280	6777	8774	7611	0	5	66	0	0	1	0	0	0	0	21	0	0	0	0	0	0	0	0	127	9	0	0	0	0	2	0	36	0	0	0	0	0	0	0	0	0	97	23	0	0	0	0	28	0	0	0	0	1	0	0	0	0	0	28	0	116	0
16672	26505	"Lindenmoos"	47.508732	12.042238	290	"AWI"	290	6940	8861	7779	2	10	79	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	206	8	0	0	0	0	2	0	27	0	0	0	0	0	0	1	0	0	101	30	0	0	0	0	35	0	0	0	1	3	0	0	0	0	1	35	0	125	0
16672	26505	"Lindenmoos"	47.508732	12.042238	300	"AWI"	300	7052	8957	7946	0	14	93	0	0	2	0	1	0	0	34	0	0	0	0	0	0	0	0	202	13	0	0	0	0	1	0	40	0	0	0	0	1	0	0	0	0	55	40	0	0	0	0	44	0	0	0	0	4	0	0	0	0	0	22	0	144	0
16672	26505	"Lindenmoos"	47.508732	12.042238	310	"AWI"	310	7110	9098	8115	0	13	56	0	0	0	2	1	0	0	13	0	0	0	0	0	0	0	0	153	8	0	0	0	0	2	0	54	0	0	0	0	0	0	0	0	0	90	39	0	0	0	0	79	0	0	0	0	0	0	1	0	0	0	27	0	135	0
16672	26505	"Lindenmoos"	47.508732	12.042238	320	"AWI"	320	7188	9310	8263	1	8	49	0	0	4	3	0	0	0	14	0	0	0	0	0	0	0	0	287	9	0	0	0	0	1	0	37	1	0	0	0	0	0	0	0	0	53	16	0	0	0	0	259	0	0	0	1	1	0	0	0	0	0	28	0	42	0
16672	26505	"Lindenmoos"	47.508732	12.042238	330	"AWI"	330	7376	9399	8419	0	3	38	0	0	1	0	0	0	0	16	0	0	0	0	0	0	0	0	147	14	0	0	0	0	0	0	33	0	0	0	0	1	0	0	0	0	34	37	0	0	0	0	38	0	0	0	0	2	0	0	0	0	1	30	0	63	0
16672	26505	"Lindenmoos"	47.508732	12.042238	340	"AWI"	340	7536	9472	8585	0	11	62	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	351	11	0	0	0	0	0	0	28	0	0	0	0	1	0	3	0	0	70	31	0	0	0	0	27	0	0	0	1	5	0	0	0	0	0	76	0	85	0
16672	26505	"Lindenmoos"	47.508732	12.042238	350	"AWI"	350	7665	9559	8752	0	2	46	0	0	0	1	0	0	0	13	0	0	0	0	0	0	0	0	123	22	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	34	43	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	38	0	62	0
16672	26505	"Lindenmoos"	47.508732	12.042238	360	"AWI"	360	7769	9699	8930	0	12	67	0	0	0	1	0	0	0	19	0	0	0	1	0	0	0	0	236	10	1	0	0	0	0	0	19	0	0	1	0	0	0	0	0	0	68	44	0	0	0	0	21	0	0	0	0	2	0	0	0	0	0	59	0	59	0
16672	26505	"Lindenmoos"	47.508732	12.042238	370	"AWI"	370	7921	9853	9090	0	2	44	0	0	2	0	0	0	0	15	0	0	0	0	0	0	0	0	275	35	0	0	0	0	0	0	10	0	0	1	0	0	0	0	0	0	52	60	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	56	0	114	0
16672	26505	"Lindenmoos"	47.508732	12.042238	380	"AWI"	380	8259	9905	9239	0	0	25	0	0	1	0	1	0	0	17	0	0	0	0	0	0	0	0	283	29	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	65	75	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	55	0	79	0
16672	26505	"Lindenmoos"	47.508732	12.042238	390	"AWI"	390	8556	9962	9384	0	3	51	0	0	1	0	0	0	0	15	0	0	0	0	0	0	0	0	340	22	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	66	70	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	101	0	35	0
16672	26505	"Lindenmoos"	47.508732	12.042238	400	"AWI"	400	8810	10038	9529	0	3	56	1	0	0	0	1	0	0	27	0	0	0	0	0	0	0	0	210	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	77	0	0	0	0	23	0	0	1	0	1	0	0	0	0	0	104	0	75	0
16672	26505	"Lindenmoos"	47.508732	12.042238	410	"AWI"	410	9004	10162	9680	0	4	61	0	0	0	0	1	0	0	40	0	0	0	0	0	0	0	0	198	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	53	97	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	91	0	84	0
16672	26505	"Lindenmoos"	47.508732	12.042238	420	"AWI"	420	9126	10276	9786	0	8	42	0	0	1	0	0	0	0	20	0	0	0	0	0	0	0	0	336	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	49	0	0	0	0	37	0	0	0	0	2	0	0	0	0	0	47	0	30	0
16672	26505	"Lindenmoos"	47.508732	12.042238	430	"AWI"	430	9206	10361	9857	0	0	37	0	0	1	0	0	0	0	13	0	0	0	0	0	0	0	0	305	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	71	0	0	0	0	31	0	0	0	0	1	0	0	0	0	0	37	0	126	0
16672	26505	"Lindenmoos"	47.508732	12.042238	440	"AWI"	440	9282	10474	9915	0	3	32	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	304	24	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	9	91	0	0	0	0	45	0	0	0	0	1	0	0	0	0	1	24	0	83	0
16672	26505	"Lindenmoos"	47.508732	12.042238	450	"AWI"	450	9352	10599	9973	0	3	49	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	318	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	146	0	0	0	0	47	0	0	0	1	2	0	0	0	0	1	40	0	80	0
16672	26505	"Lindenmoos"	47.508732	12.042238	460	"AWI"	460	9407	10750	10035	0	9	36	0	0	0	0	1	0	0	58	0	0	0	0	0	0	0	0	314	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	121	0	0	0	0	31	0	0	0	0	2	0	0	0	0	0	39	0	92	0
16672	26505	"Lindenmoos"	47.508732	12.042238	470	"AWI"	470	9504	10795	10097	0	0	39	0	0	1	0	1	0	0	67	0	0	0	0	0	0	0	0	178	23	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	150	0	0	0	0	46	0	0	0	0	2	0	0	0	0	0	28	0	113	0
16672	26505	"Lindenmoos"	47.508732	12.042238	480	"AWI"	480	9584	10854	10149	0	2	61	0	0	2	0	0	0	0	92	0	0	0	0	0	0	0	0	191	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	119	0	0	0	0	40	0	0	0	0	2	0	0	0	0	0	13	0	100	0
16672	26505	"Lindenmoos"	47.508732	12.042238	490	"AWI"	490	9653	10923	10209	0	1	72	0	0	2	0	2	0	0	157	0	0	0	0	0	0	0	0	71	19	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	46	0	0	1	0	7	0	0	0	0	0	24	0	96	0
16672	26505	"Lindenmoos"	47.508732	12.042238	500	"AWI"	500	9707	10997	10264	0	4	59	0	0	1	0	2	0	0	207	0	2	0	0	0	0	0	0	21	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	196	0	0	0	0	31	0	0	0	1	3	1	0	0	1	0	22	0	76	0
16672	26505	"Lindenmoos"	47.508732	12.042238	510	"AWI"	510	9909	11099	10397	0	3	71	0	0	2	0	1	0	0	233	0	0	0	0	0	0	0	0	7	11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	317	0	0	0	0	9	0	0	0	2	4	0	0	0	0	0	8	1	18	0
16672	26505	"Lindenmoos"	47.508732	12.042238	520	"AWI"	520	10290	11198	10651	0	1	39	0	0	2	0	3	0	0	312	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	295	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	9	0	5	0
16672	26505	"Lindenmoos"	47.508732	12.042238	530	"AWI"	530	10533	11418	10930	0	0	29	0	0	2	0	1	0	0	222	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377	0	0	0	0	0	0	0	1	1	8	1	0	0	0	1	2	0	1	0
16672	26505	"Lindenmoos"	47.508732	12.042238	540	"AWI"	540	10672	11730	11218	0	0	8	0	0	1	0	2	0	0	311	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0
16672	26505	"Lindenmoos"	47.508732	12.042238	550	"AWI"	550	10797	12103	11474	0	0	4	2	0	1	0	10	0	0	154	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	398	0	0	0	0	0	0	0	0	1	4	0	0	0	0	1	0	0	0	0
16672	26505	"Lindenmoos"	47.508732	12.042238	560	"AWI"	560	11204	12317	11777	0	0	0	0	0	2	0	5	0	0	112	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	514	0	0	0	0	0	0	0	3	3	1	0	0	0	0	0	0	0	0	0
16672	26505	"Lindenmoos"	47.508732	12.042238	570	"AWI"	570	11639	12533	12097	0	0	3	2	0	8	0	15	0	0	203	0	1	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	628	0	0	0	0	0	0	0	1	1	1	0	0	0	0	3	0	0	0	0
16672	26505	"Lindenmoos"	47.508732	12.042238	580	"AWI"	580	11979	12830	12421	0	0	2	0	0	5	0	13	0	0	155	0	1	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	518	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0
16672	26505	"Lindenmoos"	47.508732	12.042238	590	"AWI"	590	12203	13242	12748	0	0	5	4	0	7	0	12	0	0	255	0	1	0	0	0	0	0	1	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	331	0	0	0	0	0	0	0	1	4	4	0	0	0	0	16	0	0	0	0
16672	26505	"Lindenmoos"	47.508732	12.042238	600	"AWI"	600	12468	13666	13075	0	0	2	4	0	19	0	10	0	0	225	0	0	0	0	0	0	0	2	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533	0	0	0	0	1	0	0	0	3	9	0	0	0	3	18	0	0	0	0
16672	26505	"Lindenmoos"	47.508732	12.042238	610	"AWI"	610	13006	13810	13420	0	0	0	0	0	3	0	8	0	0	191	0	0	1	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0
16672	26505	"Lindenmoos"	47.508732	12.042238	620	"AWI"	620	13484	14017	13758	0	0	2	1	0	5	0	6	0	0	332	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	601	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	1	0	0	0
16672	26505	"Lindenmoos"	47.508732	12.042238	630	"AWI"	630	13815	14380	14100	0	0	1	0	0	1	0	14	0	0	263	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	562	0	0	0	0	0	0	0	1	2	6	0	0	0	0	3	0	0	0	0
16672	26505	"Lindenmoos"	47.508732	12.042238	640	"AWI"	640	14013	14860	14442	0	0	0	3	0	4	0	30	0	0	231	0	1	1	0	0	0	0	9	0	105	14	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	64	0	0	0	0	0	0	0	4	2	17	0	0	0	0	4	0	0	0	1
16672	26505	"Lindenmoos"	47.508732	12.042238	650	"AWI"	650	14164	15241	14696	0	0	1	6	0	1	0	40	1	0	98	0	0	0	0	0	0	0	5	0	52	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	31	0	0	0	0	0	0	0	1	0	8	0	0	0	0	9	0	0	0	0
16672	26505	"Lindenmoos"	47.508732	12.042238	660	"AWI"	660	14287	15749	14881	0	0	0	7	0	0	0	86	0	0	21	0	1	0	0	0	0	0	9	0	65	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	30	0	0	0	0	0	0	0	6	2	7	0	0	0	1	1	0	0	0	0
16672	26505	"Lindenmoos"	47.508732	12.042238	670	"AWI"	670	14373	16360	15044	0	0	0	17	0	2	0	73	0	0	12	0	0	1	0	0	0	0	11	0	35	2	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	46	0	0	0	0	0	0	0	0	3	8	0	0	0	3	5	0	0	0	0
16672	26505	"Lindenmoos"	47.508732	12.042238	680	"AWI"	680	14415	16952	15209	0	0	0	11	0	0	0	34	0	0	16	0	0	0	0	0	0	0	5	0	59	1	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	45	0	0	0	0	0	0	0	2	2	2	0	0	0	1	3	0	0	0	0
16672	26505	"Lindenmoos"	47.508732	12.042238	690	"AWI"	690	14460	17578	15379	0	0	0	1	0	0	0	18	0	0	3	0	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	11	0	0	0	0	0	0	6	2	1	1	0	0	3	0	2	0	0	0	0
