"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Indeterminable"	"Juncaceae"	"Juniperus"	"Montiaceae"	"Nartheciaceae"	"Onagraceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Ulmus"	"Urticaceae"	"Viburnum"
26125	45343	"Svartvatnet"	63.35139	8.87778	970	"AWI"	970	-127	56	-25	19.047619047619	0	0	0	0	0	53.968253968254	0	0	0	0	0	0.529100529100529	3.17460317460317	0	0	0	0	0	0	0	0	0	0	0.529100529100529	19.5767195767196	0	0	0	0	1.58730158730159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05820105820106	0	0	0.529100529100529	0
26125	45343	"Svartvatnet"	63.35139	8.87778	972	"AWI"	972	-83	164	27	11.7493472584856	0	0	0	0	0	24.2819843342037	0	0.783289817232376	0	0	0	0	3.39425587467363	0	2.088772845953	0	0	5.22193211488251	0	0	0	0	0	0	10.443864229765	0	1.30548302872063	0	0	0.522193211488251	39.686684073107	0.261096605744125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.261096605744125	0	0
26125	45343	"Svartvatnet"	63.35139	8.87778	974	"AWI"	974	-49	245	83	12.1405750798722	0	0	0	0	0	25.5591054313099	0	0	0	0	0	0.319488817891374	1.91693290734824	0	6.38977635782748	0	0	0	0	0	0	0	0	0	9.26517571884984	0	1.2779552715655	0	0	0.319488817891374	41.5335463258786	0.319488817891374	0	0	0.319488817891374	0	0	0	0	0	0	0	0	0	0	0	0.319488817891374	0.319488817891374	0
26125	45343	"Svartvatnet"	63.35139	8.87778	978	"AWI"	978	30	402	197	15.4676258992806	0	0	0	0	0	0	0	0	0	0	0	0	4.31654676258993	0	6.47482014388489	0	0	7.19424460431655	0	0	0	0	0	0	8.99280575539568	0	0.359712230215827	0	0	0.719424460431655	53.9568345323741	0	0	0	0	0	0.359712230215827	0	0	0	0	0	0	0	0.719424460431655	0	1.43884892086331	0	0
26125	45343	"Svartvatnet"	63.35139	8.87778	982	"AWI"	982	121	524	313	17.5757575757576	0	0	0	0	0	28.7878787878788	0	0	0	0	0	0	1.21212121212121	0	2.42424242424242	0	0	0	0	0	0	0	3.63636363636364	0	10	0	1.51515151515152	0	0	0.606060606060606	33.6363636363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0.303030303030303	0	0.303030303030303	0	0
26125	45343	"Svartvatnet"	63.35139	8.87778	986	"AWI"	986	227	633	426	37.7358490566038	0	0	0	0	0	0	0	0	0	0	0	0	1.88679245283019	0	15.0943396226415	0	0	0	0	0	0	0	0	0	36.7924528301887	0	1.88679245283019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.88679245283019	0	2.83018867924528	1.88679245283019	0
26125	45343	"Svartvatnet"	63.35139	8.87778	990	"AWI"	990	333	741	543	41.3793103448276	0	0	0	0	0	0	0	0	0	0	0	0	8.04597701149425	0	10.3448275862069	0	0	0	0	0	0	0	0	0	36.7816091954023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14942528735632	0	0	0	0	0	2.29885057471264	0	0
26125	45343	"Svartvatnet"	63.35139	8.87778	994	"AWI"	994	464	820	655	13.6094674556213	0	0	0	0	0	38.4615384615385	0	0	0	0	0	0	1.18343195266272	0	12.4260355029586	0	0	0	0	0	0	0	0	0	30.1775147928994	0	0.591715976331361	0	0	1.18343195266272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.77514792899408	0	0	0.591715976331361	0
26125	45343	"Svartvatnet"	63.35139	8.87778	998	"AWI"	998	613	900	762	12.3809523809524	0	0	0	0	0	0	0	0	0.476190476190476	0	0	0	2.85714285714286	0	5.23809523809524	0	0	0	0	0	0	0	0	0	19.5238095238095	0	0	0.476190476190476	0.952380952380952	0.952380952380952	55.7142857142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.476190476190476	0.476190476190476	0.476190476190476	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1002	"AWI"	1002	756	1106	910	6.87960687960688	0	0	0	0	0	26.2899262899263	0	0	0.245700245700246	0	0	0.491400491400491	1.96560196560197	0	4.91400491400491	0	0	0	0	0	0	0.245700245700246	0	0.245700245700246	9.09090909090909	0	0.982800982800983	0	0	0.245700245700246	46.9287469287469	0	0	0	0	0	0	0	0	0	0	0	0	0	0.491400491400491	0.245700245700246	0.245700245700246	0.491400491400491	0
