"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Arctostaphylos"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	0	"AWI"	0	-91	69	-9	3	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	44	0	0	0	1	0	0	1	1	1	0	30	0	0	26	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	5	"AWI"	5	-48	188	54	0	0	0	0	0	0	0	0	5	2	0	3	0	0	0	0	0	50	0	0	0	0	0	0	0	1	0	0	12	0	0	41	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	20	"AWI"	20	-1	701	233	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	1	0	0	5	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	30	"AWI"	30	87	825	370	0	0	0	0	1	0	1	0	0	7	0	0	0	0	0	0	1	69	0	0	0	0	0	0	0	0	1	0	13	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	40	"AWI"	40	137	947	521	2	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	2	43	0	0	0	0	0	0	0	0	0	0	35	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	50	"AWI"	50	283	1051	654	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	23	0	0	0	0	4	0	0	0	0	0	13	0	0	25	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	60	"AWI"	60	406	1123	809	1	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	1	15	0	0	0	1	2	0	0	1	0	0	11	0	0	23	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	70	"AWI"	70	581	1212	935	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	11	0	0	43	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	80	"AWI"	80	768	1261	1053	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0	0	0	0	3	0	0	0	0	0	12	0	0	36	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	90	"AWI"	90	866	1356	1157	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	53	0	0	0	0	3	0	0	0	0	0	22	0	0	28	0	0	0	0	0	3	0	0	0	1	6	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	100	"AWI"	100	927	1441	1212	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	20	0	0	0	0	1	0	0	0	0	0	21	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	110	"AWI"	110	971	1555	1262	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	2	0	0	0	0	0	12	0	0	31	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	120	"AWI"	120	1036	1633	1321	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	18	0	0	20	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	130	"AWI"	130	1080	1724	1376	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	11	0	0	36	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	140	"AWI"	140	1139	1790	1434	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	11	0	0	15	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	150	"AWI"	150	1177	1874	1490	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	7	0	0	28	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	160	"AWI"	160	1243	1939	1548	0	0	0	0	0	0	0	0	0	5	0	0	0	1	1	0	0	18	0	0	0	0	0	0	0	0	0	0	17	0	0	42	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	170	"AWI"	170	1296	2019	1606	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	13	0	0	50	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	180	"AWI"	180	1366	2094	1661	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	4	0	0	20	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	190	"AWI"	190	1424	2160	1718	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	2	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	200	"AWI"	200	1484	2224	1770	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	3	0	0	22	35	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	210	"AWI"	210	1557	2269	1826	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	5	0	0	26	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	220	"AWI"	220	1647	2342	1900	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	38	0	0	0	0	0	0	0	0	0	0	9	0	0	26	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	230	"AWI"	230	1747	2486	2029	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	1	0	0	0	0	0	5	0	0	30	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	240	"AWI"	240	1830	2696	2161	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	15	0	0	105	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	250	"AWI"	250	1980	2838	2363	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9	0	0	96	124	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	260	"AWI"	260	2066	3082	2551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	17	0	0	96	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	270	"AWI"	270	2368	3200	2750	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	10	0	0	0	0	2	0	0	0	0	0	8	0	0	101	222	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	280	"AWI"	280	2538	3409	2948	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	11	0	0	2	0	1	0	0	0	0	0	7	0	0	61	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	290	"AWI"	290	2821	3666	3242	1	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	22	0	0	0	0	3	0	0	0	2	0	20	0	0	171	129	0	0	0	0	5	0	0	0	0	1	0	1	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	300	"AWI"	300	2943	4124	3547	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	18	0	0	0	0	4	0	0	0	1	0	19	0	0	129	73	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	310	"AWI"	310	3312	4377	3821	2	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	10	0	0	0	0	3	0	0	0	0	0	10	0	0	150	56	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	320	"AWI"	320	3650	4536	4115	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	4	21	0	0	0	0	1	0	0	0	0	0	10	0	0	129	105	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	330	"AWI"	330	4159	4808	4480	3	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	7	0	0	0	0	2	0	0	0	0	0	3	0	0	106	88	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	340	"AWI"	340	4368	5718	4912	2	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	5	0	0	178	90	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	350	"AWI"	350	4603	6578	5333	5	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	15	0	0	0	0	1	0	0	0	0	0	8	0	0	160	146	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	360	"AWI"	360	4821	6934	5823	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	4	0	0	96	63	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	370	"AWI"	370	5074	7486	6268	4	0	0	0	0	0	0	0	0	14	0	0	0	1	0	0	2	17	0	0	0	0	4	0	0	0	0	0	23	0	0	158	139	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	380	"AWI"	380	5532	7659	6728	5	0	0	0	0	0	0	0	0	19	0	0	0	1	0	0	2	11	0	0	0	0	3	0	0	0	0	0	43	0	0	137	328	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	390	"AWI"	390	5816	7982	7223	4	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	13	0	0	0	0	4	0	0	0	0	0	20	0	0	257	201	0	0	0	0	4	0	0	0	0	0	0	1	0	1	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	400	"AWI"	400	6849	8079	7589	6	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	6	2	0	0	0	0	0	0	0	1	0	18	0	0	197	144	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	410	"AWI"	410	7693	8311	7978	5	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	1	0	11	0	0	159	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	420	"AWI"	420	7958	9032	8431	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	4	3	0	0	0	0	0	1	0	0	1	0	7	0	0	138	152	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	430	"AWI"	430	8064	10083	8862	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	4	11	0	0	0	0	0	1	0	0	0	0	17	0	0	94	150	0	0	0	0	4	0	0	0	0	1	0	1	0	9	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	435	"AWI"	435	8198	10476	9086	0	0	0	0	0	0	3	0	0	45	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	23	0	0	62	0	0	0	0	0	9	0	0	0	0	0	0	1	0	2	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	440	"AWI"	440	8404	10612	9358	0	1	0	0	0	0	0	0	0	39	0	0	0	0	0	0	6	11	0	0	0	0	0	0	0	0	0	0	38	0	0	62	0	0	0	0	0	21	0	0	0	1	0	1	1	0	5	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	450	"AWI"	450	8648	10980	9909	0	0	0	0	1	0	1	0	0	38	1	1	0	0	0	0	4	5	0	0	0	0	0	1	0	0	0	0	40	0	0	7	0	0	0	0	0	13	0	0	0	0	0	0	1	0	4	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	455	"AWI"	455	8743	11282	10160	0	1	0	0	1	0	0	0	0	30	0	0	0	0	0	0	14	13	0	0	0	0	0	0	0	0	0	0	40	0	0	15	0	0	0	0	0	5	0	0	0	0	0	0	0	0	3	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	460	"AWI"	460	9251	11353	10393	0	1	0	0	2	0	2	0	0	105	0	0	0	0	0	0	11	5	0	0	0	0	0	1	0	0	0	0	32	0	0	16	0	0	0	0	0	13	0	0	0	0	1	0	1	0	7	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	465	"AWI"	465	9702	11431	10630	0	1	0	0	1	0	0	0	0	42	0	0	0	0	0	0	8	14	0	0	0	0	0	0	0	0	0	0	62	0	0	2	0	0	0	0	0	10	0	0	1	0	0	0	1	0	8	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	470	"AWI"	470	10063	11542	10874	1	0	0	0	0	0	2	0	0	61	0	0	0	0	0	0	5	11	0	0	0	0	0	0	0	0	1	0	77	0	0	2	0	0	0	0	0	11	0	0	0	0	1	0	0	0	7	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	475	"AWI"	475	10308	11721	11137	0	3	0	0	1	0	0	0	0	57	0	1	0	0	0	0	3	7	0	0	0	2	0	0	0	0	1	0	117	0	0	0	0	0	0	0	1	12	0	0	0	0	1	0	1	0	5	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	480	"AWI"	480	10475	11861	11293	0	1	0	1	1	0	2	0	0	25	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	26	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	485	"AWI"	485	10605	11956	11401	0	0	0	0	0	0	1	0	0	126	0	0	0	0	0	0	0	13	1	0	0	0	0	0	0	0	0	0	10	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	2	0	3	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	490	"AWI"	490	10722	12094	11502	0	0	0	1	2	0	15	0	0	28	0	0	0	3	0	0	0	15	0	0	0	0	0	0	0	0	4	0	1	0	1	0	380	0	0	0	0	3	0	0	0	1	1	0	1	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	500	"AWI"	500	10896	12459	11694	0	0	0	16	3	0	41	0	12	11	0	0	0	7	0	0	0	15	0	0	0	0	0	0	0	0	19	2	1	0	0	4	537	0	0	0	0	0	0	0	2	1	8	0	1	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	510	"AWI"	510	11102	12624	11886	0	0	0	2	1	0	23	0	2	0	0	0	0	3	0	0	0	23	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	520	"AWI"	520	11228	12883	12073	0	0	0	5	4	0	24	0	4	9	0	0	0	4	0	0	0	32	1	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	2	0	0	3	1	1	0	2	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	530	"AWI"	530	11502	13012	12262	0	0	0	22	3	1	72	0	39	21	1	0	0	16	0	0	1	27	4	0	0	0	0	0	0	0	28	0	0	0	0	2	0	0	0	0	0	4	0	0	0	5	11	5	1	0	1	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	540	"AWI"	540	11698	13237	12468	0	0	0	13	0	0	64	1	27	21	0	0	0	10	0	0	0	31	2	0	0	0	0	0	0	0	10	0	1	0	0	0	864	0	0	0	0	0	0	0	0	1	6	1	4	0	0	0
