"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Arbutus"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Crataegus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Lythraceae"	"Myrica"	"Nartheciaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"
9834	14556	"Sheheree Bog"	52.039974	-9.48127	78	"AWI"	78	179	1015	501	0	0	6	0	0	1	0	2	0	28	0	0	2	0	0	0	16	0	0	45	0	0	0	0	1	0	1	0	0	0	28	0	0	0	1	0	5	23	0	0	0	0	2	0	0	0	0	0	0	0	17	0	0	0	23	0	0	0	0	0	6	0	0	0	1	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	82	"AWI"	82	196	1071	530	0	0	7	0	0	1	0	0	0	35	0	0	0	0	0	0	24	0	0	28	0	0	0	0	0	0	1	0	0	1	40	0	0	0	0	0	8	51	0	0	0	0	1	0	0	177	0	0	0	0	23	3	0	0	13	4	0	0	0	0	2	0	0	0	2	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	86	"AWI"	86	224	1102	558	0	0	9	0	0	1	0	0	0	31	0	0	0	0	0	0	68	0	0	23	0	0	0	0	0	0	2	0	0	1	28	0	0	0	0	0	6	22	0	0	0	0	2	0	0	0	0	1	0	0	29	1	0	0	5	2	0	0	0	0	3	0	0	0	1	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	90	"AWI"	90	255	1159	589	0	0	12	0	0	0	0	0	0	30	0	0	0	0	0	0	98	0	0	20	0	0	0	0	0	0	4	0	0	0	12	0	0	0	0	0	8	13	0	0	0	0	2	0	0	0	0	4	0	4	32	3	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	96	"AWI"	96	285	1224	636	0	0	13	0	0	2	0	0	0	44	0	0	0	0	1	0	169	0	0	21	0	0	0	0	0	0	7	0	0	1	4	0	0	0	0	0	9	12	0	0	0	0	1	0	0	0	0	3	0	0	28	0	0	0	0	12	0	0	0	0	0	0	0	0	11	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	100	"AWI"	100	299	1276	665	0	0	12	0	0	3	0	0	0	34	0	0	0	0	0	0	123	0	2	26	0	0	0	0	0	0	2	0	0	1	18	2	0	0	0	0	4	59	0	0	0	0	1	0	0	0	0	6	0	0	32	2	0	0	0	6	0	0	0	2	3	0	0	0	3	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	104	"AWI"	104	328	1314	694	0	0	7	0	0	0	0	0	0	44	0	0	0	0	0	0	133	0	0	12	0	0	0	0	0	0	5	0	0	0	8	0	0	0	0	0	10	21	0	0	0	0	0	0	0	0	0	5	0	0	34	0	0	0	0	6	0	0	0	1	3	0	0	0	2	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	108	"AWI"	108	363	1344	725	0	0	17	1	0	0	0	0	0	13	0	0	0	0	0	0	158	0	1	12	0	0	0	0	1	0	7	0	0	0	29	0	0	0	3	0	11	22	0	0	0	0	0	0	0	0	0	3	0	0	38	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	112	"AWI"	112	391	1379	755	0	0	14	0	0	3	0	0	0	25	0	1	0	0	0	0	168	0	0	5	0	0	0	0	0	0	9	0	0	0	7	0	0	0	0	0	6	48	0	0	0	0	0	0	0	0	0	2	0	0	41	0	0	0	0	18	0	0	0	0	0	0	0	0	2	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	116	"AWI"	116	411	1427	784	0	0	12	2	0	0	0	1	0	29	0	0	0	0	0	0	149	0	0	11	0	0	0	0	0	0	10	0	0	0	10	0	0	0	0	0	24	63	0	0	0	0	0	0	0	0	0	1	0	0	38	0	0	0	0	12	1	0	0	0	0	0	0	0	8	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	120	"AWI"	120	428	1486	816	0	0	8	0	0	1	0	0	0	23	0	0	0	0	0	0	206	0	0	6	0	0	0	0	0	0	18	0	0	2	18	0	0	0	1	1	10	2	0	0	0	0	1	0	0	72	0	1	0	0	53	0	0	0	0	15	2	0	0	2	0	0	0	0	2	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	124	"AWI"	124	459	1526	845	0	0	30	0	0	4	0	0	0	36	0	0	0	0	0	0	218	0	0	24	0	0	0	0	0	0	26	0	0	1	16	0	0	0	0	0	8	15	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	19	0	0	0	0	0	0	0	0	3	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	128	"AWI"	128	506	1564	874	0	0	28	1	0	4	0	0	0	42	0	0	0	0	0	0	197	0	0	18	0	0	0	0	0	0	7	0	0	0	12	0	0	0	0	0	19	16	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	20	0	0	0	0	0	0	0	0	5	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	132	"AWI"	132	540	1613	904	0	0	18	0	0	0	0	0	0	13	0	3	0	0	0	0	169	0	1	37	0	0	0	0	1	0	3	0	0	0	21	0	0	0	0	0	95	28	0	0	0	0	0	0	0	0	0	2	0	0	41	0	0	0	0	16	0	0	0	0	1	0	1	0	4	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	136	"AWI"	136	568	1647	935	0	0	17	0	0	0	0	0	0	12	0	0	0	0	0	0	80	0	0	18	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	13	11	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	140	"AWI"	140	590	1694	965	0	0	17	0	0	4	0	0	0	12	0	0	0	0	0	0	195	0	0	23	0	0	0	0	0	0	4	0	0	2	1	0	0	0	0	0	397	12	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	144	"AWI"	144	621	1738	995	0	0	18	0	0	2	0	0	0	23	0	0	0	0	0	0	152	0	0	31	0	0	0	0	0	0	9	0	0	0	10	0	0	0	0	0	52	14	0	0	1	0	0	0	0	0	0	0	0	0	51	0	0	0	0	12	0	0	0	2	0	0	0	0	6	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	148	"AWI"	148	653	1790	1021	0	0	11	1	0	2	0	0	0	18	0	0	0	0	0	0	287	0	0	28	0	0	0	0	0	0	7	0	0	0	18	0	0	0	0	0	78	1	0	0	0	0	1	0	0	0	0	0	0	0	23	1	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	152	"AWI"	152	690	1847	1050	0	0	18	1	0	3	0	1	0	20	0	0	0	0	0	0	277	0	0	21	0	0	0	0	0	0	5	0	0	1	21	0	0	0	0	0	179	20	0	0	0	0	1	0	0	0	0	2	0	0	44	2	0	0	0	10	0	0	0	0	2	0	0	0	9	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	156	"AWI"	156	717	1893	1077	0	0	16	0	0	1	0	0	0	21	0	0	0	0	0	0	161	0	0	12	0	0	1	0	0	0	4	0	0	0	1	0	0	0	1	0	7	6	0	0	0	0	0	0	0	0	0	6	0	0	32	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	160	"AWI"	160	738	1944	1107	0	0	20	0	0	1	0	0	0	24	0	0	0	0	0	0	200	0	0	10	0	0	0	0	0	0	8	0	0	1	7	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	9	0	0	40	0	0	0	0	20	0	0	1	0	0	0	0	0	4	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	164	"AWI"	164	766	1994	1135	0	0	15	0	0	1	0	0	0	14	0	0	0	0	0	0	162	0	0	10	0	0	0	0	0	0	4	0	0	0	5	0	0	0	1	0	2	3	0	0	0	0	0	0	0	0	0	3	0	0	28	0	0	0	0	5	0	0	0	0	0	0	0	0	4	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	168	"AWI"	168	816	2032	1160	0	0	31	0	0	2	0	1	0	40	0	0	0	0	0	0	180	0	2	12	0	0	0	0	0	0	9	0	0	0	2	0	0	0	0	0	9	15	0	0	0	0	0	0	0	0	0	1	0	0	50	0	0	0	0	15	0	0	1	0	1	0	0	0	1	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	172	"AWI"	172	851	2098	1188	0	0	10	0	0	0	0	0	0	12	0	0	0	0	0	0	206	0	0	7	0	0	0	0	0	0	3	0	0	1	6	0	0	0	0	0	119	4	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	12	0	0	2	0	1	0	0	0	0	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	176	"AWI"	176	885	2148	1215	0	0	16	0	0	1	0	0	0	34	0	0	0	0	0	0	233	0	0	12	0	0	0	0	0	0	6	0	0	0	3	0	0	0	0	0	191	3	0	0	1	0	1	0	0	0	0	2	0	0	80	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	180	"AWI"	180	916	2178	1244	0	0	13	0	0	3	0	1	0	33	0	0	0	0	0	0	209	0	0	32	0	0	0	0	0	0	6	0	0	1	22	0	0	0	0	0	15	4	0	0	0	0	0	0	0	0	0	5	0	0	79	0	0	0	0	11	1	0	0	0	1	0	0	0	4	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	184	"AWI"	184	947	2227	1274	0	0	17	0	0	2	0	0	0	31	0	0	0	0	0	0	202	0	0	73	0	0	0	0	0	0	13	0	0	0	3	0	0	0	0	0	41	4	0	0	0	0	1	0	0	0	0	7	0	0	30	1	0	0	0	4	0	0	0	0	1	0	0	0	1	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	188	"AWI"	188	1007	2269	1296	0	0	17	0	0	1	0	0	0	33	0	1	0	0	0	0	200	0	1	67	0	0	0	0	0	0	4	0	0	2	1	0	0	0	0	0	45	20	0	0	0	0	1	0	0	0	0	5	0	0	18	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	192	"AWI"	192	1061	2335	1323	0	0	18	0	0	0	0	0	0	33	0	1	0	0	0	0	144	0	0	23	0	0	0	0	0	0	3	0	0	1	5	0	0	0	0	0	71	69	0	0	0	0	5	0	0	0	0	0	0	0	25	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	194	"AWI"	194	1088	2379	1337	0	0	19	0	0	0	0	3	0	25	0	0	0	0	0	0	195	0	0	88	0	0	0	0	0	0	1	0	0	2	10	0	0	0	2	0	95	2	0	0	0	0	7	0	0	0	0	2	0	0	32	1	0	0	0	1	0	0	0	0	4	0	0	0	2	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	198	"AWI"	198	1128	2429	1365	0	0	41	0	0	1	0	2	0	27	0	0	0	0	0	0	177	0	0	36	0	0	0	0	0	0	6	0	0	0	11	0	0	0	0	0	61	40	0	0	1	0	16	0	0	0	0	2	0	0	42	0	0	0	3	3	0	0	1	0	2	0	0	0	1	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	200	"AWI"	200	1146	2470	1380	0	0	53	0	0	4	0	0	0	72	0	0	0	0	0	0	205	0	2	38	0	0	0	0	0	0	13	0	0	7	40	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	1	0	0	71	4	0	0	9	5	0	0	0	2	4	0	0	0	8	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	202	"AWI"	202	1162	2496	1395	0	0	127	0	0	1	0	0	0	78	0	0	0	0	0	0	157	0	0	23	0	0	0	0	0	0	5	0	0	3	24	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	137	2	0	0	0	3	0	0	0	1	21	0	0	0	8	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	206	"AWI"	206	1301	2562	1490	0	0	121	0	0	4	0	0	0	92	0	0	0	0	0	0	142	0	0	6	0	0	0	0	1	0	2	0	0	6	47	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	2	0	0	154	11	0	0	0	2	0	0	0	3	24	0	0	0	12	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	210	"AWI"	210	1379	2629	1653	0	0	142	0	0	10	0	0	0	122	0	0	0	0	0	0	173	0	0	3	0	0	0	0	0	0	6	0	0	4	24	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	124	11	0	0	0	9	0	0	0	1	20	0	0	0	11	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	214	"AWI"	214	1424	2709	1818	0	0	130	0	0	10	0	0	0	85	0	0	0	0	0	0	130	0	0	4	0	0	0	0	0	0	1	0	0	4	49	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	129	8	0	0	0	17	0	0	0	2	18	0	0	0	3	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	218	"AWI"	218	1456	2847	1977	0	0	163	0	0	10	0	0	0	97	0	0	0	0	0	0	155	0	0	5	0	0	0	0	1	0	4	0	0	5	33	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	1	0	0	147	4	0	0	0	4	0	0	0	1	13	0	0	0	3	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	222	"AWI"	222	1484	3091	2133	0	0	128	0	0	8	0	0	0	118	0	0	0	0	0	0	155	0	0	7	0	0	0	0	0	0	6	0	0	4	29	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	115	0	0	0	0	10	0	0	0	2	15	0	0	0	2	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	226	"AWI"	226	1651	3285	2318	0	0	98	0	0	10	0	0	0	113	0	1	0	0	0	0	139	0	0	9	0	0	0	0	0	0	6	0	0	8	27	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	1	0	0	158	1	0	0	0	15	0	0	0	1	31	0	0	0	6	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	230	"AWI"	230	2011	3327	2555	0	0	80	0	0	6	0	0	0	103	0	0	0	0	0	0	123	0	1	2	0	0	0	0	0	0	6	0	0	11	22	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	1	0	0	154	3	0	0	0	12	1	0	0	4	36	0	0	0	2	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	234	"AWI"	234	2349	3382	2791	0	0	91	0	0	4	0	0	0	80	0	1	0	0	0	0	121	0	0	8	0	0	0	0	0	0	8	0	0	14	66	0	0	0	0	0	0	0	0	0	0	0	31	0	0	54	0	0	0	0	105	4	0	0	0	12	0	0	0	5	18	0	0	0	6	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	238	"AWI"	238	2647	3439	3033	0	0	83	0	0	3	0	0	0	107	0	1	0	0	0	0	134	0	0	8	0	0	0	0	0	0	5	0	0	10	59	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	1	0	0	114	4	0	0	0	5	0	0	0	2	10	0	0	0	8	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	242	"AWI"	242	2883	3527	3283	0	0	98	0	0	10	0	0	0	93	0	0	0	0	0	0	134	0	0	7	0	0	0	0	0	0	5	0	0	10	70	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	1	110	5	0	0	0	8	0	0	0	0	15	0	0	0	5	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	246	"AWI"	246	3037	3660	3460	0	0	141	0	0	6	0	0	0	73	0	0	0	2	0	0	146	0	1	6	0	0	0	0	0	0	14	0	0	13	80	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	1	0	0	79	6	0	0	0	13	0	0	0	3	9	0	0	0	14	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	250	"AWI"	250	3088	3682	3497	0	0	122	0	0	5	0	0	0	99	0	0	0	0	0	0	252	0	0	7	0	0	1	0	1	0	19	2	0	6	62	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	2	0	0	88	14	0	0	0	11	0	0	0	2	5	0	0	0	11	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	254	"AWI"	254	3154	3719	3539	0	0	104	0	0	4	0	0	0	115	0	0	0	0	0	0	241	0	2	3	0	0	0	0	0	0	16	0	0	16	26	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	95	2	0	0	0	4	0	0	0	2	8	0	0	0	10	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	258	"AWI"	258	3212	3766	3578	0	0	65	0	0	3	0	0	0	102	0	0	0	0	0	0	230	0	0	7	0	0	0	0	0	0	27	0	0	10	45	0	0	0	0	0	0	0	0	0	0	0	17	0	0	32	0	1	0	0	96	0	0	0	7	5	0	0	0	0	5	0	0	0	19	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	262	"AWI"	262	3248	3832	3613	0	0	67	0	0	3	0	0	0	126	0	0	0	0	1	0	227	0	1	10	0	0	0	0	0	0	21	0	0	18	58	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0	91	10	0	0	4	4	0	0	0	1	10	0	0	0	16	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	266	"AWI"	266	3283	3897	3648	0	0	61	0	2	4	0	0	0	91	0	0	0	0	0	0	222	0	0	3	0	0	0	0	0	0	33	0	0	11	39	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	78	4	0	0	3	9	1	0	0	2	6	0	0	0	17	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	270	"AWI"	270	3338	3918	3677	0	0	77	0	0	3	0	0	0	108	0	0	0	0	0	0	208	1	1	4	0	0	0	0	1	0	12	0	0	7	37	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	1	1	0	74	4	0	0	0	5	0	0	0	2	5	0	0	0	14	0	0
9834	14556	"Sheheree Bog"	52.039974	-9.48127	274	"AWI"	274	3387	3935	3707	0	0	110	0	0	7	0	0	0	76	0	0	0	0	0	0	222	0	0	11	0	0	0	0	0	0	19	0	0	14	53	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	2	0	0	82	5	0	0	0	10	0	0	0	0	9	0	0	0	16	0	0
