"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Juniperus"	"Lamiaceae"	"Olea"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Quercus.evg.type"	"Rosaceae"	"Ulmus"
14466	22646	"Hoya del Castillo"	41.25	-0.5	152	"AWI"	152	5360	6029	5730	0	25	4	0	0	0	0	0	1	0	0	0	1	0	0	0	53	0	0	0	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	160	"AWI"	160	5533	6125	5858	1	37	6	0	0	0	0	0	0	0	0	0	3	0	2	0	163	0	0	0	1	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	168	"AWI"	168	5724	6213	5988	0	62	8	0	0	0	0	2	3	0	4	0	1	0	2	0	181	0	0	0	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	176	"AWI"	176	5930	6304	6120	0	21	7	0	0	1	0	0	9	0	6	0	6	0	2	0	162	0	0	0	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	184	"AWI"	184	6031	6531	6265	1	1	4	0	0	0	0	0	2	0	0	0	9	0	0	0	178	0	0	0	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	192	"AWI"	192	6136	6738	6413	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	199	0	0	15	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	208	"AWI"	208	6392	7079	6721	0	12	4	0	0	0	0	0	2	0	0	0	0	0	0	1	103	0	0	0	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	216	"AWI"	216	6531	7234	6876	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	224	"AWI"	224	6672	7390	7028	1	4	1	0	0	0	0	0	1	0	0	0	0	0	0	1	205	0	0	0	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	232	"AWI"	232	6819	7529	7178	0	4	3	0	0	0	0	0	1	0	6	0	1	0	0	1	213	0	0	0	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	240	"AWI"	240	6980	7653	7331	0	0	7	0	0	0	0	0	3	0	0	0	2	0	0	3	209	0	0	0	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	248	"AWI"	248	7130	7793	7484	0	1	7	0	2	0	0	0	9	0	0	0	4	0	0	1	210	0	26	0	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	264	"AWI"	264	7494	8034	7795	0	6	2	0	0	0	0	0	2	0	6	0	17	0	0	2	178	0	0	27	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	272	"AWI"	272	7686	8157	7948	0	4	2	0	0	0	0	0	3	2	0	0	5	0	1	3	212	0	20	0	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	280	"AWI"	280	7895	8281	8081	0	24	7	0	1	1	0	0	7	5	3	1	14	0	1	4	138	0	25	64	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	288	"AWI"	288	8004	8432	8201	0	17	8	0	2	2	1	0	7	2	0	0	7	0	0	4	152	0	31	61	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	304	"AWI"	304	8194	8715	8431	0	45	14	0	0	1	0	0	9	0	0	0	7	1	2	3	133	0	38	67	0	1
14466	22646	"Hoya del Castillo"	41.25	-0.5	312	"AWI"	312	8278	8855	8545	0	52	9	0	0	0	0	0	5	4	6	0	6	0	0	0	138	0	28	62	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	320	"AWI"	320	8382	8980	8664	0	37	12	0	0	0	0	0	7	3	4	0	11	0	0	2	142	0	46	64	1	1
14466	22646	"Hoya del Castillo"	41.25	-0.5	328	"AWI"	328	8479	9108	8778	0	22	35	5	0	0	0	0	3	1	5	0	8	0	2	2	147	0	35	55	0	1
14466	22646	"Hoya del Castillo"	41.25	-0.5	336	"AWI"	336	8583	9234	8897	0	7	12	0	0	0	0	0	3	0	3	0	10	0	1	0	222	0	0	29	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	344	"AWI"	344	8694	9348	9014	0	25	16	0	0	0	0	0	13	1	12	0	9	0	0	0	200	0	0	34	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	352	"AWI"	352	8801	9469	9132	0	18	3	0	0	0	0	0	5	0	0	0	7	1	1	0	195	0	0	22	0	1
14466	22646	"Hoya del Castillo"	41.25	-0.5	360	"AWI"	360	8912	9585	9247	0	22	7	0	0	0	0	0	5	0	0	0	20	0	0	0	167	0	0	20	0	1
14466	22646	"Hoya del Castillo"	41.25	-0.5	368	"AWI"	368	9018	9691	9366	0	21	0	0	0	0	0	1	4	1	6	0	7	0	0	0	179	0	9	17	0	1
14466	22646	"Hoya del Castillo"	41.25	-0.5	376	"AWI"	376	9132	9800	9482	0	43	9	0	0	0	0	0	4	1	4	0	15	0	1	0	182	0	0	12	0	1
14466	22646	"Hoya del Castillo"	41.25	-0.5	384	"AWI"	384	9254	9904	9602	0	18	8	0	0	0	0	0	7	0	0	0	37	2	1	3	166	0	0	0	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	400	"AWI"	400	9508	10090	9838	0	46	16	0	0	0	0	0	0	1	0	0	54	0	0	2	132	0	0	28	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	408	"AWI"	408	9635	10180	9960	0	32	0	0	0	0	0	0	0	1	6	0	124	0	0	0	78	0	0	7	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	416	"AWI"	416	9748	10340	10086	0	84	63	0	0	2	0	0	0	0	4	0	134	0	0	0	68	0	0	5	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	424	"AWI"	424	9854	10538	10206	1	26	30	0	0	0	0	0	0	0	3	0	154	0	0	0	92	0	0	0	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	432	"AWI"	432	9956	10730	10330	0	67	33	0	1	2	0	0	1	0	2	0	168	0	1	0	75	0	0	0	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	440	"AWI"	440	10055	10891	10457	0	101	87	0	1	0	0	1	0	0	25	0	74	0	1	2	106	0	0	0	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	448	"AWI"	448	10153	11065	10586	0	69	64	0	3	1	0	2	0	0	22	0	85	0	1	3	96	0	0	0	0	0
