"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Indeterminable"	"Juncaceae"	"Juniperus"	"Lamiaceae"	"Myrica"	"Nartheciaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Ulmus"	"Urticaceae"
26124	45331	"Storsandvatnet"	63.4575	8.45444	71	"AWI"	71	-127	45	-45	0	8.19672131147541	0	0	0	0	0	39.344262295082	0	0	0	0	0	0	0.546448087431694	0	7.10382513661202	0	0	18.0327868852459	0	0	0	0	0.546448087431694	0	0	7.10382513661202	0	15.3005464480874	0	0	0	0	0	1.09289617486339	0	0	0.546448087431694	0	0	0.546448087431694	0	0	0	0.546448087431694	0	0	0	0	0	0	0	0	0	1.09289617486339
26124	45331	"Storsandvatnet"	63.4575	8.45444	74	"AWI"	74	-46	584	149	0	4.45859872611465	0	0	0	0	0	37.2611464968153	0	0	0	0	0	0	2.22929936305732	0	7.64331210191083	0	0	20.3821656050955	0	0	0.636942675159236	0	0	0	0	8.59872611464968	0	15.9235668789809	0	0	0	0	0	1.59235668789809	0	0	0	0	0	0	0	0	0	0.318471337579618	0	0	0	0	0	0	0	0.318471337579618	0	0.636942675159236
26124	45331	"Storsandvatnet"	63.4575	8.45444	77	"AWI"	77	2	1140	341	0	5.97609561752988	0	0	0	0	0	21.1155378486056	0	0	0.199203187250996	0	0	0	2.19123505976096	0	5.37848605577689	0	0	10.9561752988048	0	0	0	0	0	0	0	7.56972111553785	0	3.58565737051793	0	0	0	0	0	1.39442231075697	40.4382470119522	0	0	0	0	0.398406374501992	0	0	0.199203187250996	0	0	0	0	0	0	0	0	0	0.199203187250996	0.398406374501992
26124	45331	"Storsandvatnet"	63.4575	8.45444	81	"AWI"	81	140	1560	626	0	10.8433734939759	0	0	0	0	0	36.144578313253	0	0	0	0	0	0	8.03212851405623	0	12.0481927710843	0	0	0	0	0	0	0	0	0	0	18.0722891566265	0	11.6465863453815	1.20481927710843	0	0	0	0	0.803212851405622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.401606425702811	0.803212851405622
26124	45331	"Storsandvatnet"	63.4575	8.45444	85	"AWI"	85	322	1901	921	0	7.56578947368421	0.328947368421053	0	0	0	0	0	0	0	0	0	0	0	6.25	0	7.56578947368421	0	0	0	0	0	0	0	0	0	0	14.4736842105263	0	4.60526315789474	1.31578947368421	0	0	0	0	1.31578947368421	55.5921052631579	0	0	0	0	0.328947368421053	0	0	0	0	0	0	0	0	0	0	0	0	0.657894736842105	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	89	"AWI"	89	512	2191	1228	0.175131348511384	6.83012259194396	0	0	0	0	0	0	0	0	0	0	0	0	2.80210157618214	0	7.88091068301226	0	0	18.2136602451839	0	0	0	0	0	0	0	4.72854640980736	0	1.75131348511384	0.700525394045534	0	0	0	0	1.22591943957968	48.861646234676	0	0	5.77933450087566	0	0.175131348511384	0	0	0	0	0	0	0	0	0	0	0.175131348511384	0.175131348511384	0.175131348511384	0.350262697022767
26124	45331	"Storsandvatnet"	63.4575	8.45444	93	"AWI"	93	692	2416	1578	0	17.0731707317073	0	0	0	0	0	0	0	0	0.609756097560976	0	0	0	4.8780487804878	0	19.5121951219512	0	0	33.5365853658537	0	0	0	0	0	0	0	18.2926829268293	0	0.609756097560976	1.82926829268293	0	0	0	0	1.82926829268293	0	0	0	0	0	0	0	0	1.21951219512195	0	0	0	0	0	0	0	0	0	0.609756097560976	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	97	"AWI"	97	1004	2636	1864	0	7.5	0	0	0	0	0	0	0	0	0	0	0	0	1.38888888888889	0	7.5	0	0	11.6666666666667	0	0	0	0	0	0	0	2.77777777777778	0	0	0.277777777777778	0	0	0.277777777777778	0	0.555555555555556	67.2222222222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.555555555555556	0.277777777777778
26124	45331	"Storsandvatnet"	63.4575	8.45444	101	"AWI"	101	1279	2880	2159	0	8.90269151138716	0	0	0	0	0	24.4306418219462	0	0	0	0	0	0	4.1407867494824	0	3.31262939958592	0	0	0	0	0	0.20703933747412	0	0	0	0	2.69151138716356	0	0.82815734989648	0	0	0	0	0	0.20703933747412	53.2091097308489	0	0	0	0	0	0	0.20703933747412	0.41407867494824	0	0	0	0	0	0	0	0	0	1.0351966873706	0.41407867494824
26124	45331	"Storsandvatnet"	63.4575	8.45444	105	"AWI"	105	1598	3124	2479	0	17.9824561403509	0	0	0	0	0	49.1228070175439	0	0	0	0	0	0	7.45614035087719	0	14.4736842105263	0	0	0	0	0	0	0	0	0	0	3.94736842105263	0	0.43859649122807	0.87719298245614	0	0	0	0	3.07017543859649	0	0	0	0	0	0	0	0	0.87719298245614	0	0	0	0	0	0	0	0	0	1.75438596491228	0
