"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Myrica"	"Onagraceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
3086	46663	"Duartbeg"	58.29591	-5.12887	120	"AWI"	120	802	2295	1478	2.23880597014925	0	0	0	0	0	0	0	0	0	0	0	57.4626865671642	0	0	0	0	0	0	0	0	4.47761194029851	0	2.98507462686567	0	0	31.3432835820896	0	0	0	0	0.746268656716418	0	0	0	0	0	0.746268656716418	0	0	0	0	0	0	0	0
3086	46663	"Duartbeg"	58.29591	-5.12887	140	"AWI"	140	1022	2555	1747	5.02793296089385	0	0	0	0	0	0	0	0	0	0	6.70391061452514	53.6312849162011	0	0	0	0	0	0	0	0	5.58659217877095	0	2.79329608938547	0	0	22.3463687150838	0	0	0	0	3.35195530726257	0	0	0	0	0	0.558659217877095	0	0	0	0	0	0	0	0
3086	46663	"Duartbeg"	58.29591	-5.12887	300	"AWI"	300	3428	4207	3848	8.50202429149797	0	0	0	0	0	47.7732793522267	0	0	0	0	12.5506072874494	3.64372469635628	0	0	0	0	0	0	0	0	4.8582995951417	0	0.809716599190283	0	0	17.0040485829959	0	0	0	0	4.45344129554656	0	0	0	0	0	0.404858299595142	0	0	0	0	0	0	0	0
3086	46663	"Duartbeg"	58.29591	-5.12887	80	"AWI"	80	392	1729	951	3.46534653465347	0	0	0	0	0	0	0	0	0	0	0	28.7128712871287	0	0	0	0	0	0	0	0	0.495049504950495	0	0.99009900990099	0	0	65.3465346534654	0	0	0	0	0.495049504950495	0	0	0	0	0	0.495049504950495	0	0	0	0	0	0	0	0
3086	46663	"Duartbeg"	58.29591	-5.12887	470	"AWI"	470	5522	6375	6009	2.27272727272727	0	0	0	0	0	0	0	0	0	0	28.030303030303	6.06060606060606	0	0	0	0	0	0	0	0	3.78787878787879	0	37.1212121212121	0	0	11.3636363636364	0	0	0	0	6.81818181818182	0	0	0	0	0	3.03030303030303	0	0	0	0	0	1.51515151515152	0	0
3086	46663	"Duartbeg"	58.29591	-5.12887	380	"AWI"	380	4058	5111	4519	20.952380952381	0	0	0	0	0	0	0	0	0	0	14.2857142857143	3.80952380952381	0	0	0	0	0	0	0	0	4.76190476190476	0	15.2380952380952	0	0	12.3809523809524	0	0	0	0	24.7619047619048	0	0	0	0	0	2.85714285714286	0	0	0	0	0	0.952380952380952	0	0
3086	46663	"Duartbeg"	58.29591	-5.12887	430	"AWI"	430	4717	5680	5164	17.0940170940171	0	0	0	0	0	0	0	0	0	0	19.6581196581197	0.854700854700855	0	0	0	0	0	0	0	0	4.27350427350427	0	38.4615384615385	0	0	11.1111111111111	0	0	0	0	5.12820512820513	0	0	0	0	0	0	0	0	0	0	0	3.41880341880342	0	0
3086	46663	"Duartbeg"	58.29591	-5.12887	460	"AWI"	460	5413	6279	5902	5.06329113924051	0	0	0	0	0	0	0	0	0	0	15.8227848101266	5.06329113924051	0	0	0	0	0	0	0	0	1.26582278481013	0	37.3417721518987	0	0	17.0886075949367	0	0	0	0	8.86075949367089	0	0	0	0	0	4.43037974683544	0	0	0	0	0	5.06329113924051	0	0
3086	46663	"Duartbeg"	58.29591	-5.12887	410	"AWI"	410	4339	5411	4758	15.5	0	0	0	0.5	0	41.5	0	0	0	0	11.5	1.5	0	0	0	0.5	0	0	0	0	1.5	0	14	0	0	8	0	0	0.5	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0
3086	46663	"Duartbeg"	58.29591	-5.12887	240	"AWI"	240	2341	3680	3072	2.29885057471264	0	0.229885057471264	0	0	0	0	0	0	0	0	0	45.9770114942529	0	0	0	0	0	0	0	0	19.5402298850575	0	1.37931034482759	0	0	27.3563218390805	0	0	0	0	2.75862068965517	0	0	0	0	0.229885057471264	0.229885057471264	0	0	0	0	0	0	0	0
3086	46663	"Duartbeg"	58.29591	-5.12887	180	"AWI"	180	1496	3033	2275	1.0989010989011	0	0	0	0	0	0	0	0	0	0	16.1172161172161	47.985347985348	0	0	0	0	0	0.366300366300366	0	0.366300366300366	2.56410256410256	0	1.83150183150183	0	0	26.7399267399267	0	0	0	0	1.46520146520147	0	0	0	0	0.366300366300366	1.0989010989011	0	0	0	0	0	0	0	0
3086	46663	"Duartbeg"	58.29591	-5.12887	360	"AWI"	360	3918	4908	4356	12.3809523809524	0	0	0.476190476190476	0	0	53.8095238095238	0	0	0	0	6.66666666666667	1.9047619047619	0	0	0	0	0	0	0	0	0	0	8.09523809523809	0	0	4.28571428571429	0	0	0	0	10	0	0	0	0	0.952380952380952	0.476190476190476	0	0	0	0	0	0.952380952380952	0	0
3086	46663	"Duartbeg"	58.29591	-5.12887	160	"AWI"	160	1271	2809	2014	2.1551724137931	0.431034482758621	0	0	0	0	0	0	0	0	0	9.91379310344828	37.0689655172414	0	0	0	0	0	0	0	0.431034482758621	17.2413793103448	0	3.01724137931034	0	0	28.448275862069	0.431034482758621	0	0	0	0	0	0	0	0	0	0.862068965517241	0	0	0	0	0	0	0	0
3086	46663	"Duartbeg"	58.29591	-5.12887	280	"AWI"	280	3038	4035	3601	13.4453781512605	0	0	0	0	0	0	0	0	0	0	0	38.655462184874	0	0	0	0.840336134453782	0	0.840336134453782	0	0	0.420168067226891	0	4.20168067226891	0	0	34.453781512605	0	0	0.420168067226891	0	5.46218487394958	0	0	0	0	0.420168067226891	0	0	0	0	0	0	0.840336134453782	0	0
3086	46663	"Duartbeg"	58.29591	-5.12887	575	"AWI"	575	6626	7726	7086	0	0	0	0	0.75187969924812	0	26.3157894736842	0	0	0	0	0	15.7894736842105	0	0	0	0	0	3.7593984962406	0	0	0.75187969924812	0	5.26315789473684	0	0	27.8195488721804	0	0	0	0	0	0	0	0	0	10.5263157894737	6.76691729323308	0	0	0	0.75187969924812	0	1.50375939849624	0	0
3086	46663	"Duartbeg"	58.29591	-5.12887	50	"AWI"	50	135	1233	552	3.46153846153846	0.384615384615385	0	0	0.384615384615385	0	0	0	0	0	0	0	18.0769230769231	0	0	0	0	0	0	0	0	44.2307692307692	0	1.15384615384615	0	0	28.8461538461538	0	0	0	0	1.92307692307692	0	0	0	0	0.384615384615385	0.384615384615385	0	0	0	0	0	0.769230769230769	0	0
3086	46663	"Duartbeg"	58.29591	-5.12887	450	"AWI"	450	5212	6051	5694	6.25	0.416666666666667	0	0	0.416666666666667	0	35.8333333333333	0	0.833333333333333	0	0	17.5	0	0	0	0	0	0	0	0	0	2.08333333333333	0	15.4166666666667	0	0	14.1666666666667	0	0.416666666666667	0	0	4.16666666666667	0	0	0	0	0	1.25	0	0	0	0	0	1.25	0	0
