"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juniperus"	"Nartheciaceae"	"Onagraceae"	"Orobanchaceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
24787	43525	"Loch a'Phuinnd"	57.35139	-7.2702	572	"AWI"	572	-137	27	-55	0	11	0	0	0	0	0	17	0	0	0	16	70	0	0	1	4	0	9	0	0	2	0	78	0	0	4	0	0	2	4	7	0	0	0	0	0	0	0	5
24787	43525	"Loch a'Phuinnd"	57.35139	-7.2702	574	"AWI"	574	-93	171	14	0	7	0	0	1	0	0	12	1	0	1	22	51	0	0	0	0	1	8	0	0	3	0	77	0	0	2	1	0	0	12	2	0	0	0	0	0	0	1	3
24787	43525	"Loch a'Phuinnd"	57.35139	-7.2702	576	"AWI"	576	-70	370	77	0	9	0	0	0	0	0	10	0	0	0	18	58	0	0	0	0	0	3	0	0	7	0	72	0	0	3	0	17	2	11	2	0	0	0	0	0	0	0	3
24787	43525	"Loch a'Phuinnd"	57.35139	-7.2702	578	"AWI"	578	-30	500	148	0	10	0	0	0	1	0	14	0	0	0	18	64	0	0	0	0	0	4	0	0	5	0	68	0	0	6	0	0	1	3	1	0	0	0	0	0	0	2	0
24787	43525	"Loch a'Phuinnd"	57.35139	-7.2702	580	"AWI"	580	12	570	229	0	16	0	0	0	0	5	17	0	0	0	25	87	0	0	0	0	0	6	0	0	6	0	78	0	0	5	0	19	0	2	1	0	0	0	0	0	0	0	0
24787	43525	"Loch a'Phuinnd"	57.35139	-7.2702	582	"AWI"	582	37	686	301	0	11	0	0	0	1	2	16	0	0	0	30	67	0	0	0	2	0	2	0	0	7	0	69	0	0	5	1	0	1	12	0	0	0	0	0	0	0	1	2
24787	43525	"Loch a'Phuinnd"	57.35139	-7.2702	584	"AWI"	584	112	739	385	0	14	0	0	0	0	0	15	0	0	0	35	78	0	0	0	0	0	6	0	0	4	0	0	0	0	6	0	0	0	9	0	0	0	0	0	0	0	3	0
24787	43525	"Loch a'Phuinnd"	57.35139	-7.2702	586	"AWI"	586	157	819	468	0	9	0	0	0	0	3	17	0	0	0	21	90	229	0	0	1	0	7	0	0	3	0	84	0	0	3	1	0	1	6	1	0	0	0	0	0	0	2	0
24787	43525	"Loch a'Phuinnd"	57.35139	-7.2702	588	"AWI"	588	224	896	546	0	7	0	0	0	0	0	19	2	0	0	28	75	0	0	0	0	0	9	0	0	6	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	1	1
24787	43525	"Loch a'Phuinnd"	57.35139	-7.2702	590	"AWI"	590	292	940	624	0	14	1	0	0	0	0	13	0	0	1	17	63	0	0	0	1	0	1	0	0	3	0	61	1	0	3	0	14	3	4	0	0	0	0	0	0	0	2	1
