"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Fabaceae"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Ulmus"	"Urticaceae"	"Viburnum"
26065	46522	"William King Flour Mill"	51.55222	-0.48389	0	"AWI"	0	8522	8904	8676	0.28735632183908	0	0	0	0	0	1.72413793103448	0.28735632183908	1.4367816091954	0	0	0	0.28735632183908	47.7011494252874	6.32183908045977	0	0	0	0	0	20.9770114942529	0	0	0	0	0.862068965517241	0.862068965517241	0	0	11.7816091954023	0	0	0	7.47126436781609	0	0
26065	46522	"William King Flour Mill"	51.55222	-0.48389	8	"AWI"	8	8795	9270	9002	0	0.533333333333333	0.533333333333333	0	0	0	1.6	0	0	0	0	0	0	38.6666666666667	10.6666666666667	0	0	0	0	0	34.9333333333333	0	0	0	0	0.266666666666667	0	0	0	5.06666666666667	0	0	0	7.73333333333333	0	0
26065	46522	"William King Flour Mill"	51.55222	-0.48389	16	"AWI"	16	9050	9618	9321	0	0.537634408602151	0.268817204301075	0	0.268817204301075	0	2.41935483870968	0	0.268817204301075	0	0	0	0	35.4838709677419	5.64516129032258	0	0	0	0	0	41.6666666666667	0	0	0	0	0	0	0	0.268817204301075	9.67741935483871	0	0	0	3.2258064516129	0.268817204301075	0
26065	46522	"William King Flour Mill"	51.55222	-0.48389	24	"AWI"	24	9349	9944	9641	0	0	0.25974025974026	0.25974025974026	0	0	2.07792207792208	0	0.779220779220779	0	0	0	0	32.987012987013	4.93506493506494	0	0	0	0	0	52.7272727272727	0	0	0	0.519480519480519	0	0	0	0	4.15584415584416	0	0	0	1.03896103896104	0	0.25974025974026
26065	46522	"William King Flour Mill"	51.55222	-0.48389	32	"AWI"	32	9668	10243	9958	0	0	0	0	0	0	53.2299741602067	0	0.258397932816538	0	0	0	0.516795865633075	2.0671834625323	14.9870801033592	0	0	0.258397932816538	0.258397932816538	0	21.4470284237726	0	0	0	1.29198966408269	0	0	0	0	4.39276485788114	0	0	0	0	0	1.29198966408269
26065	46522	"William King Flour Mill"	51.55222	-0.48389	40	"AWI"	40	9999	10519	10275	0	0	0.259067357512953	0	0.77720207253886	0	37.5647668393782	0	0	0	0	0.259067357512953	0	0	10.1036269430052	0	0	0	0	0	22.279792746114	0	8.03108808290155	0	0	0	0.259067357512953	0	0	15.5440414507772	4.40414507772021	0.518134715025907	0	0	0	0
26065	46522	"William King Flour Mill"	51.55222	-0.48389	48	"AWI"	48	10400	10766	10587	0	0	0.539083557951483	0	0.269541778975741	0	40.4312668463612	0	0	0.269541778975741	0	0	0.539083557951483	0.269541778975741	4.5822102425876	0	0	0	0	0	23.1805929919137	0	0	0	1.61725067385445	0	0.539083557951483	0	0	22.6415094339623	0	0.269541778975741	0.269541778975741	0.269541778975741	0.808625336927224	3.50404312668464
26065	46522	"William King Flour Mill"	51.55222	-0.48389	56	"AWI"	56	10705	11142	10901	0	1.35135135135135	12.1621621621622	0	0	0	16.2162162162162	0	0	0	0	0	0	0	25.6756756756757	0	0	0	0	0	32.4324324324324	0	0	0	4.05405405405405	0	0	0	0	6.75675675675676	0	0	1.35135135135135	0	0	0
26065	46522	"William King Flour Mill"	51.55222	-0.48389	64	"AWI"	64	10958	11546	11214	0	0	10.1694915254237	0	0	0	6.77966101694915	0	3.38983050847458	0	0	0	0	0	33.8983050847458	0	0	3.38983050847458	0	0	33.8983050847458	0	0	1.69491525423729	3.38983050847458	0	1.69491525423729	0	0	1.69491525423729	0	0	0	0	0	0
26065	46522	"William King Flour Mill"	51.55222	-0.48389	72	"AWI"	72	11209	11944	11530	0	0	0	0	0	0	6.89655172413793	0	0	0	0	0	0	0	67.2413793103448	0	0	0	0	1.72413793103448	18.9655172413793	0	0	0	0	0	1.72413793103448	0	0	3.44827586206897	0	0	0	0	0	0
26065	46522	"William King Flour Mill"	51.55222	-0.48389	80	"AWI"	80	11465	12312	11848	0	0	1.42857142857143	0	0	0	11.4285714285714	0	1.42857142857143	0	0	0	0	0	71.4285714285714	0	0	1.42857142857143	0	1.42857142857143	8.57142857142857	0	0	0	1.42857142857143	0	0	0	0	0	0	0	0	0	0	1.42857142857143
26065	46522	"William King Flour Mill"	51.55222	-0.48389	88	"AWI"	88	11724	12679	12165	0	0	0	0	1.08695652173913	0	7.60869565217391	0	0	0	0	0	0	0	70.6521739130435	0	0	1.08695652173913	0	0	15.2173913043478	0	0	2.17391304347826	0	0	0	0	0	2.17391304347826	0	0	0	0	0	0
