"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Arctostaphylos"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	475	"AWI"	475	10308	11721	11137	0	1.41509433962264	0	0	0.471698113207547	0	0	0	0	26.8867924528302	0	0.471698113207547	0	0	0	0	1.41509433962264	3.30188679245283	0	0	0	0.943396226415094	0	0	0	0	0.471698113207547	0	55.188679245283	0	0	0	0	0	0	0	0.471698113207547	5.66037735849057	0	0	0	0	0.471698113207547	0	0.471698113207547	0	2.35849056603774	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	480	"AWI"	480	10475	11861	11293	0	1.61290322580645	0	1.61290322580645	1.61290322580645	0	3.2258064516129	0	0	40.3225806451613	0	0	0	0	0	0	0	3.2258064516129	1.61290322580645	0	0	0	0	0	0	0	0	0	41.9354838709677	0	0	1.61290322580645	0	0	0	0	0	1.61290322580645	0	0	0	0	0	0	0	0	1.61290322580645	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	485	"AWI"	485	10605	11956	11401	0	0	0	0	0	0	0.625	0	0	78.75	0	0	0	0	0	0	0	8.125	0.625	0	0	0	0	0	0	0	0	0	6.25	0	0	0.625	0	0	0	0	0	1.25	0	0	0	0	0	0.625	1.25	0	1.875	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	490	"AWI"	490	10722	12094	11502	0	0	0	0.219298245614035	0.43859649122807	0	3.28947368421053	0	0	6.14035087719298	0	0	0	0.657894736842105	0	0	0	3.28947368421053	0	0	0	0	0	0	0	0	0.87719298245614	0	0.219298245614035	0	0.219298245614035	0	83.3333333333333	0	0	0	0	0.657894736842105	0	0	0	0.219298245614035	0.219298245614035	0	0.219298245614035	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	500	"AWI"	500	10896	12459	11694	0	0	0	2.35294117647059	0.441176470588235	0	6.02941176470588	0	1.76470588235294	1.61764705882353	0	0	0	1.02941176470588	0	0	0	2.20588235294118	0	0	0	0	0	0	0	0	2.79411764705882	0.294117647058824	0.147058823529412	0	0	0.588235294117647	78.9705882352941	0	0	0	0	0	0	0	0.294117647058824	0.147058823529412	1.17647058823529	0	0.147058823529412	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	510	"AWI"	510	11102	12624	11886	0	0	0	3.17460317460317	1.58730158730159	0	36.5079365079365	0	3.17460317460317	0	0	0	0	4.76190476190476	0	0	0	36.5079365079365	1.58730158730159	0	0	0	0	0	0	0	4.76190476190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.93650793650794	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	520	"AWI"	520	11228	12883	12073	0	0	0	5.10204081632653	4.08163265306122	0	24.4897959183673	0	4.08163265306122	9.18367346938776	0	0	0	4.08163265306122	0	0	0	32.6530612244898	1.02040816326531	0	0	0	0	0	0	0	5.10204081632653	0	0	0	0	1.02040816326531	0	0	0	0	0	2.04081632653061	0	0	3.06122448979592	1.02040816326531	1.02040816326531	0	2.04081632653061	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	530	"AWI"	530	11502	13012	12262	0	0	0	8.33333333333333	1.13636363636364	0.378787878787879	27.2727272727273	0	14.7727272727273	7.95454545454545	0.378787878787879	0	0	6.06060606060606	0	0	0.378787878787879	10.2272727272727	1.51515151515152	0	0	0	0	0	0	0	10.6060606060606	0	0	0	0	0.757575757575758	0	0	0	0	0	1.51515151515152	0	0	0	1.89393939393939	4.16666666666667	1.89393939393939	0.378787878787879	0	0.378787878787879	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	540	"AWI"	540	11698	13237	12468	0	0	0	1.23106060606061	0	0	6.06060606060606	0.0946969696969697	2.55681818181818	1.98863636363636	0	0	0	0.946969696969697	0	0	0	2.93560606060606	0.189393939393939	0	0	0	0	0	0	0	0.946969696969697	0	0.0946969696969697	0	0	0	81.8181818181818	0	0	0	0	0	0	0	0	0.0946969696969697	0.568181818181818	0.0946969696969697	0.378787878787879	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	545	"AWI"	545	11865	13331	12566	0	0	0	1.27388535031847	0.318471337579618	0	13.0573248407643	0	2.22929936305732	3.82165605095541	0	0	0	1.27388535031847	0	0	0	6.05095541401274	0.318471337579618	0	0	0	0	0	0	0	1.27388535031847	0	0	0	0	0	65.2866242038216	0	0	0	0	0.318471337579618	0	0	1.59235668789809	0.955414012738854	0.636942675159236	0.318471337579618	1.27388535031847	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	550	"AWI"	550	12070	13404	12662	0	0	0	3.7037037037037	1.23456790123457	0	17.2839506172839	0	20.9876543209877	18.5185185185185	0	0	0	3.7037037037037	0	0	0	24.6913580246914	1.23456790123457	0	0	0	0	0	0	0	3.7037037037037	0	1.23456790123457	0	0	2.46913580246914	0	0	0	0	0	0	0	0	0	0	1.23456790123457	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	555	"AWI"	555	12229	13491	12760	0	0	0	6.25	3.75	0	26.25	0	7.5	8.75	0	0	0	3.75	0	0	0	16.25	1.25	0	0	0	0	0	0	0	2.5	0	1.25	0	1.25	2.5	0	0	0	0	0	0	0	0	5	1.25	7.5	1.25	3.75	0	0	0
