"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Arctostaphylos"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	0	"AWI"	0	-91	69	-9	2.65486725663717	0	0	0	0	0	0	0	0	0.884955752212389	0	0	0	0	0.884955752212389	0	0.884955752212389	38.9380530973451	0	0	0	0.884955752212389	0	0	0.884955752212389	0.884955752212389	0.884955752212389	0	26.5486725663717	0	0	23.0088495575221	0	0	0	0	1.76991150442478	0	0	0	0	0	0	0	0	0	0	0.884955752212389
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	5	"AWI"	5	-48	188	54	0	0	0	0	0	0	0	0	4.31034482758621	1.72413793103448	0	2.58620689655172	0	0	0	0	0	43.1034482758621	0	0	0	0	0	0	0	0.862068965517241	0	0	10.3448275862069	0	0	35.3448275862069	0	0	0	0	0	1.72413793103448	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	20	"AWI"	20	-1	701	233	0	0	0	0	0	0	0	0	0	1.42857142857143	0	0	0	0	0	0	0	37.1428571428571	0	0	0	0	0	0	0	1.42857142857143	0	0	7.14285714285714	0	0	52.8571428571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	30	"AWI"	30	87	825	370	0	0	0	0	0.680272108843537	0	0.680272108843537	0	0	4.76190476190476	0	0	0	0	0	0	0.680272108843537	46.9387755102041	0	0	0	0	0	0	0	0	0.680272108843537	0	8.84353741496599	0	0	36.734693877551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	40	"AWI"	40	137	947	521	1.17647058823529	0	0	0	0	0	0.588235294117647	0	1.76470588235294	0.588235294117647	0	0	0	0	0	0	1.17647058823529	25.2941176470588	0	0	0	0	0	0	0	0	0	0	20.5882352941176	0	0	48.8235294117647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	50	"AWI"	50	283	1051	654	1.42857142857143	0	0	0	0	0	0	0	0	2.85714285714286	0	0	0	0	0	0	1.42857142857143	32.8571428571429	0	0	0	0	5.71428571428571	0	0	0	0	0	18.5714285714286	0	0	35.7142857142857	0	0	0	0	0	1.42857142857143	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	60	"AWI"	60	406	1123	809	1.5625	0	0	0	0	0	0	0	0	1.5625	0	4.6875	0	0	0	0	1.5625	23.4375	0	0	0	1.5625	3.125	0	0	1.5625	0	0	17.1875	0	0	35.9375	0	0	0	0	0	6.25	0	0	0	0	1.5625	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	70	"AWI"	70	581	1212	935	0	0	0	0	0	0	0	0	1.85185185185185	1.85185185185185	0.925925925925926	0	0	0	0	0	0	42.5925925925926	0	0	0	0	0	0	0	0	0	0	10.1851851851852	0	0	39.8148148148148	0	0	0	0	0	0.925925925925926	0	0	0	0	0.925925925925926	0	0	0	0	0.925925925925926
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	80	"AWI"	80	768	1261	1053	1.47058823529412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.47058823529412	17.6470588235294	0	0	0	0	4.41176470588235	0	0	0	0	0	17.6470588235294	0	0	52.9411764705882	0	0	0	0	0	1.47058823529412	0	0	0	0	2.94117647058824	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	90	"AWI"	90	866	1356	1157	0	0	0	0	0	0	0	0	0	0.854700854700855	0	0	0	0	0	0	0	45.2991452991453	0	0	0	0	2.56410256410256	0	0	0	0	0	18.8034188034188	0	0	23.9316239316239	0	0	0	0	0	2.56410256410256	0	0	0	0.854700854700855	5.12820512820513	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	100	"AWI"	100	927	1441	1212	0	0	0	0	0	0	0	0	0	0	0	1.28205128205128	0	0	0	0	0	25.6410256410256	0	0	0	0	1.28205128205128	0	0	0	0	0	26.9230769230769	0	0	44.8717948717949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	110	"AWI"	110	971	1555	1262	0	1.06382978723404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.8936170212766	0	0	0	0	2.12765957446809	0	0	0	0	0	12.7659574468085	0	0	32.9787234042553	36.1702127659575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	120	"AWI"	120	1036	1633	1321	1.75438596491228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.8245614035088	0	0	0	0	0	0	0	0	0	0	31.5789473684211	0	0	35.0877192982456	0	0	0	0	0	1.75438596491228	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	130	"AWI"	130	1080	1724	1376	0	0	0	0	0	0	0	0	0	3.03030303030303	0	0	0	0	0	0	0	11.3636363636364	0	0	0	0	0	0	0	0	0	0	8.33333333333333	0	0	27.2727272727273	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	140	"AWI"	140	1139	1790	1434	2.7027027027027	0	0	0	2.7027027027027	0	0	0	0	0	0	0	0	0	0	0	0	18.9189189189189	0	0	0	0	2.7027027027027	0	0	0	0	0	29.7297297297297	0	0	40.5405405405405	0	0	0	0	0	0	0	0	0	0	2.7027027027027	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	150	"AWI"	150	1177	1874	1490	0	0	0	0	0	0	0	0	0	2.04081632653061	0	0	0	0	0	0	0	24.4897959183673	0	0	0	0	0	0	0	0	0	0	14.2857142857143	0	0	57.1428571428571	0	0	0	0	0	0	0	0	0	0	2.04081632653061	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	160	"AWI"	160	1243	1939	1548	0	0	0	0	0	0	0	0	0	5.74712643678161	0	0	0	1.14942528735632	1.14942528735632	0	0	20.6896551724138	0	0	0	0	0	0	0	0	0	0	19.5402298850575	0	0	48.2758620689655	0	0	0	0	0	2.29885057471264	0	0	1.14942528735632	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	170	"AWI"	170	1296	2019	1606	0	0	0	0	0	0	0	0	0	1.14942528735632	0	0	0	0	0	0	0	24.1379310344828	0	0	0	0	0	0	0	0	0	0	14.9425287356322	0	0	57.4712643678161	0	0	0	0	0	1.14942528735632	0	0	0	1.14942528735632	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	180	"AWI"	180	1366	2094	1661	1.17647058823529	0	0	0	0	0	0	0	0	1.17647058823529	0	0	0	0	0	0	0	25.8823529411765	0	0	0	0	0	0	0	0	0	0	4.70588235294118	0	0	23.5294117647059	43.5294117647059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	190	"AWI"	190	1424	2160	1718	0	0	0	0	0	0	0	0	0	3.7037037037037	0	0	0	0	0	0	0	37.037037037037	0	0	0	0	0	0	0	0	0	0	7.40740740740741	0	0	51.8518518518518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	200	"AWI"	200	1484	2224	1770	0	1.31578947368421	0	0	0	0	0	0	0	1.31578947368421	0	1.31578947368421	0	0	0	0	0	15.7894736842105	0	0	0	0	0	0	0	0	0	0	3.94736842105263	0	0	28.9473684210526	46.0526315789474	0	0	0	0	0	0	0	0	0	1.31578947368421	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	210	"AWI"	210	1557	2269	1826	0	0	0	0	0	0	0	0	0	3.07692307692308	0	0	0	0	0	0	0	47.6923076923077	0	0	0	0	0	0	0	0	0	0	7.69230769230769	0	0	40	0	0	0	0	0	1.53846153846154	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	220	"AWI"	220	1647	2342	1900	0	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0.833333333333333	31.6666666666667	0	0	0	0	0	0	0	0	0	0	7.5	0	0	21.6666666666667	35.8333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	230	"AWI"	230	1747	2486	2029	0.980392156862745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.7058823529412	0	0	0	0	0.980392156862745	0	0	0	0	0	4.90196078431373	0	0	29.4117647058824	49.0196078431373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	240	"AWI"	240	1830	2696	2161	0	0	0	0	0	0	0	0	0	1.88679245283019	0	0	0	0	0	0	0	0.943396226415094	0	0	0	0	0.943396226415094	0	0	0	0	0	7.07547169811321	0	0	49.5283018867925	39.622641509434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	250	"AWI"	250	1980	2838	2363	0	0	0	0	0	0	0.429184549356223	0	0	0	0	0	0	0	0	0	0	0.858369098712446	0	0	0	0	0	0	0	0	0	0	3.86266094420601	0	0	41.2017167381974	53.2188841201717	0	0	0	0	0.429184549356223	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	260	"AWI"	260	2066	3082	2551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.25225225225225	0	0	0	0	0.45045045045045	0	0	0	0	0	7.65765765765766	0	0	43.2432432432432	46.3963963963964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	270	"AWI"	270	2368	3200	2750	0	0	0	0.284090909090909	0	0	0	0	0	1.70454545454545	0	0	0	0	0	0	0	2.84090909090909	0	0	0	0	0.568181818181818	0	0	0	0	0	2.27272727272727	0	0	28.6931818181818	63.0681818181818	0	0	0	0	0.284090909090909	0	0	0	0	0	0	0.284090909090909	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	280	"AWI"	280	2538	3409	2948	0	0	0	1.13636363636364	0	0	0	0	0	2.27272727272727	0	0	0	0	0	0	0	12.5	0	0	2.27272727272727	0	1.13636363636364	0	0	0	0	0	7.95454545454545	0	0	69.3181818181818	0	0	0	0	0	3.40909090909091	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	290	"AWI"	290	2821	3666	3242	0.277777777777778	0	0	0	0	0	0.277777777777778	0	0.555555555555556	0.555555555555556	0	0	0	0	0	0	0	6.11111111111111	0	0	0	0	0.833333333333333	0	0	0	0.555555555555556	0	5.55555555555556	0	0	47.5	35.8333333333333	0	0	0	0	1.38888888888889	0	0	0	0	0.277777777777778	0	0.277777777777778	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	300	"AWI"	300	2943	4124	3547	0.401606425702811	0	0	0	0	0	0.401606425702811	0	0	0	0	0	0	0	0	0	0.401606425702811	7.2289156626506	0	0	0	0	1.60642570281124	0	0	0	0.401606425702811	0	7.63052208835341	0	0	51.8072289156626	29.3172690763052	0	0	0	0	0.803212851405622	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	310	"AWI"	310	3312	4377	3821	0.826446280991736	0	0	0	0	0	0	0	0	2.89256198347107	0	0	0	0	0	0	0	4.13223140495868	0	0	0	0	1.2396694214876	0	0	0	0	0	4.13223140495868	0	0	61.9834710743802	23.1404958677686	0	0	0	0	0.826446280991736	0	0	0.826446280991736	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	320	"AWI"	320	3650	4536	4115	0	0	0	0	0	0	0	0	0	5.88235294117647	0	0	0	0	0	0	1.3840830449827	7.26643598615917	0	0	0	0	0.346020761245675	0	0	0	0	0	3.46020761245675	0	0	44.636678200692	36.3321799307958	0	0	0	0	0.346020761245675	0	0	0	0.346020761245675	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	330	"AWI"	330	4159	4808	4480	1.38248847926267	0	0	0	0.460829493087558	0	0	0	0	2.76497695852535	0	0	0	0	0	0	0	3.2258064516129	0	0	0	0	0.921658986175115	0	0	0	0	0	1.38248847926267	0	0	48.8479262672811	40.5529953917051	0	0	0	0	0.460829493087558	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	340	"AWI"	340	4368	5718	4912	0.680272108843537	0	0	0	0	0	0	0	0	2.72108843537415	0	0	0	0	0	0	0	3.40136054421769	0	0	0	0	0	0	0	0	0	0	1.70068027210884	0	0	60.5442176870748	30.6122448979592	0	0	0	0	0.340136054421769	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	350	"AWI"	350	4603	6578	5333	1.45772594752187	0	0	0	0	0	0	0	0	1.74927113702624	0	0	0	0	0	0	0	4.3731778425656	0	0	0	0	0.291545189504373	0	0	0	0	0	2.33236151603499	0	0	46.6472303206997	42.5655976676385	0	0	0	0	0.583090379008746	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	360	"AWI"	360	4821	6934	5823	1.17647058823529	0	0	0	0	0	0	0	0	0.588235294117647	0	0	0	0	0	0	0	0	0	0	0	0	1.17647058823529	0	0	0	0.588235294117647	0	2.35294117647059	0	0	56.4705882352941	37.0588235294118	0	0	0	0	0	0	0	0	0	0	0	0	0	0.588235294117647	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	370	"AWI"	370	5074	7486	6268	1.09289617486339	0	0	0	0	0	0	0	0	3.82513661202186	0	0	0	0.273224043715847	0	0	0.546448087431694	4.6448087431694	0	0	0	0	1.09289617486339	0	0	0	0	0	6.28415300546448	0	0	43.1693989071038	37.9781420765027	0	0	0	0	0.819672131147541	0	0	0	0	0	0	0	0	0.273224043715847	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	380	"AWI"	380	5532	7659	6728	0.902527075812274	0	0	0	0	0	0	0	0	3.42960288808664	0	0	0	0.180505415162455	0	0	0.36101083032491	1.985559566787	0	0	0	0	0.541516245487365	0	0	0	0	0	7.76173285198556	0	0	24.7292418772563	59.2057761732852	0	0	0	0	0.72202166064982	0	0	0	0	0	0	0	0	0.180505415162455	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	390	"AWI"	390	5816	7982	7223	0.785854616895874	0	0	0	0	0	0.196463654223969	0	0	0.392927308447937	0	0	0	0	0	0	0.196463654223969	2.55402750491159	0	0	0	0	0.785854616895874	0	0	0	0	0	3.92927308447937	0	0	50.4911591355599	39.4891944990177	0	0	0	0	0.785854616895874	0	0	0	0	0	0	0.196463654223969	0	0.196463654223969	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	400	"AWI"	400	6849	8079	7589	1.54639175257732	0.257731958762887	0	0	0	0	0	0	0	2.06185567010309	0	0	0	0	0	0	0.257731958762887	1.54639175257732	0.515463917525773	0	0	0	0	0	0	0	0.257731958762887	0	4.63917525773196	0	0	50.7731958762887	37.1134020618557	0	0	0	0	0	0	0	0	0	0.257731958762887	0	0.257731958762887	0	0.515463917525773	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	410	"AWI"	410	7693	8311	7978	1.42450142450142	0	0	0	0	0	0	0	0	1.70940170940171	0	0	0	0	0	0	0.284900284900285	1.42450142450142	0	0	0	0	0	0	0	0	0.284900284900285	0	3.13390313390313	0	0	45.2991452991453	46.4387464387464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	420	"AWI"	420	7958	9032	8431	0	0	0	0	0	0	0	0	0	6.02409638554217	0	0	0	0	0	0	1.20481927710843	0.903614457831325	0	0	0	0	0	0.301204819277108	0	0	0.301204819277108	0	2.10843373493976	0	0	41.566265060241	45.7831325301205	0	0	0	0	1.20481927710843	0	0	0	0	0	0	0	0	0.602409638554217	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	430	"AWI"	430	8064	10083	8862	0	0	0	0	0	0	0	0	0	4.88599348534202	0	0	0	0	0	0	1.30293159609121	3.58306188925081	0	0	0	0	0	0.325732899022801	0	0	0	0	5.53745928338762	0	0	30.6188925081433	48.8599348534202	0	0	0	0	1.30293159609121	0	0	0	0	0.325732899022801	0	0.325732899022801	0	2.93159609120521	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	435	"AWI"	435	8198	10476	9086	0	0	0	0	0	0	1.98675496688742	0	0	29.8013245033113	0	0	0	0	0	0	1.32450331125828	2.64900662251656	0	0	0	0	0	0	0	0	0	0	15.2317880794702	0	0	41.0596026490066	0	0	0	0	0	5.96026490066225	0	0	0	0	0	0	0.662251655629139	0	1.32450331125828	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	440	"AWI"	440	8404	10612	9358	0	0.537634408602151	0	0	0	0	0	0	0	20.9677419354839	0	0	0	0	0	0	3.2258064516129	5.91397849462366	0	0	0	0	0	0	0	0	0	0	20.4301075268817	0	0	33.3333333333333	0	0	0	0	0	11.2903225806452	0	0	0	0.537634408602151	0	0.537634408602151	0.537634408602151	0	2.68817204301075	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	450	"AWI"	450	8648	10980	9909	0	0	0	0	0.854700854700855	0	0.854700854700855	0	0	32.4786324786325	0.854700854700855	0.854700854700855	0	0	0	0	3.41880341880342	4.27350427350427	0	0	0	0	0	0.854700854700855	0	0	0	0	34.1880341880342	0	0	5.98290598290598	0	0	0	0	0	11.1111111111111	0	0	0	0	0	0	0.854700854700855	0	3.41880341880342	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	455	"AWI"	455	8743	11282	10160	0	0.819672131147541	0	0	0.819672131147541	0	0	0	0	24.5901639344262	0	0	0	0	0	0	11.4754098360656	10.655737704918	0	0	0	0	0	0	0	0	0	0	32.7868852459016	0	0	12.2950819672131	0	0	0	0	0	4.0983606557377	0	0	0	0	0	0	0	0	2.45901639344262	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	460	"AWI"	460	9251	11353	10393	0	0.50761421319797	0	0	1.01522842639594	0	1.01522842639594	0	0	53.2994923857868	0	0	0	0	0	0	5.58375634517767	2.53807106598985	0	0	0	0	0	0.50761421319797	0	0	0	0	16.243654822335	0	0	8.12182741116751	0	0	0	0	0	6.5989847715736	0	0	0	0	0.50761421319797	0	0.50761421319797	0	3.55329949238579	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	465	"AWI"	465	9702	11431	10630	0	0.666666666666667	0	0	0.666666666666667	0	0	0	0	28	0	0	0	0	0	0	5.33333333333333	9.33333333333333	0	0	0	0	0	0	0	0	0	0	41.3333333333333	0	0	1.33333333333333	0	0	0	0	0	6.66666666666667	0	0	0.666666666666667	0	0	0	0.666666666666667	0	5.33333333333333	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	470	"AWI"	470	10063	11542	10874	0.558659217877095	0	0	0	0	0	1.11731843575419	0	0	34.0782122905028	0	0	0	0	0	0	2.79329608938547	6.14525139664804	0	0	0	0	0	0	0	0	0.558659217877095	0	43.0167597765363	0	0	1.11731843575419	0	0	0	0	0	6.14525139664804	0	0	0	0	0.558659217877095	0	0	0	3.91061452513966	0
