"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
14521	22747	"Umbrail"	46.54389	10.43472	0	"AWI"	0	-102	58	-18	0	0	0	0	0	0	3.37837837837838	0	0	0.337837837837838	0	1.35135135135135	1.35135135135135	0	0	0.337837837837838	53.7162162162162	0	0	0	0	0.337837837837838	0	0	1.68918918918919	0	0.675675675675676	0	6.75675675675676	27.7027027027027	0	0	0	0	0.337837837837838	1.01351351351351	0.337837837837838	0	0	0.337837837837838	0	0	0	0	0	0	0.337837837837838	0
14521	22747	"Umbrail"	46.54389	10.43472	10	"AWI"	10	14	457	179	0.625	0	0	0	0	0	0.9375	0	0.3125	1.25	0.3125	2.1875	1.5625	0	0	0	37.5	0	0.3125	0	0	0	0	0	0.9375	0	0	0	6.875	11.875	0	31.5625	0.3125	0	0.3125	0.625	0	0	0	0.3125	0	0.625	0	0.625	0	0	0.9375	0
14521	22747	"Umbrail"	46.54389	10.43472	20	"AWI"	20	160	727	395	0.480769230769231	0	0	0	0	0	4.80769230769231	0	0	0	0	0	1.92307692307692	0	0	0	47.1153846153846	0	0	0	0	0	0	0	0.480769230769231	0	0	0	10.0961538461538	33.1730769230769	0	0	0.480769230769231	0	0	0.961538461538462	0	0	0	0.480769230769231	0	0	0	0	0	0	0	0
14521	22747	"Umbrail"	46.54389	10.43472	30	"AWI"	30	347	976	607	1.07142857142857	0	3.21428571428571	3.21428571428571	0	0	4.28571428571429	0	0.357142857142857	0	0	0	1.78571428571429	0	0	0	75.7142857142857	0	0	0	0	0	0	0	0.357142857142857	0	0	0	6.07142857142857	0	0	0	0.357142857142857	0	1.07142857142857	0	0.357142857142857	0	0.714285714285714	0.357142857142857	0	0	0	0.714285714285714	0	0	0	0.357142857142857
14521	22747	"Umbrail"	46.54389	10.43472	40	"AWI"	40	574	1210	816	0.546448087431694	0	0.910746812386157	0.546448087431694	0	0	2.9143897996357	0	0.364298724954463	0	0	0	1.09289617486339	0.364298724954463	0	0.364298724954463	59.9271402550091	0	0	0	0	0	0	0	0	0	0	0	5.64663023679417	25.6830601092896	0	0	0.182149362477231	0	1.27504553734062	0	0	0	0	0	0	0	0.182149362477231	0	0	0	0	0
14521	22747	"Umbrail"	46.54389	10.43472	50	"AWI"	50	786	1661	1147	0.196850393700787	0	0.984251968503937	0.393700787401575	0	0	1.77165354330709	0	0	0	0	0.196850393700787	0.393700787401575	0.196850393700787	0	0	51.1811023622047	0	0	0	0	0	0	0	0	0	0	0	9.05511811023622	33.8582677165354	0	0	0.196850393700787	0	0.590551181102362	0.590551181102362	0	0	0	0.393700787401575	0	0	0	0	0	0	0	0
14521	22747	"Umbrail"	46.54389	10.43472	60	"AWI"	60	1036	2062	1499	0.159235668789809	0	5.57324840764331	0.477707006369427	0.477707006369427	0.159235668789809	1.91082802547771	0	0.636942675159236	0.159235668789809	0	0.318471337579618	0.477707006369427	0.318471337579618	0	0	54.2993630573248	0	0	0	0.159235668789809	0	0	0	0.159235668789809	0	0.159235668789809	0	5.4140127388535	26.2738853503185	0	0	0	0	0.955414012738854	0.796178343949045	0	0	0	0.796178343949045	0	0.159235668789809	0	0	0	0	0.159235668789809	0
14521	22747	"Umbrail"	46.54389	10.43472	70	"AWI"	70	1327	2438	1843	0.728155339805825	0	3.15533980582524	0.485436893203883	0	0	2.18446601941748	0	0	0	0.242718446601942	0	0.242718446601942	0	0	0	43.2038834951456	0	0	0	0	0	0	0	0	0	0	0	7.76699029126214	41.2621359223301	0	0	0	0	0.242718446601942	0	0	0	0	0.242718446601942	0	0	0	0.242718446601942	0	0	0	0
14521	22747	"Umbrail"	46.54389	10.43472	80	"AWI"	80	1642	2773	2198	0.131233595800525	0	5.7742782152231	0.393700787401575	0	0	1.18110236220472	0	0.26246719160105	0	0	0	0.26246719160105	0.5249343832021	0	0.131233595800525	60.761154855643	0	0	0	0.131233595800525	0	0	0.131233595800525	0	0	0.131233595800525	0	6.2992125984252	21.6535433070866	0	0	0	0	1.0498687664042	0.26246719160105	0	0	0.131233595800525	0.5249343832021	0	0	0	0.26246719160105	0	0	0	0
14521	22747	"Umbrail"	46.54389	10.43472	90	"AWI"	90	1974	3074	2546	0.617283950617284	0	6.94444444444444	0	0	0	1.08024691358025	0	0	0.154320987654321	0.154320987654321	0.308641975308642	0.308641975308642	0.308641975308642	0	0	60.9567901234568	0	0	0	0.154320987654321	0	0	0	0	0	0	0	6.48148148148148	20.3703703703704	0	0	0	0	1.08024691358025	0.617283950617284	0	0	0.154320987654321	0.308641975308642	0	0	0	0	0	0	0	0
